Dates,KMX
2018-07-19,76.68000030517578
2018-08-20,77.7300033569336
2018-10-23,76.95999908447266
2019-05-03,77.58999633789062
2019-04-01,77.41999816894531
2019-02-28,77.05999755859375
2019-11-12,77.16000366210938
2020-01-30,77.0
2019-11-15,77.38999938964844
2020-04-21,75.94999694824219
2019-04-16,76.80999755859375
2019-03-15,75.83999633789062
2019-02-11,75.62999725341797
2019-01-10,75.0999984741211
2019-08-22,75.80000305175781
2018-11-07,76.80000305175781
2018-08-03,77.02999877929688
2018-09-04,76.12999725341797
2019-06-19,76.27999877929688
2019-09-23,76.18000030517578
2019-11-18,75.80999755859375
2020-02-05,77.2699966430664
2020-04-24,77.9000015258789
2019-03-29,77.79000091552734
2019-11-21,79.69999694824219
2020-04-27,79.87999725341797
2020-02-11,79.45999908447266
2020-04-30,79.69000244140625
2019-05-01,80.3499984741211
2019-02-26,80.54000091552734
2019-01-25,80.6500015258789
2018-12-24,81.61000061035156
2019-09-06,82.6500015258789
2018-07-17,83.41000366210938
2018-09-19,83.02999877929688
2019-08-05,82.19999694824219
2019-10-08,82.31999969482422
2019-12-11,83.26000213623047
2019-11-27,81.16000366210938
2020-02-14,82.72000122070312
2020-05-06,83.0
2019-01-08,84.66999816894531
2018-12-07,85.26000213623047
2019-08-20,86.36000061035156
2018-11-05,86.18000030517578
2019-07-19,87.68000030517578
2018-10-04,88.12999725341797
2019-06-17,87.58999633789062
2019-05-16,86.94000244140625
2018-08-01,87.2699966430664
2019-03-13,87.12000274658203
2019-12-03,88.08999633789062
2020-02-20,88.47000122070312
2019-12-06,82.63999938964844
2020-05-12,84.62999725341797
2019-12-09,85.4800033569336
2020-02-26,84.66000366210938
2020-05-15,84.20999908447266
2019-03-28,85.0199966430664
2018-09-17,86.04000091552734
2018-08-16,88.3499984741211
2018-10-19,89.52999877929688
2019-04-29,90.97000122070312
2019-01-23,87.44000244140625
2019-09-04,87.47000122070312
2018-11-20,86.04000091552734
2019-07-02,85.79000091552734
2019-05-31,83.19000244140625
2019-12-12,83.29000091552734
2020-05-18,82.08000183105469
2019-09-27,82.9800033569336
2020-03-03,83.33999633789062
2020-05-21,83.05999755859375
2019-05-14,83.23999786376953
2018-08-31,83.13999938964844
2018-07-30,83.25
2018-10-02,84.1500015258789
2019-04-12,85.16999816894531
2019-03-11,83.18000030517578
2019-02-07,82.58000183105469
2019-07-17,82.98999786376953
2019-09-19,80.62000274658203
2019-10-21,80.1500015258789
2019-12-18,79.45999908447266
2020-03-06,79.37000274658203
2019-10-03,81.9000015258789
2020-03-09,82.88999938964844
2020-05-27,81.80999755859375
2019-12-24,83.19999694824219
2020-03-12,85.87000274658203
2018-12-20,85.54000091552734
2019-08-01,86.0999984741211
2018-08-14,85.11000061035156
2018-07-13,83.62999725341797
2018-10-17,85.37000274658203
2019-05-29,86.37000274658203
2019-03-26,83.95999908447266
2019-02-22,83.11000061035156
2019-10-04,84.45999908447266
2019-11-05,85.04000091552734
2019-12-27,84.62999725341797
2020-06-02,84.26000213623047
2019-12-30,84.44999694824219
2020-03-18,85.29000091552734
2020-06-05,85.29000091552734
2019-07-15,86.61000061035156
2018-12-03,87.11000061035156
2019-06-13,88.33999633789062
2019-01-04,85.05000305175781
2018-08-29,83.38999938964844
2019-02-05,84.30999755859375
2018-11-01,85.37000274658203
2019-08-16,85.08999633789062
2019-04-10,85.4800033569336
2019-09-17,86.36000061035156
2019-10-15,88.52999877929688
2020-01-02,89.43000030517578
2020-06-08,90.75
2019-10-18,91.33000183105469
2020-03-24,92.11000061035156
2020-06-11,92.80999755859375
2020-01-08,94.73999786376953
2019-04-25,93.12999725341797
2019-07-30,93.37000274658203
2019-02-20,94.48999786376953
2018-07-11,94.54000091552734
2018-09-13,94.58999633789062
2018-10-15,94.7699966430664
2019-06-28,94.66999816894531
2018-12-18,92.58000183105469
2018-11-16,93.1500015258789
2019-10-02,95.16999816894531
2020-03-27,95.20999908447266
2020-01-10,93.55999755859375
2019-10-24,93.91999816894531
2020-03-30,93.45999908447266
2020-06-17,93.37000274658203
2020-01-14,93.80000305175781
2020-04-02,94.19000244140625
2019-01-02,95.69000244140625
2019-08-14,96.48999786376953
2018-10-30,97.7300033569336
2019-06-11,98.91999816894531
2019-05-10,98.27999877929688
2019-04-08,97.94999694824219
2018-08-27,96.62000274658203
2018-07-26,97.37000274658203
2018-09-28,97.0
2019-03-07,98.01000213623047
2019-10-30,97.01000213623047
2020-01-17,96.4000015258789
2020-06-23,94.01000213623047
2020-04-08,96.38999938964844
2020-06-26,95.86000061035156
2019-03-22,96.68000030517578
2019-01-17,96.4800033569336
2019-08-29,96.37999725341797
2018-11-14,96.55999755859375
2019-06-26,98.06999969482422
2018-09-11,97.77999877929688
2018-07-09,97.97000122070312
2018-08-10,98.06999969482422
2019-04-23,98.27999877929688
2019-09-30,97.26000213623047
2020-01-23,92.5999984741211
2019-11-08,89.04000091552734
2020-04-14,88.56999969482422
2019-11-11,87.91000366210938
2020-01-29,87.7300033569336
2020-04-17,86.95999908447266
2018-07-24,87.12999725341797
2018-09-26,87.80999755859375
2019-05-08,86.69999694824219
2019-03-05,86.18000030517578
2019-02-01,86.97000122070312
2018-12-31,86.94999694824219
2018-11-29,87.25
2019-08-12,87.9000015258789
2019-07-11,88.55999755859375
2019-09-13,90.81999969482422
2019-11-14,91.23999786376953
2020-04-20,93.0
2020-02-04,94.83000183105469
2020-04-23,94.7699966430664
2018-12-14,96.19000244140625
2019-08-27,96.44999694824219
2018-08-08,95.88999938964844
2018-10-11,95.12000274658203
2018-11-12,96.01000213623047
2019-07-26,98.44999694824219
2019-06-24,97.2300033569336
2019-05-23,97.0199966430664
2019-03-20,94.97000122070312
2019-01-15,95.61000061035156
2019-11-20,97.13999938964844
2020-02-07,96.97000122070312
2020-02-10,96.20999908447266
2020-04-29,95.93000030517578
2019-11-26,98.05000305175781
2020-02-13,98.18000030517578
2019-01-30,97.33000183105469
2018-08-23,97.97000122070312
2018-09-24,98.05000305175781
2018-11-27,98.3499984741211
2018-10-26,100.55000305175781
2019-07-09,100.38999938964844
2019-06-07,97.26000213623047
2019-05-06,93.01000213623047
2019-04-04,91.29000091552734
2019-09-11,87.62999725341797
2019-11-29,84.01000213623047
2020-05-05,85.22000122070312
2019-12-02,84.94999694824219
2020-02-19,86.9000015258789
2020-05-08,85.0
2019-05-21,82.13999938964844
2019-03-18,75.19999694824219
2018-09-07,75.9000015258789
2018-08-06,75.05999755859375
2018-10-09,67.31999969482422
2019-02-14,65.12000274658203
2018-12-12,51.27000045776367
2019-07-24,49.41999816894531
2019-09-26,37.59000015258789
2019-10-28,41.5099983215332
2019-12-05,44.02000045776367
2020-05-11,43.13999938964844
2019-07-03,51.11000061035156
2020-02-25,54.2400016784668
2020-05-14,60.459999084472656
2020-02-28,53.439998626708984
2019-08-08,54.209999084472656
2019-06-05,53.220001220703125
2018-07-20,48.099998474121094
2018-08-21,48.2599983215332
2018-10-24,47.060001373291016
2019-04-02,50.279998779296875
2019-03-01,56.04999923706055
2019-01-28,57.70000076293945
2018-12-27,64.5
2019-09-09,61.779998779296875
2020-03-02,63.849998474121094
2020-05-20,60.810001373291016
2019-12-17,58.93000030517578
2020-03-05,61.88999938964844
2019-02-12,63.11000061035156
2019-01-11,61.22999954223633
2018-12-10,64.4000015258789
2019-08-23,64.83999633789062
2018-11-08,66.88999938964844
2019-07-22,71.83000183105469
2019-06-20,73.69000244140625
2018-09-05,75.26000213623047
2019-04-17,73.3499984741211
2019-09-24,70.16999816894531
2019-12-20,69.41000366210938
2020-05-26,72.76000213623047
2019-04-30,72.38999938964844
2019-12-23,72.36000061035156
2020-03-11,73.81999969482422
2020-05-29,74.33999633789062
2019-12-26,74.7300033569336
2020-06-01,72.44000244140625
2019-05-02,70.72000122070312
2019-02-27,72.97000122070312
2018-11-23,79.58000183105469
2019-08-06,78.41999816894531
2018-07-18,77.91999816894531
2018-09-20,77.79000091552734
2018-10-22,79.76000213623047
2019-07-05,83.66999816894531
2019-06-03,86.05999755859375
2019-10-09,88.0
2019-10-11,85.93000030517578
2020-03-17,89.36000061035156
2020-06-04,89.87000274658203
2019-10-14,92.33000183105469
2020-03-20,92.48999786376953
2018-11-06,94.23999786376953
2019-06-18,96.88999938964844
2019-05-17,93.94999694824219
2019-04-15,90.83000183105469
2019-03-14,85.62999725341797
2019-01-09,87.63999938964844
2018-08-02,86.30000305175781
2018-10-05,94.05000305175781
2019-08-21,95.27999877929688
2019-10-17,95.95999908447266
2020-03-23,89.68000030517578
2020-06-10,91.70999908447266
2019-02-25,91.04000091552734
2020-01-07,88.51000213623047
2020-03-26,88.30999755859375
2019-10-23,86.12000274658203
