Dates,AMT
2018-10-31,150.13999938964844
2019-09-16,155.25
2020-02-18,152.85000610351562
2020-05-07,149.24000549316406
2018-08-17,152.47000122070312
2019-12-04,154.77999877929688
2020-02-21,156.0500030517578
2018-12-17,156.67999267578125
2019-08-30,159.19000244140625
2018-11-15,160.10000610351562
2019-07-29,159.75999450683594
2019-06-27,160.67999267578125
2019-04-24,160.64999389648438
2018-07-10,161.6300048828125
2018-09-12,163.8800048828125
2019-02-19,160.5500030517578
2019-01-18,159.02999877929688
2020-02-24,158.8699951171875
2020-05-13,159.25
2019-12-10,159.97999572753906
2020-02-27,160.99000549316406
2019-12-13,161.1199951171875
2020-05-19,161.8800048828125
2019-03-06,161.50999450683594
2018-11-30,163.0399932861328
2019-08-13,161.1300048828125
2019-07-12,165.83999633789062
2019-06-10,162.75
2019-05-09,165.5
2018-07-25,164.13999938964844
2018-09-27,164.42999267578125
2018-10-29,165.02000427246094
2019-10-16,160.3699951171875
2019-12-16,161.17999267578125
2020-03-04,161.77999877929688
2020-05-22,160.5
2019-10-01,157.6199951171875
2019-12-19,152.6300048828125
2018-09-10,150.6699981689453
2019-05-24,153.3000030517578
2018-08-09,157.75
2019-04-22,156.13999938964844
2019-03-21,153.92999267578125
2019-01-16,156.42999267578125
2019-08-28,157.69000244140625
2018-11-13,158.02000427246094
2018-10-12,158.5800018310547
2019-06-25,158.35000610351562
2020-03-10,158.6199951171875
2020-05-28,159.89999389648438
2019-10-07,160.85000610351562
2020-03-13,160.6300048828125
2019-10-10,162.8300018310547
2020-03-16,163.05999755859375
2020-06-03,163.3800048828125
2018-11-28,163.1699981689453
2018-09-25,164.33999633789062
2018-07-23,164.11000061035156
2018-08-24,165.7899932861328
2019-07-10,165.6699981689453
2019-05-07,167.5500030517578
2019-04-05,169.00999450683594
2019-03-04,169.25
2019-01-31,169.5399932861328
2019-09-12,168.8800048828125
2019-12-31,169.57000732421875
2020-03-19,170.10000610351562
2020-01-03,169.8300018310547
2020-06-09,171.0500030517578
2019-02-15,172.14999389648438
2019-01-14,172.07000732421875
2018-07-06,172.08999633789062
2018-08-07,173.07000732421875
2018-10-10,175.97999572753906
2018-12-13,176.72000122070312
2019-08-26,175.52999877929688
2019-07-25,174.5800018310547
2019-05-22,175.19000244140625
2019-03-19,174.07000732421875
2020-01-06,173.4199981689453
2020-03-25,171.7100067138672
2020-06-12,172.38999938964844
2019-10-22,174.27000427246094
2020-01-09,176.83999633789062
2020-06-15,179.42999267578125
2019-10-25,180.8800048828125
2020-03-31,180.80999755859375
2020-06-18,180.44000244140625
2019-04-03,182.0500030517578
2018-08-22,185.08999633789062
2018-10-25,185.6999969482422
2019-01-29,185.77000427246094
2018-12-28,187.6199951171875
2018-11-26,187.5
2019-08-09,188.50999450683594
2019-07-08,188.9199981689453
2019-06-06,190.8000030517578
2019-09-10,193.2100067138672
2020-01-15,193.52999877929688
2020-04-03,193.9600067138672
2019-10-31,192.6199951171875
2020-04-06,193.1999969482422
2020-06-24,194.66000366210938
2018-11-09,192.16000366210938
2019-07-23,192.11000061035156
2019-06-21,192.49000549316406
2019-05-20,192.64999389648438
2019-04-18,192.30999755859375
2018-09-06,194.19000244140625
2018-10-08,195.9499969482422
2019-02-13,196.0
2018-12-11,195.44000244140625
2019-09-25,194.8000030517578
2020-01-21,194.52000427246094
2020-04-09,191.0500030517578
2019-11-06,189.4199981689453
2020-01-24,190.0500030517578
2020-01-27,190.94000244140625
2020-04-15,192.50999450683594
2018-12-26,192.47999572753906
2019-08-07,190.80999755859375
2019-06-04,191.63999938964844
2018-09-21,191.9600067138672
2018-07-19,191.1199951171875
2018-08-20,192.13999938964844
2018-10-23,192.13999938964844
2019-05-03,192.27000427246094
2019-04-01,190.47000122070312
2019-02-28,188.52999877929688
2019-11-12,190.1699981689453
2020-01-30,190.08999633789062
2019-11-15,192.3300018310547
2020-04-21,194.0800018310547
2019-04-16,196.6999969482422
2019-03-15,197.02000427246094
2019-02-11,200.1999969482422
2019-01-10,200.52999877929688
2019-08-22,197.38999938964844
2018-11-07,197.99000549316406
2018-08-03,198.22000122070312
2018-09-04,200.1699981689453
2019-06-19,202.92999267578125
2019-09-23,202.47999572753906
2019-11-18,200.22999572753906
2020-02-05,200.52999877929688
2020-04-24,204.22000122070312
2019-03-29,206.5
2019-11-21,206.41000366210938
2020-04-27,208.7100067138672
2020-02-11,211.5
2020-04-30,212.02999877929688
2019-05-01,209.02999877929688
2019-02-26,207.47000122070312
2019-01-25,209.52000427246094
2018-12-24,208.52999877929688
2019-09-06,208.17999267578125
2018-07-17,211.3000030517578
2018-09-19,213.3300018310547
2019-08-05,213.19000244140625
2019-10-08,215.89999389648438
2019-12-11,214.24000549316406
2019-11-27,213.97000122070312
2020-02-14,210.69000244140625
2020-05-06,205.22999572753906
2019-01-08,205.5500030517578
2018-12-07,203.6199951171875
2019-08-20,199.47999572753906
2018-11-05,202.67999267578125
2019-07-19,206.39999389648438
2018-10-04,206.2100067138672
2019-06-17,208.30999755859375
2019-05-16,208.80999755859375
2018-08-01,210.0399932861328
2019-03-13,208.08999633789062
2019-12-03,207.4199981689453
2020-02-20,208.97999572753906
2019-12-06,209.02000427246094
2020-05-12,207.82000732421875
2019-12-09,205.00999450683594
2020-02-26,205.2899932861328
2020-05-15,204.67999267578125
2019-03-28,205.47999572753906
2018-09-17,204.5800018310547
2018-08-16,203.8300018310547
2018-10-19,203.64999389648438
2019-04-29,204.14999389648438
2019-01-23,205.58999633789062
2019-09-04,209.35000610351562
2018-11-20,208.5
2019-07-02,210.9199981689453
2019-05-31,211.32000732421875
2019-12-12,213.13999938964844
2020-05-18,211.5399932861328
2019-09-27,216.0
2020-03-03,219.47999572753906
2020-05-21,220.42999267578125
2019-05-14,219.3699951171875
2018-08-31,218.4600067138672
2018-07-30,218.85000610351562
2018-10-02,221.92999267578125
2019-04-12,222.8300018310547
2019-03-11,223.52999877929688
2019-02-07,224.7899932861328
2019-07-17,224.99000549316406
2019-09-19,225.57000732421875
2019-10-21,226.11000061035156
2019-12-18,229.02999877929688
2020-03-06,228.5800018310547
2019-10-03,229.1300048828125
2020-03-09,229.07000732421875
2020-05-27,230.19000244140625
2019-12-24,237.97000122070312
2020-03-12,234.58999633789062
2018-12-20,231.66000366210938
2019-08-01,223.74000549316406
2018-08-14,213.5
2018-07-13,212.5
2018-10-17,214.6699981689453
2019-05-29,213.9199981689453
2019-03-26,215.02999877929688
2019-02-22,217.52000427246094
2019-10-04,218.47000122070312
2019-11-05,220.0
2019-12-27,224.72999572753906
2020-06-02,224.9499969482422
2019-12-30,223.10000610351562
2020-03-18,220.86000061035156
2020-06-05,221.5500030517578
2019-07-15,216.86000061035156
2018-12-03,218.8699951171875
2019-06-13,218.22000122070312
2019-01-04,218.5
2018-08-29,220.27000427246094
2019-02-05,223.66000366210938
2018-11-01,222.97000122070312
2019-08-16,223.63999938964844
2019-04-10,225.3300018310547
2019-09-17,224.11000061035156
2019-10-15,224.35000610351562
2020-01-02,224.50999450683594
2020-06-08,221.83999633789062
2019-10-18,220.5500030517578
2020-03-24,223.4600067138672
2020-06-11,225.85000610351562
2020-01-08,226.6999969482422
2019-04-25,226.42999267578125
2019-07-30,223.8699951171875
2019-02-20,223.35000610351562
2018-07-11,215.1999969482422
2018-09-13,210.02999877929688
2018-10-15,210.5500030517578
2019-06-28,214.60000610351562
2018-12-18,214.0500030517578
2018-11-16,212.35000610351562
2019-10-02,211.0
2020-03-27,202.91000366210938
2020-01-10,205.8699951171875
2019-10-24,203.52999877929688
2020-03-30,204.25999450683594
2020-06-17,205.5800018310547
2020-01-14,206.35000610351562
2020-04-02,207.55999755859375
2019-01-02,210.0
2019-08-14,210.1999969482422
2018-10-30,212.97999572753906
2019-06-11,213.86000061035156
2019-05-10,215.63999938964844
2019-04-08,213.30999755859375
2018-08-27,209.7899932861328
2018-07-26,208.82000732421875
2018-09-28,209.58999633789062
2019-03-07,212.74000549316406
2019-10-30,213.67999267578125
2020-01-17,209.4600067138672
2020-06-23,209.25
2020-04-08,210.02000427246094
2020-06-26,211.9600067138672
2019-03-22,211.88999938964844
2019-01-17,211.8300018310547
2019-08-29,209.1999969482422
2018-11-14,210.0
2019-06-26,208.61000061035156
2018-09-11,208.25
2018-07-09,212.52000427246094
2018-08-10,211.02999877929688
2019-04-23,212.42999267578125
2019-09-30,217.44000244140625
2020-01-23,224.5
2019-11-08,226.39999389648438
2020-04-14,226.25999450683594
2019-11-11,225.57000732421875
2020-01-29,227.5500030517578
2020-04-17,227.22999572753906
2018-07-24,227.49000549316406
2018-09-26,228.00999450683594
2019-05-08,227.0
2019-03-05,227.88999938964844
2019-02-01,221.6199951171875
2018-12-31,222.52000427246094
2018-11-29,225.36000061035156
2019-08-12,227.44000244140625
2019-07-11,231.14999389648438
2019-09-13,232.83999633789062
2019-11-14,234.5
2020-04-20,231.94000244140625
2020-02-04,232.58999633789062
2020-04-23,233.0
2018-12-14,234.25999450683594
2019-08-27,235.00999450683594
2018-08-08,236.72000122070312
2018-10-11,235.67999267578125
2018-11-12,236.3300018310547
2019-07-26,232.86000061035156
2019-06-24,231.30999755859375
2019-05-23,230.85000610351562
2019-03-20,232.11000061035156
2019-01-15,233.02000427246094
2019-11-20,235.1999969482422
2020-02-07,236.35000610351562
2020-02-10,237.80999755859375
2020-04-29,238.7899932861328
2019-11-26,246.5500030517578
2020-02-13,252.0800018310547
2019-01-30,254.42999267578125
2018-08-23,255.25999450683594
2018-09-24,252.67999267578125
2018-11-27,247.85000610351562
2018-10-26,244.72000122070312
2019-07-09,246.8000030517578
2019-06-07,243.61000061035156
2019-05-06,244.16000366210938
2019-04-04,240.0
2019-09-11,232.89999389648438
2019-11-29,218.02999877929688
2020-05-05,228.0800018310547
2019-12-02,238.83999633789062
2020-02-19,245.32000732421875
2020-05-08,243.52999877929688
2019-05-21,237.89999389648438
2019-03-18,225.0
2018-09-07,229.85000610351562
2018-08-06,228.67999267578125
2018-10-09,204.13999938964844
2019-02-14,220.02000427246094
2018-12-12,201.3699951171875
2019-07-24,203.6300048828125
2019-09-26,206.1699981689453
2019-10-28,201.52000427246094
2019-12-05,192.3699951171875
2020-05-11,174.32000732421875
2019-07-03,179.25
2020-02-25,186.02999877929688
2020-05-14,198.0
2020-02-28,211.72999572753906
2019-08-08,221.33999633789062
2019-06-05,215.9199981689453
2018-07-20,202.02999877929688
2018-08-21,205.58999633789062
2018-10-24,216.82000732421875
2019-04-02,227.0
2019-03-01,227.02999877929688
2019-01-28,228.0
2018-12-27,248.1999969482422
2019-09-09,246.75999450683594
2020-03-02,252.52000427246094
2020-05-20,243.2100067138672
2019-12-17,247.5500030517578
2020-03-05,248.0800018310547
2019-02-12,248.50999450683594
2019-01-11,239.10000610351562
2018-12-10,245.55999755859375
2019-08-23,248.13999938964844
2018-11-08,243.77000427246094
2019-07-22,245.24000549316406
2019-06-20,242.72000122070312
2018-09-05,235.6699981689453
2019-04-17,232.7100067138672
2019-09-24,232.58999633789062
2019-12-20,228.11000061035156
2020-05-26,237.67999267578125
2019-04-30,236.7899932861328
2019-12-23,235.02999877929688
2020-03-11,236.67999267578125
2020-05-29,234.47999572753906
2019-12-26,230.74000549316406
2020-06-01,229.38999938964844
2019-05-02,224.75999450683594
2019-02-27,223.8300018310547
2018-11-23,232.07000732421875
2019-08-06,229.66000366210938
2018-07-18,228.9199981689453
2018-09-20,227.1199951171875
2018-10-22,227.41000366210938
2019-07-05,240.13999938964844
2019-06-03,241.8300018310547
2019-10-09,253.52000427246094
2019-10-11,254.08999633789062
2020-03-17,255.52000427246094
2020-06-04,259.739990234375
2019-10-14,263.6000061035156
2020-03-20,256.510009765625
2018-11-06,260.5799865722656
2019-06-18,264.29998779296875
2019-05-17,264.3500061035156
2019-04-15,263.2300109863281
2019-03-14,251.07000732421875
2019-01-09,253.9600067138672
2018-08-02,252.0
2018-10-05,261.0
2019-08-21,263.7799987792969
2019-10-17,256.5400085449219
2020-03-23,256.4200134277344
2020-06-10,261.1199951171875
2019-02-25,262.010009765625
2020-01-07,250.27000427246094
2020-03-26,250.5800018310547
2019-10-23,244.02000427246094
