Dates,GOOGL
2019-02-04,1205.4300537109375
2019-02-12,1182.7900390625
2019-03-08,1176.4200439453125
2019-02-28,1183.8399658203125
2019-04-25,1209.3900146484375
2019-05-03,1198.0
2019-06-26,1200.56005859375
2019-09-13,1198.780029296875
2019-10-02,1195.6700439453125
2019-06-07,1171.8599853515625
2019-11-12,1185.0
2019-08-06,1178.5
2019-10-24,1199.18994140625
2019-04-30,1200.3499755859375
2019-07-18,1189.0799560546875
2019-09-16,1184.8800048828125
2019-10-04,1214.0
2019-12-04,1212.949951171875
2019-06-10,1220.550048828125
2019-08-28,1210.0
2019-11-15,1222.469970703125
2019-05-22,1242.4200439453125
2019-08-16,1241.050048828125
2019-08-09,1239.02001953125
2019-10-08,1235.0
2019-07-02,1236.239990234375
2019-09-19,1244.3399658203125
2019-01-18,1242.800048828125
2019-03-07,1239.6800537109375
2019-02-27,1247.1099853515625
2019-02-19,1248.02001953125
2019-02-11,1244.6700439453125
2019-04-16,1244.989990234375
2019-04-08,1227.4100341796875
2019-03-15,1232.8599853515625
2019-04-24,1198.760009765625
2019-05-02,1191.0
2019-06-13,1212.4599609375
2019-08-12,1218.9100341796875
2019-10-30,1206.8699951171875
2019-11-18,1208.4599609375
2019-11-20,1215.6199951171875
2019-07-24,1228.75
2019-10-11,1225.8800048828125
2019-07-05,1247.1300048828125
2019-12-10,1254.18994140625
2019-09-03,1263.75
2019-11-21,1258.1099853515625
2019-05-28,1253.510009765625
2019-08-15,1248.72998046875
2019-10-14,1258.0400390625
2019-07-08,1262.9000244140625
2019-09-25,1268.0
2019-06-19,1299.239990234375
2019-09-06,1280.800048828125
2019-05-31,1268.02001953125
2019-11-05,1266.52001953125
2019-03-22,1273.0
2019-03-14,1292.5
2019-03-06,1297.239990234375
2019-02-26,1292.989990234375
2019-01-17,1322.6500244140625
2019-01-25,1317.1099853515625
2019-04-23,1304.9000244140625
2019-04-15,1309.3499755859375
2019-05-01,1302.52001953125
2019-05-09,1315.719970703125
2019-07-11,1333.5400390625
2019-07-30,1333.9200439453125
2019-10-17,1326.6300048828125
2019-09-09,1313.2099609375
2019-11-27,1311.1199951171875
2019-06-03,1306.9000244140625
2019-08-21,1310.4100341796875
2019-02-25,1314.010009765625
2019-11-08,1317.6400146484375
2019-05-15,1309.949951171875
2019-08-02,1305.43994140625
2019-07-17,1297.22998046875
2019-10-01,1324.27001953125
2019-06-25,1327.97998046875
2019-09-12,1342.469970703125
2019-06-06,1357.550048828125
2019-11-11,1348.0
2019-08-05,1349.8900146484375
2019-10-23,1354.5799560546875
