Dates,GOOGL
2019-06-27,1185.81005859375
2019-12-02,1177.2900390625
2019-08-26,1162.5999755859375
2019-11-13,1168.8399658203125
2019-05-20,1145.239990234375
2019-08-07,1142.3199462890625
2019-10-25,1122.550048828125
2019-07-19,1171.8399658203125
2019-03-18,1175.8299560546875
2019-03-26,1153.0
2019-02-22,1154.47998046875
2019-01-29,1151.25
2019-02-06,1146.0699462890625
2019-02-14,1152.0
2019-04-11,1141.47998046875
2019-04-03,1132.699951171875
2019-05-13,1120.1500244140625
2019-03-05,1105.6400146484375
2019-06-11,1066.9300537109375
2019-05-23,1044.489990234375
2019-08-29,1055.0
2019-09-17,1046.2099609375
2019-10-28,1054.280029296875
2019-07-22,1077.0
2019-10-09,1096.989990234375
2019-07-03,1079.949951171875
2019-09-20,1084.7099609375
2019-06-14,1089.739990234375
2019-11-19,1089.0999755859375
2019-08-13,1111.5
2019-10-31,1107.239990234375
2019-07-25,1121.699951171875
2019-09-23,1109.8599853515625
2019-12-11,1120.0
2019-06-17,1115.0799560546875
2019-09-04,1091.0
2019-11-22,1086.75
2019-05-29,1077.22998046875
2019-01-28,1101.0400390625
2019-04-02,1104.8299560546875
2019-03-25,1118.5
2019-04-10,1119.3699951171875
2019-02-05,1125.8699951171875
2019-04-18,1110.3199462890625
2019-03-01,1132.3199462890625
2019-02-21,1146.1600341796875
2019-02-13,1142.9300537109375
2019-04-26,1145.3399658203125
2019-05-10,1146.72998046875
2019-10-15,1150.9200439453125
2019-07-09,1142.0
2019-09-26,1149.3199462890625
2019-06-20,1135.469970703125
2019-11-25,1143.449951171875
2019-08-19,1132.6199951171875
2019-11-06,1138.949951171875
2019-07-31,1228.0
2019-10-18,1242.5
2019-07-12,1227.0
2019-09-10,1224.8699951171875
2019-06-04,1217.6300048828125
2019-08-22,1203.0
2019-05-16,1172.969970703125
2019-10-21,1165.52001953125
2019-02-20,1157.800048828125
2019-04-17,1186.4300537109375
2019-04-09,1199.989990234375
2019-04-01,1180.0
2019-02-04,1174.3499755859375
2019-02-12,1176.0699462890625
2019-03-08,1168.4300537109375
2019-02-28,1180.7900390625
2019-04-25,1191.8299560546875
2019-05-03,1195.3499755859375
2019-06-26,1195.8199462890625
2019-09-13,1193.800048828125
2019-10-02,1185.1700439453125
2019-06-07,1159.449951171875
2019-11-12,1183.0
2019-08-06,1164.8699951171875
2019-10-24,1186.4200439453125
2019-04-30,1200.3499755859375
2019-07-18,1181.8499755859375
2019-09-16,1179.449951171875
2019-10-04,1193.6600341796875
2019-12-04,1209.1400146484375
2019-06-10,1207.0799560546875
2019-08-28,1196.0899658203125
2019-11-15,1203.8900146484375
2019-05-22,1223.469970703125
2019-08-16,1232.1099853515625
2019-08-09,1230.43994140625
2019-10-08,1231.6300048828125
2019-07-02,1230.239990234375
2019-09-19,1232.3199462890625
2019-01-18,1233.6400146484375
2019-03-07,1226.5699462890625
2019-02-27,1240.0
2019-02-19,1216.010009765625
2019-02-11,1242.1400146484375
2019-04-16,1242.8299560546875
2019-04-08,1220.5999755859375
2019-03-15,1222.489990234375
2019-04-24,1196.5
2019-05-02,1183.3399658203125
2019-06-13,1194.2900390625
2019-08-12,1207.0
2019-10-30,1198.77001953125
2019-11-18,1201.3299560546875
2019-11-20,1198.5999755859375
2019-07-24,1224.030029296875
2019-10-11,1213.8900146484375
2019-07-05,1221.5
2019-12-10,1241.81005859375
2019-09-03,1251.4000244140625
2019-11-21,1254.68994140625
2019-05-28,1248.699951171875
2019-08-15,1244.47998046875
2019-10-14,1240.2099609375
2019-07-08,1259.1099853515625
2019-09-25,1252.0
2019-06-19,1275.0
2019-09-06,1276.0
2019-05-31,1255.1500244140625
2019-11-05,1260.0
2019-03-22,1265.800048828125
2019-03-14,1276.1099853515625
2019-03-06,1291.199951171875
2019-02-26,1290.0899658203125
2019-01-17,1294.280029296875
2019-01-25,1301.52001953125
2019-04-23,1304.0
2019-04-15,1298.5699462890625
2019-05-01,1293.1800537109375
2019-05-09,1295.0
2019-07-11,1315.050048828125
2019-07-30,1332.3399658203125
2019-10-17,1326.6300048828125
2019-09-09,1311.3599853515625
2019-11-27,1299.25
2019-06-03,1303.0
2019-08-21,1296.260009765625
2019-02-25,1309.9100341796875
2019-11-08,1315.4200439453125
2019-05-15,1306.5999755859375
2019-08-02,1302.56005859375
2019-07-17,1278.6600341796875
2019-10-01,1306.0999755859375
2019-06-25,1327.0
2019-09-12,1332.75
2019-06-06,1338.8599853515625
2019-11-11,1339.93994140625
2019-08-05,1348.300048828125
2019-10-23,1343.2099609375
