Dates,TIF
2019-06-10,1938800.0
2019-05-09,1801100.0
2018-07-25,2133500.0
2018-09-27,1927400.0
2018-10-29,2216300.0
2019-10-16,2427300.0
2019-12-16,2188800.0
2020-03-04,1708100.0
2020-05-22,1993700.0
2019-10-01,3093500.0
2019-12-19,1102000.0
2018-09-10,1660300.0
2019-05-24,2266900.0
2018-08-09,2055700.0
2019-04-22,1668300.0
2019-03-21,1990700.0
2019-01-16,3136600.0
2019-08-28,1847700.0
2018-11-13,2188800.0
2018-10-12,2373800.0
2019-06-25,1678400.0
2020-03-10,2200300.0
2020-05-28,2417100.0
2019-10-07,2023900.0
2020-03-13,2018400.0
2019-10-10,2706700.0
2020-03-16,2556600.0
2020-06-03,4404000.0
2018-11-28,3076600.0
2018-09-25,1662500.0
2018-07-23,1614300.0
2018-08-24,2146600.0
2019-07-10,1220600.0
2019-05-07,1754200.0
2019-04-05,1447500.0
2019-03-04,1517000.0
2019-01-31,1282800.0
2019-09-12,1378300.0
2019-12-31,1487500.0
2020-03-19,925600.0
2020-01-03,878300.0
2020-06-09,1137400.0
2019-02-15,1074600.0
2019-01-14,949300.0
2018-07-06,1057300.0
2018-08-07,1444800.0
2018-10-10,1648000.0
2018-12-13,1095500.0
2019-08-26,1877500.0
2019-07-25,1197800.0
2019-05-22,1047400.0
2019-03-19,2922800.0
2020-01-06,1788900.0
2020-03-25,2238200.0
2020-06-12,2456500.0
2019-10-22,1445000.0
2020-01-09,1149600.0
2020-06-15,925400.0
2019-10-25,858600.0
2020-03-31,1014500.0
2020-06-18,910900.0
2019-04-03,956500.0
2018-08-22,1223500.0
2018-10-25,1495800.0
2019-01-29,1075300.0
2018-12-28,1671300.0
2018-11-26,1554800.0
2019-08-09,1368500.0
2019-07-08,1736600.0
2019-06-06,2793100.0
2019-09-10,6379800.0
2020-01-15,2352000.0
2020-04-03,1578500.0
2019-10-31,1787700.0
2020-04-06,2230500.0
2020-06-24,2855600.0
2018-11-09,1682800.0
2019-07-23,2364000.0
2019-06-21,2189900.0
2019-05-20,1985000.0
2019-04-18,1989000.0
2018-09-06,2038600.0
2018-10-08,1068800.0
2019-02-13,1301600.0
2018-12-11,1195900.0
2019-09-25,1160200.0
2020-01-21,1100000.0
2020-04-09,919600.0
2019-11-06,1280900.0
2020-01-24,1127100.0
2020-01-27,767100.0
2020-04-15,1204400.0
2018-12-26,834800.0
2019-08-07,1849300.0
2019-06-04,1050400.0
2018-09-21,1352900.0
2018-07-19,1339300.0
2018-08-20,906600.0
2018-10-23,1456700.0
2019-05-03,1204200.0
2019-04-01,2026200.0
2019-02-28,1671600.0
2019-11-12,1002600.0
2020-01-30,1533700.0
2019-11-15,1343200.0
2020-04-21,2700200.0
2019-04-16,2105500.0
2019-03-15,2054000.0
2019-02-11,1437400.0
2019-01-10,2276400.0
2019-08-22,1680100.0
2018-11-07,1276500.0
2018-08-03,1253700.0
2018-09-04,2054600.0
2019-06-19,1455800.0
2019-09-23,2222400.0
2019-11-18,2458100.0
2020-02-05,1803200.0
2020-04-24,3110700.0
2019-03-29,3247900.0
2019-11-21,5521400.0
2020-04-27,2648900.0
2020-02-11,1449400.0
2020-04-30,1208200.0
2019-05-01,1222900.0
2019-02-26,1117200.0
2019-01-25,891200.0
2018-12-24,1198100.0
2019-09-06,1004300.0
2018-07-17,1033500.0
2018-09-19,2499900.0
2019-08-05,1489700.0
2019-10-08,2590500.0
2019-12-11,2309100.0
2019-11-27,1158100.0
2020-02-14,1431600.0
2020-05-06,1205700.0
2019-01-08,914000.0
2018-12-07,1877500.0
2019-08-20,2187200.0
2018-11-05,1579900.0
2019-07-19,1126400.0
2018-10-04,844900.0
2019-06-17,963700.0
2019-05-16,1283200.0
2018-08-01,1048500.0
2019-03-13,660000.0
2019-12-03,1508000.0
2020-02-20,1380500.0
2019-12-06,959100.0
2020-05-12,908300.0
2019-12-09,1216700.0
2020-02-26,999400.0
2020-05-15,1359200.0
2019-03-28,1150700.0
2018-09-17,1509200.0
2018-08-16,1010900.0
2018-10-19,1683400.0
2019-04-29,1119000.0
2019-01-23,1144900.0
2019-09-04,1491500.0
2018-11-20,2143600.0
2019-07-02,1364500.0
2019-05-31,2486300.0
2019-12-12,1531800.0
2020-05-18,1621500.0
2019-09-27,1161700.0
2020-03-03,1355300.0
2020-05-21,1287100.0
2019-05-14,1724800.0
2018-08-31,3228200.0
2018-07-30,2731700.0
2018-10-02,2735100.0
2019-04-12,2192300.0
2019-03-11,1756500.0
2019-02-07,2007000.0
2019-07-17,2074600.0
2019-09-19,3361200.0
2019-10-21,4333800.0
2019-12-18,4209900.0
2020-03-06,10957400.0
2019-10-03,2744400.0
2020-03-09,2000000.0
2020-05-27,2658100.0
2019-12-24,1996700.0
2020-03-12,2675900.0
2018-12-20,1640900.0
2019-08-01,2462100.0
2018-08-14,2380500.0
2018-07-13,1916900.0
2018-10-17,1792600.0
2019-05-29,1593800.0
2019-03-26,1526600.0
2019-02-22,1916000.0
2019-10-04,2135100.0
2019-11-05,1517100.0
2019-12-27,1564500.0
2020-06-02,899800.0
2019-12-30,784000.0
2020-03-18,1345700.0
2020-06-05,1064900.0
2019-07-15,942200.0
2018-12-03,1091500.0
2019-06-13,1063200.0
2019-01-04,2044600.0
2018-08-29,1351800.0
2019-02-05,1684900.0
2018-11-01,1828300.0
2019-08-16,1605000.0
2019-04-10,1044700.0
2019-09-17,1211700.0
2019-10-15,1722700.0
2020-01-02,1121100.0
2020-06-08,973200.0
2019-10-18,865400.0
2020-03-24,1091200.0
2020-06-11,1296900.0
2020-01-08,963300.0
2019-04-25,1479200.0
2019-07-30,1724500.0
2019-02-20,3558000.0
2018-07-11,3665000.0
2018-09-13,22290900.0
2018-10-15,7532700.0
2019-06-28,6515600.0
2018-12-18,3575300.0
2018-11-16,3782500.0
2019-10-02,6097600.0
2020-03-27,4818300.0
2020-01-10,7384800.0
2019-10-24,3862600.0
2020-03-30,4586100.0
2020-06-17,1656100.0
2020-01-14,2474900.0
2020-04-02,2984200.0
2019-01-02,3669200.0
2019-08-14,1993200.0
2018-10-30,1180700.0
2019-06-11,1756800.0
2019-05-10,1562900.0
2019-04-08,4863600.0
2018-08-27,2888300.0
2018-07-26,20024600.0
2018-09-28,7625100.0
2019-03-07,6111900.0
2019-10-30,3185100.0
2020-01-17,3901800.0
2020-06-23,3846800.0
2020-04-08,3548300.0
2020-06-26,3912400.0
2019-03-22,3627300.0
2019-01-17,2817200.0
2019-08-29,1963000.0
2018-11-14,2690700.0
2019-06-26,1912800.0
2018-09-11,2934300.0
2018-07-09,1942400.0
2018-08-10,1342600.0
2019-04-23,1700100.0
2019-09-30,1208800.0
2020-01-23,1654200.0
2019-11-08,1165100.0
2020-04-14,347700.0
2019-11-11,956800.0
2020-01-29,1068300.0
2020-04-17,2886000.0
2018-07-24,1163400.0
2018-09-26,1778800.0
2019-05-08,1430400.0
2019-03-05,2024200.0
2019-02-01,2341800.0
2018-12-31,1640100.0
2018-11-29,1510000.0
2019-08-12,1564300.0
2019-07-11,1684300.0
2019-09-13,1369900.0
2019-11-14,817300.0
2020-04-20,932300.0
2020-02-04,1276100.0
2020-04-23,1829600.0
2018-12-14,1100800.0
2019-08-27,1262800.0
2018-08-08,1051100.0
2018-10-11,1797400.0
2018-11-12,1546400.0
2019-07-26,2369700.0
2019-06-24,2371600.0
2019-05-23,1528800.0
2019-03-20,1468300.0
2019-01-15,1590700.0
2019-11-20,3121100.0
2020-02-07,1151500.0
2020-02-10,1479600.0
2020-04-29,1242100.0
2019-11-26,1219600.0
2020-02-13,1329800.0
2019-01-30,1403500.0
2018-08-23,917000.0
2018-09-24,866300.0
2018-11-27,1247300.0
2018-10-26,1325900.0
2019-07-09,934400.0
2019-06-07,2229200.0
2019-05-06,3979800.0
2019-04-04,3635300.0
2019-09-11,4433300.0
2019-11-29,7694300.0
2020-05-05,4772700.0
2019-12-02,4056900.0
2020-02-19,1710400.0
2020-05-08,2439600.0
2019-05-21,3477100.0
2019-03-18,6021500.0
2018-09-07,6822900.0
2018-08-06,5710400.0
2018-10-09,6187100.0
2019-02-14,4844200.0
2018-12-12,5917400.0
2019-07-24,7992200.0
2019-09-26,5856700.0
2019-10-28,5492100.0
2019-12-05,4309700.0
2020-05-11,3940500.0
2019-07-03,2806300.0
2020-02-25,3541000.0
2020-05-14,5536400.0
2020-02-28,2625400.0
2019-08-08,2254100.0
2019-06-05,2698000.0
2018-07-20,2760000.0
2018-08-21,1726400.0
2018-10-24,1969300.0
2019-04-02,2810300.0
2019-03-01,2949000.0
2019-01-28,3382100.0
2018-12-27,5298200.0
2019-09-09,2082700.0
2020-03-02,3046400.0
2020-05-20,1014300.0
2019-12-17,4456000.0
2020-03-05,1705900.0
2019-02-12,1492100.0
2019-01-11,707800.0
2018-12-10,1753400.0
2019-08-23,1917400.0
2018-11-08,2381600.0
2019-07-22,3017600.0
2019-06-20,1554000.0
2018-09-05,1265900.0
2019-04-17,1611100.0
2019-09-24,1323900.0
2019-12-20,797100.0
2020-05-26,888100.0
2019-04-30,1658500.0
2019-12-23,1976000.0
2020-03-11,1806400.0
2020-05-29,2264100.0
2019-12-26,1089700.0
2020-06-01,1689400.0
2019-05-02,1334100.0
2019-02-27,2179700.0
2018-11-23,1480100.0
2019-08-06,1905400.0
2018-07-18,2901900.0
2018-09-20,5007900.0
2018-10-22,2420800.0
2019-07-05,2848200.0
2019-06-03,1754300.0
2019-10-09,3328500.0
2019-10-11,2285100.0
2020-03-17,1086900.0
2020-06-04,9558400.0
2019-10-14,8830400.0
2020-03-20,4265900.0
2018-11-06,8127000.0
2019-06-18,2704900.0
2019-05-17,3003800.0
2019-04-15,3132600.0
2019-03-14,3188100.0
2019-01-09,1563300.0
2018-08-02,2327300.0
2018-10-05,1900000.0
2019-08-21,981400.0
2019-10-17,1291900.0
2020-03-23,2330200.0
2020-06-10,1424100.0
2019-02-25,1816600.0
2020-01-07,2795800.0
2020-03-26,1689500.0
2019-10-23,1887500.0
