Dates,FB
2018-07-06,163.72999572753906
2018-08-07,162.25
2018-10-10,160.86000061035156
2018-12-13,160.3300018310547
2019-08-26,161.25
2019-07-25,159.58999633789062
2019-05-22,160.30999755859375
2019-03-19,162.89999389648438
2020-01-06,163.8000030517578
2020-03-25,160.41000366210938
2020-06-12,160.86000061035156
2019-10-22,161.69000244140625
2020-01-09,163.8300018310547
2020-06-15,166.5500030517578
2019-10-25,171.27000427246094
2020-03-31,167.61000061035156
2020-06-18,165.97000122070312
2019-04-03,171.5800018310547
2018-08-22,171.22000122070312
2018-10-25,172.1199951171875
2019-01-29,168.16000366210938
2018-12-28,162.50999450683594
2018-11-26,159.27999877929688
2019-08-09,160.82000732421875
2019-07-08,161.24000549316406
2019-06-06,163.75
2019-09-10,164.08999633789062
2020-01-15,162.0
2020-04-03,166.35000610351562
2019-10-31,164.7899932861328
2020-04-06,163.3300018310547
2020-06-24,164.80999755859375
2018-11-09,167.27999877929688
2019-07-23,169.5500030517578
2019-06-21,172.9499969482422
2019-05-20,175.52999877929688
2019-04-18,175.10000610351562
2018-09-06,174.22999572753906
2018-10-08,175.5500030517578
2019-02-13,176.5399932861328
2018-12-11,177.0
2019-09-25,177.9499969482422
2020-01-21,176.8699951171875
2020-04-09,178.3000030517578
2019-11-06,178.36000061035156
2020-01-24,177.33999633789062
2020-01-27,178.25
2020-04-15,181.47999572753906
2018-12-26,181.64999389648438
2019-08-07,192.1199951171875
2019-06-04,189.08999633789062
2018-09-21,190.64999389648438
2018-07-19,192.27999877929688
2018-08-20,193.00999450683594
2018-10-23,189.75
2019-05-03,193.7100067138672
2019-04-01,190.5500030517578
2019-02-28,187.85000610351562
2019-11-12,188.5500030517578
2020-01-30,186.25999450683594
2019-11-15,184.58999633789062
2020-04-21,180.83999633789062
2019-04-16,178.10000610351562
2019-03-15,180.02000427246094
2019-02-11,185.0500030517578
2019-01-10,184.27999877929688
2019-08-22,181.3699951171875
2018-11-07,183.88999938964844
2018-08-03,183.61000061035156
2018-09-04,179.6699981689453
2019-06-19,180.8300018310547
2019-09-23,181.4499969482422
2019-11-18,181.35000610351562
2020-02-05,180.88999938964844
2020-04-24,177.16000366210938
2019-03-29,161.00999450683594
2019-11-21,160.83999633789062
2020-04-27,164.6300048828125
2020-02-11,167.22999572753906
2020-04-30,168.83999633789062
2019-05-01,173.8000030517578
2019-02-26,176.7899932861328
2019-01-25,172.8800048828125
2018-12-24,174.61000061035156
2019-09-06,180.0
2018-07-17,184.41000366210938
2018-09-19,187.27999877929688
2019-08-05,184.5500030517578
2019-10-08,187.63999938964844
2019-12-11,188.75
2019-11-27,191.57000732421875
2020-02-14,188.1300048828125
2020-05-06,187.30999755859375
2019-01-08,188.27000427246094
2018-12-07,189.94000244140625
2019-08-20,191.92999267578125
2018-11-05,192.7100067138672
2019-07-19,194.16000366210938
2018-10-04,194.1699981689453
2019-06-17,193.63999938964844
2019-05-16,194.88999938964844
2018-08-01,199.6699981689453
2019-03-13,200.2100067138672
2019-12-03,199.16000366210938
2020-02-20,201.82000732421875
2019-12-06,203.10000610351562
2020-05-12,201.58999633789062
2019-12-09,199.3800048828125
2020-02-26,198.07000732421875
2020-05-15,198.80999755859375
2019-03-28,200.9600067138672
2018-09-17,197.22000122070312
2018-08-16,198.25999450683594
2018-10-19,196.25
2019-04-29,195.3000030517578
2019-01-23,193.5
2019-09-04,192.67999267578125
2018-11-20,190.8800048828125
2019-07-02,188.07000732421875
2019-05-31,179.33999633789062
2019-12-12,183.08999633789062
2020-05-18,181.22000122070312
2019-09-27,184.0500030517578
2020-03-03,187.1199951171875
2020-05-21,184.4600067138672
2019-05-14,185.3699951171875
2018-08-31,179.30999755859375
2018-07-30,180.02999877929688
2018-10-02,182.36000061035156
2019-04-12,184.85000610351562
2019-03-11,182.38999938964844
2019-02-07,183.13999938964844
2019-07-17,179.91000366210938
2019-09-19,176.66000366210938
2019-10-21,178.24000549316406
2019-12-18,181.00999450683594
2020-03-06,178.9199981689453
2019-10-03,183.47000122070312
2020-03-09,183.4600067138672
2020-05-27,182.11000061035156
2019-12-24,183.88999938964844
2020-03-12,187.94000244140625
2018-12-20,186.35000610351562
2019-08-01,185.85000610351562
2018-08-14,184.5500030517578
2018-07-13,186.0800018310547
2018-10-17,187.22999572753906
2019-05-29,186.5399932861328
2019-03-26,185.77000427246094
2019-02-22,185.5399932861328
2019-10-04,186.00999450683594
2019-11-05,188.14999389648438
2019-12-27,188.1199951171875
2020-06-02,185.2100067138672
2019-12-30,180.38999938964844
2020-03-18,177.8699951171875
2020-06-05,177.6699981689453
2019-07-15,175.66000366210938
2018-12-03,176.85000610351562
2019-06-13,174.8800048828125
2019-01-04,173.08999633789062
2018-08-29,173.6300048828125
2019-02-05,178.10000610351562
2018-11-01,178.08999633789062
2019-08-16,177.72000122070312
2019-04-10,177.94000244140625
2019-09-17,179.1699981689453
2019-10-15,182.13999938964844
2020-01-02,182.57000732421875
2020-06-08,183.66000366210938
2019-10-18,186.89999389648438
2020-03-24,188.77000427246094
2020-06-11,183.9199981689453
2020-01-08,186.75
2019-04-25,181.5
2019-07-30,182.0
2019-02-20,182.8000030517578
2018-07-11,185.08999633789062
2018-09-13,185.0800018310547
2018-10-15,188.47000122070312
2019-06-28,185.97999572753906
2018-12-18,188.25
2018-11-16,189.91000366210938
2019-10-02,193.80999755859375
2020-03-27,193.60000610351562
2020-01-10,191.35000610351562
2019-10-24,189.47000122070312
2020-03-30,189.6999969482422
2020-06-17,188.5399932861328
2020-01-14,189.74000549316406
2020-04-02,192.74000549316406
2019-01-02,191.4499969482422
2019-08-14,193.3800048828125
2018-10-30,193.0500030517578
2019-06-11,196.86000061035156
2019-05-10,195.42999267578125
2019-04-08,196.86000061035156
2018-08-27,197.6199951171875
2018-07-26,199.25
2018-09-28,198.0399932861328
2019-03-07,199.4199981689453
2019-10-30,201.2100067138672
2020-01-17,198.0500030517578
2020-06-23,195.0800018310547
2020-04-08,198.0500030517578
2020-06-26,198.2100067138672
2019-03-22,200.05999755859375
2019-01-17,200.2100067138672
2019-08-29,200.14999389648438
2018-11-14,200.27999877929688
2019-06-26,194.10000610351562
2018-09-11,193.1699981689453
2018-07-09,194.80999755859375
2018-08-10,196.1300048828125
2019-04-23,200.08999633789062
2019-09-30,202.50999450683594
2020-01-23,203.42999267578125
2019-11-08,205.67999267578125
2020-04-14,205.0
2019-11-11,205.30999755859375
2020-01-29,206.58999633789062
2020-04-17,203.89999389648438
2018-07-24,203.60000610351562
2018-09-26,206.27000427246094
2019-05-08,206.9499969482422
2019-03-05,206.52000427246094
2019-02-01,211.75
2018-12-31,212.61000061035156
2018-11-29,216.27999877929688
2019-08-12,217.4199981689453
2019-07-11,219.2100067138672
2019-09-13,218.6300048828125
2019-11-14,220.13999938964844
2020-04-20,220.38999938964844
2020-02-04,220.52999877929688
2020-04-23,219.1199951171875
2018-12-14,221.27999877929688
2019-08-27,219.27000427246094
2018-08-08,216.11000061035156
2018-10-11,212.5
2018-11-12,213.52000427246094
2019-07-26,218.4499969482422
2019-06-24,204.75
2019-05-23,201.05999755859375
2019-03-20,202.5
2019-01-15,205.1999969482422
2019-11-20,208.7100067138672
2020-02-07,209.33999633789062
2020-02-10,209.92999267578125
2020-04-29,210.66000366210938
2019-11-26,206.50999450683594
2020-02-13,207.39999389648438
2019-01-30,209.17999267578125
2018-08-23,212.64999389648438
2018-09-24,213.39999389648438
2018-11-27,216.11000061035156
2018-10-26,212.9499969482422
2019-07-09,208.8300018310547
2019-06-07,198.1699981689453
2019-05-06,195.9499969482422
2019-04-04,195.49000549316406
2019-09-11,189.5
2019-11-29,181.82000732421875
2020-05-05,188.85000610351562
2019-12-02,183.97000122070312
2020-02-19,186.38999938964844
2020-05-08,183.88999938964844
2019-05-21,176.25999450683594
2019-03-18,165.19000244140625
2018-09-07,169.5
2018-08-06,167.66000366210938
2018-10-09,154.33999633789062
2019-02-14,157.60000610351562
2018-12-12,143.10000610351562
2019-07-24,140.0
2019-09-26,137.10000610351562
2019-10-28,144.8000030517578
2019-12-05,148.0
2020-05-11,142.25
2019-07-03,152.57000732421875
2020-02-25,153.05999755859375
2020-05-14,157.02000427246094
2020-02-28,154.75
2019-08-08,158.05999755859375
2019-06-05,164.1999969482422
2018-07-20,158.0399932861328
2018-08-21,155.9199981689453
2018-10-24,150.8300018310547
2019-04-02,158.50999450683594
2019-03-01,166.00999450683594
2019-01-28,167.74000549316406
2018-12-27,171.57000732421875
2019-09-09,169.4499969482422
2020-03-02,176.6199951171875
2020-05-20,172.82000732421875
2019-12-17,172.50999450683594
2020-03-05,176.66000366210938
2019-02-12,176.77000427246094
2019-01-11,168.33999633789062
2018-12-10,178.13999938964844
2019-08-23,183.14999389648438
2018-11-08,180.8300018310547
2019-07-22,187.41000366210938
2019-06-20,182.55999755859375
2018-09-05,190.0
2019-04-17,201.57000732421875
2019-09-24,199.0500030517578
2019-12-20,198.75999450683594
2020-05-26,206.5
2019-04-30,206.66000366210938
2019-12-23,209.0399932861328
2020-03-11,210.85000610351562
2020-05-29,210.3699951171875
2019-12-26,210.0
2020-06-01,202.11000061035156
2019-05-02,200.69000244140625
2019-02-27,204.1199951171875
2018-11-23,210.94000244140625
2019-08-06,212.8300018310547
2018-07-18,223.19000244140625
2018-09-20,231.1999969482422
2018-10-22,228.74000549316406
2019-07-05,231.6699981689453
2019-06-03,221.1300048828125
2019-10-09,224.0
2019-10-11,222.8800048828125
2020-03-17,223.5
2020-06-04,226.55999755859375
2019-10-14,228.52999877929688
2020-03-20,224.61000061035156
2018-11-06,225.30999755859375
2019-06-18,227.41000366210938
2019-05-17,230.41000366210938
2019-04-15,235.27999877929688
2019-03-14,223.5500030517578
2019-01-09,224.5
2018-08-02,224.8000030517578
2018-10-05,233.0
2019-08-21,231.72999572753906
2019-10-17,232.14999389648438
2020-03-23,235.5500030517578
2020-06-10,236.91000366210938
2019-02-25,239.86000061035156
2020-01-07,232.67999267578125
2020-03-26,232.74000549316406
2019-10-23,215.39999389648438
