Dates,CTSH
2019-07-08,2161300.0
2019-06-06,4141700.0
2019-09-10,2711800.0
2020-01-15,1983700.0
2020-04-03,2295500.0
2019-10-31,2040300.0
2020-04-06,2495800.0
2020-06-24,4475300.0
2018-11-09,3561900.0
2019-07-23,3069100.0
2019-06-21,3485100.0
2019-05-20,2221800.0
2019-04-18,2572800.0
2018-09-06,2429000.0
2018-10-08,2036000.0
2019-02-13,1554200.0
2018-12-11,2018600.0
2019-09-25,2499800.0
2020-01-21,1690400.0
2020-04-09,4399500.0
2019-11-06,3025400.0
2020-01-24,5469600.0
2020-01-27,2046200.0
2020-04-15,6282900.0
2018-12-26,3045800.0
2019-08-07,2459700.0
2019-06-04,2216300.0
2018-09-21,3450900.0
2018-07-19,3057200.0
2018-08-20,3151900.0
2018-10-23,12472500.0
2019-05-03,40551000.0
2019-04-01,10181700.0
2019-02-28,10533200.0
2019-11-12,8371200.0
2020-01-30,9168200.0
2019-11-15,12089700.0
2020-04-21,12267700.0
2019-04-16,7946600.0
2019-03-15,7812100.0
2019-02-11,6956500.0
2019-01-10,8199200.0
2019-08-22,10899400.0
2018-11-07,9828500.0
2018-08-03,9350100.0
2018-09-04,9080900.0
2019-06-19,6435100.0
2019-09-23,6931000.0
2019-11-18,4540500.0
2020-02-05,5059700.0
2020-04-24,5698600.0
2019-03-29,7308500.0
2019-11-21,7812800.0
2020-04-27,6435300.0
2020-02-11,5228100.0
2020-04-30,2312100.0
2019-05-01,3763700.0
2019-02-26,3043200.0
2019-01-25,3380200.0
2018-12-24,6092600.0
2019-09-06,5452000.0
2018-07-17,3932000.0
2018-09-19,4883700.0
2019-08-05,7179100.0
2019-10-08,8717300.0
2019-12-11,8774100.0
2019-11-27,5614800.0
2020-02-14,4004900.0
2020-05-06,2341500.0
2019-01-08,2938100.0
2018-12-07,10908500.0
2019-08-20,3010300.0
2018-11-05,2890900.0
2019-07-19,2744800.0
2018-10-04,3056100.0
2019-06-17,3099600.0
2019-05-16,3463500.0
2018-08-01,3521800.0
2019-03-13,3204200.0
2019-12-03,2787400.0
2020-02-20,3170500.0
2019-12-06,2262000.0
2020-05-12,2820000.0
2019-12-09,2480100.0
2020-02-26,4094800.0
2020-05-15,3288700.0
2019-03-28,3460200.0
2018-09-17,4183100.0
2018-08-16,2437700.0
2018-10-19,1711000.0
2019-04-29,2369700.0
2019-01-23,2776500.0
2019-09-04,5583000.0
2018-11-20,6183300.0
2019-07-02,5801800.0
2019-05-31,4304100.0
2019-12-12,3715400.0
2020-05-18,3068200.0
2019-09-27,2938900.0
2020-03-03,3640800.0
2020-05-21,2719100.0
2019-05-14,4064700.0
2018-08-31,4152500.0
2018-07-30,3446900.0
2018-10-02,2222900.0
2019-04-12,2585300.0
2019-03-11,1976900.0
2019-02-07,2358600.0
2019-07-17,3287500.0
2019-09-19,2946100.0
2019-10-21,2693100.0
2019-12-18,2638800.0
2020-03-06,3178300.0
2019-10-03,2667900.0
2020-03-09,2535600.0
2020-05-27,3168000.0
2019-12-24,2231600.0
2020-03-12,3167900.0
2018-12-20,2927800.0
2019-08-01,2031000.0
2018-08-14,2368600.0
2018-07-13,3186500.0
2018-10-17,2580500.0
2019-05-29,3071400.0
2019-03-26,2722500.0
2019-02-22,2127200.0
2019-10-04,2861500.0
2019-11-05,2809500.0
2019-12-27,7779700.0
2020-06-02,3586400.0
2019-12-30,4996100.0
2020-03-18,3874000.0
2020-06-05,2521500.0
2019-07-15,2654700.0
2018-12-03,4399500.0
2019-06-13,3232900.0
2019-01-04,3756000.0
2018-08-29,2559100.0
2019-02-05,2359600.0
2018-11-01,2094400.0
2019-08-16,3779300.0
2019-04-10,1939400.0
2019-09-17,2340400.0
2019-10-15,2587100.0
2020-01-02,1752900.0
2020-06-08,2249100.0
2019-10-18,2668300.0
2020-03-24,2627200.0
2020-06-11,3257000.0
2020-01-08,3157600.0
2019-04-25,2644200.0
2019-07-30,2787600.0
2019-02-20,1925800.0
2018-07-11,2993200.0
2018-09-13,2728600.0
2018-10-15,3459000.0
2019-06-28,3412000.0
2018-12-18,5746200.0
2018-11-16,3502400.0
2019-10-02,3711500.0
2020-03-27,2340500.0
2020-01-10,2248200.0
2019-10-24,2663600.0
2020-03-30,1858100.0
2020-06-17,1534300.0
2020-01-14,2726100.0
2020-04-02,1734500.0
2019-01-02,2600900.0
2019-08-14,2553600.0
2018-10-30,2812800.0
2019-06-11,2108800.0
2019-05-10,2774500.0
2019-04-08,2296100.0
2018-08-27,3049500.0
2018-07-26,2256500.0
2018-09-28,3332200.0
2019-03-07,1483000.0
2019-10-30,1356200.0
2020-01-17,2387200.0
2020-06-23,2495400.0
2020-04-08,2035800.0
2020-06-26,2887300.0
2019-03-22,2555600.0
2019-01-17,2893200.0
2019-08-29,2284900.0
2018-11-14,2472600.0
2019-06-26,2340400.0
2018-09-11,2162000.0
2018-07-09,2732300.0
2018-08-10,2424200.0
2019-04-23,4410300.0
2019-09-30,3928800.0
2020-01-23,4831700.0
2019-11-08,2020300.0
2020-04-14,622600.0
2019-11-11,1709400.0
2020-01-29,1507800.0
2020-04-17,1607500.0
2018-07-24,2035800.0
2018-09-26,2234500.0
2019-05-08,2535700.0
2019-03-05,3017000.0
2019-02-01,2952900.0
2018-12-31,2912100.0
2018-11-29,4049000.0
2019-08-12,2538300.0
2019-07-11,2787200.0
2019-09-13,3066800.0
2019-11-14,2613400.0
2020-04-20,3048700.0
2020-02-04,4046000.0
2020-04-23,3823600.0
2018-12-14,3534500.0
2019-08-27,3048100.0
2018-08-08,2631200.0
2018-10-11,3309800.0
2018-11-12,2683100.0
2019-07-26,3415800.0
2019-06-24,2428900.0
2019-05-23,3340700.0
2019-03-20,3646700.0
2019-01-15,2793100.0
2019-11-20,3815400.0
2020-02-07,7789900.0
2020-02-10,7927100.0
2020-04-29,3077000.0
2019-11-26,3036000.0
2020-02-13,2629700.0
2019-01-30,2827000.0
2018-08-23,4148300.0
2018-09-24,3218200.0
2018-11-27,3612800.0
2018-10-26,3641300.0
2019-07-09,4787100.0
2019-06-07,4557300.0
2019-05-06,4976800.0
2019-04-04,5205300.0
2019-09-11,5326600.0
2019-11-29,7873500.0
2020-05-05,5676800.0
2019-12-02,5117800.0
2020-02-19,3244200.0
2020-05-08,3893000.0
2019-05-21,5364400.0
2019-03-18,7526000.0
2018-09-07,6703100.0
2018-08-06,6122600.0
2018-10-09,7701700.0
2019-02-14,5853600.0
2018-12-12,6489800.0
2019-07-24,6919500.0
2019-09-26,7214400.0
2019-10-28,5650600.0
2019-12-05,6541200.0
2020-05-11,8152800.0
2019-07-03,5853300.0
2020-02-25,4921000.0
2020-05-14,5291000.0
2020-02-28,5159300.0
2019-08-08,6230200.0
2019-06-05,5228500.0
2018-07-20,5490300.0
2018-08-21,3819700.0
2018-10-24,3225800.0
2019-04-02,5659100.0
2019-03-01,4056100.0
2019-01-28,5382200.0
2018-12-27,6208800.0
2019-09-09,3698900.0
2020-03-02,5486600.0
2020-05-20,3385100.0
2019-12-17,3551100.0
2020-03-05,5052600.0
2019-02-12,4955500.0
2019-01-11,4115900.0
2018-12-10,3591100.0
2019-08-23,2708900.0
2018-11-08,4056600.0
2019-07-22,4324900.0
2019-06-20,3728800.0
2018-09-05,3707200.0
2019-04-17,4274900.0
2019-09-24,2956200.0
2019-12-20,3566200.0
2020-05-26,3362600.0
2019-04-30,3939000.0
2019-12-23,3867600.0
2020-03-11,7785200.0
2020-05-29,3687900.0
2019-12-26,3603200.0
2020-06-01,5834000.0
2019-05-02,5218300.0
2019-02-27,4724900.0
2018-11-23,3686500.0
2019-08-06,3415300.0
2018-07-18,2866700.0
2018-09-20,2290600.0
2018-10-22,2718000.0
2019-07-05,3632800.0
2019-06-03,3709500.0
2019-10-09,3031100.0
2019-10-11,6450300.0
2020-03-17,3202900.0
2020-06-04,3079400.0
2019-10-14,4428800.0
2020-03-20,2349300.0
2018-11-06,4945700.0
2019-06-18,2706200.0
2019-05-17,2364900.0
2019-04-15,2811000.0
2019-03-14,3404300.0
2019-01-09,2474300.0
2018-08-02,2724000.0
2018-10-05,2685600.0
2019-08-21,2234900.0
2019-10-17,2570600.0
2020-03-23,5381000.0
2020-06-10,2388500.0
2019-02-25,3103300.0
2020-01-07,4597200.0
2020-03-26,3854700.0
2019-10-23,3743900.0
