Dates,MAS
2018-11-07,2447400.0
2018-08-03,1989900.0
2018-09-04,4724400.0
2019-06-19,2341300.0
2019-09-23,2597200.0
2019-11-18,3603000.0
2020-02-05,2558800.0
2020-04-24,2733400.0
2019-03-29,3283700.0
2019-11-21,3381100.0
2020-04-27,2277600.0
2020-02-11,1677000.0
2020-04-30,2391800.0
2019-05-01,2095500.0
2019-02-26,2305000.0
2019-01-25,1718400.0
2018-12-24,3460100.0
2019-09-06,3487500.0
2018-07-17,2812400.0
2018-09-19,5508900.0
2019-08-05,2929500.0
2019-10-08,3468200.0
2019-12-11,3552100.0
2019-11-27,3341800.0
2020-02-14,2989900.0
2020-05-06,3164400.0
2019-01-08,2184600.0
2018-12-07,6766300.0
2019-08-20,2814800.0
2018-11-05,2374800.0
2019-07-19,2206600.0
2018-10-04,1481600.0
2019-06-17,1743600.0
2019-05-16,2103200.0
2018-08-01,2925500.0
2019-03-13,3453200.0
2019-12-03,3103900.0
2020-02-20,2039200.0
2019-12-06,2821500.0
2020-05-12,2158400.0
2019-12-09,4152600.0
2020-02-26,3168900.0
2020-05-15,3464400.0
2019-03-28,2636100.0
2018-09-17,5097200.0
2018-08-16,7123100.0
2018-10-19,3616400.0
2019-04-29,2204200.0
2019-01-23,2380700.0
2019-09-04,2675800.0
2018-11-20,4284400.0
2019-07-02,3474700.0
2019-05-31,3587700.0
2019-12-12,2400600.0
2020-05-18,3608000.0
2019-09-27,2696200.0
2020-03-03,1893900.0
2020-05-21,1439100.0
2019-05-14,1799800.0
2018-08-31,2254400.0
2018-07-30,1534700.0
2018-10-02,1920300.0
2019-04-12,2080200.0
2019-03-11,4027200.0
2019-02-07,5138400.0
2019-07-17,2934300.0
2019-09-19,2705100.0
2019-10-21,2103200.0
2019-12-18,3099900.0
2020-03-06,2442900.0
2019-10-03,2439500.0
2020-03-09,2077400.0
2020-05-27,2517600.0
2019-12-24,2492500.0
2020-03-12,2368300.0
2018-12-20,2769900.0
2019-08-01,2232300.0
2018-08-14,2861700.0
2018-07-13,2999000.0
2018-10-17,3019000.0
2019-05-29,2114400.0
2019-03-26,2847700.0
2019-02-22,6979900.0
2019-10-04,4434900.0
2019-11-05,3890200.0
2019-12-27,3507800.0
2020-06-02,2591600.0
2019-12-30,3021400.0
2020-03-18,4422600.0
2020-06-05,2804700.0
2019-07-15,2687200.0
2018-12-03,2078200.0
2019-06-13,3884400.0
2019-01-04,3452600.0
2018-08-29,3231800.0
2019-02-05,2106900.0
2018-11-01,2980900.0
2019-08-16,2384900.0
2019-04-10,1855100.0
2019-09-17,2745100.0
2019-10-15,2879800.0
2020-01-02,1635200.0
2020-06-08,2109200.0
2019-10-18,3369000.0
2020-03-24,2032800.0
2020-06-11,2005300.0
2020-01-08,2213000.0
2019-04-25,2235000.0
2019-07-30,1889000.0
2019-02-20,1857900.0
2018-07-11,1838300.0
2018-09-13,3483900.0
2018-10-15,4539500.0
2019-06-28,5094500.0
2018-12-18,3245300.0
2018-11-16,2213600.0
2019-10-02,3179700.0
2020-03-27,3362400.0
2020-01-10,2719200.0
2019-10-24,1669700.0
2020-03-30,1230500.0
2020-06-17,985600.0
2020-01-14,2272800.0
2020-04-02,1691300.0
2019-01-02,2037000.0
2019-08-14,3768900.0
2018-10-30,2508700.0
2019-06-11,2686400.0
2019-05-10,2456300.0
2019-04-08,2430200.0
2018-08-27,1666500.0
2018-07-26,1720500.0
2018-09-28,3667800.0
2019-03-07,1729900.0
2019-10-30,826700.0
2020-01-17,2369500.0
2020-06-23,3101100.0
2020-04-08,2500400.0
2020-06-26,1966800.0
2019-03-22,2365800.0
2019-01-17,1998600.0
2019-08-29,2267900.0
2018-11-14,2708600.0
2019-06-26,3500600.0
2018-09-11,3842300.0
2018-07-09,2612200.0
2018-08-10,2225500.0
2019-04-23,2985100.0
2019-09-30,2937000.0
2020-01-23,4562500.0
2019-11-08,1543000.0
2020-04-14,475300.0
2019-11-11,1058300.0
2020-01-29,948900.0
2020-04-17,1493800.0
2018-07-24,2128300.0
2018-09-26,2145600.0
2019-05-08,2127800.0
2019-03-05,3314500.0
2019-02-01,2025800.0
2018-12-31,2549100.0
2018-11-29,1598500.0
2019-08-12,1934800.0
2019-07-11,2597300.0
2019-09-13,1997300.0
2019-11-14,2700300.0
2020-04-20,3335900.0
2020-02-04,2353300.0
2020-04-23,2312000.0
2018-12-14,2018000.0
2019-08-27,2405600.0
2018-08-08,2835000.0
2018-10-11,2189400.0
2018-11-12,1767600.0
2019-07-26,1685100.0
2019-06-24,1978400.0
2019-05-23,2796500.0
2019-03-20,1872000.0
2019-01-15,1616000.0
2019-11-20,2087600.0
2020-02-07,2092700.0
2020-02-10,2470400.0
2020-04-29,3332600.0
2019-11-26,8008200.0
2020-02-13,2739700.0
2019-01-30,5014400.0
2018-08-23,4298600.0
2018-09-24,2354800.0
2018-11-27,1594800.0
2018-10-26,2093600.0
2019-07-09,2480200.0
2019-06-07,4675600.0
2019-05-06,5313600.0
2019-04-04,5368000.0
2019-09-11,4975700.0
2019-11-29,6457400.0
2020-05-05,4843000.0
2019-12-02,5081900.0
2020-02-19,2996900.0
2020-05-08,3824200.0
2019-05-21,4037500.0
2019-03-18,4787400.0
2018-09-07,4067500.0
2018-08-06,5334200.0
2018-10-09,7414400.0
2019-02-14,6812100.0
2018-12-12,5932100.0
2019-07-24,5464800.0
2019-09-26,4571200.0
2019-10-28,3639100.0
2019-12-05,5973400.0
2020-05-11,6273700.0
2019-07-03,5726100.0
2020-02-25,5397000.0
2020-05-14,5241800.0
2020-02-28,6443600.0
2019-08-08,3976600.0
2019-06-05,5034900.0
2018-07-20,4561600.0
2018-08-21,4024800.0
2018-10-24,4647800.0
2019-04-02,5637800.0
2019-03-01,5582700.0
2019-01-28,4781700.0
2018-12-27,3166100.0
2019-09-09,3311000.0
2020-03-02,3649000.0
2020-05-20,3293400.0
2019-12-17,4543600.0
2020-03-05,4563700.0
2019-02-12,3190200.0
2019-01-11,3064100.0
2018-12-10,3163900.0
2019-08-23,2995200.0
2018-11-08,3715600.0
2019-07-22,2747500.0
2019-06-20,4198400.0
2018-09-05,5899800.0
2019-04-17,4245500.0
2019-09-24,3075900.0
2019-12-20,3467200.0
2020-05-26,4067600.0
2019-04-30,3098000.0
2019-12-23,2776000.0
2020-03-11,3792200.0
2020-05-29,2398100.0
2019-12-26,2546200.0
2020-06-01,3383500.0
2019-05-02,3682600.0
2019-02-27,3177600.0
2018-11-23,5549100.0
2019-08-06,3446500.0
2018-07-18,3652300.0
2018-09-20,3347700.0
2018-10-22,2935100.0
2019-07-05,3912800.0
2019-06-03,4110300.0
2019-10-09,2353300.0
2019-10-11,3856800.0
2020-03-17,2194600.0
2020-06-04,2972900.0
2019-10-14,2594800.0
2020-03-20,3240200.0
2018-11-06,4219000.0
2019-06-18,2921500.0
2019-05-17,2448300.0
2019-04-15,2522800.0
2019-03-14,3340400.0
2019-01-09,2863600.0
2018-08-02,2850800.0
2018-10-05,3151000.0
2019-08-21,3485100.0
2019-10-17,2951700.0
2020-03-23,7482200.0
2020-06-10,3887500.0
2019-02-25,3314400.0
2020-01-07,2572600.0
2020-03-26,3286400.0
2019-10-23,4512300.0
