Dates,OIL
2008-05-20,272200
2008-08-25,152700
2008-06-10,44400
2008-01-28,106500
2007-12-27,53300
2007-10-24,73000
2007-08-21,80000
2007-03-14,86500
2007-05-17,389600
2007-06-18,232500
2007-07-20,84700
2008-04-01,79000
2008-02-29,92200
2008-06-13,407200
2008-01-10,161300
2008-06-16,91700
2008-06-19,132100
2008-04-16,200200
2007-07-03,47500
2008-02-12,43600
2008-01-11,32800
2007-12-10,47700
2007-11-08,66400
2007-03-29,148000
2007-06-01,21400
2007-04-30,46300
2007-09-05,75500
2007-03-12,142100
2007-04-13,103900
2007-10-22,109000
2007-09-20,74700
2007-07-18,78800
2008-02-27,166300
2007-05-15,92000
2007-11-23,76400
2008-05-01,35900
2008-06-02,43900
2008-07-01,79500
2008-01-09,60700
2007-03-27,24500
2007-05-30,17600
2007-11-06,92200
2007-10-05,81600
2007-08-02,22800
2008-04-14,26300
2008-03-13,9100
2008-05-16,164000
2008-06-17,88200
2008-07-07,31100
2008-07-10,311700
2007-07-16,120300
2008-03-28,163300
2008-02-25,76200
2007-04-11,59200
2007-06-14,60700
2008-01-24,25300
2008-04-29,86900
2007-11-21,62800
2007-09-18,47200
2007-08-17,68800
2008-07-16,111600
2007-10-03,110100
2007-07-31,66200
2007-04-26,78400
2008-03-11,147900
2007-06-29,104400
2008-02-08,80600
2008-01-07,53700
2007-12-06,20500
2008-05-14,49100
2008-07-17,66900
2008-07-22,221400
2008-07-25,176400
2007-08-15,85100
2007-11-19,144200
2007-10-18,134600
2008-01-22,57600
2007-03-08,176800
2007-05-11,41400
2007-04-09,26100
2007-06-12,38600
2007-12-21,40300
2008-03-26,117600
2008-07-28,155500
2007-07-02,181500
2008-07-31,134800
2007-06-27,115200
2008-04-10,193400
2007-12-04,138400
2007-03-23,167600
2007-04-24,92200
2007-11-02,131900
2007-10-01,208400
2008-02-06,208400
2007-08-30,262300
2008-05-12,224300
2008-08-06,188100
2008-05-22,108100
2007-10-16,178400
2007-09-14,126300
2007-08-13,158100
2007-07-12,473300
2008-03-24,183600
2008-02-21,298800
2008-04-25,419200
2007-03-06,291500
2007-05-09,121000
2007-12-19,217700
2008-08-12,115600
2008-08-15,138600
2008-08-18,221700
2008-01-03,176200
2007-10-31,97800
2007-08-28,191600
2007-07-27,94300
2008-04-08,82400
2008-03-07,64800
2007-03-21,127100
2007-05-24,76100
2007-06-25,116500
2008-02-04,205900
2008-06-03,149900
2008-08-21,212300
2008-06-06,86900
2007-05-07,127700
2007-04-05,129000
2007-07-10,227100
2007-06-08,257700
2008-02-19,244800
2008-01-18,257300
2007-12-17,174500
2007-11-15,151600
2007-09-12,266000
2008-04-23,280100
2008-08-27,217000
2008-06-12,114000
2007-09-27,211100
2007-05-22,334400
2007-03-19,312000
2007-04-20,387800
2007-07-25,516700
2008-03-05,585100
2007-11-30,1645700
2007-10-29,1070800
2008-05-08,685600
2008-06-09,269300
2008-06-18,202300
2007-11-13,612600
2007-03-02,1007200
2007-04-03,831800
2007-06-06,785000
2007-10-12,775000
2007-09-10,855300
2007-08-09,659300
2008-04-21,599700
2008-03-20,554000
2008-01-16,551500
2008-06-24,530900
2008-03-03,1713300
2008-01-31,905900
2007-04-18,1324300
2007-06-21,1047800
2007-11-28,1119400
2007-09-25,1043200
2007-08-24,685000
2007-07-23,651800
2008-04-04,692900
2008-05-06,1170800
2008-06-30,879200
2008-07-03,460300
2007-08-07,475500
2007-07-06,918900
2008-03-18,856500
2008-02-15,1195400
2007-02-28,837200
2007-05-03,860800
2007-06-04,1121600
2008-01-14,1095800
2007-12-13,898800
2007-10-10,1228800
2008-07-09,1005600
2007-11-26,975600
2007-10-25,1358000
2007-08-22,841300
2008-04-02,2795800
2007-05-18,2173200
2007-03-15,2611500
2007-04-16,1341700
2007-06-19,937400
2008-01-29,2279400
2007-12-28,1601900
2008-07-15,1267100
2008-02-11,903200
2008-07-18,765400
2008-07-21,646400
2008-02-13,1049900
2007-12-11,897100
2007-11-09,1218200
2007-10-08,1543600
2007-09-06,830900
2007-03-30,789400
2007-05-01,883100
2008-04-17,1168200
2008-05-19,630300
2008-06-20,541100
2008-07-24,911700
2007-08-20,662100
2007-07-19,532200
2008-03-31,666200
2008-02-28,801500
2007-12-26,799300
2007-10-23,1357300
2007-03-13,1043000
2007-05-16,492000
2007-09-21,553600
2008-05-02,652300
2008-07-30,813600
2008-08-05,488400
