Dates,SPG
2020-03-19,192.9499969482422
2020-01-03,195.0
2020-06-09,193.58999633789062
2019-02-15,194.1300048828125
2019-01-14,195.25
2018-07-06,197.17999267578125
2018-08-07,195.8699951171875
2018-10-10,198.32000732421875
2018-12-13,197.64999389648438
2019-08-26,198.02000427246094
2019-07-25,198.14999389648438
2019-05-22,201.8800048828125
2019-03-19,201.94000244140625
2020-01-06,201.47999572753906
2020-03-25,201.72000122070312
2020-06-12,200.3699951171875
2019-10-22,201.83999633789062
2020-01-09,199.88999938964844
2020-06-15,197.9600067138672
2019-10-25,197.32000732421875
2020-03-31,196.47999572753906
2020-06-18,196.3300018310547
2019-04-03,197.24000549316406
2018-08-22,197.5
2018-10-25,199.6999969482422
2019-01-29,201.60000610351562
2018-12-28,203.17999267578125
2018-11-26,205.72000122070312
2019-08-09,207.86000061035156
2019-07-08,206.27999877929688
2019-06-06,209.77000427246094
2019-09-10,205.49000549316406
2020-01-15,205.00999450683594
2020-04-03,206.1300048828125
2019-10-31,205.17999267578125
2020-04-06,207.66000366210938
2020-06-24,210.5500030517578
2018-11-09,212.89999389648438
2019-07-23,213.22000122070312
2019-06-21,213.60000610351562
2019-05-20,212.64999389648438
2019-04-18,214.52999877929688
2018-09-06,213.64999389648438
2018-10-08,214.80999755859375
2019-02-13,212.67999267578125
2018-12-11,213.1300048828125
2019-09-25,214.92999267578125
2020-01-21,216.47000122070312
2020-04-09,216.9499969482422
2019-11-06,215.38999938964844
2020-01-24,217.1999969482422
2020-01-27,217.16000366210938
2020-04-15,217.99000549316406
2018-12-26,218.3800048828125
2019-08-07,219.1999969482422
2019-06-04,220.27000427246094
2018-09-21,219.6999969482422
2018-07-19,220.66000366210938
2018-08-20,219.4499969482422
2018-10-23,217.1699981689453
2019-05-03,217.8800048828125
2019-04-01,219.61000061035156
2019-02-28,214.60000610351562
2019-11-12,214.72999572753906
2020-01-30,213.1199951171875
2019-11-15,214.3300018310547
2020-04-21,208.67999267578125
2019-04-16,211.8300018310547
2019-03-15,211.72000122070312
2019-02-11,215.2899932861328
2019-01-10,212.94000244140625
2019-08-22,211.8300018310547
2018-11-07,216.92999267578125
2018-08-03,217.60000610351562
2018-09-04,213.99000549316406
2019-06-19,214.3300018310547
2019-09-23,214.52000427246094
2019-11-18,216.5399932861328
2020-02-05,217.16000366210938
2020-04-24,213.8800048828125
2019-03-29,212.97000122070312
2019-11-21,214.8300018310547
2020-04-27,220.27000427246094
2020-02-11,222.00999450683594
2020-04-30,224.6699981689453
2019-05-01,227.1300048828125
2019-02-26,222.69000244140625
2019-01-25,224.1999969482422
2018-12-24,224.4499969482422
2019-09-06,224.89999389648438
2018-07-17,224.1699981689453
2018-09-19,226.22999572753906
2019-08-05,230.57000732421875
2019-10-08,231.27999877929688
2019-12-11,228.6999969482422
2019-11-27,228.85000610351562
2020-02-14,227.97999572753906
2020-05-06,226.39999389648438
2019-01-08,226.99000549316406
2018-12-07,227.7899932861328
2019-08-20,232.25999450683594
2018-11-05,234.97999572753906
2019-07-19,238.13999938964844
2018-10-04,237.0
2019-06-17,232.38999938964844
2019-05-16,231.47999572753906
2018-08-01,234.75999450683594
2019-03-13,238.44000244140625
2019-12-03,241.25999450683594
2020-02-20,240.88999938964844
2019-12-06,240.02999877929688
2020-05-12,240.4199981689453
2019-12-09,241.11000061035156
2020-02-26,239.92999267578125
2020-05-15,241.4600067138672
2019-03-28,243.4199981689453
2018-09-17,243.08999633789062
2018-08-16,242.35000610351562
2018-10-19,244.35000610351562
2019-04-29,243.3000030517578
2019-01-23,241.92999267578125
2019-09-04,244.9499969482422
2018-11-20,257.2200012207031
2019-07-02,253.9499969482422
2019-05-31,244.17999267578125
2019-12-12,245.82000732421875
2020-05-18,248.67999267578125
2019-09-27,257.7799987792969
2020-03-03,256.19000244140625
2020-05-21,254.17999267578125
2019-05-14,258.3699951171875
2018-08-31,248.61000061035156
2018-07-30,253.1699981689453
2018-10-02,256.67999267578125
2019-04-12,260.67999267578125
2019-03-11,261.239990234375
2019-02-07,264.6199951171875
2019-07-17,263.32000732421875
2019-09-19,257.0400085449219
2019-10-21,257.20001220703125
2019-12-18,257.260009765625
2020-03-06,258.7200012207031
2019-10-03,260.75
2020-03-09,260.19000244140625
2020-05-27,258.6700134277344
2019-12-24,259.20001220703125
2020-03-12,264.8299865722656
2018-12-20,267.75
2019-08-01,260.760009765625
2018-08-14,252.35000610351562
2018-07-13,252.0
2018-10-17,251.8800048828125
2019-05-29,250.07000732421875
2019-03-26,249.5
2019-02-22,256.1199951171875
2019-10-04,254.69000244140625
2019-11-05,256.7300109863281
2019-12-27,252.77999877929688
2020-06-02,252.4600067138672
2019-12-30,251.77999877929688
2020-03-18,254.5800018310547
2020-06-05,256.0
2019-07-15,246.35000610351562
2018-12-03,244.97999572753906
2019-06-13,242.85000610351562
2019-01-04,236.44000244140625
2018-08-29,239.6199951171875
2019-02-05,244.44000244140625
2018-11-01,245.5800018310547
2019-08-16,241.85000610351562
2019-04-10,248.7899932861328
2019-09-17,250.97000122070312
2019-10-15,252.99000549316406
2020-01-02,251.3699951171875
2020-06-08,253.4499969482422
2019-10-18,252.3000030517578
2020-03-24,253.0
2020-06-11,250.47999572753906
2020-01-08,251.4199981689453
2019-04-25,246.17999267578125
2019-07-30,243.91000366210938
2019-02-20,248.39999389648438
2018-07-11,249.27000427246094
2018-09-13,248.58999633789062
2018-10-15,256.2200012207031
2019-06-28,254.64999389648438
2018-12-18,257.989990234375
2018-11-16,258.79998779296875
2019-10-02,256.3399963378906
2020-03-27,251.19000244140625
2020-01-10,253.38999938964844
2019-10-24,255.58999633789062
2020-03-30,255.3000030517578
2020-06-17,255.07000732421875
2020-01-14,255.1300048828125
2020-04-02,258.6199951171875
2019-01-02,260.0
2019-08-14,262.8900146484375
2018-10-30,264.0799865722656
2019-06-11,267.8699951171875
2019-05-10,268.1000061035156
2019-04-08,264.3900146484375
2018-08-27,265.2099914550781
2018-07-26,265.8500061035156
2018-09-28,266.8999938964844
2019-03-07,265.5
2019-10-30,264.6499938964844
2020-01-17,262.19000244140625
2020-06-23,264.0
2020-04-08,268.4599914550781
2020-06-26,271.5400085449219
2019-03-22,274.3800048828125
2019-01-17,272.05999755859375
2019-08-29,271.6600036621094
2018-11-14,272.1499938964844
2019-06-26,270.2900085449219
2018-09-11,271.20001220703125
2018-07-09,272.6099853515625
2018-08-10,271.55999755859375
2019-04-23,269.45001220703125
2019-09-30,272.4800109863281
2020-01-23,271.6600036621094
2019-11-08,271.3699951171875
2020-04-14,272.5
2019-11-11,273.55999755859375
2020-01-29,274.2900085449219
2020-04-17,271.94000244140625
2018-07-24,273.04998779296875
2018-09-26,277.8399963378906
2019-05-08,276.9100036621094
2019-03-05,279.0400085449219
2019-02-01,280.9800109863281
2018-12-31,285.010009765625
2018-11-29,289.5799865722656
2019-08-12,288.94000244140625
2019-07-11,294.239990234375
2019-09-13,290.1700134277344
2019-11-14,294.3800048828125
2020-04-20,298.19000244140625
2020-02-04,296.7900085449219
2020-04-23,296.20001220703125
2018-12-14,297.4200134277344
2019-08-27,297.19000244140625
2018-08-08,294.8299865722656
2018-10-11,293.1300048828125
2018-11-12,297.2799987792969
2019-07-26,297.30999755859375
2019-06-24,299.8599853515625
2019-05-23,293.7300109863281
2019-03-20,295.6700134277344
2019-01-15,297.9200134277344
2019-11-20,294.7699890136719
2020-02-07,295.5199890136719
2020-02-10,295.4800109863281
2020-04-29,296.55999755859375
2019-11-26,294.1199951171875
2020-02-13,303.8299865722656
2019-01-30,301.3500061035156
2018-08-23,307.6499938964844
2018-09-24,306.739990234375
2018-11-27,311.1600036621094
2018-10-26,303.4100036621094
2019-07-09,293.25
2019-06-07,290.8999938964844
2019-05-06,282.6300048828125
2019-04-04,282.7699890136719
2019-09-11,267.1499938964844
2019-11-29,265.9100036621094
2020-05-05,289.30999755859375
2019-12-02,280.1400146484375
2020-02-19,296.05999755859375
2020-05-08,278.4200134277344
2019-05-21,271.05999755859375
2019-03-18,242.50999450683594
2018-09-07,259.1700134277344
2018-08-06,240.36000061035156
2018-10-09,221.4600067138672
2019-02-14,248.10000610351562
2018-12-12,222.16000366210938
2019-07-24,227.66000366210938
2019-09-26,193.0800018310547
2019-10-28,207.77999877929688
2019-12-05,208.7899932861328
2020-05-11,192.0500030517578
2019-07-03,218.66000366210938
2020-02-25,227.19000244140625
2020-05-14,244.9499969482422
2020-02-28,239.75
2019-08-08,246.99000549316406
2019-06-05,245.0500030517578
2018-07-20,234.3300018310547
2018-08-21,241.33999633789062
2018-10-24,238.8000030517578
2019-04-02,255.8300018310547
2019-03-01,256.05999755859375
2019-01-28,261.510009765625
2018-12-27,283.54998779296875
2019-09-09,268.44000244140625
2020-03-02,277.3399963378906
2020-05-20,273.25
2019-12-17,274.54998779296875
2020-03-05,282.5899963378906
2019-02-12,279.1700134277344
2019-01-11,267.2300109863281
2018-12-10,276.010009765625
2019-08-23,279.55999755859375
2018-11-08,283.94000244140625
2019-07-22,291.19000244140625
2019-06-20,295.8299865722656
2018-09-05,294.4200134277344
2019-04-17,292.8800048828125
2019-09-24,286.05999755859375
2019-12-20,285.7699890136719
2020-05-26,295.4100036621094
2019-04-30,289.3599853515625
2019-12-23,295.5799865722656
2020-03-11,297.6499938964844
2020-05-29,300.67999267578125
2019-12-26,299.2099914550781
2020-06-01,294.3999938964844
2019-05-02,300.1199951171875
2019-02-27,303.1400146484375
2018-11-23,311.6300048828125
2019-08-06,311.0899963378906
2018-07-18,314.0
2018-09-20,310.760009765625
2018-10-22,311.8599853515625
2019-07-05,312.3399963378906
2019-06-03,315.42999267578125
2019-10-09,318.79998779296875
2019-10-11,325.0199890136719
2020-03-17,327.29998779296875
2020-06-04,327.3699951171875
2019-10-14,333.3800048828125
2020-03-20,327.3900146484375
2018-11-06,333.3699951171875
2019-06-18,331.9800109863281
2019-05-17,327.6099853515625
2019-04-15,331.17999267578125
2019-03-14,307.0299987792969
2019-01-09,316.9100036621094
2018-08-02,319.6499938964844
2018-10-05,324.92999267578125
2019-08-21,326.32000732421875
2019-10-17,326.80999755859375
2020-03-23,323.7300109863281
2020-06-10,326.3599853515625
2019-02-25,328.55999755859375
2020-01-07,317.9700012207031
2020-03-26,327.82000732421875
2019-10-23,321.6000061035156
