Dates,SNPS
2019-09-16,88.63999938964844
2020-02-18,89.55000305175781
2020-05-07,90.36000061035156
2018-08-17,89.79000091552734
2019-12-04,89.83999633789062
2020-02-21,91.22000122070312
2018-12-17,92.95999908447266
2019-08-30,93.86000061035156
2018-11-15,93.08999633789062
2019-07-29,90.06999969482422
2019-06-27,90.69000244140625
2019-04-24,88.54000091552734
2018-07-10,90.62999725341797
2018-09-12,90.22000122070312
2019-02-19,84.94000244140625
2019-01-18,86.38999938964844
2020-02-24,85.7699966430664
2020-05-13,86.66999816894531
2019-12-10,88.08999633789062
2020-02-27,87.33000183105469
2019-12-13,89.7699966430664
2020-05-19,89.8499984741211
2019-03-06,92.95999908447266
2018-11-30,92.2699966430664
2019-08-13,91.05999755859375
2019-07-12,90.37000274658203
2019-06-10,87.66000366210938
2019-05-09,90.5999984741211
2018-07-25,90.93000030517578
2018-09-27,90.38999938964844
2018-10-29,88.2699966430664
2019-10-16,87.66000366210938
2019-12-16,86.31999969482422
2020-03-04,85.36000061035156
2020-05-22,84.16999816894531
2019-10-01,83.91999816894531
2019-12-19,80.47000122070312
2018-09-10,79.80000305175781
2019-05-24,81.55999755859375
2018-08-09,84.04000091552734
2019-04-22,84.01000213623047
2019-03-21,82.37000274658203
2019-01-16,82.94000244140625
2019-08-28,82.31999969482422
2018-11-13,83.87999725341797
2018-10-12,86.79000091552734
2019-06-25,86.20999908447266
2020-03-10,86.54000091552734
2020-05-28,87.27999877929688
2019-10-07,87.1500015258789
2020-03-13,87.66000366210938
2019-10-10,88.22000122070312
2020-03-16,88.30999755859375
2020-06-03,90.05000305175781
2018-11-28,90.76000213623047
2018-09-25,89.94999694824219
2018-07-23,90.0199966430664
2018-08-24,92.44000244140625
2019-07-10,92.38999938964844
2019-05-07,91.44999694824219
2019-04-05,90.69000244140625
2019-03-04,92.47000122070312
2019-01-31,93.51000213623047
2019-09-12,95.0
2019-12-31,97.9000015258789
2020-03-19,98.75
2020-01-03,98.69999694824219
2020-06-09,97.77999877929688
2019-02-15,99.68000030517578
2019-01-14,99.70999908447266
2018-07-06,102.0
2018-08-07,100.27999877929688
2018-10-10,101.56999969482422
2018-12-13,101.23999786376953
2019-08-26,102.36000061035156
2019-07-25,104.05999755859375
2019-05-22,101.70999908447266
2019-03-19,103.0
2020-01-06,102.43000030517578
2020-03-25,102.13999938964844
2020-06-12,102.56999969482422
2019-10-22,102.16999816894531
2020-01-09,103.31999969482422
2020-06-15,102.94999694824219
2019-10-25,103.37999725341797
2020-03-31,103.54000091552734
2020-06-18,100.6500015258789
2019-04-03,103.5199966430664
2018-08-22,105.81999969482422
2018-10-25,107.3499984741211
2019-01-29,107.5
2018-12-28,108.05000305175781
2018-11-26,109.02999877929688
2019-08-09,109.97000122070312
2019-07-08,109.16999816894531
2019-06-06,109.12999725341797
2019-09-10,112.4000015258789
2020-01-15,109.94000244140625
2020-04-03,112.36000061035156
2019-10-31,112.5199966430664
2020-04-06,112.73999786376953
2020-06-24,114.70999908447266
2018-11-09,116.48999786376953
2019-07-23,117.56999969482422
2019-06-21,118.44999694824219
2019-05-20,117.48999786376953
2019-04-18,115.87999725341797
2018-09-06,116.22000122070312
2018-10-08,116.12000274658203
2019-02-13,116.80000305175781
2018-12-11,117.58000183105469
2019-09-25,118.69000244140625
2020-01-21,118.30999755859375
2020-04-09,118.08000183105469
2019-11-06,117.44999694824219
2020-01-24,116.55000305175781
2020-01-27,115.69999694824219
2020-04-15,118.41999816894531
2018-12-26,120.25
2019-08-07,119.94999694824219
2019-06-04,119.61000061035156
2018-09-21,120.18000030517578
2018-07-19,119.87999725341797
2018-08-20,121.31999969482422
2018-10-23,120.0
2019-05-03,120.5
2019-04-01,119.18000030517578
2019-02-28,120.2699966430664
2019-11-12,119.31999969482422
2020-01-30,117.7300033569336
2019-11-15,118.18000030517578
2020-04-21,117.05999755859375
2019-04-16,116.48999786376953
2019-03-15,117.51000213623047
2019-02-11,120.52999877929688
2019-01-10,123.5
2019-08-22,121.51000213623047
2018-11-07,116.38999938964844
2018-08-03,114.8499984741211
2018-09-04,116.4000015258789
2019-06-19,117.36000061035156
2019-09-23,117.0999984741211
2019-11-18,116.91000366210938
2020-02-05,116.61000061035156
2020-04-24,115.72000122070312
2019-03-29,116.55000305175781
2019-11-21,114.04000091552734
2020-04-27,119.3499984741211
2020-02-11,121.5999984741211
2020-04-30,122.9000015258789
2019-05-01,124.86000061035156
2019-02-26,127.44999694824219
2019-01-25,125.87999725341797
2018-12-24,127.22000122070312
2019-09-06,126.06999969482422
2018-07-17,124.81999969482422
2018-09-19,126.11000061035156
2019-08-05,126.38999938964844
2019-10-08,128.5800018310547
2019-12-11,130.39999389648438
2019-11-27,129.2100067138672
2020-02-14,128.36000061035156
2020-05-06,125.97000122070312
2019-01-08,124.02999877929688
2018-12-07,126.44000244140625
2019-08-20,131.39999389648438
2018-11-05,131.99000549316406
2019-07-19,133.07000732421875
2018-10-04,133.77999877929688
2019-06-17,134.66000366210938
2019-05-16,134.91000366210938
2018-08-01,136.35000610351562
2019-03-13,137.63999938964844
2019-12-03,137.61000061035156
2020-02-20,137.63999938964844
2019-12-06,137.44000244140625
2020-05-12,136.52999877929688
2019-12-09,135.27000427246094
2020-02-26,136.69000244140625
2020-05-15,135.5800018310547
2019-03-28,135.14999389648438
2018-09-17,135.97999572753906
2018-08-16,136.92999267578125
2018-10-19,138.27999877929688
2019-04-29,137.38999938964844
2019-01-23,135.1300048828125
2019-09-04,135.64999389648438
2018-11-20,133.35000610351562
2019-07-02,132.07000732421875
2019-05-31,126.25
2019-12-12,125.87000274658203
2020-05-18,126.70999908447266
2019-09-27,127.80999755859375
2020-03-03,131.0500030517578
2020-05-21,129.8800048828125
2019-05-14,127.97000122070312
2018-08-31,129.17999267578125
2018-07-30,127.41999816894531
2018-10-02,128.94000244140625
2019-04-12,130.5800018310547
2019-03-11,129.80999755859375
2019-02-07,131.32000732421875
2019-07-17,135.0
2019-09-19,137.47000122070312
2019-10-21,136.6300048828125
2019-12-18,137.2899932861328
2020-03-06,136.2100067138672
2019-10-03,138.5
2020-03-09,142.27999877929688
2020-05-27,140.0800018310547
2019-12-24,141.1699981689453
2020-03-12,143.39999389648438
2018-12-20,146.0
2019-08-01,146.1999969482422
2018-08-14,140.5399932861328
2018-07-13,134.82000732421875
2018-10-17,135.1300048828125
2019-05-29,137.32000732421875
2019-03-26,133.6199951171875
2019-02-22,133.0500030517578
2019-10-04,136.66000366210938
2019-11-05,136.6699981689453
2019-12-27,137.11000061035156
2020-06-02,134.9199981689453
2019-12-30,137.99000549316406
2020-03-18,136.05999755859375
2020-06-05,139.4600067138672
2019-07-15,141.0
2018-12-03,136.5399932861328
2019-06-13,137.52999877929688
2019-01-04,134.89999389648438
2018-08-29,133.7100067138672
2019-02-05,136.50999450683594
2018-11-01,139.9600067138672
2019-08-16,137.0
2019-04-10,135.08999633789062
2019-09-17,136.35000610351562
2019-10-15,139.49000549316406
2020-01-02,138.41000366210938
2020-06-08,139.2100067138672
2019-10-18,139.8699951171875
2020-03-24,139.0800018310547
2020-06-11,136.8300018310547
2020-01-08,135.4600067138672
2019-04-25,138.17999267578125
2019-07-30,131.72999572753906
2019-02-20,134.4499969482422
2018-07-11,136.64999389648438
2018-09-13,138.47999572753906
2018-10-15,137.47999572753906
2019-06-28,136.69000244140625
2018-12-18,137.66000366210938
2018-11-16,136.39999389648438
2019-10-02,137.3300018310547
2020-03-27,135.80999755859375
2020-01-10,135.2899932861328
2019-10-24,137.05999755859375
2020-03-30,134.8300018310547
2020-06-17,135.6999969482422
2020-01-14,137.6300048828125
2020-04-02,138.9600067138672
2019-01-02,138.75
2019-08-14,139.33999633789062
2018-10-30,139.25
2019-06-11,140.0
2019-05-10,141.47000122070312
2019-04-08,140.58999633789062
2018-08-27,139.1300048828125
2018-07-26,135.9499969482422
2018-09-28,138.57000732421875
2019-03-07,140.36000061035156
2019-10-30,142.00999450683594
2020-01-17,141.7899932861328
2020-06-23,133.91000366210938
2020-04-08,136.39999389648438
2020-06-26,133.5
2019-03-22,132.1300048828125
2019-01-17,134.24000549316406
2019-08-29,132.5800018310547
2018-11-14,132.2100067138672
2019-06-26,134.25999450683594
2018-09-11,135.9499969482422
2018-07-09,137.6300048828125
2018-08-10,137.02000427246094
2019-04-23,137.5500030517578
2019-09-30,138.27000427246094
2020-01-23,141.00999450683594
2019-11-08,140.0
2020-04-14,139.69000244140625
2019-11-11,138.8800048828125
2020-01-29,140.4199981689453
2020-04-17,140.1199951171875
2018-07-24,138.80999755859375
2018-09-26,140.30999755859375
2019-05-08,141.10000610351562
2019-03-05,140.52000427246094
2019-02-01,141.17999267578125
2018-12-31,143.1999969482422
2018-11-29,147.0399932861328
2019-08-12,149.77000427246094
2019-07-11,148.9600067138672
2019-09-13,149.58999633789062
2019-11-14,148.77999877929688
2020-04-20,148.49000549316406
2020-02-04,150.30999755859375
2020-04-23,151.10000610351562
2018-12-14,154.16000366210938
2019-08-27,153.0
2018-08-08,156.2899932861328
2018-10-11,150.74000549316406
2018-11-12,151.6699981689453
2019-07-26,153.0
2019-06-24,149.66000366210938
2019-05-23,150.22000122070312
2019-03-20,148.77000427246094
2019-01-15,152.5800018310547
2019-11-20,157.44000244140625
2020-02-07,154.8000030517578
2020-02-10,154.5
2020-04-29,153.63999938964844
2019-11-26,157.8800048828125
2020-02-13,158.1999969482422
2019-01-30,158.77999877929688
2018-08-23,162.00999450683594
2018-09-24,164.00999450683594
2018-11-27,165.24000549316406
2018-10-26,159.05999755859375
2019-07-09,153.52000427246094
2019-06-07,144.97000122070312
2019-05-06,147.35000610351562
2019-04-04,142.9600067138672
2019-09-11,139.83999633789062
2019-11-29,131.50999450683594
2020-05-05,137.9600067138672
2019-12-02,141.22000122070312
2020-02-19,142.5800018310547
2020-05-08,142.91000366210938
2019-05-21,136.8800048828125
2019-03-18,128.11000061035156
2018-09-07,131.38999938964844
2018-08-06,131.5500030517578
2018-10-09,123.12000274658203
2019-02-14,124.91000366210938
2018-12-12,112.58999633789062
2019-07-24,115.0199966430664
2019-09-26,112.88999938964844
2019-10-28,113.8499984741211
2019-12-05,116.5999984741211
2020-05-11,110.3499984741211
2019-07-03,114.27999877929688
2020-02-25,119.98999786376953
2020-05-14,122.23999786376953
2020-02-28,123.93000030517578
2019-08-08,125.69999694824219
2019-06-05,128.22999572753906
2018-07-20,122.87999725341797
2018-08-21,124.68000030517578
2018-10-24,127.80999755859375
2019-04-02,130.36000061035156
2019-03-01,138.1999969482422
2019-01-28,138.64999389648438
2018-12-27,139.67999267578125
2019-09-09,133.85000610351562
2020-03-02,142.1999969482422
2020-05-20,145.1699981689453
2019-12-17,147.08999633789062
2020-03-05,155.52999877929688
2019-02-12,151.91000366210938
2019-01-11,149.42999267578125
2018-12-10,148.52000427246094
2019-08-23,149.74000549316406
2018-11-08,152.99000549316406
2019-07-22,155.60000610351562
2019-06-20,155.0
2018-09-05,153.44000244140625
2019-04-17,157.5800018310547
2019-09-24,153.67999267578125
2019-12-20,148.89999389648438
2020-05-26,151.8800048828125
2019-04-30,155.00999450683594
2019-12-23,158.0
2020-03-11,160.4199981689453
2020-05-29,158.6300048828125
2019-12-26,162.67999267578125
2020-06-01,158.00999450683594
2019-05-02,155.1699981689453
2019-02-27,151.58999633789062
2018-11-23,159.9499969482422
2019-08-06,160.6699981689453
2018-07-18,164.25999450683594
2018-09-20,167.0
2018-10-22,169.67999267578125
2019-07-05,172.0800018310547
2019-06-03,169.30999755859375
2019-10-09,170.55999755859375
2019-10-11,175.9499969482422
2020-03-17,180.91000366210938
2020-06-04,183.05999755859375
2019-10-14,184.0
2020-03-20,183.30999755859375
2018-11-06,182.08999633789062
2019-06-18,180.7100067138672
2019-05-17,186.91000366210938
2019-04-15,191.0500030517578
2019-03-14,189.10000610351562
2019-01-09,183.35000610351562
2018-08-02,177.24000549316406
2018-10-05,186.77000427246094
2019-08-21,188.0
2019-10-17,188.72999572753906
2020-03-23,192.3800048828125
2020-06-10,185.69000244140625
2019-02-25,193.35000610351562
2020-01-07,192.3000030517578
2020-03-26,191.42999267578125
2019-10-23,190.30999755859375
