Dates,HFC
2018-07-10,1924500.0
2018-09-12,2800500.0
2019-02-19,2420900.0
2019-01-18,2316000.0
2020-02-24,967200.0
2020-05-13,1974000.0
2019-12-10,1551400.0
2020-02-27,1675300.0
2019-12-13,1578400.0
2020-05-19,2341600.0
2019-03-06,4175100.0
2018-11-30,2937600.0
2019-08-13,2547300.0
2019-07-12,2429500.0
2019-06-10,2306800.0
2019-05-09,2214700.0
2018-07-25,2156600.0
2018-09-27,2030400.0
2018-10-29,1961300.0
2019-10-16,2022200.0
2019-12-16,2288400.0
2020-03-04,2924100.0
2020-05-22,3207300.0
2019-10-01,5067700.0
2019-12-19,885300.0
2018-09-10,1657800.0
2019-05-24,1627900.0
2018-08-09,1540100.0
2019-04-22,1714200.0
2019-03-21,2635800.0
2019-01-16,3408700.0
2019-08-28,3074400.0
2018-11-13,2560600.0
2018-10-12,2339700.0
2019-06-25,2276400.0
2020-03-10,2392700.0
2020-05-28,1631700.0
2019-10-07,1802200.0
2020-03-13,1063000.0
2019-10-10,1391800.0
2020-03-16,2012400.0
2020-06-03,2485100.0
2018-11-28,3262900.0
2018-09-25,1251500.0
2018-07-23,1667800.0
2018-08-24,2199400.0
2019-07-10,1875400.0
2019-05-07,1575400.0
2019-04-05,2439200.0
2019-03-04,3534400.0
2019-01-31,1459200.0
2019-09-12,1555100.0
2019-12-31,1654700.0
2020-03-19,1978700.0
2020-01-03,2580900.0
2020-06-09,1617800.0
2019-02-15,2008300.0
2019-01-14,2019700.0
2018-07-06,1341000.0
2018-08-07,2106800.0
2018-10-10,1663300.0
2018-12-13,1763700.0
2019-08-26,2667800.0
2019-07-25,2615700.0
2019-05-22,2309000.0
2019-03-19,1882300.0
2020-01-06,1952200.0
2020-03-25,1810300.0
2020-06-12,2980600.0
2019-10-22,2095400.0
2020-01-09,2423000.0
2020-06-15,2629200.0
2019-10-25,3208800.0
2020-03-31,2060100.0
2020-06-18,1780100.0
2019-04-03,2313900.0
2018-08-22,2069900.0
2018-10-25,2738200.0
2019-01-29,2346600.0
2018-12-28,4327500.0
2018-11-26,2314100.0
2019-08-09,1940300.0
2019-07-08,1880000.0
2019-06-06,1656100.0
2019-09-10,1906700.0
2020-01-15,1559900.0
2020-04-03,1097500.0
2019-10-31,1690600.0
2020-04-06,1834700.0
2020-06-24,1930100.0
2018-11-09,1727300.0
2019-07-23,2839100.0
2019-06-21,2323600.0
2019-05-20,1365200.0
2019-04-18,2055000.0
2018-09-06,2114600.0
2018-10-08,1584400.0
2019-02-13,2662300.0
2018-12-11,2300400.0
2019-09-25,2672600.0
2020-01-21,2097800.0
2020-04-09,2514200.0
2019-11-06,2051900.0
2020-01-24,1805600.0
2020-01-27,2601300.0
2020-04-15,2700600.0
2018-12-26,2525000.0
2019-08-07,2986900.0
2019-06-04,2010400.0
2018-09-21,2436400.0
2018-07-19,2271100.0
2018-08-20,3914400.0
2018-10-23,4344000.0
2019-05-03,2310300.0
2019-04-01,2332500.0
2019-02-28,2098100.0
2019-11-12,2918400.0
2020-01-30,2116600.0
2019-11-15,2935900.0
2020-04-21,2526700.0
2019-04-16,1764500.0
2019-03-15,1894700.0
2019-02-11,2144200.0
2019-01-10,1869300.0
2019-08-22,2021300.0
2018-11-07,1969000.0
2018-08-03,2285000.0
2018-09-04,2468000.0
2019-06-19,1738100.0
2019-09-23,2089800.0
2019-11-18,1795000.0
2020-02-05,1586500.0
2020-04-24,2585600.0
2019-03-29,2338300.0
2019-11-21,2463000.0
2020-04-27,2840500.0
2020-02-11,2200500.0
2020-04-30,1744800.0
2019-05-01,2115700.0
2019-02-26,1889200.0
2019-01-25,1462100.0
2018-12-24,1400300.0
2019-09-06,1354900.0
2018-07-17,1634300.0
2018-09-19,1905900.0
2019-08-05,1807300.0
2019-10-08,3215800.0
2019-12-11,3816900.0
2019-11-27,2105400.0
2020-02-14,2528600.0
2020-05-06,2517400.0
2019-01-08,1689200.0
2018-12-07,3000500.0
2019-08-20,2091500.0
2018-11-05,2706700.0
2019-07-19,1017500.0
2018-10-04,1172700.0
2019-06-17,2022100.0
2019-05-16,1595100.0
2018-08-01,1508000.0
2019-03-13,1905100.0
2019-12-03,1458000.0
2020-02-20,1475300.0
2019-12-06,1930500.0
2020-05-12,2078000.0
2019-12-09,1659300.0
2020-02-26,1286400.0
2020-05-15,1207800.0
2019-03-28,1533700.0
2018-09-17,1318600.0
2018-08-16,1491700.0
2018-10-19,1276900.0
2019-04-29,1177500.0
2019-01-23,1376200.0
2019-09-04,2237900.0
2018-11-20,3440400.0
2019-07-02,2561100.0
2019-05-31,2751500.0
2019-12-12,2084300.0
2020-05-18,2576900.0
2019-09-27,1973700.0
2020-03-03,2037200.0
2020-05-21,2585900.0
2019-05-14,2005200.0
2018-08-31,2520300.0
2018-07-30,2617900.0
2018-10-02,2890100.0
2019-04-12,2076100.0
2019-03-11,2046600.0
2019-02-07,2058200.0
2019-07-17,1810100.0
2019-09-19,2384200.0
2019-10-21,1352200.0
2019-12-18,3113200.0
2020-03-06,1444000.0
2019-10-03,1783100.0
2020-03-09,1354500.0
2020-05-27,2150700.0
2019-12-24,1407100.0
2020-03-12,3734400.0
2018-12-20,2449200.0
2019-08-01,2393800.0
2018-08-14,2006000.0
2018-07-13,1895600.0
2018-10-17,1514500.0
2019-05-29,1738100.0
2019-03-26,3484900.0
2019-02-22,2205400.0
2019-10-04,1632800.0
2019-11-05,1494500.0
2019-12-27,3693600.0
2020-06-02,1466500.0
2019-12-30,2018400.0
2020-03-18,1539400.0
2020-06-05,1410400.0
2019-07-15,1890200.0
2018-12-03,1289100.0
2019-06-13,1742000.0
2019-01-04,1673900.0
2018-08-29,1383400.0
2019-02-05,838500.0
2018-11-01,1547200.0
2019-08-16,1057500.0
2019-04-10,1200200.0
2019-09-17,1122700.0
2019-10-15,1063900.0
2020-01-02,709400.0
2020-06-08,1108300.0
2019-10-18,1293100.0
2020-03-24,1541700.0
2020-06-11,1533400.0
2020-01-08,1462200.0
2019-04-25,1369200.0
2019-07-30,1267300.0
2019-02-20,1616900.0
2018-07-11,1203100.0
2018-09-13,1748100.0
2018-10-15,1361800.0
2019-06-28,2144300.0
2018-12-18,2772100.0
2018-11-16,2566600.0
2019-10-02,1860600.0
2020-03-27,2719400.0
2020-01-10,1882700.0
2019-10-24,1987500.0
2020-03-30,1140400.0
2020-06-17,803300.0
2020-01-14,1591200.0
2020-04-02,1137200.0
2019-01-02,1739800.0
2019-08-14,1701900.0
2018-10-30,1979200.0
2019-06-11,1884100.0
2019-05-10,2089100.0
2019-04-08,1521100.0
2018-08-27,1257900.0
2018-07-26,1763300.0
2018-09-28,2503500.0
2019-03-07,1205500.0
2019-10-30,549800.0
2020-01-17,2299400.0
2020-06-23,1549300.0
2020-04-08,2057500.0
2020-06-26,2318900.0
2019-03-22,1320700.0
2019-01-17,1224900.0
2019-08-29,1097200.0
2018-11-14,1746200.0
2019-06-26,1069500.0
2018-09-11,1249400.0
2018-07-09,1612100.0
2018-08-10,1762200.0
2019-04-23,1648000.0
2019-09-30,1161800.0
2020-01-23,4032700.0
2019-11-08,1378900.0
2020-04-14,253300.0
2019-11-11,712000.0
2020-01-29,930600.0
2020-04-17,811200.0
2018-07-24,1246200.0
2018-09-26,1268900.0
2019-05-08,3178400.0
2019-03-05,2523400.0
2019-02-01,1475400.0
2018-12-31,1842800.0
2018-11-29,1300300.0
2019-08-12,1150800.0
2019-07-11,842800.0
2019-09-13,1287400.0
2019-11-14,1564300.0
2020-04-20,1635500.0
2020-02-04,1345800.0
2020-04-23,1564500.0
2018-12-14,1669100.0
2019-08-27,2276900.0
2018-08-08,2736500.0
2018-10-11,3119600.0
2018-11-12,8197600.0
2019-07-26,8655500.0
2019-06-24,1753900.0
2019-05-23,2087400.0
2019-03-20,1781400.0
2019-01-15,2054500.0
2019-11-20,1647500.0
2020-02-07,1508300.0
2020-02-10,1142500.0
2020-04-29,1224900.0
2019-11-26,1359800.0
2020-02-13,1635600.0
2019-01-30,3226300.0
2018-08-23,2506900.0
2018-09-24,1392300.0
2018-11-27,1511000.0
2018-10-26,2929700.0
2019-07-09,2318600.0
2019-06-07,2661600.0
2019-05-06,4453200.0
2019-04-04,3786000.0
2019-09-11,3897800.0
2019-11-29,4502500.0
2020-05-05,3502300.0
2019-12-02,4490100.0
2020-02-19,2684800.0
2020-05-08,3112200.0
2019-05-21,3665000.0
2019-03-18,7556100.0
2018-09-07,4639100.0
2018-08-06,4903400.0
2018-10-09,5150500.0
2019-02-14,5499500.0
2018-12-12,5837600.0
2019-07-24,5297200.0
2019-09-26,4797800.0
2019-10-28,4162100.0
2019-12-05,4997300.0
2020-05-11,3806300.0
2019-07-03,3492600.0
2020-02-25,3126300.0
2020-05-14,4034700.0
2020-02-28,3784200.0
2019-08-08,3557000.0
2019-06-05,2996800.0
2018-07-20,2846800.0
2018-08-21,3243100.0
2018-10-24,1987600.0
2019-04-02,3847200.0
2019-03-01,2993700.0
2019-01-28,2285500.0
2018-12-27,2622900.0
2019-09-09,2705100.0
2020-03-02,2482600.0
2020-05-20,2286700.0
2019-12-17,2204400.0
2020-03-05,2182200.0
2019-02-12,2470000.0
2019-01-11,2354900.0
2018-12-10,1718600.0
2019-08-23,2295800.0
2018-11-08,2394600.0
2019-07-22,1760300.0
2019-06-20,1925000.0
2018-09-05,2532300.0
2019-04-17,2412900.0
2019-09-24,1652100.0
2019-12-20,2354400.0
2020-05-26,2205200.0
2019-04-30,2251100.0
2019-12-23,3872200.0
2020-03-11,2011400.0
2020-05-29,1812300.0
2019-12-26,2053300.0
2020-06-01,2826800.0
2019-05-02,2169100.0
2019-02-27,2229600.0
2018-11-23,2142100.0
2019-08-06,1765400.0
2018-07-18,2370000.0
2018-09-20,2558000.0
2018-10-22,1272700.0
2019-07-05,1718600.0
2019-06-03,3109700.0
2019-10-09,2322000.0
2019-10-11,2970100.0
2020-03-17,1692500.0
2020-06-04,2101600.0
2019-10-14,2072300.0
2020-03-20,2692900.0
2018-11-06,2487400.0
2019-06-18,2538400.0
2019-05-17,1808800.0
2019-04-15,2424400.0
2019-03-14,1997000.0
2019-01-09,1848400.0
2018-08-02,1669300.0
2018-10-05,1904700.0
2019-08-21,1686600.0
2019-10-17,1641100.0
2020-03-23,4273800.0
2020-06-10,2322300.0
2019-02-25,1450300.0
2020-01-07,2464200.0
2020-03-26,1923300.0
2019-10-23,2353600.0
