Dates,KLAC
2020-02-07,1370300.0
2020-02-10,1492800.0
2020-04-29,1680300.0
2019-11-26,1269000.0
2020-02-13,957700.0
2019-01-30,1158000.0
2018-08-23,864800.0
2018-09-24,1778300.0
2018-11-27,1069300.0
2018-10-26,1664400.0
2019-07-09,1909900.0
2019-06-07,2649600.0
2019-05-06,2046900.0
2019-04-04,1879300.0
2019-09-11,3589700.0
2019-11-29,3695100.0
2020-05-05,2706400.0
2019-12-02,2397400.0
2020-02-19,1493300.0
2020-05-08,1697000.0
2019-05-21,1858400.0
2019-03-18,2815600.0
2018-09-07,2438500.0
2018-08-06,2730500.0
2018-10-09,2672700.0
2019-02-14,2804300.0
2018-12-12,2752300.0
2019-07-24,3213600.0
2019-09-26,2664600.0
2019-10-28,1954800.0
2019-12-05,2632600.0
2020-05-11,2124900.0
2019-07-03,2776100.0
2020-02-25,1703000.0
2020-05-14,1870400.0
2020-02-28,2240600.0
2019-08-08,1623700.0
2019-06-05,2907200.0
2018-07-20,1660800.0
2018-08-21,1346000.0
2018-10-24,1143700.0
2019-04-02,1846000.0
2019-03-01,1454100.0
2019-01-28,1350000.0
2018-12-27,1303800.0
2019-09-09,868300.0
2020-03-02,1274700.0
2020-05-20,1278600.0
2019-12-17,1563000.0
2020-03-05,998100.0
2019-02-12,634800.0
2019-01-11,1284700.0
2018-12-10,1207500.0
2019-08-23,1404500.0
2018-11-08,1492500.0
2019-07-22,1030500.0
2019-06-20,1198900.0
2018-09-05,1518900.0
2019-04-17,1241400.0
2019-09-24,2692500.0
2019-12-20,1473200.0
2020-05-26,1868900.0
2019-04-30,2422700.0
2019-12-23,1682200.0
2020-03-11,1265400.0
2020-05-29,1145800.0
2019-12-26,965300.0
2020-06-01,1805100.0
2019-05-02,2683500.0
2019-02-27,3709900.0
2018-11-23,1492100.0
2019-08-06,1074800.0
2018-07-18,1302600.0
2018-09-20,1001800.0
2018-10-22,666400.0
2019-07-05,1911100.0
2019-06-03,1659600.0
2019-10-09,1272000.0
2019-10-11,1792100.0
2020-03-17,1085400.0
2020-06-04,892600.0
2019-10-14,1659800.0
2020-03-20,1068700.0
2018-11-06,1500200.0
2019-06-18,816400.0
2019-05-17,776000.0
2019-04-15,779600.0
2019-03-14,1460300.0
2019-01-09,1253100.0
2018-08-02,1270800.0
2018-10-05,1482500.0
2019-08-21,1246200.0
2019-10-17,938000.0
2020-03-23,3331000.0
2020-06-10,1179200.0
2019-02-25,1089200.0
2020-01-07,1486600.0
2020-03-26,1133700.0
2019-10-23,1713500.0
