Dates,SPGI
2019-12-02,277.6600036621094
2020-02-19,281.92999267578125
2020-05-08,274.9599914550781
2019-05-21,264.0
2019-03-18,241.9499969482422
2018-09-07,245.67999267578125
2018-08-06,237.22999572753906
2018-10-09,213.6699981689453
2019-02-14,225.67999267578125
2018-12-12,209.69000244140625
2019-07-24,220.14999389648438
2019-09-26,186.05999755859375
2019-10-28,186.74000549316406
2019-12-05,205.11000061035156
2020-05-11,191.32000732421875
2019-07-03,199.89999389648438
2020-02-25,217.3300018310547
2020-05-14,230.41000366210938
2020-02-28,236.77000427246094
2019-08-08,239.00999450683594
2019-06-05,240.49000549316406
2018-07-20,233.41000366210938
2018-08-21,230.11000061035156
2018-10-24,236.02000427246094
2019-04-02,243.9600067138672
2019-03-01,255.74000549316406
2019-01-28,255.22999572753906
2018-12-27,262.95001220703125
2019-09-09,267.3699951171875
2020-03-02,271.25
2020-05-20,267.1400146484375
2019-12-17,270.8900146484375
2020-03-05,278.2900085449219
2019-02-12,276.489990234375
2019-01-11,265.9200134277344
2018-12-10,269.3999938964844
2019-08-23,276.0299987792969
2018-11-08,280.3800048828125
2019-07-22,285.19000244140625
2019-06-20,292.510009765625
2018-09-05,293.4200134277344
2019-04-17,288.510009765625
2019-09-24,284.0899963378906
2019-12-20,281.07000732421875
2020-05-26,288.3299865722656
2019-04-30,288.9200134277344
2019-12-23,292.9200134277344
2020-03-11,295.7799987792969
2020-05-29,292.6499938964844
2019-12-26,299.2099914550781
2020-06-01,291.989990234375
2019-05-02,290.0799865722656
2019-02-27,297.3299865722656
2018-11-23,310.6199951171875
2019-08-06,310.6700134277344
2018-07-18,312.3800048828125
2018-09-20,309.2300109863281
2018-10-22,307.5199890136719
2019-07-05,311.20001220703125
2019-06-03,308.1400146484375
2019-10-09,314.79998779296875
2019-10-11,318.3599853515625
2020-03-17,323.3699951171875
2020-06-04,323.30999755859375
2019-10-14,326.6199951171875
2020-03-20,324.3399963378906
2018-11-06,329.6300048828125
2019-06-18,325.8900146484375
2019-05-17,326.6700134277344
2019-04-15,326.1199951171875
2019-03-14,306.5
2019-01-09,310.0
2018-08-02,308.1099853515625
2018-10-05,319.05999755859375
2019-08-21,325.1499938964844
2019-10-17,323.32000732421875
2020-03-23,321.2799987792969
2020-06-10,320.7699890136719
2019-02-25,327.010009765625
2020-01-07,316.3999938964844
2020-03-26,316.0
2019-10-23,321.1400146484375
