Dates,INTC
2018-08-24,86455700.0
2019-07-10,35928700.0
2019-05-07,20988300.0
2019-04-05,26931700.0
2019-03-04,43051300.0
2019-01-31,37442900.0
2019-09-12,20905000.0
2019-12-31,31641600.0
2020-03-19,21647800.0
2020-01-03,27825900.0
2020-06-09,18851200.0
2019-02-15,18004100.0
2019-01-14,18050100.0
2018-07-06,17712800.0
2018-08-07,17545400.0
2018-10-10,22520400.0
2018-12-13,15611800.0
2019-08-26,21607700.0
2019-07-25,16162100.0
2019-05-22,31934100.0
2019-03-19,20711800.0
2020-01-06,16082200.0
2020-03-25,17590300.0
2020-06-12,18388800.0
2019-10-22,18359300.0
2020-01-09,21706100.0
2020-06-15,21057700.0
2019-10-25,14740500.0
2020-03-31,17803000.0
2020-06-18,16793900.0
2019-04-03,18963000.0
2018-08-22,20782100.0
2018-10-25,25522300.0
2019-01-29,26647100.0
2018-12-28,46512500.0
2018-11-26,16274000.0
2019-08-09,18274800.0
2019-07-08,24325300.0
2019-06-06,19127200.0
2019-09-10,21438400.0
2020-01-15,16971400.0
2020-04-03,17724300.0
2019-10-31,19656000.0
2020-04-06,13607900.0
2020-06-24,18736100.0
2018-11-09,17830400.0
2019-07-23,13704500.0
2019-06-21,24552800.0
2019-05-20,16520500.0
2019-04-18,19268400.0
2018-09-06,11758800.0
2018-10-08,13339700.0
2019-02-13,13084000.0
2018-12-11,10845800.0
2019-09-25,12910200.0
2020-01-21,11676900.0
2020-04-09,30301900.0
2019-11-06,38788400.0
2020-01-24,20464200.0
2020-01-27,12327500.0
2020-04-15,17739900.0
2018-12-26,17723700.0
2019-08-07,27949900.0
2019-06-04,72364500.0
2018-09-21,42142300.0
2018-07-19,27130900.0
2018-08-20,20467600.0
2018-10-23,22655400.0
2019-05-03,25656600.0
2019-04-01,26245200.0
2019-02-28,29713400.0
2019-11-12,36812400.0
2020-01-30,59642200.0
2019-11-15,42522800.0
2020-04-21,39091900.0
2019-04-16,24706500.0
2019-03-15,23407900.0
2019-02-11,19954700.0
2019-01-10,22500400.0
2019-08-22,28675000.0
2018-11-07,25543400.0
2018-08-03,16932500.0
2018-09-04,35783900.0
2019-06-19,27168100.0
2019-09-23,34779900.0
2019-11-18,28450300.0
2020-02-05,21618900.0
2020-04-24,25532500.0
2019-03-29,31155700.0
2019-11-21,28094900.0
2020-04-27,20802000.0
2020-02-11,19076200.0
2020-04-30,24370300.0
2019-05-01,20806100.0
2019-02-26,18415500.0
2019-01-25,15899100.0
2018-12-24,12267600.0
2019-09-06,15381100.0
2018-07-17,12643300.0
2018-09-19,25732300.0
2019-08-05,17436400.0
2019-10-08,20126800.0
2019-12-11,31096300.0
2019-11-27,14479900.0
2020-02-14,16665600.0
2020-05-06,21886300.0
2019-01-08,23062900.0
2018-12-07,26646200.0
2019-08-20,27505400.0
2018-11-05,15381600.0
2019-07-19,10739100.0
2018-10-04,14339200.0
2019-06-17,16564300.0
2019-05-16,17853200.0
2018-08-01,16032300.0
2019-03-13,16615100.0
2019-12-03,20148700.0
2020-02-20,14345100.0
2019-12-06,17131400.0
2020-05-12,11928600.0
2019-12-09,15679600.0
2020-02-26,29141100.0
2020-05-15,21688000.0
2019-03-28,18413500.0
2018-09-17,20896400.0
2018-08-16,27765400.0
2018-10-19,36401500.0
2019-04-29,21897500.0
2019-01-23,16487700.0
2019-09-04,24169800.0
2018-11-20,34020800.0
2019-07-02,27881600.0
2019-05-31,38936600.0
2019-12-12,26119600.0
2020-05-18,29440400.0
2019-09-27,30643700.0
2020-03-03,24975500.0
2020-05-21,18490300.0
2019-05-14,28959500.0
2018-08-31,25650200.0
2018-07-30,21896000.0
2018-10-02,22701800.0
2019-04-12,21403600.0
2019-03-11,23113300.0
2019-02-07,15915000.0
2019-07-17,19783000.0
2019-09-19,32814000.0
2019-10-21,22080500.0
2019-12-18,16925500.0
2020-03-06,14888800.0
2019-10-03,17803800.0
2020-03-09,16922600.0
2020-05-27,15003800.0
2019-12-24,23450700.0
2020-03-12,30014200.0
2018-12-20,17067900.0
2019-08-01,20749700.0
2018-08-14,18532000.0
2018-07-13,18968900.0
2018-10-17,23308700.0
2019-05-29,18010800.0
2019-03-26,13354600.0
2019-02-22,19641100.0
2019-10-04,14906800.0
2019-11-05,11428400.0
2019-12-27,37067900.0
2020-06-02,18916600.0
2019-12-30,28197400.0
2020-03-18,19486700.0
2020-06-05,11351800.0
2019-07-15,14845700.0
2018-12-03,13652100.0
2019-06-13,18413100.0
2019-01-04,20078700.0
2018-08-29,16320100.0
2019-02-05,12644900.0
2018-11-01,12081400.0
2019-08-16,17409100.0
2019-04-10,11834900.0
2019-09-17,13907900.0
2019-10-15,24072500.0
2020-01-02,15016800.0
2020-06-08,18878100.0
2019-10-18,14769300.0
2020-03-24,16533900.0
2020-06-11,16974100.0
2020-01-08,12189000.0
2019-04-25,13114300.0
2019-07-30,15887500.0
2019-02-20,23413000.0
2018-07-11,59767700.0
2018-09-13,32307500.0
2018-10-15,18155800.0
2019-06-28,15248000.0
2018-12-18,19249700.0
2018-11-16,17953500.0
2019-10-02,19068000.0
2020-03-27,20865400.0
2020-01-10,17721000.0
2019-10-24,16962800.0
2020-03-30,11888900.0
2020-06-17,11228900.0
2020-01-14,11952500.0
2020-04-02,15332700.0
2019-01-02,12119000.0
2019-08-14,16112100.0
2018-10-30,16097500.0
2019-06-11,17061900.0
2019-05-10,18542300.0
2019-04-08,16139000.0
2018-08-27,15690200.0
2018-07-26,15011700.0
2018-09-28,22338700.0
2019-03-07,18184200.0
2019-10-30,9481100.0
2020-01-17,19154500.0
2020-06-23,25737400.0
2020-04-08,18881400.0
2020-06-26,17673700.0
2019-03-22,16476800.0
2019-01-17,14298600.0
2019-08-29,16157900.0
2018-11-14,20051100.0
2019-06-26,27883300.0
2018-09-11,22795200.0
2018-07-09,19131200.0
2018-08-10,21653100.0
2019-04-23,28261000.0
2019-09-30,18865100.0
2020-01-23,49953000.0
2019-11-08,23593000.0
2020-04-14,6313200.0
2019-11-11,11480300.0
2020-01-29,14085800.0
2020-04-17,12750500.0
2018-07-24,14432900.0
2018-09-26,18056000.0
2019-05-08,15293900.0
2019-03-05,17755200.0
2019-02-01,21876100.0
2018-12-31,23133500.0
2018-11-29,18813300.0
2019-08-12,15200600.0
2019-07-11,16453300.0
2019-09-13,17051200.0
2019-11-14,18498800.0
2020-04-20,21365500.0
2020-02-04,21803400.0
2020-04-23,28358500.0
2018-12-14,29475100.0
2019-08-27,42778700.0
2018-08-08,84711000.0
2018-10-11,30764000.0
2018-11-12,30915400.0
2019-07-26,18055800.0
2019-06-24,18522400.0
2019-05-23,25268400.0
2019-03-20,16654600.0
2019-01-15,20970800.0
2019-11-20,23401400.0
2020-02-07,17408000.0
2020-02-10,18134600.0
2020-04-29,22299300.0
2019-11-26,17975600.0
2020-02-13,15586600.0
2019-01-30,11602700.0
2018-08-23,13405500.0
2018-09-24,12758400.0
2018-11-27,13551200.0
2018-10-26,26452600.0
2019-07-09,20775900.0
2019-06-07,26903100.0
2019-05-06,34495700.0
2019-04-04,26190100.0
2019-09-11,42208600.0
2019-11-29,60728000.0
2020-05-05,43140300.0
2019-12-02,49740300.0
2020-02-19,29223100.0
2020-05-08,29099200.0
2019-05-21,36259200.0
2019-03-18,56197000.0
2018-09-07,36569000.0
2018-08-06,38563500.0
2018-10-09,50661700.0
2019-02-14,48805100.0
2018-12-12,53878900.0
2019-07-24,52085200.0
2019-09-26,49309900.0
2019-10-28,44538000.0
2019-12-05,52344000.0
2020-05-11,46698500.0
2019-07-03,50019800.0
2020-02-25,41106100.0
2020-05-14,41459800.0
2020-02-28,31633500.0
2019-08-08,31628600.0
2019-06-05,48074700.0
2018-07-20,29586600.0
2018-08-21,27810000.0
2018-10-24,23906100.0
2019-04-02,32323400.0
2019-03-01,41410000.0
2019-01-28,26719500.0
2018-12-27,40515400.0
2019-09-09,23251900.0
2020-03-02,25674000.0
2020-05-20,22841600.0
2019-12-17,24433500.0
2020-03-05,27385600.0
2019-02-12,26420300.0
2019-01-11,25248000.0
2018-12-10,23443700.0
2019-08-23,35092000.0
2018-11-08,50220500.0
2019-07-22,25902200.0
2019-06-20,28784700.0
2018-09-05,30451500.0
2019-04-17,26256000.0
2019-09-24,21194800.0
2019-12-20,18957200.0
2020-05-26,17252100.0
2019-04-30,17848700.0
2019-12-23,14733500.0
2020-03-11,20391100.0
2020-05-29,18684400.0
2019-12-26,16754900.0
2020-06-01,21065000.0
2019-05-02,21569400.0
2019-02-27,21373300.0
2018-11-23,20443700.0
2019-08-06,21865000.0
2018-07-18,30584000.0
2018-09-20,20987700.0
2018-10-22,14103000.0
2019-07-05,20933600.0
2019-06-03,19886300.0
2019-10-09,17253500.0
2019-10-11,33395700.0
2020-03-17,14317700.0
2020-06-04,20702400.0
2019-10-14,16737300.0
2020-03-20,22010100.0
2018-11-06,26813100.0
2019-06-18,21546200.0
2019-05-17,23594100.0
2019-04-15,21367800.0
2019-03-14,26998200.0
2019-01-09,30404600.0
2018-08-02,29651700.0
2018-10-05,23226600.0
2019-08-21,20442300.0
2019-10-17,24899700.0
2020-03-23,60336100.0
2020-06-10,22846000.0
2019-02-25,22809600.0
2020-01-07,27764500.0
2020-03-26,21906900.0
2019-10-23,38477500.0
