Dates,FTNT
2019-10-07,1162400.0
2020-03-13,1958500.0
2019-10-10,1427700.0
2020-03-16,1084500.0
2020-06-03,3630900.0
2018-11-28,3558900.0
2018-09-25,2994600.0
2018-07-23,1565500.0
2018-08-24,1456900.0
2019-07-10,1242800.0
2019-05-07,1490400.0
2019-04-05,1760400.0
2019-03-04,2270100.0
2019-01-31,2489500.0
2019-09-12,2764400.0
2019-12-31,2774500.0
2020-03-19,2788700.0
2020-01-03,4959700.0
2020-06-09,2335800.0
2019-02-15,1786100.0
2019-01-14,2101500.0
2018-07-06,1280800.0
2018-08-07,1144300.0
2018-10-10,1397200.0
2018-12-13,1439300.0
2019-08-26,1271400.0
2019-07-25,1469200.0
2019-05-22,1681100.0
2019-03-19,1554900.0
2020-01-06,1159100.0
2020-03-25,1205600.0
2020-06-12,2066600.0
2019-10-22,1467600.0
2020-01-09,1843700.0
2020-06-15,1203100.0
2019-10-25,1226200.0
2020-03-31,2002200.0
2020-06-18,1848000.0
2019-04-03,1428800.0
2018-08-22,1285100.0
2018-10-25,1426700.0
2019-01-29,1017500.0
2018-12-28,3791300.0
2018-11-26,1670200.0
2019-08-09,1803700.0
2019-07-08,1388200.0
2019-06-06,1520300.0
2019-09-10,1321000.0
2020-01-15,865000.0
2020-04-03,980400.0
2019-10-31,1980900.0
2020-04-06,917100.0
2020-06-24,1339500.0
2018-11-09,1221400.0
2019-07-23,1924300.0
2019-06-21,1632800.0
2019-05-20,3227400.0
2019-04-18,1138600.0
2018-09-06,1622200.0
2018-10-08,1800500.0
2019-02-13,2780100.0
2018-12-11,2030200.0
2019-09-25,2505300.0
2020-01-21,2523200.0
2020-04-09,2184400.0
2019-11-06,1777600.0
2020-01-24,2208900.0
2020-01-27,1244500.0
2020-04-15,1793200.0
2018-12-26,1385000.0
2019-08-07,1411200.0
2019-06-04,1191100.0
2018-09-21,1314600.0
2018-07-19,1266100.0
2018-08-20,1517600.0
2018-10-23,2159400.0
2019-05-03,4383200.0
2019-04-01,2356200.0
2019-02-28,3097000.0
2019-11-12,1492200.0
2020-01-30,1448700.0
2019-11-15,1738500.0
2020-04-21,1921800.0
2019-04-16,1388500.0
2019-03-15,1113900.0
2019-02-11,1271100.0
2019-01-10,1273900.0
2019-08-22,882600.0
2018-11-07,915300.0
2018-08-03,737900.0
2018-09-04,2720200.0
2019-06-19,1522700.0
2019-09-23,1760300.0
2019-11-18,1729700.0
2020-02-05,1418600.0
2020-04-24,2543500.0
2019-03-29,2633500.0
2019-11-21,1695400.0
2020-04-27,1356000.0
2020-02-11,1192700.0
2020-04-30,1192800.0
2019-05-01,1348600.0
2019-02-26,2122200.0
2019-01-25,1407000.0
2018-12-24,1233600.0
2019-09-06,1221400.0
2018-07-17,1145900.0
2018-09-19,1168100.0
2019-08-05,1168200.0
2019-10-08,1589400.0
2019-12-11,2731100.0
2019-11-27,1685500.0
2020-02-14,1525300.0
2020-05-06,1411600.0
2019-01-08,926900.0
2018-12-07,2056400.0
2019-08-20,1263400.0
2018-11-05,1167100.0
2019-07-19,1089100.0
2018-10-04,635200.0
2019-06-17,950700.0
2019-05-16,1718400.0
2018-08-01,1710200.0
2019-03-13,2341700.0
2019-12-03,1751200.0
2020-02-20,1819700.0
2019-12-06,1215500.0
2020-05-12,1292100.0
2019-12-09,1266500.0
2020-02-26,1768700.0
2020-05-15,868600.0
2019-03-28,1024200.0
2018-09-17,1607100.0
2018-08-16,1012400.0
2018-10-19,1033900.0
2019-04-29,1924700.0
2019-01-23,1148800.0
2019-09-04,1758200.0
2018-11-20,1826200.0
2019-07-02,5660100.0
2019-05-31,2952600.0
2019-12-12,1976200.0
2020-05-18,1990200.0
2019-09-27,1702000.0
2020-03-03,1549900.0
2020-05-21,1226700.0
2019-05-14,1656800.0
2018-08-31,1563500.0
2018-07-30,1526800.0
2018-10-02,1072100.0
2019-04-12,783700.0
2019-03-11,1067100.0
2019-02-07,1335200.0
2019-07-17,750900.0
2019-09-19,1644800.0
2019-10-21,1329900.0
2019-12-18,1363000.0
2020-03-06,2050400.0
2019-10-03,1821400.0
2020-03-09,1258800.0
2020-05-27,1276600.0
2019-12-24,1122700.0
2020-03-12,1557300.0
2018-12-20,980300.0
2019-08-01,1365000.0
2018-08-14,1086800.0
2018-07-13,1139200.0
2018-10-17,1458500.0
2019-05-29,1015800.0
2019-03-26,969000.0
2019-02-22,1175200.0
2019-10-04,857700.0
2019-11-05,1093200.0
2019-12-27,2106800.0
2020-06-02,1176600.0
2019-12-30,1348400.0
2020-03-18,1011500.0
2020-06-05,775700.0
2019-07-15,1105600.0
2018-12-03,1231500.0
2019-06-13,809400.0
2019-01-04,1057800.0
2018-08-29,1260000.0
2019-02-05,857000.0
2018-11-01,1275000.0
2019-08-16,1012000.0
2019-04-10,917500.0
2019-09-17,881100.0
2019-10-15,1207100.0
2020-01-02,1102500.0
2020-06-08,877200.0
2019-10-18,1270500.0
2020-03-24,795900.0
2020-06-11,1362700.0
2020-01-08,856500.0
2019-04-25,759300.0
2019-07-30,1186200.0
2019-02-20,1417200.0
2018-07-11,1039600.0
2018-09-13,893300.0
2018-10-15,893100.0
2019-06-28,876700.0
2018-12-18,3089000.0
2018-11-16,4326900.0
2019-10-02,2109500.0
2020-03-27,2006600.0
2020-01-10,1955100.0
2019-10-24,1732300.0
2020-03-30,1814200.0
2020-06-17,1987400.0
2020-01-14,2451200.0
2020-04-02,1056100.0
2019-01-02,1115800.0
2019-08-14,1316800.0
2018-10-30,1950600.0
2019-06-11,1365600.0
2019-05-10,2091200.0
2019-04-08,1334200.0
2018-08-27,1500400.0
2018-07-26,1020300.0
2018-09-28,1764600.0
2019-03-07,650700.0
2019-10-30,486600.0
2020-01-17,1193500.0
2020-06-23,1799800.0
2020-04-08,1107100.0
2020-06-26,1394300.0
2019-03-22,1035100.0
2019-01-17,840000.0
2019-08-29,817700.0
2018-11-14,691600.0
2019-06-26,721200.0
2018-09-11,1173600.0
2018-07-09,1157700.0
2018-08-10,1688500.0
2019-04-23,1469400.0
2019-09-30,1316100.0
2020-01-23,2242300.0
2019-11-08,1163500.0
2020-04-14,310600.0
2019-11-11,413000.0
2020-01-29,728300.0
2020-04-17,594900.0
2018-07-24,729700.0
2018-09-26,1108200.0
2019-05-08,1328200.0
2019-03-05,1473800.0
2019-02-01,759300.0
2018-12-31,1390600.0
2018-11-29,1095300.0
2019-08-12,696600.0
2019-07-11,843300.0
2019-09-13,796200.0
2019-11-14,851000.0
2020-04-20,866100.0
2020-02-04,1121200.0
2020-04-23,858400.0
2018-12-14,999200.0
2019-08-27,1465600.0
2018-08-08,1090200.0
2018-10-11,1243900.0
2018-11-12,1072100.0
2019-07-26,884700.0
2019-06-24,802400.0
2019-05-23,2848700.0
2019-03-20,866700.0
2019-01-15,1048400.0
2019-11-20,1283700.0
2020-02-07,1886800.0
2020-02-10,2127100.0
2020-04-29,1373400.0
2019-11-26,1097600.0
2020-02-13,859200.0
2019-01-30,826000.0
2018-08-23,974300.0
2018-09-24,2827700.0
2018-11-27,703600.0
2018-10-26,1171000.0
2019-07-09,896700.0
2019-06-07,1703800.0
2019-05-06,2790300.0
2019-04-04,1775800.0
2019-09-11,3553600.0
2019-11-29,3566300.0
2020-05-05,2890800.0
2019-12-02,2281000.0
2020-02-19,1490200.0
2020-05-08,1302900.0
2019-05-21,3417900.0
2019-03-18,3880200.0
2018-09-07,3447100.0
2018-08-06,2547700.0
2018-10-09,2832200.0
2019-02-14,2803700.0
2018-12-12,3199500.0
2019-07-24,3619900.0
2019-09-26,3456100.0
2019-10-28,4690800.0
2019-12-05,4041900.0
2020-05-11,3578800.0
2019-07-03,5226500.0
2020-02-25,3020400.0
2020-05-14,2713200.0
2020-02-28,2888700.0
2019-08-08,2095900.0
2019-06-05,2964500.0
2018-07-20,3089100.0
2018-08-21,3458500.0
2018-10-24,1974700.0
2019-04-02,2707300.0
2019-03-01,3859300.0
2019-01-28,1211900.0
2018-12-27,2473500.0
2019-09-09,2157400.0
2020-03-02,1703900.0
2020-05-20,1739800.0
2019-12-17,1459600.0
2020-03-05,1587000.0
2019-02-12,1529600.0
2019-01-11,3585000.0
2018-12-10,1279600.0
2019-08-23,2372200.0
2018-11-08,1295600.0
2019-07-22,1131900.0
2019-06-20,2313100.0
2018-09-05,1108300.0
2019-04-17,967700.0
2019-09-24,805400.0
2019-12-20,975500.0
2020-05-26,1164000.0
2019-04-30,1758400.0
2019-12-23,5359600.0
2020-03-11,2569100.0
2020-05-29,2616900.0
2019-12-26,1910200.0
2020-06-01,1524300.0
2019-05-02,1455000.0
2019-02-27,1430600.0
2018-11-23,2511200.0
2019-08-06,1075500.0
2018-07-18,2170300.0
2018-09-20,1234100.0
2018-10-22,1711400.0
2019-07-05,2020600.0
2019-06-03,3360200.0
2019-10-09,1781200.0
2019-10-11,1734900.0
2020-03-17,2063800.0
2020-06-04,1386700.0
2019-10-14,1008100.0
2020-03-20,1087900.0
2018-11-06,1524400.0
2019-06-18,1488900.0
2019-05-17,1280700.0
2019-04-15,1138600.0
2019-03-14,1240300.0
2019-01-09,1151100.0
2018-08-02,2042000.0
2018-10-05,1260100.0
2019-08-21,1193700.0
2019-10-17,1195200.0
2020-03-23,3516500.0
2020-06-10,2416400.0
2019-02-25,2010300.0
2020-01-07,1937900.0
2020-03-26,1126500.0
2019-10-23,1360800.0
