Dates,BEN
2018-09-19,3147400.0
2019-08-05,4432300.0
2019-10-08,4968100.0
2019-12-11,4012900.0
2019-11-27,2683400.0
2020-02-14,2930200.0
2020-05-06,2563900.0
2019-01-08,2345000.0
2018-12-07,3854900.0
2019-08-20,2280100.0
2018-11-05,1974200.0
2019-07-19,1098900.0
2018-10-04,1408500.0
2019-06-17,2284900.0
2019-05-16,2266700.0
2018-08-01,3339600.0
2019-03-13,2093000.0
2019-12-03,2357500.0
2020-02-20,1901000.0
2019-12-06,2856900.0
2020-05-12,3088300.0
2019-12-09,2208600.0
2020-02-26,3831400.0
2020-05-15,3024000.0
2019-03-28,1923400.0
2018-09-17,1883700.0
2018-08-16,3070800.0
2018-10-19,2160300.0
2019-04-29,3904700.0
2019-01-23,4099800.0
2019-09-04,6398200.0
2018-11-20,5170700.0
2019-07-02,4484900.0
2019-05-31,3746700.0
2019-12-12,3264700.0
2020-05-18,3925000.0
2019-09-27,2097200.0
2020-03-03,4804200.0
2020-05-21,3625300.0
2019-05-14,5137000.0
2018-08-31,5485400.0
2018-07-30,4985400.0
2018-10-02,2405500.0
2019-04-12,3403800.0
2019-03-11,3665000.0
2019-02-07,2173200.0
2019-07-17,1906900.0
2019-09-19,3342700.0
2019-10-21,2870700.0
2019-12-18,3428800.0
2020-03-06,3201500.0
2019-10-03,2460500.0
2020-03-09,2215500.0
2020-05-27,4049300.0
2019-12-24,1893800.0
2020-03-12,2924600.0
2018-12-20,2131000.0
2019-08-01,3260000.0
2018-08-14,4466900.0
2018-07-13,6147600.0
2018-10-17,3792200.0
2019-05-29,3341300.0
2019-03-26,2421300.0
2019-02-22,2395100.0
2019-10-04,1930200.0
2019-11-05,2356900.0
2019-12-27,5265000.0
2020-06-02,2956900.0
2019-12-30,3664100.0
2020-03-18,3080400.0
2020-06-05,2007600.0
2019-07-15,1832600.0
2018-12-03,2705200.0
2019-06-13,2874600.0
2019-01-04,4004300.0
2018-08-29,2503200.0
2019-02-05,2298600.0
2018-11-01,3340200.0
2019-08-16,3415000.0
2019-04-10,2770600.0
2019-09-17,2075100.0
2019-10-15,3989600.0
2020-01-02,2345900.0
2020-06-08,3570100.0
2019-10-18,2268800.0
2020-03-24,2010500.0
2020-06-11,5204700.0
2020-01-08,2502600.0
2019-04-25,4767600.0
2019-07-30,6935000.0
2019-02-20,4678900.0
2018-07-11,4208700.0
2018-09-13,2745200.0
2018-10-15,3249800.0
2019-06-28,2230900.0
2018-12-18,8275900.0
2018-11-16,2257900.0
2019-10-02,2315600.0
2020-03-27,3974800.0
2020-01-10,3606800.0
2019-10-24,2585700.0
2020-03-30,2871300.0
2020-06-17,2571300.0
2020-01-14,2664800.0
2020-04-02,2623400.0
2019-01-02,2520000.0
2019-08-14,2007500.0
2018-10-30,2583900.0
2019-06-11,2507700.0
2019-05-10,2544100.0
2019-04-08,2229000.0
2018-08-27,1754300.0
2018-07-26,2248400.0
2018-09-28,3313500.0
2019-03-07,3480200.0
2019-10-30,1485600.0
2020-01-17,3471500.0
2020-06-23,3242300.0
2020-04-08,2185300.0
2020-06-26,2405600.0
2019-03-22,3015700.0
2019-01-17,2073800.0
2019-08-29,5947900.0
2018-11-14,5201500.0
2019-06-26,4448300.0
2018-09-11,4868100.0
2018-07-09,2866900.0
2018-08-10,2261400.0
2019-04-23,2047400.0
2019-09-30,3920900.0
2020-01-23,8169500.0
2019-11-08,3269100.0
2020-04-14,1207500.0
2019-11-11,2095600.0
2020-01-29,2707900.0
2020-04-17,2929700.0
2018-07-24,3028500.0
2018-09-26,3627000.0
2019-05-08,3735700.0
2019-03-05,3267000.0
2019-02-01,4474800.0
2018-12-31,3995200.0
2018-11-29,4126500.0
2019-08-12,2571700.0
2019-07-11,3554400.0
2019-09-13,2618400.0
2019-11-14,2190400.0
2020-04-20,2373000.0
2020-02-04,2722600.0
2020-04-23,3522700.0
2018-12-14,3102600.0
2019-08-27,3113300.0
2018-08-08,2299000.0
2018-10-11,4959500.0
2018-11-12,4314300.0
2019-07-26,4796400.0
2019-06-24,8693700.0
2019-05-23,14991900.0
2019-03-20,3738800.0
2019-01-15,2833300.0
2019-11-20,3182000.0
2020-02-07,2717400.0
2020-02-10,2322400.0
2020-04-29,2458500.0
2019-11-26,4121500.0
2020-02-13,5056300.0
2019-01-30,4308600.0
2018-08-23,3614200.0
2018-09-24,19282300.0
2018-11-27,8753600.0
2018-10-26,5393300.0
2019-07-09,5012600.0
2019-06-07,5771700.0
2019-05-06,5792900.0
2019-04-04,5036600.0
2019-09-11,7901100.0
2019-11-29,10490300.0
2020-05-05,8850900.0
2019-12-02,15145100.0
2020-02-19,8539300.0
2020-05-08,7152800.0
2019-05-21,7709500.0
2019-03-18,7533000.0
2018-09-07,6393900.0
2018-08-06,6941300.0
2018-10-09,6361300.0
2019-02-14,7078100.0
2018-12-12,7486800.0
2019-07-24,7188900.0
2019-09-26,10336300.0
2019-10-28,8122400.0
2019-12-05,9294700.0
2020-05-11,7236200.0
2019-07-03,6294200.0
2020-02-25,5600000.0
2020-05-14,5650000.0
2020-02-28,4515800.0
2019-08-08,4361400.0
2019-06-05,3800300.0
2018-07-20,4354100.0
2018-08-21,5109500.0
2018-10-24,3697100.0
2019-04-02,4413800.0
2019-03-01,4032800.0
2019-01-28,4899700.0
2018-12-27,5304200.0
2019-09-09,4672900.0
2020-03-02,4572100.0
2020-05-20,3864500.0
2019-12-17,3634900.0
2020-03-05,4684000.0
2019-02-12,4004400.0
2019-01-11,3562700.0
2018-12-10,3436500.0
2019-08-23,4032200.0
2018-11-08,5640700.0
2019-07-22,4818300.0
2019-06-20,4401000.0
2018-09-05,6927600.0
2019-04-17,14449800.0
2019-09-24,5329900.0
2019-12-20,4729400.0
2020-05-26,3599400.0
2019-04-30,3434600.0
2019-12-23,2450900.0
2020-03-11,3150800.0
2020-05-29,4098500.0
2019-12-26,3816900.0
2020-06-01,5766900.0
2019-05-02,5156900.0
2019-02-27,9869800.0
2018-11-23,5871900.0
2019-08-06,3688600.0
2018-07-18,2882900.0
2018-09-20,2140300.0
2018-10-22,2771000.0
2019-07-05,3653500.0
2019-06-03,3722600.0
2019-10-09,3708100.0
2019-10-11,7218700.0
2020-03-17,3388500.0
2020-06-04,3229400.0
2019-10-14,4560800.0
2020-03-20,3309700.0
2018-11-06,4136700.0
2019-06-18,6483600.0
2019-05-17,3708700.0
2019-04-15,3605800.0
2019-03-14,3446800.0
2019-01-09,3698000.0
2018-08-02,4422600.0
2018-10-05,3276100.0
2019-08-21,2278400.0
2019-10-17,3199900.0
2020-03-23,13766200.0
2020-06-10,2626800.0
2019-02-25,3635000.0
2020-01-07,4216900.0
2020-03-26,2661100.0
2019-10-23,3973000.0
