Dates,APD
2019-02-13,187.7948455810547
2018-12-11,188.2909698486328
2019-09-25,188.88442993164062
2020-01-21,188.66064453125
2020-04-09,191.74453735351562
2019-11-06,192.37686157226562
2020-01-24,192.7173614501953
2020-01-27,191.27757263183594
2020-04-15,191.3262176513672
2018-12-26,194.00149536132812
2019-08-07,194.17660522460938
2019-06-04,197.06588745117188
2018-09-21,198.0387420654297
2018-07-19,200.19839477539062
2018-08-20,196.65731811523438
2018-10-23,202.00784301757812
2019-05-03,203.8854217529297
2019-04-01,200.39297485351562
2019-02-28,195.70394897460938
2019-11-12,199.7314453125
2020-01-30,198.88510131835938
2019-11-15,202.63047790527344
2020-04-21,198.9921112060547
2019-04-16,200.178955078125
2019-03-15,199.44932556152344
2019-02-11,203.73947143554688
2019-01-10,204.2161865234375
2019-08-22,199.82875061035156
2018-11-07,201.3560791015625
2018-08-03,200.65565490722656
2018-09-04,198.6613311767578
2019-06-19,198.93374633789062
2019-09-23,196.744873046875
2019-11-18,197.46475219726562
2020-02-05,198.69052124023438
2020-04-24,198.0581817626953
2019-03-29,203.28228759765625
2019-11-21,207.84481811523438
2020-04-27,211.37620544433594
2020-02-11,215.47183227539062
2020-04-30,216.9991455078125
2019-05-01,215.31617736816406
2019-02-26,213.09811401367188
2019-01-25,213.9736785888672
2018-12-24,214.19740295410156
2019-09-06,213.29269409179688
2018-07-17,210.97735595703125
2018-09-19,212.97164916992188
2019-08-05,214.40170288085938
2019-10-08,216.01658630371094
2019-12-11,216.10415649414062
2019-11-27,217.56341552734375
2020-02-14,218.59458923339844
2020-05-06,217.84552001953125
2019-01-08,217.4272003173828
2018-12-07,221.36814880371094
2019-08-20,223.76402282714844
2018-11-05,225.18197631835938
2019-07-19,226.28700256347656
2018-10-04,225.48513793945312
2019-06-17,223.26528930664062
2019-05-16,221.05523681640625
2018-08-01,221.26058959960938
2019-03-13,222.72744750976562
2019-12-03,222.1407012939453
2020-02-20,222.62965393066406
2019-12-06,222.08204650878906
2020-05-12,221.42681884765625
2019-12-09,220.5564727783203
2020-02-26,219.5688018798828
2020-05-15,221.01609802246094
2019-03-28,223.80313110351562
2018-09-17,219.89151000976562
2018-08-16,222.61985778808594
2018-10-19,225.45579528808594
2019-04-29,226.08164978027344
2019-01-23,226.6879425048828
2019-09-04,223.22616577148438
2018-11-20,221.36814880371094
2019-07-02,217.91615295410156
2019-05-31,215.1975860595703
2019-12-12,216.5275115966797
2020-05-18,218.5322265625
2019-09-27,222.94256591796875
2020-03-03,224.7908172607422
2020-05-21,222.11135864257812
2019-05-14,224.59523010253906
2018-08-31,217.6716766357422
2018-07-30,221.3388214111328
2018-10-02,223.70533752441406
2019-04-12,223.51954650878906
2019-03-11,220.74227905273438
2019-02-07,223.58799743652344
2019-07-17,220.30224609375
2019-09-19,215.7647705078125
2019-10-21,217.86724853515625
2019-12-18,220.5564727783203
2020-03-06,220.80096435546875
2019-10-03,219.4807891845703
2020-03-09,220.92808532714844
2020-05-27,220.5760498046875
2019-12-24,222.39495849609375
2020-03-12,219.60794067382812
2018-12-20,220.60537719726562
2019-08-01,211.57933044433594
2018-08-14,209.05633544921875
2018-07-13,211.5597686767578
2018-10-17,215.79409790039062
2019-05-29,217.3294219970703
2019-03-26,210.48406982421875
2019-02-22,216.67420959472656
2019-10-04,216.7230987548828
2019-11-05,217.36851501464844
2019-12-27,216.65464782714844
2020-06-02,215.5887451171875
2019-12-30,215.5398406982422
2020-03-18,215.75498962402344
2020-06-05,218.356201171875
2019-07-15,216.1754913330078
2018-12-03,218.10231018066406
2019-06-13,212.81341552734375
2019-01-04,206.90521240234375
2018-08-29,207.2591094970703
2019-02-05,210.25746154785156
2018-11-01,210.3361053466797
2019-08-16,204.24110412597656
2019-04-10,208.15370178222656
2019-09-17,211.03407287597656
2019-10-15,213.60968017578125
2020-01-02,210.23777770996094
2020-06-08,211.5747528076172
2019-10-18,210.5818634033203
2020-03-24,210.73915100097656
2020-06-11,211.2405242919922
2020-01-08,209.88388061523438
2019-04-25,203.46449279785156
2019-07-30,206.5021514892578
2019-02-20,207.88827514648438
2018-07-11,209.64794921875
2018-09-13,207.89808654785156
2018-10-15,214.13072204589844
2019-06-28,213.05917358398438
2018-12-18,209.64794921875
2018-11-16,209.94285583496094
2019-10-02,210.78831481933594
2020-03-27,212.91172790527344
2020-01-10,215.14328002929688
2019-10-24,223.72540283203125
2020-03-30,229.90887451171875
2020-06-17,231.04922485351562
2020-01-14,232.9956817626953
2020-04-02,233.4970703125
2019-01-02,234.14585876464844
2019-08-14,236.83946228027344
2018-10-30,237.10488891601562
2019-06-11,237.22286987304688
2019-05-10,233.87060546875
2019-04-08,233.61502075195312
2018-08-27,233.57571411132812
2018-07-26,230.76414489746094
2018-09-28,230.42990112304688
2019-03-07,232.0421142578125
2019-10-30,232.32720947265625
2020-01-17,227.05799865722656
2020-06-23,225.7996826171875
2020-04-08,225.04270935058594
2020-06-26,226.556640625
2019-03-22,228.10003662109375
2019-01-17,226.9105224609375
2019-08-29,225.61289978027344
2018-11-14,225.61289978027344
2019-06-26,228.46377563476562
2018-09-11,226.83189392089844
2018-07-09,230.46922302246094
2018-08-10,231.61941528320312
2019-04-23,229.1617431640625
2019-09-30,229.1125946044922
2020-01-23,231.01974487304688
2019-11-08,231.15737915039062
2020-04-14,231.0688934326172
2019-11-11,232.08145141601562
2020-01-29,231.50144958496094
2020-04-17,231.34413146972656
2018-07-24,232.15426635742188
2018-09-26,228.3507080078125
2019-05-08,223.27273559570312
2019-03-05,223.17393493652344
2019-02-01,224.1223602294922
2018-12-31,225.3375244140625
2018-11-29,230.68222045898438
2019-08-12,229.20033264160156
2019-07-11,234.00167846679688
2019-09-13,231.68991088867188
2019-11-14,232.61859130859375
2020-04-20,232.92483520507812
2020-02-04,234.13999938964844
2020-04-23,234.31781005859375
2018-12-14,235.1674346923828
2019-08-27,234.42649841308594
2018-08-08,241.00611877441406
2018-10-11,230.652587890625
2018-11-12,233.5966339111328
2019-07-26,234.40673828125
2019-06-24,238.4967803955078
2019-05-23,235.82936096191406
2019-03-20,240.07745361328125
2019-01-15,244.1082305908203
2019-11-20,247.25973510742188
2020-02-07,248.03033447265625
2020-02-10,246.90406799316406
2020-04-29,248.6724853515625
2019-11-26,249.36402893066406
2020-02-13,251.0336456298828
2019-01-30,251.80422973632812
2018-08-23,252.9206085205078
2018-09-24,252.6538543701172
2018-11-27,252.73289489746094
2018-10-26,252.3179473876953
2019-07-09,251.8931427001953
2019-06-07,242.5670623779297
2019-05-06,232.64822387695312
2019-04-04,232.6778564453125
2019-09-11,221.38577270507812
2019-11-29,216.9598388671875
2020-05-05,227.8666229248047
2019-12-02,224.6163330078125
2020-02-19,234.33758544921875
2020-05-08,231.17620849609375
2019-05-21,226.93797302246094
2019-03-18,202.67434692382812
2018-09-07,211.9905548095703
2018-08-06,205.29237365722656
2018-10-09,185.4645538330078
2019-02-14,203.86973571777344
2018-12-12,178.1736297607422
2019-07-24,202.6249542236328
2019-09-26,199.13755798339844
2019-10-28,188.73460388183594
2019-12-05,186.86741638183594
2020-05-11,174.5972900390625
2019-07-03,192.07382202148438
2020-02-25,188.84329223632812
2020-05-14,198.9103240966797
2020-02-28,190.8389129638672
2019-08-08,204.03768920898438
2019-06-05,198.48902893066406
2018-07-20,188.217041015625
2018-08-21,193.40771484375
2018-10-24,185.55209350585938
2019-04-02,192.7713165283203
2019-03-01,200.8954315185547
2019-01-28,214.54832458496094
2018-12-27,218.08834838867188
2019-09-09,214.97592163085938
2020-03-02,219.55007934570312
2020-05-20,212.61923217773438
2019-12-17,211.68450927734375
2020-03-05,220.25608825683594
2019-02-12,213.16612243652344
2019-01-11,206.22532653808594
2018-12-10,213.23574829101562
2019-08-23,210.0835418701172
2018-11-08,215.56259155273438
2019-07-22,221.01182556152344
2019-06-20,222.3641815185547
2018-09-05,229.3745880126953
2019-04-17,224.3131866455078
2019-09-24,221.0018768310547
2019-12-20,222.095703125
2020-05-26,223.04037475585938
2019-04-30,222.1255340576172
2019-12-23,225.52633666992188
2020-03-11,232.16880798339844
2020-05-29,231.3633575439453
2019-12-26,228.96688842773438
2020-06-01,224.57171630859375
2019-05-02,224.3529510498047
2019-02-27,226.7593536376953
2018-11-23,237.60809326171875
2019-08-06,234.70449829101562
2018-07-18,238.4533233642578
2018-09-20,234.2172393798828
2018-10-22,233.033935546875
2019-07-05,236.4645538330078
2019-06-03,233.83938598632812
2019-10-09,239.328369140625
2019-10-11,240.2929229736328
2020-03-17,241.23760986328125
2020-06-04,243.9224395751953
2019-10-14,247.064697265625
2020-03-20,242.59991455078125
2018-11-06,247.18402099609375
2019-06-18,248.17840576171875
2019-05-17,249.46115112304688
2019-04-15,246.4680633544922
2019-03-14,231.77105712890625
2019-01-09,233.7200469970703
2018-08-02,235.67898559570312
2018-10-05,236.7032012939453
2019-08-21,236.11651611328125
2019-10-17,236.77281188964844
2020-03-23,234.18740844726562
2020-06-10,235.14202880859375
2019-02-25,237.747314453125
2020-01-07,231.83071899414062
2020-03-26,235.9673614501953
2019-10-23,234.69454956054688
