Dates,TAP
2020-03-20,2104600.0
2018-11-06,3646800.0
2019-06-18,2246700.0
2019-05-17,2414300.0
2019-04-15,1848200.0
2019-03-14,3755100.0
2019-01-09,2512100.0
2018-08-02,2194100.0
2018-10-05,2371100.0
2019-08-21,2392500.0
2019-10-17,1716600.0
2020-03-23,6242100.0
2020-06-10,3281200.0
2019-02-25,2208000.0
2020-01-07,3337100.0
2020-03-26,2510100.0
2019-10-23,7400900.0
