Dates,NI
2018-07-19,7675300.0
2018-08-20,5158800.0
2018-10-23,5019900.0
2019-05-03,2807900.0
2019-04-01,2968400.0
2019-02-28,2674000.0
2019-11-12,3413700.0
2020-01-30,2568100.0
2019-11-15,2047200.0
2020-04-21,2798700.0
2019-04-16,2260400.0
2019-03-15,1732700.0
2019-02-11,2178600.0
2019-01-10,8279400.0
2019-08-22,2863800.0
2018-11-07,1653100.0
2018-08-03,1462800.0
2018-09-04,1973600.0
2019-06-19,1705800.0
2019-09-23,2744000.0
2019-11-18,2757300.0
2020-02-05,2436400.0
2020-04-24,4042400.0
2019-03-29,2800900.0
2019-11-21,2103900.0
2020-04-27,2877000.0
2020-02-11,2108800.0
2020-04-30,3615900.0
2019-05-01,1558100.0
2019-02-26,2084100.0
2019-01-25,2116200.0
2018-12-24,2594000.0
2019-09-06,2390500.0
2018-07-17,6361300.0
2018-09-19,2962000.0
2019-08-05,3563500.0
2019-10-08,2652200.0
2019-12-11,3722100.0
2019-11-27,1575900.0
2020-02-14,2175600.0
2020-05-06,2871000.0
2019-01-08,1933700.0
2018-12-07,3556900.0
2019-08-20,2465600.0
2018-11-05,2648200.0
2019-07-19,1344300.0
2018-10-04,1476100.0
2019-06-17,1758300.0
2019-05-16,2066800.0
2018-08-01,1977500.0
2019-03-13,1219000.0
2019-12-03,1161200.0
2020-02-20,1070400.0
2019-12-06,1646600.0
2020-05-12,1327100.0
2019-12-09,1788000.0
2020-02-26,2245400.0
2020-05-15,1649300.0
2019-03-28,2159200.0
2018-09-17,2921500.0
2018-08-16,2025000.0
2018-10-19,2028600.0
2019-04-29,2258500.0
2019-01-23,2972500.0
2019-09-04,3349100.0
2018-11-20,3812100.0
2019-07-02,3979400.0
2019-05-31,7003800.0
2019-12-12,11314600.0
2020-05-18,5242000.0
2019-09-27,8534000.0
2020-03-03,3227000.0
2020-05-21,3956200.0
2019-05-14,4201700.0
2018-08-31,4260600.0
2018-07-30,3283200.0
2018-10-02,9031900.0
2019-04-12,2716000.0
2019-03-11,2547300.0
2019-02-07,1809200.0
2019-07-17,1563500.0
2019-09-19,2023300.0
2019-10-21,1535400.0
2019-12-18,1968000.0
2020-03-06,3895700.0
2019-10-03,2327000.0
2020-03-09,1596500.0
2020-05-27,3485000.0
2019-12-24,1713000.0
2020-03-12,2553700.0
2018-12-20,3532900.0
2019-08-01,1719700.0
2018-08-14,3402000.0
2018-07-13,2775500.0
2018-10-17,2434000.0
2019-05-29,2494500.0
2019-03-26,1561500.0
2019-02-22,1881100.0
2019-10-04,2610000.0
2019-11-05,2200100.0
2019-12-27,3290900.0
2020-06-02,1372900.0
2019-12-30,2380100.0
2020-03-18,1886900.0
2020-06-05,2661600.0
2019-07-15,2915500.0
2018-12-03,3700600.0
2019-06-13,2278900.0
2019-01-04,2394900.0
2018-08-29,3211200.0
2019-02-05,2633400.0
2018-11-01,1874700.0
2019-08-16,2730900.0
2019-04-10,2243100.0
2019-09-17,1790700.0
2019-10-15,2205000.0
2020-01-02,2205400.0
2020-06-08,3517300.0
2019-10-18,9406900.0
2020-03-24,3537100.0
2020-06-11,2692900.0
2020-01-08,3250500.0
2019-04-25,2613300.0
2019-07-30,3460500.0
2019-02-20,3454900.0
2018-07-11,3274100.0
2018-09-13,2759700.0
2018-10-15,4104800.0
2019-06-28,4642600.0
2018-12-18,5216900.0
2018-11-16,3134900.0
2019-10-02,3942700.0
2020-03-27,4674300.0
2020-01-10,3547300.0
2019-10-24,3861700.0
2020-03-30,3580900.0
2020-06-17,2841400.0
2020-01-14,4460100.0
2020-04-02,4929700.0
2019-01-02,4103500.0
2019-08-14,4840500.0
2018-10-30,3920800.0
2019-06-11,4883800.0
2019-05-10,5496900.0
2019-04-08,4694600.0
2018-08-27,4076500.0
2018-07-26,10140800.0
2018-09-28,3808000.0
2019-03-07,5700200.0
2019-10-30,2098200.0
2020-01-17,4214500.0
2020-06-23,3179500.0
2020-04-08,3239100.0
2020-06-26,3241200.0
2019-03-22,3314900.0
2019-01-17,2489800.0
2019-08-29,4389000.0
2018-11-14,3743800.0
2019-06-26,3279400.0
2018-09-11,3408100.0
2018-07-09,2896100.0
2018-08-10,2421000.0
2019-04-23,3915400.0
2019-09-30,2629800.0
2020-01-23,6049900.0
2019-11-08,3109500.0
2020-04-14,711800.0
2019-11-11,1472200.0
2020-01-29,2893500.0
2020-04-17,5741300.0
2018-07-24,5308200.0
2018-09-26,4254200.0
2019-05-08,3440400.0
2019-03-05,4365600.0
2019-02-01,2937000.0
2018-12-31,4566500.0
2018-11-29,3230100.0
2019-08-12,2632900.0
2019-07-11,3127400.0
2019-09-13,2902900.0
2019-11-14,3251400.0
2020-04-20,2507400.0
2020-02-04,2226400.0
2020-04-23,2562200.0
2018-12-14,2107100.0
2019-08-27,3374700.0
2018-08-08,3224700.0
2018-10-11,2547200.0
2018-11-12,2205400.0
2019-07-26,2303400.0
2019-06-24,3215900.0
2019-05-23,3712400.0
2019-03-20,3292500.0
2019-01-15,3964900.0
2019-11-20,3080400.0
2020-02-07,2680600.0
2020-02-10,2802200.0
2020-04-29,2213700.0
2019-11-26,2265500.0
2020-02-13,2272400.0
2019-01-30,1825300.0
2018-08-23,3826200.0
2018-09-24,2741000.0
2018-11-27,1511700.0
2018-10-26,1998700.0
2019-07-09,3735200.0
2019-06-07,3224700.0
2019-05-06,4048300.0
2019-04-04,10578000.0
2019-09-11,6725600.0
2019-11-29,12727800.0
2020-05-05,7194600.0
2019-12-02,4823100.0
2020-02-19,3591600.0
2020-05-08,4713400.0
2019-05-21,6804000.0
2019-03-18,7440100.0
2018-09-07,7176100.0
2018-08-06,4040000.0
2018-10-09,5799200.0
2019-02-14,3373600.0
2018-12-12,5235900.0
2019-07-24,6849400.0
2019-09-26,5782400.0
2019-10-28,4183300.0
2019-12-05,3988100.0
2020-05-11,5597600.0
2019-07-03,4950800.0
2020-02-25,4885500.0
2020-05-14,3938700.0
2020-02-28,4955100.0
2019-08-08,3376600.0
2019-06-05,3855400.0
2018-07-20,3460600.0
2018-08-21,4229400.0
2018-10-24,4165000.0
2019-04-02,2894600.0
2019-03-01,3168700.0
2019-01-28,1920200.0
2018-12-27,2784600.0
2019-09-09,1527700.0
2020-03-02,2106800.0
2020-05-20,2286700.0
2019-12-17,4369600.0
2020-03-05,2435400.0
2019-02-12,2644300.0
2019-01-11,2636300.0
2018-12-10,2917600.0
2019-08-23,3341700.0
2018-11-08,3993100.0
2019-07-22,2151300.0
2019-06-20,3014700.0
2018-09-05,3219700.0
2019-04-17,2955700.0
2019-09-24,2207300.0
2019-12-20,2369500.0
2020-05-26,3466600.0
2019-04-30,4410100.0
2019-12-23,4612800.0
2020-03-11,3748900.0
2020-05-29,5410300.0
2019-12-26,3727600.0
2020-06-01,4270700.0
2019-05-02,3434700.0
2019-02-27,9315600.0
2018-11-23,3931800.0
2019-08-06,2670300.0
2018-07-18,1895200.0
2018-09-20,2284900.0
2018-10-22,1899200.0
2019-07-05,1890700.0
2019-06-03,4091800.0
2019-10-09,3594600.0
2019-10-11,5885800.0
2020-03-17,2402400.0
2020-06-04,3544600.0
2019-10-14,3984000.0
2020-03-20,3247100.0
2018-11-06,2665600.0
2019-06-18,1945200.0
2019-05-17,2028600.0
2019-04-15,2504300.0
2019-03-14,2414900.0
2019-01-09,2521700.0
2018-08-02,3139300.0
2018-10-05,2606400.0
2019-08-21,2036900.0
2019-10-17,1997300.0
2020-03-23,5833700.0
2020-06-10,2114200.0
2019-02-25,2729900.0
2020-01-07,2590000.0
2020-03-26,3687100.0
2019-10-23,7111300.0
