Dates,TSCO
2019-01-08,1172900.0
2018-12-07,1132800.0
2019-08-20,974700.0
2018-11-05,1054800.0
2019-07-19,970900.0
2018-10-04,812600.0
2019-06-17,666600.0
2019-05-16,813500.0
2018-08-01,761500.0
2019-03-13,1167200.0
2019-12-03,895500.0
2020-02-20,833500.0
2019-12-06,976200.0
2020-05-12,868900.0
2019-12-09,1386000.0
2020-02-26,1273800.0
2020-05-15,1150100.0
2019-03-28,1454400.0
2018-09-17,1401000.0
2018-08-16,2819400.0
2018-10-19,1455900.0
2019-04-29,1097400.0
2019-01-23,815500.0
2019-09-04,1287200.0
2018-11-20,1354200.0
2019-07-02,1066900.0
2019-05-31,1520500.0
2019-12-12,1140300.0
2020-05-18,926400.0
2019-09-27,1092800.0
2020-03-03,932300.0
2020-05-21,1492200.0
2019-05-14,1243200.0
2018-08-31,1241500.0
2018-07-30,1371500.0
2018-10-02,1078600.0
2019-04-12,1375100.0
2019-03-11,865900.0
2019-02-07,915000.0
2019-07-17,842000.0
2019-09-19,2027700.0
2019-10-21,1123600.0
2019-12-18,1270900.0
2020-03-06,1397300.0
2019-10-03,1000100.0
2020-03-09,960400.0
2020-05-27,1287900.0
2019-12-24,1124500.0
2020-03-12,1466100.0
2018-12-20,2036300.0
2019-08-01,1756000.0
2018-08-14,1262700.0
2018-07-13,982200.0
2018-10-17,2116000.0
2019-05-29,2245700.0
2019-03-26,1609300.0
2019-02-22,1253600.0
2019-10-04,2234800.0
2019-11-05,1744600.0
2019-12-27,2174000.0
2020-06-02,1473400.0
2019-12-30,928100.0
2020-03-18,1151200.0
2020-06-05,1796700.0
2019-07-15,1375700.0
2018-12-03,1760300.0
2019-06-13,1456200.0
2019-01-04,2713400.0
2018-08-29,2802500.0
2019-02-05,1353400.0
2018-11-01,1696600.0
2019-08-16,2287900.0
2019-04-10,1245000.0
2019-09-17,1081700.0
2019-10-15,1744300.0
2020-01-02,718400.0
2020-06-08,1101400.0
2019-10-18,1245100.0
2020-03-24,1492300.0
2020-06-11,2214300.0
2020-01-08,1478000.0
2019-04-25,1183500.0
2019-07-30,2775600.0
2019-02-20,3820400.0
2018-07-11,1910900.0
2018-09-13,995500.0
2018-10-15,1433300.0
2019-06-28,1112900.0
2018-12-18,1168000.0
2018-11-16,825800.0
2019-10-02,1152500.0
2020-03-27,968000.0
2020-01-10,994600.0
2019-10-24,1082600.0
2020-03-30,796600.0
2020-06-17,857000.0
2020-01-14,887400.0
2020-04-02,1031900.0
2019-01-02,856500.0
2019-08-14,1342600.0
2018-10-30,1055300.0
2019-06-11,1275200.0
2019-05-10,911300.0
2019-04-08,1202600.0
2018-08-27,910900.0
2018-07-26,2001300.0
2018-09-28,1700100.0
2019-03-07,571100.0
2019-10-30,779700.0
2020-01-17,1241000.0
2020-06-23,1141200.0
2020-04-08,841300.0
2020-06-26,1206000.0
2019-03-22,943600.0
2019-01-17,1298200.0
2019-08-29,848600.0
2018-11-14,660400.0
2019-06-26,956100.0
2018-09-11,1095000.0
2018-07-09,1386000.0
2018-08-10,2015900.0
2019-04-23,1341800.0
2019-09-30,1299800.0
2020-01-23,2534900.0
2019-11-08,854100.0
2020-04-14,410800.0
2019-11-11,1123100.0
2020-01-29,1146200.0
2020-04-17,1214500.0
2018-07-24,894100.0
2018-09-26,1068900.0
2019-05-08,1527300.0
2019-03-05,1393400.0
2019-02-01,2721700.0
2018-12-31,1449500.0
2018-11-29,1116600.0
2019-08-12,1345000.0
2019-07-11,970000.0
2019-09-13,1312500.0
2019-11-14,1324900.0
2020-04-20,1176800.0
2020-02-04,1370700.0
2020-04-23,2176400.0
2018-12-14,997800.0
2019-08-27,1082800.0
2018-08-08,1935600.0
2018-10-11,1462000.0
2018-11-12,2644700.0
2019-07-26,2129900.0
2019-06-24,4613900.0
2019-05-23,2800900.0
2019-03-20,2263600.0
2019-01-15,2623700.0
2019-11-20,2094600.0
2020-02-07,1665500.0
2020-02-10,1010700.0
2020-04-29,2112900.0
2019-11-26,1224800.0
2020-02-13,907800.0
2019-01-30,950700.0
2018-08-23,675700.0
2018-09-24,768900.0
2018-11-27,881700.0
2018-10-26,979100.0
2019-07-09,1349600.0
2019-06-07,1563500.0
2019-05-06,1335600.0
2019-04-04,1384700.0
2019-09-11,1941400.0
2019-11-29,3318600.0
2020-05-05,1659800.0
2019-12-02,2324800.0
2020-02-19,1611200.0
2020-05-08,1179200.0
2019-05-21,1761000.0
2019-03-18,4000600.0
2018-09-07,2606900.0
2018-08-06,2439900.0
2018-10-09,2929200.0
2019-02-14,2399700.0
2018-12-12,2245300.0
2019-07-24,3537800.0
2019-09-26,2190000.0
2019-10-28,2291000.0
2019-12-05,2447300.0
2020-05-11,2057700.0
2019-07-03,2012000.0
2020-02-25,1648600.0
2020-05-14,1529600.0
2020-02-28,1578400.0
2019-08-08,1234800.0
2019-06-05,1663900.0
2018-07-20,1752700.0
2018-08-21,1537000.0
2018-10-24,1471700.0
2019-04-02,2515700.0
2019-03-01,2934800.0
2019-01-28,2432200.0
2018-12-27,1986800.0
2019-09-09,1417500.0
2020-03-02,1361100.0
2020-05-20,1341100.0
2019-12-17,1355400.0
2020-03-05,1311200.0
2019-02-12,1581800.0
2019-01-11,1511900.0
2018-12-10,2055500.0
2019-08-23,2374900.0
2018-11-08,3173400.0
2019-07-22,2162000.0
2019-06-20,1775300.0
2018-09-05,1766300.0
2019-04-17,1393200.0
2019-09-24,1055900.0
2019-12-20,889500.0
2020-05-26,1956200.0
2019-04-30,996600.0
2019-12-23,1145000.0
2020-03-11,933100.0
2020-05-29,1259600.0
2019-12-26,992400.0
2020-06-01,1563200.0
2019-05-02,1156000.0
2019-02-27,3365900.0
2018-11-23,1746100.0
2019-08-06,1559300.0
2018-07-18,1556400.0
2018-09-20,1120100.0
2018-10-22,1383700.0
2019-07-05,1477200.0
2019-06-03,4116000.0
2019-10-09,2258500.0
2019-10-11,2553400.0
2020-03-17,1563500.0
2020-06-04,1291100.0
2019-10-14,1426300.0
2020-03-20,1601000.0
2018-11-06,1556100.0
2019-06-18,1417500.0
2019-05-17,987500.0
2019-04-15,792000.0
2019-03-14,1482200.0
2019-01-09,937000.0
2018-08-02,1266400.0
2018-10-05,1211700.0
2019-08-21,1200900.0
2019-10-17,1146100.0
2020-03-23,2536000.0
2020-06-10,1233700.0
2019-02-25,1795100.0
2020-01-07,1704700.0
2020-03-26,831200.0
2019-10-23,1646800.0
