Dates,JNJ
2019-03-25,137.57000732421875
2019-02-21,137.41000366210938
2018-12-19,138.0
2018-07-12,139.64999389648438
2018-09-14,138.8800048828125
2018-08-13,137.32000732421875
2018-10-16,138.55999755859375
2019-07-31,138.6199951171875
2019-05-28,137.80999755859375
2019-04-26,137.72999572753906
2020-04-28,132.8800048828125
2019-11-25,132.22999572753906
2020-02-12,133.50999450683594
2020-05-01,134.75
2020-05-04,136.2100067138672
2019-06-12,137.7100067138672
2019-04-09,137.91000366210938
2019-03-08,138.13999938964844
2019-02-04,137.4499969482422
2018-07-27,137.1699981689453
2018-08-28,135.0500030517578
2019-01-03,135.3300018310547
2019-08-15,136.22000122070312
2018-10-31,137.0
2019-09-16,139.61000061035156
2020-02-18,139.85000610351562
2020-05-07,139.66000366210938
2018-08-17,139.0
2019-12-04,141.05999755859375
2020-02-21,142.97000122070312
2018-12-17,144.0
2019-08-30,144.3800048828125
2018-11-15,144.72999572753906
2019-07-29,143.4199981689453
2019-06-27,143.55999755859375
2019-04-24,142.47999572753906
2018-07-10,144.5500030517578
2018-09-12,146.3699951171875
2019-02-19,146.35000610351562
2019-01-18,140.77999877929688
2020-02-24,141.60000610351562
2020-05-13,140.72000122070312
2019-12-10,139.66000366210938
2020-02-27,143.36000061035156
2019-12-13,144.83999633789062
2020-05-19,145.10000610351562
2019-03-06,144.94000244140625
2018-11-30,145.82000732421875
2019-08-13,142.7899932861328
2019-07-12,144.1199951171875
2019-06-10,142.3800048828125
2019-05-09,145.7899932861328
2018-07-25,147.0
2018-09-27,146.8000030517578
2018-10-29,130.1999969482422
2019-10-16,126.83000183105469
2019-12-16,129.1999969482422
2020-03-04,127.08999633789062
2020-05-22,126.76000213623047
2019-10-01,127.12000274658203
2019-12-19,121.0
2018-09-10,122.01000213623047
2019-05-24,123.06999969482422
2018-08-09,126.75
2019-04-22,127.41999816894531
2019-03-21,126.27999877929688
2019-01-16,125.36000061035156
2019-08-28,126.7300033569336
2018-11-13,126.80000305175781
2018-10-12,127.7300033569336
2019-06-25,128.3300018310547
2020-03-10,127.69000244140625
2020-05-28,128.30999755859375
2019-10-07,127.58999633789062
2020-03-13,127.6500015258789
2019-10-10,127.9000015258789
2020-03-16,127.45999908447266
2020-06-03,129.4499969482422
2018-11-28,127.01000213623047
2018-09-25,127.93000030517578
2018-07-23,125.0
2018-08-24,127.02999877929688
2019-07-10,127.29000091552734
2019-05-07,128.5
2019-04-05,130.3000030517578
2019-03-04,130.8699951171875
2019-01-31,133.47000122070312
2019-09-12,132.2100067138672
2019-12-31,132.75
2020-03-19,132.3000030517578
2020-01-03,131.52999877929688
2020-06-09,131.5399932861328
2019-02-15,131.25999450683594
2019-01-14,132.0800018310547
2018-07-06,133.2100067138672
2018-08-07,133.35000610351562
2018-10-10,135.00999450683594
2018-12-13,135.6300048828125
2019-08-26,135.72999572753906
2019-07-25,134.27000427246094
2019-05-22,134.82000732421875
2019-03-19,135.86000061035156
2020-01-06,136.0500030517578
2020-03-25,135.38999938964844
2020-06-12,135.69000244140625
2019-10-22,137.00999450683594
2020-01-09,137.50999450683594
2020-06-15,138.36000061035156
2019-10-25,138.60000610351562
2020-03-31,137.6999969482422
2020-06-18,136.4199981689453
2019-04-03,137.52000427246094
2018-08-22,138.5
2018-10-25,139.02000427246094
2019-01-29,137.94000244140625
2018-12-28,136.8300018310547
2018-11-26,136.72000122070312
2019-08-09,137.47000122070312
2019-07-08,136.64999389648438
2019-06-06,136.9499969482422
2019-09-10,136.86000061035156
2020-01-15,135.74000549316406
2020-04-03,136.92999267578125
2019-10-31,138.07000732421875
2020-04-06,138.7100067138672
2020-06-24,138.8800048828125
2018-11-09,138.74000549316406
2019-07-23,136.91000366210938
2019-06-21,136.8699951171875
2019-05-20,135.1300048828125
2019-04-18,135.6999969482422
2018-09-06,135.6999969482422
2018-10-08,134.55999755859375
2019-02-13,135.3300018310547
2018-12-11,134.4199981689453
2019-09-25,134.75
2020-01-21,135.8000030517578
2020-04-09,137.55999755859375
2019-11-06,137.6699981689453
2020-01-24,135.75
2020-01-27,136.4600067138672
2020-04-15,137.25
2018-12-26,138.86000061035156
2019-08-07,137.9600067138672
2019-06-04,139.30999755859375
2018-09-21,139.5800018310547
2018-07-19,138.9600067138672
2018-08-20,139.75
2018-10-23,140.1199951171875
2019-05-03,141.0800018310547
2019-04-01,139.92999267578125
2019-02-28,139.05999755859375
2019-11-12,139.6999969482422
2020-01-30,137.63999938964844
2019-11-15,136.41000366210938
2020-04-21,136.52999877929688
2019-04-16,136.72999572753906
2019-03-15,135.3300018310547
2019-02-11,136.97000122070312
2019-01-10,136.86000061035156
2019-08-22,137.67999267578125
2018-11-07,138.0800018310547
2018-08-03,137.49000549316406
2018-09-04,137.6699981689453
2019-06-19,138.55999755859375
2019-09-23,137.0500030517578
2019-11-18,128.52000427246094
2020-02-05,131.1699981689453
2020-04-24,129.61000061035156
2019-03-29,131.0399932861328
2019-11-21,132.5800018310547
2020-04-27,133.86000061035156
2020-02-11,134.58999633789062
2020-04-30,137.13999938964844
2019-05-01,137.60000610351562
2019-02-26,139.5
2019-01-25,140.3000030517578
2018-12-24,140.2100067138672
2019-09-06,140.0399932861328
2018-07-17,139.2100067138672
2018-09-19,139.7899932861328
2019-08-05,139.91000366210938
2019-10-08,141.0
2019-12-11,141.00999450683594
2019-11-27,142.08999633789062
2020-02-14,143.19000244140625
2020-05-06,140.75999450683594
2019-01-08,140.60000610351562
2018-12-07,138.50999450683594
2019-08-20,138.72000122070312
2018-11-05,138.69000244140625
2019-07-19,140.7899932861328
2018-10-04,140.3699951171875
2019-06-17,139.63999938964844
2019-05-16,140.91000366210938
2018-08-01,140.6699981689453
2019-03-13,139.02000427246094
2019-12-03,132.32000732421875
2020-02-20,134.4499969482422
2019-12-06,131.75
2020-05-12,131.41000366210938
2019-12-09,131.1699981689453
2020-02-26,130.19000244140625
2020-05-15,127.83999633789062
2019-03-28,128.16000366210938
2018-09-17,128.57000732421875
2018-08-16,129.6699981689453
2018-10-19,130.49000549316406
2019-04-29,130.2100067138672
2019-01-23,131.27000427246094
2019-09-04,130.17999267578125
2018-11-20,129.02000427246094
2019-07-02,129.77000427246094
2019-05-31,129.00999450683594
2019-12-12,129.58999633789062
2020-05-18,128.19000244140625
2019-09-27,130.22999572753906
2020-03-03,131.22999572753906
2020-05-21,131.2899932861328
2019-05-14,132.0
2018-08-31,130.1300048828125
2018-07-30,129.25
2018-10-02,130.60000610351562
2019-04-12,131.82000732421875
2019-03-11,130.4600067138672
2019-02-07,130.85000610351562
2019-07-17,130.8000030517578
2019-09-19,127.12999725341797
2019-10-21,126.62999725341797
2019-12-18,129.10000610351562
2020-03-06,127.01000213623047
2019-10-03,126.83000183105469
2020-03-09,127.62000274658203
2020-05-27,127.51000213623047
2019-12-24,128.0800018310547
2020-03-12,128.30999755859375
2018-12-20,128.07000732421875
2019-08-01,126.58999633789062
2018-08-14,126.33999633789062
2018-07-13,129.0800018310547
2018-10-17,130.05999755859375
2019-05-29,129.9600067138672
2019-03-26,129.3300018310547
2019-02-22,129.11000061035156
2019-10-04,128.77999877929688
2019-11-05,129.36000061035156
2019-12-27,130.2899932861328
2020-06-02,130.49000549316406
2019-12-30,131.33999633789062
2020-03-18,130.22999572753906
2020-06-05,128.02999877929688
2019-07-15,126.69999694824219
2018-12-03,129.0
2019-06-13,129.77000427246094
2019-01-04,131.22000122070312
2018-08-29,130.00999450683594
2019-02-05,131.25
2018-11-01,132.13999938964844
2019-08-16,131.49000549316406
2019-04-10,128.52000427246094
2019-09-17,128.6300048828125
2019-10-15,130.82000732421875
2020-01-02,130.4199981689453
2020-06-08,132.10000610351562
2019-10-18,133.8000030517578
2020-03-24,135.64999389648438
2020-06-11,127.69999694824219
2020-01-08,127.05999755859375
2019-04-25,128.08999633789062
2019-07-30,129.07000732421875
2019-02-20,126.0999984741211
2018-07-11,127.30999755859375
2018-09-13,128.50999450683594
2018-10-15,128.55999755859375
2019-06-28,131.72999572753906
2018-12-18,130.88999938964844
2018-11-16,131.13999938964844
2019-10-02,130.08999633789062
2020-03-27,129.67999267578125
2020-01-10,129.6999969482422
2019-10-24,131.00999450683594
2020-03-30,130.97000122070312
2020-06-17,131.3300018310547
2020-01-14,131.02000427246094
2020-04-02,130.72000122070312
2019-01-02,130.13999938964844
2019-08-14,130.77999877929688
2018-10-30,132.66000366210938
2019-06-11,134.2100067138672
2019-05-10,134.07000732421875
2019-04-08,135.0
2018-08-27,136.5
2018-07-26,136.24000549316406
2018-09-28,135.14999389648438
2019-03-07,136.89999389648438
2019-10-30,136.94000244140625
2020-01-17,136.85000610351562
2020-06-23,136.16000366210938
2020-04-08,138.0399932861328
2020-06-26,137.9499969482422
2019-03-22,139.4600067138672
2019-01-17,140.05999755859375
2019-08-29,139.91000366210938
2018-11-14,140.6300048828125
2019-06-26,140.72999572753906
2018-09-11,140.30999755859375
2018-07-09,141.49000549316406
2018-08-10,142.52000427246094
2019-04-23,142.74000549316406
2019-09-30,143.61000061035156
2020-01-23,144.8000030517578
2019-11-08,145.33999633789062
2020-04-14,145.25999450683594
2019-11-11,145.16000366210938
2020-01-29,145.5399932861328
2020-04-17,145.02999877929688
2018-07-24,144.77999877929688
2018-09-26,145.0800018310547
2019-05-08,143.0
2019-03-05,142.85000610351562
2019-02-01,141.3800048828125
2018-12-31,143.6999969482422
2018-11-29,144.99000549316406
2019-08-12,144.89999389648438
2019-07-11,144.72000122070312
2019-09-13,144.72999572753906
2019-11-14,146.24000549316406
2020-04-20,146.1999969482422
2020-02-04,147.92999267578125
2020-04-23,148.5
2018-12-14,146.0
2019-08-27,146.75999450683594
2018-08-08,147.92999267578125
2018-10-11,147.0
2018-11-12,148.14999389648438
2019-07-26,149.1300048828125
2019-06-24,149.0500030517578
2019-05-23,148.63999938964844
2019-03-20,149.24000549316406
2019-01-15,151.1999969482422
2019-11-20,151.30999755859375
2020-02-07,152.74000549316406
2020-02-10,151.5500030517578
2020-04-29,150.88999938964844
2019-11-26,151.5399932861328
2020-02-13,150.9199981689453
2019-01-30,149.8800048828125
2018-08-23,149.14999389648438
2018-09-24,149.05999755859375
2018-11-27,148.5800018310547
2018-10-26,147.39999389648438
2019-07-09,147.5399932861328
2019-06-07,145.25
2019-05-06,143.8300018310547
2019-04-04,143.58999633789062
2019-09-11,138.9499969482422
2019-11-29,130.82000732421875
2020-05-05,134.00999450683594
2019-12-02,133.10000610351562
2020-02-19,137.13999938964844
2020-05-08,139.83999633789062
2019-05-21,137.41000366210938
2019-03-18,134.89999389648438
2018-09-07,134.22999572753906
2018-08-06,131.5
2018-10-09,124.5
2019-02-14,124.6500015258789
2018-12-12,122.43000030517578
2019-07-24,127.80999755859375
2019-09-26,128.7100067138672
2019-10-28,126.1500015258789
2019-12-05,118.12999725341797
2020-05-11,109.16000366210938
2019-07-03,113.86000061035156
2020-02-25,116.69999694824219
2020-05-14,120.37999725341797
2020-02-28,120.58000183105469
2019-08-08,127.5
2019-06-05,130.0500030517578
2018-07-20,125.5
2018-08-21,127.22000122070312
2018-10-24,131.5800018310547
2019-04-02,135.5399932861328
2019-03-01,137.25999450683594
2019-01-28,137.3000030517578
2018-12-27,140.27999877929688
2019-09-09,137.83999633789062
2020-03-02,144.0500030517578
2020-05-20,143.5399932861328
2019-12-17,146.44000244140625
2020-03-05,149.60000610351562
2019-02-12,150.08999633789062
2019-01-11,148.57000732421875
2018-12-10,151.72999572753906
2019-08-23,153.6999969482422
2018-11-08,153.63999938964844
2019-07-22,154.0
2019-06-20,150.6999969482422
2018-09-05,149.16000366210938
2019-04-17,147.16000366210938
2019-09-24,146.7899932861328
2019-12-20,147.08999633789062
2020-05-26,148.63999938964844
2019-04-30,148.0399932861328
2019-12-23,147.1300048828125
2020-03-11,147.88999938964844
2020-05-29,148.1199951171875
2019-12-26,147.02999877929688
2020-06-01,146.00999450683594
2019-05-02,144.25999450683594
2019-02-27,145.66000366210938
2018-11-23,150.4600067138672
2019-08-06,148.39999389648438
2018-07-18,147.27000427246094
2018-09-20,145.82000732421875
2018-10-22,144.05999755859375
2019-07-05,144.3000030517578
2019-06-03,143.00999450683594
2019-10-09,145.80999755859375
2019-10-11,145.3300018310547
2020-03-17,146.00999450683594
2020-06-04,146.1199951171875
2019-10-14,146.4499969482422
2020-03-20,145.5800018310547
2018-11-06,146.60000610351562
2019-06-18,145.74000549316406
2019-05-17,145.64999389648438
2019-04-15,146.60000610351562
2019-03-14,140.75
2019-01-09,140.27999877929688
2018-08-02,139.38999938964844
2018-10-05,142.77000427246094
2019-08-21,143.47000122070312
2019-10-17,141.8699951171875
2020-03-23,143.25
2020-06-10,142.02999877929688
2019-02-25,142.67999267578125
2020-01-07,138.72000122070312
2020-03-26,137.5399932861328
2019-10-23,137.02000427246094
