Dates,DRE
2018-07-06,1940400.0
2018-08-07,1163700.0
2018-10-10,1882100.0
2018-12-13,1412000.0
2019-08-26,3027800.0
2019-07-25,2683400.0
2019-05-22,1174700.0
2019-03-19,1288700.0
2020-01-06,1324800.0
2020-03-25,1040800.0
2020-06-12,2875500.0
2019-10-22,2534700.0
2020-01-09,1373300.0
2020-06-15,1065100.0
2019-10-25,759600.0
2020-03-31,1322300.0
2020-06-18,1669300.0
2019-04-03,1442100.0
2018-08-22,1826800.0
2018-10-25,1499600.0
2019-01-29,1234900.0
2018-12-28,3139600.0
2018-11-26,1521400.0
2019-08-09,1703000.0
2019-07-08,1620800.0
2019-06-06,1761600.0
2019-09-10,2548000.0
2020-01-15,1233600.0
2020-04-03,1283300.0
2019-10-31,1604800.0
2020-04-06,1450100.0
2020-06-24,2182800.0
2018-11-09,1732100.0
2019-07-23,3415900.0
2019-06-21,1988000.0
2019-05-20,1462700.0
2019-04-18,1746200.0
2018-09-06,2114000.0
2018-10-08,4279400.0
2019-02-13,3332000.0
2018-12-11,3118500.0
2019-09-25,2286000.0
2020-01-21,1169600.0
2020-04-09,1984400.0
2019-11-06,1472200.0
2020-01-24,1546500.0
2020-01-27,1383100.0
2020-04-15,993600.0
2018-12-26,1730500.0
2019-08-07,2061800.0
2019-06-04,1429000.0
2018-09-21,1214100.0
2018-07-19,2004600.0
2018-08-20,2924700.0
2018-10-23,2120300.0
2019-05-03,1025700.0
2019-04-01,1148600.0
2019-02-28,1809700.0
2019-11-12,1398200.0
2020-01-30,1860300.0
2019-11-15,1315000.0
2020-04-21,1535300.0
2019-04-16,2087400.0
2019-03-15,1495500.0
2019-02-11,1455400.0
2019-01-10,1971400.0
2019-08-22,1437600.0
2018-11-07,1476600.0
2018-08-03,1431800.0
2018-09-04,1291700.0
2019-06-19,1638200.0
2019-09-23,2951900.0
2019-11-18,2518500.0
2020-02-05,2030100.0
2020-04-24,1818400.0
2019-03-29,1918700.0
2019-11-21,2227600.0
2020-04-27,1728700.0
2020-02-11,1459200.0
2020-04-30,1730800.0
2019-05-01,928300.0
2019-02-26,1270400.0
2019-01-25,1485000.0
2018-12-24,1112000.0
2019-09-06,2297200.0
2018-07-17,1468500.0
2018-09-19,1746700.0
2019-08-05,1513200.0
2019-10-08,1578500.0
2019-12-11,3930000.0
2019-11-27,1552400.0
2020-02-14,1483100.0
2020-05-06,2387200.0
2019-01-08,1907300.0
2018-12-07,3390100.0
2019-08-20,1910600.0
2018-11-05,1948100.0
2019-07-19,1027200.0
2018-10-04,1166400.0
2019-06-17,1542300.0
2019-05-16,2183800.0
2018-08-01,1668400.0
2019-03-13,3061300.0
2019-12-03,1873300.0
2020-02-20,2353400.0
2019-12-06,2653600.0
2020-05-12,1679100.0
2019-12-09,1456300.0
2020-02-26,2941300.0
2020-05-15,1374600.0
2019-03-28,1345100.0
2018-09-17,1278100.0
2018-08-16,1008200.0
2018-10-19,1996200.0
2019-04-29,1594100.0
2019-01-23,2611800.0
2019-09-04,4885100.0
2018-11-20,2007700.0
2019-07-02,1732000.0
2019-05-31,2724700.0
2019-12-12,1744600.0
2020-05-18,1974000.0
2019-09-27,1714100.0
2020-03-03,1815000.0
2020-05-21,1115900.0
2019-05-14,1240000.0
2018-08-31,2350700.0
2018-07-30,1664500.0
2018-10-02,1681500.0
2019-04-12,1445800.0
2019-03-11,1856800.0
2019-02-07,1677700.0
2019-07-17,1986400.0
2019-09-19,1477700.0
2019-10-21,879700.0
2019-12-18,1656700.0
2020-03-06,1135600.0
2019-10-03,837700.0
2020-03-09,1539700.0
2020-05-27,1249200.0
2019-12-24,1691400.0
2020-03-12,1792400.0
2018-12-20,2010900.0
2019-08-01,1479700.0
2018-08-14,2863800.0
2018-07-13,2564200.0
2018-10-17,2178300.0
2019-05-29,1764000.0
2019-03-26,1636800.0
2019-02-22,2224500.0
2019-10-04,3285500.0
2019-11-05,3089200.0
2019-12-27,3727200.0
2020-06-02,1454000.0
2019-12-30,2491400.0
2020-03-18,2963400.0
2020-06-05,1780700.0
2019-07-15,2178700.0
2018-12-03,2147400.0
2019-06-13,2303200.0
2019-01-04,2077300.0
2018-08-29,2102200.0
2019-02-05,2152700.0
2018-11-01,2345000.0
2019-08-16,2213400.0
2019-04-10,1470700.0
2019-09-17,2442700.0
2019-10-15,3303100.0
2020-01-02,1560400.0
2020-06-08,1953900.0
2019-10-18,2599100.0
2020-03-24,2511100.0
2020-06-11,1721800.0
2020-01-08,1003900.0
2019-04-25,1358500.0
2019-07-30,1978900.0
2019-02-20,2242800.0
2018-07-11,2172200.0
2018-09-13,6420400.0
2018-10-15,3105200.0
2019-06-28,2921800.0
2018-12-18,3160500.0
2018-11-16,3090000.0
2019-10-02,2503400.0
2020-03-27,2174800.0
2020-01-10,2211800.0
2019-10-24,2078300.0
2020-03-30,1688500.0
2020-06-17,1630100.0
2020-01-14,2875900.0
2020-04-02,1755000.0
2019-01-02,1958700.0
2019-08-14,1746000.0
2018-10-30,2427800.0
2019-06-11,1788100.0
2019-05-10,1245700.0
2019-04-08,1907400.0
2018-08-27,996000.0
2018-07-26,2852900.0
2018-09-28,5622800.0
2019-03-07,1811800.0
2019-10-30,1382800.0
2020-01-17,2444600.0
2020-06-23,3287000.0
2020-04-08,2175300.0
2020-06-26,2599200.0
2019-03-22,1411200.0
2019-01-17,1213300.0
2019-08-29,1444400.0
2018-11-14,1530300.0
2019-06-26,2735900.0
2018-09-11,2747700.0
2018-07-09,1995100.0
2018-08-10,1574400.0
2019-04-23,1527500.0
2019-09-30,1848200.0
2020-01-23,4280500.0
2019-11-08,1149700.0
2020-04-14,319500.0
2019-11-11,659800.0
2020-01-29,804800.0
2020-04-17,1085400.0
2018-07-24,2174100.0
2018-09-26,3052400.0
2019-05-08,3005300.0
2019-03-05,2952300.0
2019-02-01,1869600.0
2018-12-31,3240700.0
2018-11-29,2580600.0
2019-08-12,3677900.0
2019-07-11,2295800.0
2019-09-13,2590700.0
2019-11-14,2703300.0
2020-04-20,2277400.0
2020-02-04,2482900.0
2020-04-23,1890400.0
2018-12-14,2151600.0
2019-08-27,1927400.0
2018-08-08,1677300.0
2018-10-11,1648100.0
2018-11-12,1762700.0
2019-07-26,3189600.0
2019-06-24,2737200.0
2019-05-23,3875100.0
2019-03-20,2787900.0
2019-01-15,1754700.0
2019-11-20,1594400.0
2020-02-07,1596700.0
2020-02-10,1088800.0
2020-04-29,1653300.0
2019-11-26,1997200.0
2020-02-13,2573200.0
2019-01-30,1841000.0
2018-08-23,1532600.0
2018-09-24,2179400.0
2018-11-27,2146800.0
2018-10-26,2004900.0
2019-07-09,2879100.0
2019-06-07,2656200.0
2019-05-06,2579200.0
2019-04-04,3125400.0
2019-09-11,3217800.0
2019-11-29,6102700.0
2020-05-05,4391000.0
2019-12-02,4621300.0
2020-02-19,2324900.0
2020-05-08,2189700.0
2019-05-21,3146700.0
2019-03-18,4336300.0
2018-09-07,3869400.0
2018-08-06,3941800.0
2018-10-09,4101700.0
2019-02-14,3705500.0
2018-12-12,4889300.0
2019-07-24,3455300.0
2019-09-26,3934800.0
2019-10-28,4728200.0
2019-12-05,4590600.0
2020-05-11,3362400.0
2019-07-03,3652500.0
2020-02-25,3103900.0
2020-05-14,2476700.0
2020-02-28,2958200.0
2019-08-08,2977700.0
2019-06-05,4358000.0
2018-07-20,2882800.0
2018-08-21,3449200.0
2018-10-24,2960600.0
2019-04-02,2368400.0
2019-03-01,3338600.0
2019-01-28,4845500.0
2018-12-27,3348600.0
2019-09-09,3107500.0
2020-03-02,2474500.0
2020-05-20,2065000.0
2019-12-17,1963500.0
2020-03-05,2087000.0
2019-02-12,2131500.0
2019-01-11,2554000.0
2018-12-10,1989500.0
2019-08-23,2622000.0
2018-11-08,1795000.0
2019-07-22,1905000.0
2019-06-20,2221600.0
2018-09-05,3391000.0
2019-04-17,3066800.0
2019-09-24,2973500.0
2019-12-20,1654200.0
2020-05-26,2131200.0
2019-04-30,1985500.0
2019-12-23,2138000.0
2020-03-11,1879400.0
2020-05-29,2143100.0
2019-12-26,3165600.0
2020-06-01,3010100.0
2019-05-02,3391500.0
2019-02-27,8012900.0
2018-11-23,3407400.0
2019-08-06,1787300.0
2018-07-18,3516000.0
2018-09-20,2196200.0
2018-10-22,1685900.0
2019-07-05,2029300.0
2019-06-03,7312600.0
2019-10-09,2527800.0
2019-10-11,5490300.0
2020-03-17,2063200.0
2020-06-04,2642000.0
2019-10-14,2239900.0
2020-03-20,2823900.0
2018-11-06,3560700.0
2019-06-18,2854200.0
2019-05-17,1850900.0
2019-04-15,1844700.0
2019-03-14,3676100.0
2019-01-09,3858300.0
2018-08-02,3071200.0
2018-10-05,2516600.0
2019-08-21,2268000.0
2019-10-17,2073500.0
2020-03-23,7426400.0
2020-06-10,2216400.0
2019-02-25,1879700.0
2020-01-07,2307900.0
2020-03-26,2431900.0
2019-10-23,5478200.0
