Dates,LEG
2019-06-21,42.86000061035156
2019-05-20,43.02000045776367
2019-04-18,43.72999954223633
2018-09-06,43.33000183105469
2018-10-08,42.7599983215332
2019-02-13,42.9900016784668
2018-12-11,43.290000915527344
2019-09-25,43.689998626708984
2020-01-21,43.470001220703125
2020-04-09,43.7599983215332
2019-11-06,43.88999938964844
2020-01-24,43.599998474121094
2020-01-27,43.349998474121094
2020-04-15,43.5
2018-12-26,43.290000915527344
2019-08-07,42.84000015258789
2019-06-04,42.15999984741211
2018-09-21,42.029998779296875
2018-07-19,40.5
2018-08-20,40.189998626708984
2018-10-23,40.209999084472656
2019-05-03,40.41999816894531
2019-04-01,40.15999984741211
2019-02-28,39.83000183105469
2019-11-12,39.43000030517578
2020-01-30,38.540000915527344
2019-11-15,38.5
2020-04-21,37.779998779296875
2019-04-16,37.86000061035156
2019-03-15,37.959999084472656
2019-02-11,38.439998626708984
2019-01-10,38.11000061035156
2019-08-22,37.529998779296875
2018-11-07,37.9900016784668
2018-08-03,37.70000076293945
2018-09-04,37.369998931884766
2019-06-19,37.459999084472656
2019-09-23,37.34000015258789
2019-11-18,37.119998931884766
2020-02-05,37.099998474121094
2020-04-24,36.11000061035156
2019-03-29,36.529998779296875
2019-11-21,37.619998931884766
2020-04-27,37.81999969482422
2020-02-11,37.83000183105469
2020-04-30,37.97999954223633
2019-05-01,38.189998626708984
2019-02-26,38.20000076293945
2019-01-25,37.939998626708984
2018-12-24,37.900001525878906
2019-09-06,37.790000915527344
2018-07-17,37.84000015258789
2018-09-19,38.5
2019-08-05,38.31999969482422
2019-10-08,38.959999084472656
2019-12-11,39.029998779296875
2019-11-27,38.38999938964844
2020-02-14,38.060001373291016
2020-05-06,37.61000061035156
2019-01-08,37.9900016784668
2018-12-07,38.5099983215332
2019-08-20,38.97999954223633
2018-11-05,38.900001525878906
2019-07-19,39.369998931884766
2018-10-04,39.04999923706055
2019-06-17,38.849998474121094
2019-05-16,38.27000045776367
2018-08-01,38.29999923706055
2019-03-13,37.939998626708984
2019-12-03,39.040000915527344
2020-02-20,38.97999954223633
2019-12-06,39.459999084472656
2020-05-12,39.70000076293945
2019-12-09,39.689998626708984
2020-02-26,39.970001220703125
2020-05-15,39.88999938964844
2019-03-28,40.25
2018-09-17,39.95000076293945
2018-08-16,40.0
2018-10-19,39.9900016784668
2019-04-29,39.380001068115234
2019-01-23,41.380001068115234
2019-09-04,40.790000915527344
2018-11-20,40.58000183105469
2019-07-02,39.11000061035156
2019-05-31,38.4900016784668
2019-12-12,38.63999938964844
2020-05-18,39.27000045776367
2019-09-27,39.7599983215332
2020-03-03,39.5
2020-05-21,38.91999816894531
2019-05-14,39.58000183105469
2018-08-31,38.61000061035156
2018-07-30,37.900001525878906
2018-10-02,38.61000061035156
2019-04-12,39.459999084472656
2019-03-11,39.099998474121094
2019-02-07,39.400001525878906
2019-07-17,39.29999923706055
2019-09-19,38.84000015258789
2019-10-21,37.4900016784668
2019-12-18,37.15999984741211
2020-03-06,36.779998779296875
2019-10-03,37.540000915527344
2020-03-09,37.97999954223633
2020-05-27,36.84000015258789
2019-12-24,37.04999923706055
2020-03-12,38.459999084472656
2018-12-20,39.02000045776367
2019-08-01,40.5
2018-08-14,41.880001068115234
2018-07-13,42.09000015258789
2018-10-17,42.36000061035156
2019-05-29,42.83000183105469
2019-03-26,42.11000061035156
2019-02-22,41.95000076293945
2019-10-04,42.11000061035156
2019-11-05,42.06999969482422
2019-12-27,41.45000076293945
2020-06-02,41.34000015258789
2019-12-30,41.36000061035156
2020-03-18,40.81999969482422
2020-06-05,41.04999923706055
2019-07-15,41.130001068115234
2018-12-03,41.310001373291016
2019-06-13,41.790000915527344
2019-01-04,39.900001525878906
2018-08-29,39.02000045776367
2019-02-05,39.52000045776367
2018-11-01,39.72999954223633
2019-08-16,39.060001373291016
2019-04-10,38.90999984741211
2019-09-17,39.43000030517578
2019-10-15,41.34000015258789
2020-01-02,41.560001373291016
2020-06-08,42.130001068115234
2019-10-18,42.900001525878906
2020-03-24,43.099998474121094
2020-06-11,43.93000030517578
2020-01-08,44.31999969482422
2019-04-25,44.77000045776367
2019-07-30,44.970001220703125
2019-02-20,44.7400016784668
2018-07-11,45.34000015258789
2018-09-13,46.349998474121094
2018-10-15,51.72999954223633
2019-06-28,52.13999938964844
2018-12-18,51.7599983215332
2018-11-16,51.88999938964844
2019-10-02,52.84000015258789
2020-03-27,54.09000015258789
2020-01-10,54.689998626708984
2019-10-24,55.22999954223633
2020-03-30,55.41999816894531
2020-06-17,55.349998474121094
2020-01-14,54.41999816894531
2020-04-02,53.95000076293945
2019-01-02,53.630001068115234
2019-08-14,53.599998474121094
2018-10-30,53.66999816894531
2019-06-11,53.209999084472656
2019-05-10,52.7599983215332
2019-04-08,52.45000076293945
2018-08-27,52.349998474121094
2018-07-26,52.970001220703125
2018-09-28,53.2400016784668
2019-03-07,53.09000015258789
2019-10-30,52.77000045776367
2020-01-17,52.61000061035156
2020-06-23,52.0
2020-04-08,52.209999084472656
2020-06-26,52.2599983215332
2019-03-22,53.130001068115234
2019-01-17,53.02000045776367
2019-08-29,51.81999969482422
2018-11-14,51.900001525878906
2019-06-26,51.93000030517578
2018-09-11,51.9900016784668
2018-07-09,51.5099983215332
2018-08-10,51.599998474121094
2019-04-23,51.66999816894531
2019-09-30,51.650001525878906
2020-01-23,51.540000915527344
2019-11-08,51.65999984741211
2020-04-14,50.95000076293945
2019-11-11,50.959999084472656
2020-01-29,51.369998931884766
2020-04-17,51.380001068115234
2018-07-24,51.29999923706055
2018-09-26,51.29999923706055
2019-05-08,50.130001068115234
2019-03-05,50.0
2019-02-01,50.25
2018-12-31,50.02000045776367
2018-11-29,49.849998474121094
2019-08-12,49.84000015258789
2019-07-11,50.56999969482422
2019-09-13,50.91999816894531
2019-11-14,51.209999084472656
2020-04-20,51.7400016784668
2020-02-04,51.7599983215332
2020-04-23,51.43000030517578
2018-12-14,51.59000015258789
2019-08-27,51.349998474121094
2018-08-08,51.56999969482422
2018-10-11,50.2400016784668
2018-11-12,50.5099983215332
2019-07-26,50.400001525878906
2019-06-24,49.380001068115234
2019-05-23,49.33000183105469
2019-03-20,48.72999954223633
2019-01-15,48.540000915527344
2019-11-20,48.16999816894531
2020-02-07,47.2400016784668
2020-02-10,46.22999954223633
2020-04-29,45.369998931884766
2019-11-26,45.83000183105469
2020-02-13,46.13999938964844
2019-01-30,45.880001068115234
2018-08-23,45.630001068115234
2018-09-24,45.65999984741211
2018-11-27,45.529998779296875
2018-10-26,45.349998474121094
2019-07-09,45.06999969482422
2019-06-07,43.56999969482422
2019-05-06,43.439998626708984
2019-04-04,42.11000061035156
2019-09-11,41.529998779296875
2019-11-29,39.849998474121094
2020-05-05,40.290000915527344
2019-12-02,41.65999984741211
2020-02-19,40.52000045776367
2020-05-08,39.470001220703125
2019-05-21,38.0099983215332
2019-03-18,36.619998931884766
2018-09-07,36.79999923706055
2018-08-06,35.72999954223633
2018-10-09,31.829999923706055
2019-02-14,32.470001220703125
2018-12-12,31.549999237060547
2019-07-24,28.8700008392334
2019-09-26,26.540000915527344
2019-10-28,26.81999969482422
2019-12-05,27.0
2020-05-11,24.81999969482422
2019-07-03,26.700000762939453
2020-02-25,28.799999237060547
2020-05-14,30.479999542236328
2020-02-28,28.889999389648438
2019-08-08,28.56999969482422
2019-06-05,27.979999542236328
2018-07-20,25.670000076293945
2018-08-21,25.030000686645508
2018-10-24,23.90999984741211
2019-04-02,25.860000610351562
2019-03-01,28.15999984741211
2019-01-28,29.1200008392334
2018-12-27,30.670000076293945
2019-09-09,29.59000015258789
2020-03-02,29.65999984741211
2020-05-20,27.639999389648438
2019-12-17,26.989999771118164
2020-03-05,29.299999237060547
2019-02-12,28.739999771118164
2019-01-11,27.3799991607666
2018-12-10,27.989999771118164
2019-08-23,29.3799991607666
2018-11-08,30.200000762939453
2019-07-22,32.79999923706055
2019-06-20,34.54999923706055
2018-09-05,36.119998931884766
2019-04-17,35.72999954223633
2019-09-24,34.349998474121094
2019-12-20,34.08000183105469
2020-05-26,34.58000183105469
2019-04-30,31.200000762939453
2019-12-23,29.170000076293945
2020-03-11,29.90999984741211
2020-05-29,29.329999923706055
2019-12-26,29.0
2020-06-01,26.889999389648438
2019-05-02,27.139999389648438
2019-02-27,27.239999771118164
2018-11-23,30.75
2019-08-06,29.979999542236328
2018-07-18,29.920000076293945
2018-09-20,30.190000534057617
2018-10-22,30.010000228881836
2019-07-05,32.36000061035156
2019-06-03,33.81999969482422
2019-10-09,34.29999923706055
2019-10-11,31.920000076293945
2020-03-17,32.08000183105469
2020-06-04,32.65999984741211
2019-10-14,35.5
2020-03-20,35.83000183105469
2018-11-06,39.2400016784668
2019-06-18,38.81999969482422
2019-05-17,37.9900016784668
2019-04-15,37.650001525878906
2019-03-14,34.38999938964844
2019-01-09,34.83000183105469
2018-08-02,34.0099983215332
2018-10-05,35.779998779296875
2019-08-21,35.56999969482422
2019-10-17,34.7400016784668
2020-03-23,35.54999923706055
2020-06-10,34.130001068115234
2019-02-25,35.75
2020-01-07,35.02000045776367
2020-03-26,33.810001373291016
2019-10-23,33.400001525878906
