Dates,AMGN
2019-03-04,183.91000366210938
2019-01-31,185.55999755859375
2019-09-12,184.2899932861328
2019-12-31,185.72000122070312
2020-03-19,188.11000061035156
2020-01-03,182.6699981689453
2020-06-09,183.41000366210938
2019-02-15,185.50999450683594
2019-01-14,186.42999267578125
2018-07-06,188.39999389648438
2018-08-07,185.75999450683594
2018-10-10,185.99000549316406
2018-12-13,186.85000610351562
2019-08-26,186.47999572753906
2019-07-25,184.75
2019-05-22,185.80999755859375
2019-03-19,187.88999938964844
2020-01-06,189.36000061035156
2020-03-25,188.66000366210938
2020-06-12,189.72999572753906
2019-10-22,190.47000122070312
2020-01-09,187.41000366210938
2020-06-15,188.7899932861328
2019-10-25,182.42999267578125
2020-03-31,180.60000610351562
2020-06-18,179.00999450683594
2019-04-03,181.39999389648438
2018-08-22,183.52000427246094
2018-10-25,184.19000244140625
2019-01-29,185.88999938964844
2018-12-28,188.10000610351562
2018-11-26,190.19000244140625
2019-08-09,190.9199981689453
2019-07-08,189.8699951171875
2019-06-06,189.17999267578125
2019-09-10,186.5500030517578
2020-01-15,185.0399932861328
2020-04-03,187.02999877929688
2019-10-31,185.22000122070312
2020-04-06,186.0
2020-06-24,188.5
2018-11-09,190.50999450683594
2019-07-23,191.1999969482422
2019-06-21,191.7100067138672
2019-05-20,190.99000549316406
2019-04-18,193.3000030517578
2018-09-06,192.55999755859375
2018-10-08,192.50999450683594
2019-02-13,192.33999633789062
2018-12-11,190.64999389648438
2019-09-25,190.7899932861328
2020-01-21,189.85000610351562
2020-04-09,187.44000244140625
2019-11-06,181.52999877929688
2020-01-24,176.85000610351562
2020-01-27,174.8699951171875
2020-04-15,175.75
2018-12-26,178.25999450683594
2019-08-07,175.9199981689453
2019-06-04,180.02999877929688
2018-09-21,179.58999633789062
2018-07-19,177.8800048828125
2018-08-20,171.25
2018-10-23,174.3000030517578
2019-05-03,176.47000122070312
2019-04-01,173.8800048828125
2019-02-28,172.5
2019-11-12,171.6999969482422
2020-01-30,169.44000244140625
2019-11-15,168.44000244140625
2020-04-21,167.1699981689453
2019-04-16,167.3000030517578
2019-03-15,166.3000030517578
2019-02-11,169.33999633789062
2019-01-10,169.11000061035156
2019-08-22,168.14999389648438
2018-11-07,168.52999877929688
2018-08-03,168.5800018310547
2018-09-04,170.49000549316406
2019-06-19,171.08999633789062
2019-09-23,168.75999450683594
2019-11-18,167.3300018310547
2020-02-05,168.1999969482422
2020-04-24,166.67999267578125
2019-03-29,170.55999755859375
2019-11-21,170.55999755859375
2020-04-27,173.08999633789062
2020-02-11,174.08999633789062
2020-04-30,173.27999877929688
2019-05-01,174.0500030517578
2019-02-26,174.1999969482422
2019-01-25,174.16000366210938
2018-12-24,175.22999572753906
2019-09-06,175.5500030517578
2018-07-17,175.39999389648438
2018-09-19,179.1199951171875
2019-08-05,180.63999938964844
2019-10-08,182.11000061035156
2019-12-11,182.91000366210938
2019-11-27,184.6999969482422
2020-02-14,183.1699981689453
2020-05-06,182.74000549316406
2019-01-08,183.02999877929688
2018-12-07,183.66000366210938
2019-08-20,185.10000610351562
2018-11-05,184.1999969482422
2019-07-19,187.1999969482422
2018-10-04,185.24000549316406
2019-06-17,180.52000427246094
2019-05-16,180.50999450683594
2018-08-01,181.02999877929688
2019-03-13,175.9499969482422
2019-12-03,174.19000244140625
2020-02-20,174.61000061035156
2019-12-06,175.91000366210938
2020-05-12,177.00999450683594
2019-12-09,176.8000030517578
2020-02-26,178.19000244140625
2020-05-15,175.72000122070312
2019-03-28,175.52000427246094
2018-09-17,174.8800048828125
2018-08-16,173.77000427246094
2018-10-19,173.1199951171875
2019-04-29,174.83999633789062
2019-01-23,174.27000427246094
2019-09-04,177.89999389648438
2018-11-20,184.13999938964844
2019-07-02,185.00999450683594
2019-05-31,180.52000427246094
2019-12-12,180.02999877929688
2020-05-18,179.61000061035156
2019-09-27,183.0500030517578
2020-03-03,182.82000732421875
2020-05-21,197.25
2019-05-14,203.0
2018-08-31,198.72000122070312
2018-07-30,198.6300048828125
2018-10-02,200.36000061035156
2019-04-12,201.11000061035156
2019-03-11,202.9499969482422
2019-02-07,203.5800018310547
2019-07-17,202.0
2019-09-19,198.00999450683594
2019-10-21,199.6699981689453
2019-12-18,205.27000427246094
2020-03-06,205.3300018310547
2019-10-03,205.25999450683594
2020-03-09,206.8800048828125
2020-05-27,204.67999267578125
2019-12-24,203.0
2020-03-12,205.97000122070312
2018-12-20,206.10000610351562
2019-08-01,198.7899932861328
2018-08-14,195.36000061035156
2018-07-13,195.1699981689453
2018-10-17,193.89999389648438
2019-05-29,194.3300018310547
2019-03-26,193.50999450683594
2019-02-22,194.0399932861328
2019-10-04,193.25999450683594
2019-11-05,194.52000427246094
2019-12-27,195.75
2020-06-02,197.30999755859375
2019-12-30,195.61000061035156
2020-03-18,195.9199981689453
2020-06-05,193.0800018310547
2019-07-15,193.83999633789062
2018-12-03,191.69000244140625
2019-06-13,192.10000610351562
2019-01-04,188.77999877929688
2018-08-29,189.0
2019-02-05,193.13999938964844
2018-11-01,194.4499969482422
2019-08-16,195.0
2019-04-10,195.9600067138672
2019-09-17,197.02000427246094
2019-10-15,199.97999572753906
2020-01-02,201.22999572753906
2020-06-08,202.60000610351562
2019-10-18,202.17999267578125
2020-03-24,201.52000427246094
2020-06-11,200.80999755859375
2020-01-08,200.77999877929688
2019-04-25,203.22000122070312
2019-07-30,203.0399932861328
2019-02-20,201.66000366210938
2018-07-11,201.50999450683594
2018-09-13,202.67999267578125
2018-10-15,204.91000366210938
2019-06-28,204.16000366210938
2018-12-18,209.60000610351562
2018-11-16,214.0
2019-10-02,214.35000610351562
2020-03-27,213.19000244140625
2020-01-10,215.4499969482422
2019-10-24,215.4600067138672
2020-03-30,217.4600067138672
2020-06-17,218.6999969482422
2020-01-14,219.8699951171875
2020-04-02,218.5399932861328
2019-01-02,213.5500030517578
2019-08-14,217.2100067138672
2018-10-30,219.2100067138672
2019-06-11,220.6999969482422
2019-05-10,223.1300048828125
2019-04-08,225.02000427246094
2018-08-27,227.8300018310547
2018-07-26,231.0800018310547
2018-09-28,232.00999450683594
2019-03-07,231.85000610351562
2019-10-30,233.75
2020-01-17,232.6300048828125
2020-06-23,230.77999877929688
2020-04-08,232.0
2020-06-26,231.4600067138672
2019-03-22,233.19000244140625
2019-01-17,232.6300048828125
2019-08-29,231.50999450683594
2018-11-14,233.02999877929688
2019-06-26,234.05999755859375
2018-09-11,235.13999938964844
2018-07-09,239.5
2018-08-10,241.27999877929688
2019-04-23,241.02000427246094
2019-09-30,239.92999267578125
2020-01-23,240.6999969482422
2019-11-08,241.58999633789062
2020-04-14,241.72000122070312
2019-11-11,241.32000732421875
2020-01-29,240.16000366210938
2020-04-17,239.39999389648438
2018-07-24,238.5
2018-09-26,238.97999572753906
2019-05-08,236.24000549316406
2019-03-05,236.55999755859375
2019-02-01,237.58999633789062
2018-12-31,236.61000061035156
2018-11-29,237.97000122070312
2019-08-12,237.61000061035156
2019-07-11,234.7899932861328
2019-09-13,235.1699981689453
2019-11-14,240.0500030517578
2020-04-20,239.85000610351562
2020-02-04,239.27000427246094
2020-04-23,237.25999450683594
2018-12-14,235.75999450683594
2019-08-27,233.07000732421875
2018-08-08,224.5
2018-10-11,221.1699981689453
2018-11-12,222.85000610351562
2019-07-26,225.0
2019-06-24,223.30999755859375
2019-05-23,210.00999450683594
2019-03-20,215.55999755859375
2019-01-15,220.47999572753906
2019-11-20,223.74000549316406
2020-02-07,229.33999633789062
2020-02-10,227.6699981689453
2020-04-29,226.25999450683594
2019-11-26,226.8000030517578
2020-02-13,225.8800048828125
2019-01-30,222.82000732421875
2018-08-23,221.33999633789062
2018-09-24,220.9199981689453
2018-11-27,222.0500030517578
2018-10-26,218.50999450683594
2019-07-09,220.99000549316406
2019-06-07,215.75999450683594
2019-05-06,209.82000732421875
2019-04-04,212.02000427246094
2019-09-11,203.22000122070312
2019-11-29,195.17999267578125
2020-05-05,198.7100067138672
2019-12-02,202.66000366210938
2020-02-19,207.6199951171875
2020-05-08,207.5800018310547
2019-05-21,203.82000732421875
2019-03-18,190.75
2018-09-07,194.6699981689453
2018-08-06,195.80999755859375
2018-10-09,181.77000427246094
2019-02-14,188.52000427246094
2018-12-12,182.9600067138672
2019-07-24,191.64999389648438
2019-09-26,196.74000549316406
2019-10-28,195.27000427246094
2019-12-05,186.0
2020-05-11,177.0500030517578
2019-07-03,190.00999450683594
2020-02-25,190.00999450683594
2020-05-14,190.5
2020-02-28,194.00999450683594
2019-08-08,200.0500030517578
2019-06-05,200.6999969482422
2018-07-20,194.99000549316406
2018-08-21,194.2100067138672
2018-10-24,203.02999877929688
2019-04-02,206.85000610351562
2019-03-01,207.3300018310547
2019-01-28,207.33999633789062
2018-12-27,215.6999969482422
2019-09-09,215.14999389648438
2020-03-02,220.25
2020-05-20,219.30999755859375
2019-12-17,223.22000122070312
2020-03-05,229.22000122070312
2019-02-12,232.38999938964844
2019-01-11,229.0
2018-12-10,227.58999633789062
2019-08-23,228.8800048828125
2018-11-08,230.8000030517578
2019-07-22,235.0
2019-06-20,236.86000061035156
2018-09-05,235.24000549316406
2019-04-17,231.91000366210938
2019-09-24,228.0
2019-12-20,228.10000610351562
2020-05-26,229.1699981689453
2019-04-30,235.69000244140625
2019-12-23,232.10000610351562
2020-03-11,231.60000610351562
2020-05-29,232.50999450683594
2019-12-26,237.0500030517578
2020-06-01,235.22000122070312
2019-05-02,233.8000030517578
2019-02-27,233.88999938964844
2018-11-23,231.8000030517578
2019-08-06,227.1699981689453
2018-07-18,225.63999938964844
2018-09-20,224.0
2018-10-22,223.61000061035156
2019-07-05,221.72999572753906
2019-06-03,217.47000122070312
2019-10-09,222.25
2019-10-11,222.05999755859375
2020-03-17,225.7100067138672
2020-06-04,222.5800018310547
2019-10-14,218.25
2020-03-20,219.2100067138672
2018-11-06,218.1999969482422
2019-06-18,221.75
2019-05-17,224.57000732421875
2019-04-15,225.52000427246094
2019-03-14,218.6699981689453
2019-01-09,214.1999969482422
2018-08-02,213.86000061035156
2018-10-05,222.6199951171875
2019-08-21,224.52999877929688
2019-10-17,225.67999267578125
2020-03-23,231.30999755859375
2020-06-10,233.05999755859375
2019-02-25,233.44000244140625
2020-01-07,231.39999389648438
2020-03-26,230.38999938964844
2019-10-23,231.82000732421875
