Dates,ALL
2018-11-30,3162900.0
2019-08-13,2677100.0
2019-07-12,2521700.0
2019-06-10,2221300.0
2019-05-09,2001400.0
2018-07-25,1882200.0
2018-09-27,2360800.0
2018-10-29,2274800.0
2019-10-16,3903700.0
2019-12-16,3304400.0
2020-03-04,3081000.0
2020-05-22,3320700.0
2019-10-01,4347600.0
2019-12-19,1429300.0
2018-09-10,2452000.0
2019-05-24,2851800.0
2018-08-09,2236000.0
2019-04-22,1775300.0
2019-03-21,2208000.0
2019-01-16,3034900.0
2019-08-28,3061600.0
2018-11-13,4135800.0
2018-10-12,2627500.0
2019-06-25,3309900.0
2020-03-10,1617900.0
2020-05-28,1821700.0
2019-10-07,1868000.0
2020-03-13,2553900.0
2019-10-10,2727500.0
2020-03-16,3475800.0
2020-06-03,5067500.0
2018-11-28,3783400.0
2018-09-25,1804200.0
2018-07-23,2086600.0
2018-08-24,1735700.0
2019-07-10,2195000.0
2019-05-07,2383900.0
2019-04-05,2221600.0
2019-03-04,1720000.0
2019-01-31,1967200.0
2019-09-12,2119600.0
2019-12-31,2143200.0
2020-03-19,4553500.0
2020-01-03,4812400.0
2020-06-09,2477200.0
2019-02-15,2420500.0
2019-01-14,2242500.0
2018-07-06,2412800.0
2018-08-07,1831800.0
2018-10-10,1571500.0
2018-12-13,2940100.0
2019-08-26,2124400.0
2019-07-25,1688700.0
2019-05-22,1371000.0
2019-03-19,1703800.0
2020-01-06,2155700.0
2020-03-25,1751600.0
2020-06-12,1981300.0
2019-10-22,1605600.0
2020-01-09,1970500.0
2020-06-15,1831600.0
2019-10-25,1493300.0
2020-03-31,1949000.0
2020-06-18,1416100.0
2019-04-03,1980300.0
2018-08-22,2109500.0
2018-10-25,2302400.0
2019-01-29,1851000.0
2018-12-28,4428100.0
2018-11-26,2247800.0
2019-08-09,1642300.0
2019-07-08,2543000.0
2019-06-06,1950100.0
2019-09-10,1524200.0
2020-01-15,1386400.0
2020-04-03,1769600.0
2019-10-31,1349300.0
2020-04-06,1380000.0
2020-06-24,2085200.0
2018-11-09,1536700.0
2019-07-23,1605300.0
2019-06-21,2522100.0
2019-05-20,1549800.0
2019-04-18,1411600.0
2018-09-06,1572000.0
2018-10-08,1079500.0
2019-02-13,1431700.0
2018-12-11,1168700.0
2019-09-25,1416000.0
2020-01-21,930000.0
2020-04-09,1768600.0
2019-11-06,1337200.0
2020-01-24,2533100.0
2020-01-27,1049400.0
2020-04-15,1754300.0
2018-12-26,1765000.0
2019-08-07,1483200.0
2019-06-04,1218500.0
2018-09-21,1174200.0
2018-07-19,1759600.0
2018-08-20,2089700.0
2018-10-23,1949200.0
2019-05-03,2028500.0
2019-04-01,1619800.0
2019-02-28,2222400.0
2019-11-12,2123500.0
2020-01-30,2007700.0
2019-11-15,1883900.0
2020-04-21,1350200.0
2019-04-16,2301500.0
2019-03-15,1851100.0
2019-02-11,1950700.0
2019-01-10,1416300.0
2019-08-22,1236800.0
2018-11-07,1865300.0
2018-08-03,1876200.0
2018-09-04,1316200.0
2019-06-19,1049600.0
2019-09-23,1894700.0
2019-11-18,1828700.0
2020-02-05,1395800.0
2020-04-24,1403100.0
2019-03-29,2059800.0
2019-11-21,1747300.0
2020-04-27,2047100.0
2020-02-11,1771600.0
2020-04-30,2270300.0
2019-05-01,1583600.0
2019-02-26,1488100.0
2019-01-25,1127700.0
2018-12-24,1881200.0
2019-09-06,1019400.0
2018-07-17,1295000.0
2018-09-19,1467300.0
2019-08-05,2555300.0
2019-10-08,2870900.0
2019-12-11,2704700.0
2019-11-27,1197500.0
2020-02-14,1890200.0
2020-05-06,1850200.0
2019-01-08,1074900.0
2018-12-07,1756000.0
2019-08-20,1418000.0
2018-11-05,1437100.0
2019-07-19,1090800.0
2018-10-04,1074000.0
2019-06-17,1251600.0
2019-05-16,1321900.0
2018-08-01,1125200.0
2019-03-13,1767300.0
2019-12-03,979400.0
2020-02-20,1263800.0
2019-12-06,1161000.0
2020-05-12,1402100.0
2019-12-09,1205900.0
2020-02-26,1294700.0
2020-05-15,1008700.0
2019-03-28,1257500.0
2018-09-17,1017300.0
2018-08-16,1034900.0
2018-10-19,893600.0
2019-04-29,1407600.0
2019-01-23,1265000.0
2019-09-04,3523900.0
2018-11-20,2090800.0
2019-07-02,1727200.0
2019-05-31,1853100.0
2019-12-12,1913800.0
2020-05-18,1771400.0
2019-09-27,1462400.0
2020-03-03,1984700.0
2020-05-21,925800.0
2019-05-14,1444100.0
2018-08-31,2244900.0
2018-07-30,1244600.0
2018-10-02,1939900.0
2019-04-12,1640200.0
2019-03-11,923700.0
2019-02-07,920900.0
2019-07-17,1098000.0
2019-09-19,1418500.0
2019-10-21,1230700.0
2019-12-18,1274900.0
2020-03-06,1433200.0
2019-10-03,1296800.0
2020-03-09,2077800.0
2020-05-27,1969100.0
2019-12-24,1236400.0
2020-03-12,1158400.0
2018-12-20,993700.0
2019-08-01,1075500.0
2018-08-14,1396200.0
2018-07-13,1398700.0
2018-10-17,1310000.0
2019-05-29,1909400.0
2019-03-26,1299500.0
2019-02-22,1911900.0
2019-10-04,2078900.0
2019-11-05,1601200.0
2019-12-27,2087900.0
2020-06-02,1080800.0
2019-12-30,2146500.0
2020-03-18,2303900.0
2020-06-05,1979800.0
2019-07-15,1550900.0
2018-12-03,2163500.0
2019-06-13,2530100.0
2019-01-04,1466700.0
2018-08-29,1276600.0
2019-02-05,1715000.0
2018-11-01,1336300.0
2019-08-16,1422400.0
2019-04-10,836100.0
2019-09-17,1240800.0
2019-10-15,1297000.0
2020-01-02,1519200.0
2020-06-08,1489200.0
2019-10-18,1336200.0
2020-03-24,1051600.0
2020-06-11,1671800.0
2020-01-08,1399800.0
2019-04-25,1417900.0
2019-07-30,1060900.0
2019-02-20,1104300.0
2018-07-11,1758100.0
2018-09-13,1937400.0
2018-10-15,1784900.0
2019-06-28,2267400.0
2018-12-18,1600600.0
2018-11-16,2281400.0
2019-10-02,1379000.0
2020-03-27,1554500.0
2020-01-10,1948200.0
2019-10-24,1974500.0
2020-03-30,1374500.0
2020-06-17,1011100.0
2020-01-14,2053000.0
2020-04-02,1806200.0
2019-01-02,988100.0
2019-08-14,1459500.0
2018-10-30,1668900.0
2019-06-11,1682200.0
2019-05-10,1787800.0
2019-04-08,1755900.0
2018-08-27,1036100.0
2018-07-26,956200.0
2018-09-28,2127300.0
2019-03-07,1599900.0
2019-10-30,817900.0
2020-01-17,1180700.0
2020-06-23,1191300.0
2020-04-08,1209100.0
2020-06-26,2608500.0
2019-03-22,1805100.0
2019-01-17,1789400.0
2019-08-29,1031000.0
2018-11-14,1489300.0
2019-06-26,1757200.0
2018-09-11,1523400.0
2018-07-09,2329900.0
2018-08-10,3208100.0
2019-04-23,1672200.0
2019-09-30,2351900.0
2020-01-23,3457700.0
2019-11-08,1834700.0
2020-04-14,831700.0
2019-11-11,822900.0
2020-01-29,1041600.0
2020-04-17,920300.0
2018-07-24,1109000.0
2018-09-26,1212400.0
2019-05-08,1047100.0
2019-03-05,1214800.0
2019-02-01,1641000.0
2018-12-31,1748900.0
2018-11-29,1462000.0
2019-08-12,1431200.0
2019-07-11,1526100.0
2019-09-13,1899100.0
2019-11-14,1692500.0
2020-04-20,1902900.0
2020-02-04,1725700.0
2020-04-23,1314100.0
2018-12-14,1274100.0
2019-08-27,1502400.0
2018-08-08,2152200.0
2018-10-11,1135200.0
2018-11-12,1496500.0
2019-07-26,1878800.0
2019-06-24,1289400.0
2019-05-23,1754500.0
2019-03-20,1439300.0
2019-01-15,1848200.0
2019-11-20,2718400.0
2020-02-07,1506700.0
2020-02-10,1331600.0
2020-04-29,1534300.0
2019-11-26,1739600.0
2020-02-13,1549100.0
2019-01-30,1367500.0
2018-08-23,1110900.0
2018-09-24,1663700.0
2018-11-27,1414600.0
2018-10-26,2146100.0
2019-07-09,1477700.0
2019-06-07,1745600.0
2019-05-06,2046400.0
2019-04-04,2479000.0
2019-09-11,2366900.0
2019-11-29,4179800.0
2020-05-05,2794600.0
2019-12-02,2810300.0
2020-02-19,1905900.0
2020-05-08,2459900.0
2019-05-21,3277500.0
2019-03-18,2527100.0
2018-09-07,2511100.0
2018-08-06,2662000.0
2018-10-09,4397700.0
2019-02-14,3606000.0
2018-12-12,3607500.0
2019-07-24,2917900.0
2019-09-26,3617400.0
2019-10-28,2475800.0
2019-12-05,3911100.0
2020-05-11,3181100.0
2019-07-03,3197500.0
2020-02-25,3539600.0
2020-05-14,3563500.0
2020-02-28,2662500.0
2019-08-08,2745400.0
2019-06-05,2534900.0
2018-07-20,2684000.0
2018-08-21,2580000.0
2018-10-24,3264300.0
2019-04-02,2408400.0
2019-03-01,2677500.0
2019-01-28,1951900.0
2018-12-27,2714200.0
2019-09-09,2225500.0
2020-03-02,2393700.0
2020-05-20,2036600.0
2019-12-17,2168600.0
2020-03-05,3991000.0
2019-02-12,2378900.0
2019-01-11,1731600.0
2018-12-10,1828600.0
2019-08-23,1672200.0
2018-11-08,1801100.0
2019-07-22,1639800.0
2019-06-20,2058400.0
2018-09-05,2661100.0
2019-04-17,2467300.0
2019-09-24,2186100.0
2019-12-20,1548000.0
2020-05-26,2006900.0
2019-04-30,2471500.0
2019-12-23,2408500.0
2020-03-11,2217700.0
2020-05-29,2079100.0
2019-12-26,1634100.0
2020-06-01,2798200.0
2019-05-02,1690400.0
2019-02-27,2439700.0
2018-11-23,1611800.0
2019-08-06,1180200.0
2018-07-18,2386800.0
2018-09-20,2972300.0
2018-10-22,1510200.0
2019-07-05,2756600.0
2019-06-03,2711600.0
2019-10-09,1932700.0
2019-10-11,2112400.0
2020-03-17,1601100.0
2020-06-04,1586000.0
2019-10-14,1673200.0
2020-03-20,1980800.0
2018-11-06,2313500.0
2019-06-18,2240200.0
2019-05-17,1654900.0
2019-04-15,2013100.0
2019-03-14,2295400.0
2019-01-09,2198800.0
2018-08-02,2049000.0
2018-10-05,1850200.0
2019-08-21,1566900.0
2019-10-17,1337000.0
2020-03-23,3654700.0
2020-06-10,1465300.0
2019-02-25,1672300.0
2020-01-07,2743600.0
2020-03-26,1652400.0
2019-10-23,2418300.0
