Dates,PLD
2019-01-10,2310800.0
2019-08-22,1370100.0
2018-11-07,1891200.0
2018-08-03,1111700.0
2018-09-04,1635700.0
2019-06-19,3072900.0
2019-09-23,3494200.0
2019-11-18,2309700.0
2020-02-05,2030900.0
2020-04-24,2831300.0
2019-03-29,3404600.0
2019-11-21,2470900.0
2020-04-27,1939000.0
2020-02-11,1538600.0
2020-04-30,1556100.0
2019-05-01,1096100.0
2019-02-26,1666300.0
2019-01-25,1930700.0
2018-12-24,3254000.0
2019-09-06,1910100.0
2018-07-17,1596000.0
2018-09-19,2069100.0
2019-08-05,1584700.0
2019-10-08,2844400.0
2019-12-11,5017900.0
2019-11-27,2220500.0
2020-02-14,2059400.0
2020-05-06,2786800.0
2019-01-08,1621400.0
2018-12-07,3272200.0
2019-08-20,1812500.0
2018-11-05,2428500.0
2019-07-19,1193300.0
2018-10-04,1565600.0
2019-06-17,1847400.0
2019-05-16,1929000.0
2018-08-01,2343600.0
2019-03-13,2610200.0
2019-12-03,3177700.0
2020-02-20,2949100.0
2019-12-06,3720200.0
2020-05-12,2011400.0
2019-12-09,1885000.0
2020-02-26,2043900.0
2020-05-15,1644800.0
2019-03-28,2141300.0
2018-09-17,2103800.0
2018-08-16,1926000.0
2018-10-19,1653200.0
2019-04-29,1845100.0
2019-01-23,1395500.0
2019-09-04,3302100.0
2018-11-20,2340000.0
2019-07-02,1773800.0
2019-05-31,2706500.0
2019-12-12,2886700.0
2020-05-18,2040600.0
2019-09-27,2163700.0
2020-03-03,2788100.0
2020-05-21,1433300.0
2019-05-14,1820700.0
2018-08-31,2271000.0
2018-07-30,2248300.0
2018-10-02,4364400.0
2019-04-12,1730700.0
2019-03-11,1675200.0
2019-02-07,1501500.0
2019-07-17,1359900.0
2019-09-19,2183100.0
2019-10-21,1642200.0
2019-12-18,2080400.0
2020-03-06,1550700.0
2019-10-03,1499400.0
2020-03-09,1861100.0
2020-05-27,2044300.0
2019-12-24,2226600.0
2020-03-12,2383000.0
2018-12-20,2075900.0
2019-08-01,1500700.0
2018-08-14,3160500.0
2018-07-13,2148300.0
2018-10-17,1701500.0
2019-05-29,1737600.0
2019-03-26,2156900.0
2019-02-22,2230200.0
2019-10-04,1872000.0
2019-11-05,1823300.0
2019-12-27,4647000.0
2020-06-02,2272800.0
2019-12-30,2185800.0
2020-03-18,1697600.0
2020-06-05,1681300.0
2019-07-15,2273400.0
2018-12-03,2017700.0
2019-06-13,1799400.0
2019-01-04,2240200.0
2018-08-29,2154500.0
2019-02-05,1503700.0
2018-11-01,1191700.0
2019-08-16,1735800.0
2019-04-10,1225600.0
2019-09-17,1432200.0
2019-10-15,1461400.0
2020-01-02,1407400.0
2020-06-08,2744200.0
2019-10-18,1930500.0
2020-03-24,1966000.0
2020-06-11,1728800.0
2020-01-08,1773800.0
2019-04-25,2548500.0
2019-07-30,2179600.0
2019-02-20,1780800.0
2018-07-11,2179600.0
2018-09-13,15446600.0
2018-10-15,5335700.0
2019-06-28,3690900.0
2018-12-18,6367000.0
2018-11-16,4507400.0
2019-10-02,2574000.0
2020-03-27,4955700.0
2020-01-10,3107600.0
2019-10-24,2307500.0
2020-03-30,2145300.0
2020-06-17,1548300.0
2020-01-14,2431800.0
2020-04-02,2924800.0
2019-01-02,2837100.0
2019-08-14,2520200.0
2018-10-30,1921200.0
2019-06-11,3604100.0
2019-05-10,2861500.0
2019-04-08,3375900.0
2018-08-27,2014200.0
2018-07-26,2394500.0
2018-09-28,5782700.0
2019-03-07,1811400.0
2019-10-30,1652200.0
2020-01-17,2554700.0
2020-06-23,2562800.0
2020-04-08,2493600.0
2020-06-26,2293800.0
2019-03-22,2221100.0
2019-01-17,2174700.0
2019-08-29,2635200.0
2018-11-14,2297500.0
2019-06-26,2238800.0
2018-09-11,5503800.0
2018-07-09,3308400.0
2018-08-10,2631800.0
2019-04-23,3114200.0
2019-09-30,3127800.0
2020-01-23,5370200.0
2019-11-08,1637100.0
2020-04-14,980400.0
2019-11-11,826800.0
2020-01-29,1250400.0
2020-04-17,1374000.0
2018-07-24,2254400.0
2018-09-26,2246200.0
2019-05-08,2188000.0
2019-03-05,1794500.0
2019-02-01,2054500.0
2018-12-31,2013700.0
2018-11-29,1688300.0
2019-08-12,2204300.0
2019-07-11,2833800.0
2019-09-13,3124500.0
2019-11-14,3309500.0
2020-04-20,2627500.0
2020-02-04,4292500.0
2020-04-23,3335500.0
2018-12-14,3434700.0
2019-08-27,3200900.0
2018-08-08,3201800.0
2018-10-11,2770800.0
2018-11-12,2245200.0
2019-07-26,2730100.0
2019-06-24,3455200.0
2019-05-23,5227600.0
2019-03-20,23204900.0
2019-01-15,4978000.0
2019-11-20,5736500.0
2020-02-07,3935200.0
2020-02-10,3643800.0
2020-04-29,5153300.0
2019-11-26,3740400.0
2020-02-13,2523300.0
2019-01-30,3652700.0
2018-08-23,3296000.0
2018-09-24,3742800.0
2018-11-27,4724300.0
2018-10-26,3992900.0
2019-07-09,6382300.0
2019-06-07,3688200.0
2019-05-06,5305900.0
2019-04-04,4662200.0
2019-09-11,6227400.0
2019-11-29,7287100.0
2020-05-05,5715300.0
2019-12-02,5843400.0
2020-02-19,4210300.0
2020-05-08,3135200.0
2019-05-21,5562100.0
2019-03-18,7291600.0
2018-09-07,6623400.0
2018-08-06,7836800.0
2018-10-09,7912600.0
2019-02-14,6021800.0
2018-12-12,6663800.0
2019-07-24,7883800.0
2019-09-26,7302000.0
2019-10-28,5489800.0
2019-12-05,6826500.0
2020-05-11,5631200.0
2019-07-03,7893700.0
2020-02-25,6918200.0
2020-05-14,4965400.0
2020-02-28,4490800.0
2019-08-08,6295900.0
2019-06-05,11324400.0
2018-07-20,7994100.0
2018-08-21,5395900.0
2018-10-24,3882600.0
2019-04-02,5914400.0
2019-03-01,5388700.0
2019-01-28,5110400.0
2018-12-27,8283900.0
2019-09-09,4250500.0
2020-03-02,3663800.0
2020-05-20,3870200.0
2019-12-17,2887300.0
2020-03-05,3678400.0
2019-02-12,3187900.0
2019-01-11,4255100.0
2018-12-10,3317900.0
2019-08-23,2974600.0
2018-11-08,2916300.0
2019-07-22,2539400.0
2019-06-20,3141800.0
2018-09-05,3151300.0
2019-04-17,3377000.0
2019-09-24,2643300.0
2019-12-20,2212200.0
2020-05-26,1845400.0
2019-04-30,2277100.0
2019-12-23,2704200.0
2020-03-11,2249000.0
2020-05-29,3627800.0
2019-12-26,4440100.0
2020-06-01,3935500.0
2019-05-02,4389700.0
2019-02-27,4971900.0
2018-11-23,3123300.0
2019-08-06,3093100.0
2018-07-18,2519300.0
2018-09-20,3091900.0
2018-10-22,1276000.0
2019-07-05,2743400.0
2019-06-03,3045000.0
2019-10-09,2616900.0
2019-10-11,3769900.0
2020-03-17,2310600.0
2020-06-04,3143300.0
2019-10-14,2970000.0
2020-03-20,3326300.0
2018-11-06,3612200.0
2019-06-18,3536700.0
2019-05-17,2888800.0
2019-04-15,2378700.0
2019-03-14,4992400.0
2019-01-09,4247000.0
2018-08-02,3647800.0
2018-10-05,3441600.0
2019-08-21,2713500.0
2019-10-17,2314000.0
2020-03-23,12157500.0
2020-06-10,3409900.0
2019-02-25,2397000.0
2020-01-07,4726100.0
2020-03-26,3009300.0
2019-10-23,4403200.0
