Dates,HCA
2020-02-11,987800.0
2020-04-30,1035000.0
2019-05-01,1180200.0
2019-02-26,2082800.0
2019-01-25,1173000.0
2018-12-24,1001000.0
2019-09-06,748800.0
2018-07-17,911800.0
2018-09-19,1125800.0
2019-08-05,1073800.0
2019-10-08,2082900.0
2019-12-11,1819400.0
2019-11-27,1551500.0
2020-02-14,3246300.0
2020-05-06,2027100.0
2019-01-08,1330300.0
2018-12-07,1885800.0
2019-08-20,1286600.0
2018-11-05,957800.0
2019-07-19,805700.0
2018-10-04,1139500.0
2019-06-17,1289200.0
2019-05-16,1355400.0
2018-08-01,1220400.0
2019-03-13,1412800.0
2019-12-03,1201300.0
2020-02-20,1104300.0
2019-12-06,1124800.0
2020-05-12,1295000.0
2019-12-09,1059300.0
2020-02-26,1092700.0
2020-05-15,1234100.0
2019-03-28,1166600.0
2018-09-17,1278500.0
2018-08-16,1042600.0
2018-10-19,2639400.0
2019-04-29,2752700.0
2019-01-23,6907300.0
2019-09-04,3187400.0
2018-11-20,1631800.0
2019-07-02,1608200.0
2019-05-31,1867600.0
2019-12-12,1578400.0
2020-05-18,1588600.0
2019-09-27,1722300.0
2020-03-03,1358300.0
2020-05-21,1748400.0
2019-05-14,1206300.0
2018-08-31,2222600.0
2018-07-30,1643100.0
2018-10-02,1447800.0
2019-04-12,1084800.0
2019-03-11,1823700.0
2019-02-07,1336500.0
2019-07-17,1276300.0
2019-09-19,1394600.0
2019-10-21,999100.0
2019-12-18,1194800.0
2020-03-06,973000.0
2019-10-03,1089700.0
2020-03-09,827400.0
2020-05-27,1946700.0
2019-12-24,1233600.0
2020-03-12,1872000.0
2018-12-20,1495800.0
2019-08-01,1342600.0
2018-08-14,2101300.0
2018-07-13,1793700.0
2018-10-17,1135000.0
2019-05-29,1005000.0
2019-03-26,992100.0
2019-02-22,1586300.0
2019-10-04,1798800.0
2019-11-05,1233900.0
2019-12-27,2265100.0
2020-06-02,1952900.0
2019-12-30,1840900.0
2020-03-18,1440100.0
2020-06-05,1938700.0
2019-07-15,1401100.0
2018-12-03,2486800.0
2019-06-13,1643200.0
2019-01-04,1554000.0
2018-08-29,1194300.0
2019-02-05,1189400.0
2018-11-01,1725800.0
2019-08-16,1264900.0
2019-04-10,1194200.0
2019-09-17,930800.0
2019-10-15,1149700.0
2020-01-02,584200.0
2020-06-08,1045900.0
2019-10-18,1077200.0
2020-03-24,806000.0
2020-06-11,1206500.0
2020-01-08,842500.0
2019-04-25,1013200.0
2019-07-30,921800.0
2019-02-20,877400.0
2018-07-11,1228700.0
2018-09-13,1501100.0
2018-10-15,3158600.0
2019-06-28,1501100.0
2018-12-18,2405900.0
2018-11-16,1483900.0
2019-10-02,2345100.0
2020-03-27,1194500.0
2020-01-10,1016900.0
2019-10-24,1840100.0
2020-03-30,879600.0
2020-06-17,886700.0
2020-01-14,962400.0
2020-04-02,1033400.0
2019-01-02,1038100.0
2019-08-14,3044000.0
2018-10-30,1455900.0
2019-06-11,2353800.0
2019-05-10,2356000.0
2019-04-08,1367800.0
2018-08-27,1210900.0
2018-07-26,1515300.0
2018-09-28,1369100.0
2019-03-07,1033200.0
2019-10-30,619400.0
2020-01-17,951800.0
2020-06-23,1407200.0
2020-04-08,1395400.0
2020-06-26,954900.0
2019-03-22,1749100.0
2019-01-17,2669900.0
2019-08-29,1156600.0
2018-11-14,1418100.0
2019-06-26,1117900.0
2018-09-11,822400.0
2018-07-09,2277800.0
2018-08-10,1720200.0
2019-04-23,1318100.0
2019-09-30,1882300.0
2020-01-23,2864700.0
2019-11-08,1309100.0
2020-04-14,455000.0
2019-11-11,679900.0
2020-01-29,678000.0
2020-04-17,754800.0
2018-07-24,811600.0
2018-09-26,780100.0
2019-05-08,1191700.0
2019-03-05,1059600.0
2019-02-01,817600.0
2018-12-31,883200.0
2018-11-29,953000.0
2019-08-12,940500.0
2019-07-11,1869400.0
2019-09-13,1182100.0
2019-11-14,1168300.0
2020-04-20,1007500.0
2020-02-04,1685400.0
2020-04-23,1501100.0
2018-12-14,1443900.0
2019-08-27,1084000.0
2018-08-08,1161200.0
2018-10-11,1696300.0
2018-11-12,2380000.0
2019-07-26,2031300.0
2019-06-24,2193800.0
2019-05-23,3039700.0
2019-03-20,2073600.0
2019-01-15,1504100.0
2019-11-20,2331800.0
2020-02-07,1269900.0
2020-02-10,2395800.0
2020-04-29,1260400.0
2019-11-26,1232400.0
2020-02-13,1776900.0
2019-01-30,1544800.0
2018-08-23,1822100.0
2018-09-24,1401700.0
2018-11-27,1131900.0
2018-10-26,801200.0
2019-07-09,800600.0
2019-06-07,1515900.0
2019-05-06,2268400.0
2019-04-04,2715300.0
2019-09-11,3291000.0
2019-11-29,4689100.0
2020-05-05,3978900.0
2019-12-02,3250600.0
2020-02-19,3194200.0
2020-05-08,3389800.0
2019-05-21,2732900.0
2019-03-18,3248400.0
2018-09-07,3247100.0
2018-08-06,4054800.0
2018-10-09,4602200.0
2019-02-14,6110000.0
2018-12-12,5711600.0
2019-07-24,7008100.0
2019-09-26,6345800.0
2019-10-28,5333900.0
2019-12-05,5947500.0
2020-05-11,5829200.0
2019-07-03,4505300.0
2020-02-25,5038000.0
2020-05-14,4787300.0
2020-02-28,3708200.0
2019-08-08,3361900.0
2019-06-05,2929400.0
2018-07-20,3224500.0
2018-08-21,2180800.0
2018-10-24,2080800.0
2019-04-02,3918600.0
2019-03-01,4568000.0
2019-01-28,4130300.0
2018-12-27,3551600.0
2019-09-09,2817100.0
2020-03-02,3677100.0
2020-05-20,2513200.0
2019-12-17,2592500.0
2020-03-05,2362100.0
2019-02-12,2835200.0
2019-01-11,4039600.0
2018-12-10,3110800.0
2019-08-23,2897000.0
2018-11-08,2366800.0
2019-07-22,2328700.0
2019-06-20,2354100.0
2018-09-05,2838200.0
2019-04-17,2205400.0
2019-09-24,1850700.0
2019-12-20,2459700.0
2020-05-26,2144600.0
2019-04-30,2694500.0
2019-12-23,1830200.0
2020-03-11,1694500.0
2020-05-29,2764200.0
2019-12-26,2822500.0
2020-06-01,4652700.0
2019-05-02,3935800.0
2019-02-27,4201400.0
2018-11-23,5842900.0
2019-08-06,4048300.0
2018-07-18,4987800.0
2018-09-20,3738000.0
2018-10-22,2122500.0
2019-07-05,2118200.0
2019-06-03,2074800.0
2019-10-09,1724100.0
2019-10-11,3111600.0
2020-03-17,1339100.0
2020-06-04,1185800.0
2019-10-14,2788500.0
2020-03-20,2191400.0
2018-11-06,3081700.0
2019-06-18,1839000.0
2019-05-17,2589600.0
2019-04-15,3296400.0
2019-03-14,4087900.0
2019-01-09,3666000.0
2018-08-02,1950000.0
2018-10-05,2368500.0
2019-08-21,2492900.0
2019-10-17,2789900.0
2020-03-23,2713100.0
2020-06-10,5367700.0
2019-02-25,2175000.0
2020-01-07,3410000.0
2020-03-26,4443400.0
2019-10-23,2428800.0
