Dates,HOLX
2019-03-08,1821500.0
2019-02-04,1198700.0
2018-07-27,3101400.0
2018-08-28,3564600.0
2019-01-03,2099900.0
2019-08-15,2808900.0
2018-10-31,1798400.0
2019-09-16,2056900.0
2020-02-18,1419400.0
2020-05-07,1401700.0
2018-08-17,1502100.0
2019-12-04,1626000.0
2020-02-21,3389300.0
2018-12-17,3809900.0
2019-08-30,2607200.0
2018-11-15,2241600.0
2019-07-29,2155500.0
2019-06-27,2529200.0
2019-04-24,3150400.0
2018-07-10,2347700.0
2018-09-12,2487800.0
2019-02-19,4570200.0
2019-01-18,2057500.0
2020-02-24,1538400.0
2020-05-13,1871300.0
2019-12-10,3046700.0
2020-02-27,1998100.0
2019-12-13,1766600.0
2020-05-19,2074700.0
2019-03-06,1908800.0
2018-11-30,1937700.0
2019-08-13,3513600.0
2019-07-12,2296500.0
2019-06-10,1859600.0
2019-05-09,1378700.0
2018-07-25,1427700.0
2018-09-27,1685400.0
2018-10-29,1746400.0
2019-10-16,3224900.0
2019-12-16,3121200.0
2020-03-04,2503200.0
2020-05-22,3877500.0
2019-10-01,10103100.0
2019-12-19,2023400.0
2018-09-10,3866400.0
2019-05-24,3591000.0
2018-08-09,2141500.0
2019-04-22,1430800.0
2019-03-21,4679600.0
2019-01-16,2243600.0
2019-08-28,2356100.0
2018-11-13,2889900.0
2018-10-12,2118400.0
2019-06-25,2119500.0
2020-03-10,1945600.0
2020-05-28,1614500.0
2019-10-07,1522400.0
2020-03-13,1972600.0
2019-10-10,2046100.0
2020-03-16,1959400.0
2020-06-03,4622600.0
2018-11-28,2061800.0
2018-09-25,1451700.0
2018-07-23,1918000.0
2018-08-24,1724000.0
2019-07-10,2036700.0
2019-05-07,2824700.0
2019-04-05,2929600.0
2019-03-04,4383700.0
2019-01-31,2784800.0
2019-09-12,1984600.0
2019-12-31,1695000.0
2020-03-19,1168300.0
2020-01-03,1713400.0
2020-06-09,1250900.0
2019-02-15,1743000.0
2019-01-14,1866700.0
2018-07-06,1395900.0
2018-08-07,1408100.0
2018-10-10,2001100.0
2018-12-13,1553800.0
2019-08-26,1563100.0
2019-07-25,1860900.0
2019-05-22,2472600.0
2019-03-19,4294800.0
2020-01-06,3268100.0
2020-03-25,1784300.0
2020-06-12,2302700.0
2019-10-22,1272600.0
2020-01-09,1526300.0
2020-06-15,1343500.0
2019-10-25,1527800.0
2020-03-31,1717600.0
2020-06-18,1020300.0
2019-04-03,2546800.0
2018-08-22,1129600.0
2018-10-25,1654100.0
2019-01-29,2008800.0
2018-12-28,2379800.0
2018-11-26,2763200.0
2019-08-09,1278200.0
2019-07-08,1320100.0
2019-06-06,1188500.0
2019-09-10,933600.0
2020-01-15,994800.0
2020-04-03,1008100.0
2019-10-31,1318000.0
2020-04-06,1104000.0
2020-06-24,1527200.0
2018-11-09,1863200.0
2019-07-23,1216600.0
2019-06-21,1494900.0
2019-05-20,2011800.0
2019-04-18,1752700.0
2018-09-06,2156800.0
2018-10-08,1037100.0
2019-02-13,1475500.0
2018-12-11,975700.0
2019-09-25,1217200.0
2020-01-21,833800.0
2020-04-09,1054400.0
2019-11-06,1916700.0
2020-01-24,1766100.0
2020-01-27,2039200.0
2020-04-15,2874500.0
2018-12-26,1300100.0
2019-08-07,1028600.0
2019-06-04,1248800.0
2018-09-21,990100.0
2018-07-19,2048200.0
2018-08-20,1577100.0
2018-10-23,3485700.0
2019-05-03,1409400.0
2019-04-01,1366800.0
2019-02-28,1129800.0
2019-11-12,1015100.0
2020-01-30,1257800.0
2019-11-15,1312100.0
2020-04-21,1185600.0
2019-04-16,1068200.0
2019-03-15,1156400.0
2019-02-11,2230700.0
2019-01-10,1285700.0
2019-08-22,1168800.0
2018-11-07,1441200.0
2018-08-03,1322400.0
2018-09-04,1949700.0
2019-06-19,848200.0
2019-09-23,2047800.0
2019-11-18,1174400.0
2020-02-05,736500.0
2020-04-24,1483500.0
2019-03-29,1230700.0
2019-11-21,1319800.0
2020-04-27,2305800.0
2020-02-11,1445600.0
2020-04-30,956600.0
2019-05-01,1261000.0
2019-02-26,901400.0
2019-01-25,1036600.0
2018-12-24,1002800.0
2019-09-06,1043000.0
2018-07-17,1078000.0
2018-09-19,657000.0
2019-08-05,1150500.0
2019-10-08,2237300.0
2019-12-11,2194900.0
2019-11-27,1698600.0
2020-02-14,1297000.0
2020-05-06,1189300.0
2019-01-08,1758600.0
2018-12-07,6106400.0
2019-08-20,2433500.0
2018-11-05,2186700.0
2019-07-19,1415100.0
2018-10-04,2181500.0
2019-06-17,1413600.0
2019-05-16,1470100.0
2018-08-01,1653300.0
2019-03-13,4021600.0
2019-12-03,1536000.0
2020-02-20,2671100.0
2019-12-06,2049500.0
2020-05-12,1660900.0
2019-12-09,2684400.0
2020-02-26,1878800.0
2020-05-15,942000.0
2019-03-28,1203100.0
2018-09-17,987800.0
2018-08-16,994100.0
2018-10-19,1068600.0
2019-04-29,1867300.0
2019-01-23,2108700.0
2019-09-04,3332500.0
2018-11-20,3305300.0
2019-07-02,1535100.0
2019-05-31,1885500.0
2019-12-12,1827800.0
2020-05-18,1768100.0
2019-09-27,839100.0
2020-03-03,869800.0
2020-05-21,946300.0
2019-05-14,1059300.0
2018-08-31,1356100.0
2018-07-30,1568100.0
2018-10-02,1271200.0
2019-04-12,1057100.0
2019-03-11,1056500.0
2019-02-07,949900.0
2019-07-17,1291100.0
2019-09-19,1974300.0
2019-10-21,2003900.0
2019-12-18,2123700.0
2020-03-06,2890800.0
2019-10-03,1064100.0
2020-03-09,1515300.0
2020-05-27,1403400.0
2019-12-24,865000.0
2020-03-12,1443400.0
2018-12-20,868600.0
2019-08-01,1039000.0
2018-08-14,1216700.0
2018-07-13,1460300.0
2018-10-17,1373700.0
2019-05-29,1137000.0
2019-03-26,935900.0
2019-02-22,2158400.0
2019-10-04,1232900.0
2019-11-05,1992300.0
2019-12-27,1893700.0
2020-06-02,1765400.0
2019-12-30,1598300.0
2020-03-18,2800700.0
2020-06-05,4966900.0
2019-07-15,2534700.0
2018-12-03,3600900.0
2019-06-13,4053100.0
2019-01-04,2346500.0
2018-08-29,1745500.0
2019-02-05,3246400.0
2018-11-01,1307400.0
2019-08-16,1704400.0
2019-04-10,1149200.0
2019-09-17,1175900.0
2019-10-15,1285500.0
2020-01-02,842300.0
2020-06-08,1704600.0
2019-10-18,854000.0
2020-03-24,1129900.0
2020-06-11,1735400.0
2020-01-08,1246900.0
2019-04-25,1595600.0
2019-07-30,2078900.0
2019-02-20,1191600.0
2018-07-11,855600.0
2018-09-13,1754200.0
2018-10-15,2361800.0
2019-06-28,1878100.0
2018-12-18,2069700.0
2018-11-16,2580100.0
2019-10-02,2223900.0
2020-03-27,2350100.0
2020-01-10,3921500.0
2019-10-24,7475100.0
2020-03-30,2274900.0
2020-06-17,2444200.0
2020-01-14,3180500.0
2020-04-02,4789700.0
2019-01-02,3045500.0
2019-08-14,5914000.0
2018-10-30,1516600.0
2019-06-11,2374400.0
2019-05-10,5988700.0
2019-04-08,3383300.0
2018-08-27,3934600.0
2018-07-26,2145600.0
2018-09-28,2316800.0
2019-03-07,1812800.0
2019-10-30,1022400.0
2020-01-17,2121700.0
2020-06-23,2067300.0
2020-04-08,2137400.0
2020-06-26,2247400.0
2019-03-22,1942100.0
2019-01-17,1743100.0
2019-08-29,2462400.0
2018-11-14,1928400.0
2019-06-26,2261200.0
2018-09-11,1363100.0
2018-07-09,2408200.0
2018-08-10,1715200.0
2019-04-23,2263300.0
2019-09-30,2696300.0
2020-01-23,2657200.0
2019-11-08,1693300.0
2020-04-14,374400.0
2019-11-11,541100.0
2020-01-29,852700.0
2020-04-17,892700.0
2018-07-24,1277100.0
2018-09-26,1644100.0
2019-05-08,1626600.0
2019-03-05,1859000.0
2019-02-01,1550700.0
2018-12-31,1928600.0
2018-11-29,4088900.0
2019-08-12,1152400.0
2019-07-11,2852900.0
2019-09-13,2239100.0
2019-11-14,1367500.0
2020-04-20,1779800.0
2020-02-04,1714500.0
2020-04-23,1629100.0
2018-12-14,1517300.0
2019-08-27,2253900.0
2018-08-08,4022600.0
2018-10-11,3238300.0
2018-11-12,2028000.0
2019-07-26,2415700.0
2019-06-24,5036500.0
2019-05-23,2505700.0
2019-03-20,2990000.0
2019-01-15,2108100.0
2019-11-20,1832000.0
2020-02-07,1495000.0
2020-02-10,1802500.0
2020-04-29,2652800.0
2019-11-26,1348500.0
2020-02-13,1541500.0
2019-01-30,1268600.0
2018-08-23,1197300.0
2018-09-24,1475400.0
2018-11-27,1114100.0
2018-10-26,1807800.0
2019-07-09,1106600.0
2019-06-07,1200400.0
2019-05-06,1825300.0
2019-04-04,2368900.0
2019-09-11,2007300.0
2019-11-29,3241100.0
2020-05-05,3047100.0
2019-12-02,2703700.0
2020-02-19,2710400.0
2020-05-08,3396800.0
2019-05-21,2889600.0
2019-03-18,3867100.0
2018-09-07,2840500.0
2018-08-06,2689200.0
2018-10-09,3547700.0
2019-02-14,3989000.0
2018-12-12,3769600.0
2019-07-24,6406600.0
2019-09-26,6493900.0
2019-10-28,5303700.0
2019-12-05,4716500.0
2020-05-11,3390400.0
2019-07-03,3739200.0
2020-02-25,4324900.0
2020-05-14,4351300.0
2020-02-28,2902200.0
2019-08-08,3913600.0
2019-06-05,4364500.0
2018-07-20,3154200.0
2018-08-21,2577500.0
2018-10-24,2054000.0
2019-04-02,2703900.0
2019-03-01,3732700.0
2019-01-28,2180500.0
2018-12-27,3091900.0
2019-09-09,4724800.0
2020-03-02,2766300.0
2020-05-20,2043500.0
2019-12-17,2680200.0
2020-03-05,2234000.0
2019-02-12,3005700.0
2019-01-11,2822600.0
2018-12-10,2905400.0
2019-08-23,4665900.0
2018-11-08,3087800.0
2019-07-22,2737800.0
2019-06-20,3952400.0
2018-09-05,3854400.0
2019-04-17,9441300.0
2019-09-24,3199800.0
2019-12-20,2905900.0
2020-05-26,2791000.0
2019-04-30,3507700.0
2019-12-23,2727900.0
2020-03-11,2155200.0
2020-05-29,1869400.0
2019-12-26,1727000.0
2020-06-01,2344200.0
2019-05-02,2127400.0
2019-02-27,2357200.0
2018-11-23,2165500.0
2019-08-06,2120500.0
2018-07-18,2684100.0
2018-09-20,2661300.0
2018-10-22,2012800.0
2019-07-05,2252600.0
2019-06-03,2895400.0
2019-10-09,1909700.0
2019-10-11,3636700.0
2020-03-17,1259700.0
2020-06-04,1471400.0
2019-10-14,4163500.0
2020-03-20,2132500.0
2018-11-06,3527300.0
2019-06-18,1430800.0
2019-05-17,2265600.0
2019-04-15,1535300.0
2019-03-14,2725600.0
2019-01-09,3133300.0
2018-08-02,2549500.0
2018-10-05,2264600.0
2019-08-21,2143800.0
2019-10-17,2527400.0
2020-03-23,6407500.0
2020-06-10,3707400.0
2019-02-25,3231000.0
2020-01-07,4096900.0
2020-03-26,2654300.0
2019-10-23,2670900.0
