Dates,GE
2019-08-28,124887100.0
2018-11-13,186871700.0
2018-10-12,152859600.0
2019-06-25,120958500.0
2020-03-10,116835100.0
2020-05-28,83896000.0
2019-10-07,84945200.0
2020-03-13,97820500.0
2019-10-10,87636300.0
2020-03-16,110023800.0
2020-06-03,96443800.0
2018-11-28,112498800.0
2018-09-25,75281300.0
2018-07-23,93944800.0
2018-08-24,116798800.0
2019-07-10,95301300.0
2019-05-07,119046400.0
2019-04-05,89891900.0
2019-03-04,362585000.0
2019-01-31,164488200.0
2019-09-12,107373600.0
2019-12-31,106936000.0
2020-03-19,125305900.0
2020-01-03,113052300.0
2020-06-09,123291400.0
2019-02-15,73515000.0
2019-01-14,69807100.0
2018-07-06,102894400.0
2018-08-07,97122500.0
2018-10-10,81478200.0
2018-12-13,66111100.0
2019-08-26,50594500.0
2019-07-25,51514500.0
2019-05-22,52770900.0
2019-03-19,301841600.0
2020-01-06,103990600.0
2020-03-25,108833400.0
2020-06-12,90862100.0
2019-10-22,89000200.0
2020-01-09,69762900.0
2020-06-15,178783600.0
2019-10-25,205777700.0
2020-03-31,127481100.0
2020-06-18,87518700.0
2019-04-03,106050400.0
2018-08-22,99369500.0
2018-10-25,74164500.0
2019-01-29,133870800.0
2018-12-28,189194100.0
2018-11-26,91647500.0
2019-08-09,54680900.0
2019-07-08,48370000.0
2019-06-06,50518900.0
2019-09-10,81563500.0
2020-01-15,49727700.0
2020-04-03,47624800.0
2019-10-31,55148300.0
2020-04-06,45199400.0
2020-06-24,48519100.0
2018-11-09,51346000.0
2019-07-23,51748200.0
2019-06-21,56139500.0
2019-05-20,41034100.0
2019-04-18,43257200.0
2018-09-06,176008200.0
2018-10-08,83170700.0
2019-02-13,53871400.0
2018-12-11,54814800.0
2019-09-25,68461200.0
2020-01-21,82946700.0
2020-04-09,60236000.0
2019-11-06,48065100.0
2020-01-24,51509100.0
2020-01-27,67122500.0
2020-04-15,40504600.0
2018-12-26,28785100.0
2019-08-07,62378000.0
2019-06-04,74289700.0
2018-09-21,66009500.0
2018-07-19,177185500.0
2018-08-20,99374400.0
2018-10-23,79225800.0
2019-05-03,68815500.0
2019-04-01,43631800.0
2019-02-28,56894200.0
2019-11-12,47349300.0
2020-01-30,59499800.0
2019-11-15,63130200.0
2020-04-21,60136000.0
2019-04-16,70520500.0
2019-03-15,53716400.0
2019-02-11,54505500.0
2019-01-10,37062500.0
2019-08-22,52207100.0
2018-11-07,60413400.0
2018-08-03,51644100.0
2018-09-04,56841500.0
2019-06-19,47533100.0
2019-09-23,72211700.0
2019-11-18,44588000.0
2020-02-05,50531400.0
2020-04-24,46337900.0
2019-03-29,47274000.0
2019-11-21,61404700.0
2020-04-27,41163400.0
2020-02-11,38528000.0
2020-04-30,41084600.0
2019-05-01,52267100.0
2019-02-26,38957700.0
2019-01-25,54952900.0
2018-12-24,62115700.0
2019-09-06,34355100.0
2018-07-17,46050300.0
2018-09-19,73563600.0
2019-08-05,60616700.0
2019-10-08,65961500.0
2019-12-11,65576000.0
2019-11-27,36598800.0
2020-02-14,35496200.0
2020-05-06,34128000.0
2019-01-08,33283300.0
2018-12-07,44020400.0
2019-08-20,40007700.0
2018-11-05,30121700.0
2019-07-19,22175600.0
2018-10-04,30267700.0
2019-06-17,48143100.0
2019-05-16,35455800.0
2018-08-01,39101700.0
2019-03-13,33670100.0
2019-12-03,39195500.0
2020-02-20,42095100.0
2019-12-06,39533200.0
2020-05-12,53683000.0
2019-12-09,45158500.0
2020-02-26,34653900.0
2020-05-15,43326900.0
2019-03-28,74298300.0
2018-09-17,44897500.0
2018-08-16,46121000.0
2018-10-19,27015800.0
2019-04-29,37369400.0
2019-01-23,45314500.0
2019-09-04,172474100.0
2018-11-20,87921700.0
2019-07-02,64296400.0
2019-05-31,70243200.0
2019-12-12,66397800.0
2020-05-18,76790400.0
2019-09-27,49406600.0
2020-03-03,76720800.0
2020-05-21,65390400.0
2019-05-14,74026400.0
2018-08-31,89194600.0
2018-07-30,401048700.0
2018-10-02,248883600.0
2019-04-12,111637600.0
2019-03-11,102302300.0
2019-02-07,85258500.0
2019-07-17,68146600.0
2019-09-19,128598300.0
2019-10-21,57987200.0
2019-12-18,66069600.0
2020-03-06,57698300.0
2019-10-03,58741000.0
2020-03-09,47323600.0
2020-05-27,67648900.0
2019-12-24,93653700.0
2020-03-12,86891100.0
2018-12-20,42846200.0
2019-08-01,49960500.0
2018-08-14,62617200.0
2018-07-13,57094900.0
2018-10-17,68115100.0
2019-05-29,45589400.0
2019-03-26,45748400.0
2019-02-22,37954000.0
2019-10-04,40270700.0
2019-11-05,33935300.0
2019-12-27,57530400.0
2020-06-02,33511100.0
2019-12-30,53343000.0
2020-03-18,43859400.0
2020-06-05,37229800.0
2019-07-15,30511000.0
2018-12-03,35091400.0
2019-06-13,68778600.0
2019-01-04,47520800.0
2018-08-29,58626600.0
2019-02-05,52272800.0
2018-11-01,32170400.0
2019-08-16,45502400.0
2019-04-10,32840800.0
2019-09-17,30546100.0
2019-10-15,55835000.0
2020-01-02,34052700.0
2020-06-08,38834300.0
2019-10-18,57841500.0
2020-03-24,32661000.0
2020-06-11,39012900.0
2020-01-08,60584800.0
2019-04-25,57115100.0
2019-07-30,47584900.0
2019-02-20,34131700.0
2018-07-11,42159700.0
2018-09-13,31754900.0
2018-10-15,45759000.0
2019-06-28,215943400.0
2018-12-18,86633900.0
2018-11-16,82053300.0
2019-10-02,97780000.0
2020-03-27,71381700.0
2020-01-10,78002300.0
2019-10-24,71082300.0
2020-03-30,62480600.0
2020-06-17,45575600.0
2020-01-14,48942900.0
2020-04-02,53981300.0
2019-01-02,30790600.0
2019-08-14,38236200.0
2018-10-30,50972400.0
2019-06-11,46832800.0
2019-05-10,46690100.0
2019-04-08,41688800.0
2018-08-27,38481800.0
2018-07-26,56710200.0
2018-09-28,64193900.0
2019-03-07,45498700.0
2019-10-30,22739300.0
2020-01-17,68711100.0
2020-06-23,64048700.0
2020-04-08,43748500.0
2020-06-26,47273400.0
2019-03-22,50596900.0
2019-01-17,26695700.0
2019-08-29,24780900.0
2018-11-14,36712500.0
2019-06-26,99880100.0
2018-09-11,52637100.0
2018-07-09,55512900.0
2018-08-10,41749300.0
2019-04-23,75428100.0
2019-09-30,45306600.0
2020-01-23,73641100.0
2019-11-08,44033200.0
2020-04-14,20769000.0
2019-11-11,30366700.0
2020-01-29,29971800.0
2020-04-17,48146000.0
2018-07-24,56658000.0
2018-09-26,87421800.0
2019-05-08,85885800.0
2019-03-05,111948700.0
2019-02-01,70579300.0
2018-12-31,55402500.0
2018-11-29,39377100.0
2019-08-12,58652000.0
2019-07-11,66161500.0
2019-09-13,45030000.0
2019-11-14,46051000.0
2020-04-20,36673600.0
2020-02-04,46580700.0
2020-04-23,43738200.0
2018-12-14,61947800.0
2019-08-27,73162900.0
2018-08-08,59375800.0
2018-10-11,47862600.0
2018-11-12,62928600.0
2019-07-26,220689300.0
2019-06-24,95469300.0
2019-05-23,77984000.0
2019-03-20,50399300.0
2019-01-15,44385200.0
2019-11-20,50073900.0
2020-02-07,63613900.0
2020-02-10,66636600.0
2020-04-29,33495500.0
2019-11-26,40882300.0
2020-02-13,65712900.0
2019-01-30,51012300.0
2018-08-23,36967100.0
2018-09-24,43963500.0
2018-11-27,54878300.0
2018-10-26,39561900.0
2019-07-09,42921200.0
2019-06-07,70978000.0
2019-05-06,81087400.0
2019-04-04,93118000.0
2019-09-11,94200800.0
2019-11-29,151373200.0
2020-05-05,124802200.0
2019-12-02,109249200.0
2020-02-19,83063100.0
2020-05-08,108087200.0
2019-05-21,148463500.0
2019-03-18,122400700.0
2018-09-07,98938900.0
2018-08-06,103402500.0
2018-10-09,157416100.0
2019-02-14,110144600.0
2018-12-12,115910700.0
2019-07-24,120226000.0
2019-09-26,138927000.0
2019-10-28,98993700.0
2019-12-05,126128700.0
2020-05-11,105631100.0
2019-07-03,119493800.0
2020-02-25,137886500.0
2020-05-14,123180900.0
2020-02-28,93299000.0
2019-08-08,86850200.0
2019-06-05,121149900.0
2018-07-20,99556900.0
2018-08-21,97498400.0
2018-10-24,97803300.0
2019-04-02,98048600.0
2019-03-01,96087800.0
2019-01-28,92650700.0
2018-12-27,128361800.0
2019-09-09,94074500.0
2020-03-02,107067200.0
2020-05-20,138220800.0
2019-12-17,165678200.0
2020-03-05,165907800.0
2019-02-12,99691600.0
2019-01-11,77453100.0
2018-12-10,76844100.0
2019-08-23,82796100.0
2018-11-08,155976800.0
2019-07-22,107038200.0
2019-06-20,140668600.0
2018-09-05,225228000.0
2019-04-17,175438800.0
2019-09-24,120376500.0
2019-12-20,136852400.0
2020-05-26,116998500.0
2019-04-30,117253600.0
2019-12-23,100663300.0
2020-03-11,93934600.0
2020-05-29,71747400.0
2019-12-26,95652200.0
2020-06-01,235745300.0
2019-05-02,140205400.0
2019-02-27,128486200.0
2018-11-23,255278700.0
2019-08-06,108485100.0
2018-07-18,91287400.0
2018-09-20,98821100.0
2018-10-22,69586200.0
2019-07-05,129510700.0
2019-06-03,147750900.0
2019-10-09,138714800.0
2019-10-11,129404400.0
2020-03-17,75178700.0
2020-06-04,113575400.0
2019-10-14,122819500.0
2020-03-20,125193900.0
2018-11-06,167811600.0
2019-06-18,158459100.0
2019-05-17,117645200.0
2019-04-15,116954500.0
2019-03-14,124502900.0
2019-01-09,100921800.0
2018-08-02,102163800.0
2018-10-05,98161400.0
2019-08-21,75071400.0
2019-10-17,78398200.0
2020-03-23,88679500.0
2020-06-10,78289600.0
2019-02-25,80583900.0
2020-01-07,144666000.0
2020-03-26,73946600.0
2019-10-23,89409600.0
