Dates,CL=F
2018-08-17,764546.0
2019-12-04,821729.0
2020-02-21,806219.0
2020-05-10,1095643.0
2018-12-17,844696.0
2019-08-30,256499.0
2018-11-15,159001.0
2019-07-29,699684.0
2019-06-27,983120.0
2019-04-24,1014667.0
2018-07-10,663108.0
2018-09-12,764010.0
2019-02-19,831688.0
2019-01-18,812721.0
2020-02-24,796714.0
2020-05-13,758010.0
2019-12-10,624914.0
2020-02-27,987266.0
2019-12-13,987717.0
2020-03-01,733225.0
2020-05-19,665262.0
2019-03-06,730810.0
2018-11-30,733627.0
2019-08-13,526839.0
2019-07-12,211257.0
2019-06-10,120101.0
2019-05-09,817721.0
2018-07-25,794130.0
2018-09-27,415859.0
2018-10-29,698408.0
2019-10-16,665590.0
2019-12-16,564385.0
2020-03-04,476970.0
2020-05-22,850480.0
2019-10-01,788718.0
2019-12-19,817277.0
2018-09-10,819939.0
2019-05-24,765981.0
2018-08-09,891922.0
2019-04-22,821782.0
2019-03-21,812339.0
2019-01-16,791527.0
2019-08-28,664183.0
2018-11-13,694182.0
2018-10-12,288560.0
2019-06-25,193099.0
2020-03-10,951158.0
2020-05-28,702866.0
2019-10-07,714415.0
2020-03-13,593385.0
2020-05-31,650667.0
2019-10-10,660527.0
2020-03-16,731312.0
2020-06-03,718650.0
2018-11-28,689566.0
2018-09-25,622472.0
2018-07-23,609756.0
2018-08-24,606720.0
2019-07-10,749010.0
2019-05-07,621003.0
2019-04-05,750242.0
2019-03-04,708312.0
2019-01-31,706552.0
2019-09-12,623546.0
2019-12-31,276907.0
2020-03-19,153728.0
2020-01-03,685111.0
2020-03-22,546202.0
2020-06-09,513439.0
2019-02-15,723012.0
2019-01-14,538919.0
2018-08-07,577227.0
2018-10-10,496678.0
2018-12-13,684186.0
2019-08-26,549396.0
2019-07-25,538399.0
2019-05-22,637677.0
2019-03-19,628824.0
2019-09-27,747358.0
2020-01-06,597156.0
2020-03-25,652798.0
2020-06-12,610616.0
2019-10-22,567604.0
2020-01-09,507393.0
2020-06-15,157241.0
2019-10-25,114822.0
2020-03-31,786342.0
2020-06-18,655380.0
2019-04-03,738840.0
2018-08-22,705399.0
2018-10-25,685988.0
2019-01-29,732150.0
2018-12-28,712209.0
2019-09-10,705559.0
2018-11-26,670808.0
2019-08-09,793227.0
2019-07-08,799672.0
2019-06-06,684973.0
2020-01-15,686862.0
2020-04-03,895767.0
2020-03-29,790677.0
2020-06-21,722216.0
2019-10-31,760504.0
2020-04-06,625588.0
2020-06-24,555858.0
2018-11-09,547469.0
2019-07-23,235376.0
2019-06-21,148238.0
2019-05-20,763527.0
2019-04-18,700598.0
2018-09-06,678386.0
2018-10-08,603001.0
2019-02-13,1000836.0
2018-12-11,654076.0
2019-09-25,750494.0
2020-01-21,676872.0
2020-04-09,914661.0
2019-11-06,646866.0
2020-01-24,768810.0
2020-04-12,842810.0
2020-01-27,791769.0
2020-04-15,769583.0
2018-12-26,786494.0
2019-08-07,1003106.0
2019-06-04,751668.0
2018-09-21,723001.0
2018-07-19,545679.0
2018-08-20,215802.0
2018-10-23,131888.0
2019-05-03,641680.0
2019-04-01,766728.0
2019-02-28,1108052.0
2019-11-12,758099.0
2020-01-30,1020323.0
2019-11-15,1124959.0
2020-02-02,842281.0
2020-04-21,1031488.0
2019-04-16,984308.0
2019-03-15,831625.0
2019-02-11,943186.0
2019-01-10,790067.0
2019-08-22,828133.0
2018-11-07,687146.0
2018-08-03,642940.0
2018-09-04,786105.0
2019-06-19,945024.0
2019-09-23,574229.0
2019-11-18,397868.0
2020-02-05,181640.0
2020-04-24,122838.0
2019-03-29,854514.0
2019-11-21,676047.0
2020-04-27,597164.0
2020-02-11,673140.0
2020-04-30,686817.0
2019-05-01,531405.0
2019-02-26,556101.0
2019-01-25,674887.0
2019-09-06,600131.0
2018-07-17,698015.0
2018-09-19,540861.0
2019-08-05,551872.0
2019-10-08,690656.0
2019-12-11,573019.0
2020-02-13,469029.0
2019-11-27,566818.0
2020-02-14,712540.0
2020-05-03,504432.0
2020-05-06,215361.0
2019-01-08,105217.0
2018-12-07,619483.0
2019-08-20,521876.0
2018-11-05,745248.0
2019-07-19,559282.0
2018-10-04,476785.0
2019-06-17,529742.0
2019-05-16,547401.0
2018-08-01,614001.0
2019-03-13,886748.0
2019-12-03,739810.0
2020-02-20,823844.0
2019-12-06,682794.0
2020-02-23,1063214.0
2020-05-12,724762.0
2019-12-09,726386.0
2020-02-26,611027.0
2020-05-15,783486.0
2019-03-28,718293.0
2018-09-17,527866.0
2018-08-16,168345.0
2018-10-19,113571.0
2019-04-29,659258.0
2019-01-23,704035.0
2019-09-04,621573.0
2018-11-20,807151.0
2019-07-02,679022.0
2019-05-31,596624.0
2020-05-18,674048.0
2020-03-03,630760.0
2020-05-21,708268.0
2019-05-14,970804.0
2018-08-31,682298.0
2018-07-30,712466.0
2018-10-02,714294.0
2019-04-12,646993.0
2019-03-11,755472.0
2019-02-07,858772.0
2019-07-17,845977.0
2019-09-19,599470.0
2019-10-21,1404916.0
2019-12-18,993237.0
2020-03-06,216961.0
2020-05-24,112327.0
2019-10-03,576019.0
2020-03-09,526785.0
2020-05-27,591529.0
2020-03-12,563550.0
2018-12-20,599653.0
2019-08-01,712966.0
2018-08-14,532522.0
2018-07-13,589176.0
2018-10-17,590306.0
2019-05-29,642466.0
2019-03-26,541104.0
2019-02-22,549019.0
2019-10-04,658324.0
2019-11-05,632666.0
2019-12-27,613944.0
2020-03-15,467643.0
2020-06-02,467643.0
2019-12-30,511249.0
2020-03-18,451643.0
2020-06-05,418422.0
2019-07-15,174477.0
2018-12-03,95979.0
2019-06-13,506573.0
2019-01-04,620202.0
2018-08-29,480764.0
2019-02-05,445020.0
2018-11-01,437020.0
2019-08-16,521457.0
2019-04-10,659328.0
2019-09-17,677419.0
2019-10-15,538117.0
2020-01-02,580350.0
2020-06-08,435319.0
2019-10-18,623258.0
2020-03-24,678165.0
2020-06-11,636941.0
2020-01-08,498981.0
2019-04-25,586568.0
2019-07-30,547635.0
2019-02-20,516832.0
2018-07-11,375993.0
2018-09-13,159328.0
2018-10-15,121214.0
2019-06-28,674891.0
2018-12-18,593533.0
2018-11-16,508244.0
2019-10-02,420642.0
2020-03-27,443816.0
2020-06-14,718724.0
2020-01-10,616423.0
2019-10-24,560554.0
2020-03-30,760541.0
2020-06-17,649461.0
2020-01-14,679609.0
2020-04-02,511561.0
2019-01-02,566822.0
2019-08-14,589650.0
2018-10-30,530851.0
2019-06-11,512288.0
2019-05-10,347395.0
2019-04-08,163744.0
2018-08-27,131071.0
2018-07-26,426341.0
2018-09-28,552517.0
2019-03-07,204535.0
2019-10-30,265091.0
2020-01-17,351899.0
2020-06-23,427149.0
2020-04-08,494535.0
2020-06-26,486873.0
2019-03-22,885861.0
2019-01-17,724236.0
2019-08-29,582649.0
2018-11-14,1205710.0
2019-06-26,750933.0
2018-09-11,596186.0
2018-07-09,584002.0
2018-08-10,507714.0
2019-04-23,433169.0
2019-09-30,182871.0
2020-01-23,122561.0
2020-06-29,648335.0
2019-11-08,620119.0
2020-01-26,703995.0
2020-04-14,1009546.0
2019-11-11,586195.0
2020-01-29,712880.0
2020-04-17,633963.0
2018-07-24,624979.0
2018-09-26,720123.0
2019-05-08,568976.0
2019-03-05,827907.0
2019-02-01,876044.0
2018-12-31,859357.0
2019-09-13,887946.0
2018-11-29,750659.0
2019-08-12,479627.0
2019-07-11,768345.0
2019-11-14,715894.0
2020-04-20,725733.0
2020-02-04,795256.0
2020-04-23,745400.0
2018-12-14,19935.0
2019-08-27,607343.0
2018-08-08,221774.0
2018-10-11,113683.0
2018-11-12,676179.0
2019-07-26,1339288.0
2019-06-24,707555.0
2019-05-23,765515.0
2019-03-20,764989.0
2019-01-15,447356482.0
2019-11-20,1059301.0
2020-02-07,1006074.0
2020-04-26,918575.0
2020-02-10,985670.0
2020-04-29,724225.0
2019-11-26,683404.0
2019-01-30,1204734.0
2018-08-23,9965471.0
2018-09-24,1693652.0
2018-10-26,997569.0
2019-09-11,824665.0
2018-11-27,963502.0
2019-07-09,331620435.0
2019-06-07,3821877.0
2019-05-06,663525.0
2019-04-04,521494.0
2020-02-16,912915.0
2020-05-05,1079855.0
2019-12-02,1092222.0
2020-02-19,3636920.0
2020-05-08,409601397.0
2019-05-21,300012410.0
2019-03-18,290110034.0
2018-09-07,270451784.0
2018-08-06,250723427.0
2018-10-09,3327282.0
2019-02-14,330406475.0
2018-12-12,291017478.0
2019-07-24,287464316.0
2019-09-26,437151540.0
2019-10-28,459935470.0
2019-12-05,383195654.0
2020-05-11,686575.0
2020-02-25,281838965.0
2020-05-14,390788314.0
2020-02-28,4891149.0
2020-05-17,351557434.0
2019-08-08,278725912.0
2019-06-05,237443066.0
2018-07-20,147195040.0
2018-08-21,111353145.0
2018-10-24,343713.0
2019-04-02,72609436.0
2019-03-01,1771636.0
2019-01-28,1141771.0
2018-12-27,360636800.0
2019-09-09,269789277.0
2020-03-02,967319.0
2020-05-20,282967221.0
2019-12-17,411961998.0
2020-03-05,510049.0
2019-02-12,501420.0
2019-01-11,368386.0
2018-12-10,1107707.0
2019-08-23,286630.0
2018-11-08,168837572.0
2019-07-22,171213275.0
2019-06-20,122681614.0
2018-09-05,77581336.0
2019-04-17,347100.0
2019-09-24,66964302.0
2019-12-20,58446322.0
2020-03-08,46534496.0
2020-05-26,44854164.0
2019-04-30,32483447.0
2019-12-23,45586.0
2020-03-11,15106613.0
2020-05-29,1172441.0
2019-12-26,162020714.0
2020-06-01,165892745.0
2019-05-02,234556276.0
2019-02-27,460067.0
2019-08-06,453480.0
2018-07-18,401527.0
2018-09-20,420609.0
2018-10-22,420891.0
2019-07-05,186579.0
2019-06-03,366173.0
2019-10-09,320931.0
2019-12-12,479243.0
2019-10-11,289254.0
2020-03-17,376424.0
2020-06-04,1508496.0
2019-10-14,397386.0
2020-03-20,370929.0
2020-06-07,362966.0
2018-11-06,493629.0
2019-06-18,380344.0
2019-05-17,770353.0
2019-04-15,353541.0
2019-03-14,339007.0
2019-01-09,277954.0
2018-08-02,331831.0
2018-10-05,480714.0
2019-08-21,252.0
2019-10-17,307241.0
2020-03-23,356573.0
2020-06-10,483384.0
2019-02-25,437229.0
2020-01-07,338747.0
2020-03-26,631650.0
2019-10-23,327055.0
