Dates,VMC
2018-08-07,4241300.0
2018-10-10,1653200.0
2018-12-13,1181000.0
2019-08-26,1657900.0
2019-07-25,765800.0
2019-05-22,1012300.0
2019-03-19,1118900.0
2020-01-06,1081700.0
2020-03-25,936700.0
2020-06-12,1417100.0
2019-10-22,1276900.0
2020-01-09,1190400.0
2020-06-15,805200.0
2019-10-25,1301500.0
2020-03-31,1177700.0
2020-06-18,807100.0
2019-04-03,910000.0
2018-08-22,1469900.0
2018-10-25,1466200.0
2019-01-29,1288200.0
2018-12-28,1256400.0
2018-11-26,919000.0
2019-08-09,1372600.0
2019-07-08,1182400.0
2019-06-06,938600.0
2019-09-10,1095100.0
2020-01-15,1605200.0
2020-04-03,916600.0
2019-10-31,1432600.0
2020-04-06,670800.0
2020-06-24,2181900.0
2018-11-09,1287100.0
2019-07-23,1656600.0
2019-06-21,993100.0
2019-05-20,814300.0
2019-04-18,666100.0
2018-09-06,799200.0
2018-10-08,685300.0
2019-02-13,570900.0
2018-12-11,655900.0
2019-09-25,1192000.0
2020-01-21,450000.0
2020-04-09,662400.0
2019-11-06,692200.0
2020-01-24,1355200.0
2020-01-27,507800.0
2020-04-15,722200.0
2018-12-26,653300.0
2019-08-07,989800.0
2019-06-04,691600.0
2018-09-21,1402400.0
2018-07-19,2097000.0
2018-08-20,2353700.0
2018-10-23,2297300.0
2019-05-03,987100.0
2019-04-01,1499600.0
2019-02-28,1554200.0
2019-11-12,1128500.0
2020-01-30,670100.0
2019-11-15,866000.0
2020-04-21,881800.0
2019-04-16,920800.0
2019-03-15,896700.0
2019-02-11,934800.0
2019-01-10,800400.0
2019-08-22,716900.0
2018-11-07,642400.0
2018-08-03,1423500.0
2018-09-04,1278400.0
2019-06-19,529900.0
2019-09-23,1137800.0
2019-11-18,640800.0
2020-02-05,590900.0
2020-04-24,1111900.0
2019-03-29,1403400.0
2019-11-21,1269600.0
2020-04-27,1103700.0
2020-02-11,1348200.0
2020-04-30,946500.0
2019-05-01,748900.0
2019-02-26,1549600.0
2019-01-25,662000.0
2018-12-24,808900.0
2019-09-06,780900.0
2018-07-17,668600.0
2018-09-19,592300.0
2019-08-05,970300.0
2019-10-08,1034700.0
2019-12-11,980300.0
2019-11-27,648000.0
2020-02-14,566000.0
2020-05-06,732100.0
2019-01-08,686900.0
2018-12-07,1193300.0
2019-08-20,858000.0
2018-11-05,807000.0
2019-07-19,512600.0
2018-10-04,538700.0
2019-06-17,1281000.0
2019-05-16,735000.0
2018-08-01,565000.0
2019-03-13,637000.0
2019-12-03,878600.0
2020-02-20,1185700.0
2019-12-06,1229700.0
2020-05-12,649500.0
2019-12-09,1004500.0
2020-02-26,754200.0
2020-05-15,916400.0
2019-03-28,1018700.0
2018-09-17,3155600.0
2018-08-16,1768200.0
2018-10-19,961000.0
2019-04-29,1017100.0
2019-01-23,1516300.0
2019-09-04,1167800.0
2018-11-20,810900.0
2019-07-02,595200.0
2019-05-31,1062000.0
2019-12-12,920300.0
2020-05-18,861900.0
2019-09-27,858400.0
2020-03-03,847800.0
2020-05-21,702000.0
2019-05-14,647700.0
2018-08-31,622400.0
2018-07-30,653600.0
2018-10-02,659400.0
2019-04-12,695200.0
2019-03-11,1489900.0
2019-02-07,800700.0
2019-07-17,417300.0
2019-09-19,979900.0
2019-10-21,831700.0
2019-12-18,709200.0
2020-03-06,654500.0
2019-10-03,608400.0
2020-03-09,910000.0
2020-05-27,1181600.0
2019-12-24,715000.0
2020-03-12,808400.0
2018-12-20,931000.0
2019-08-01,707400.0
2018-08-14,1199400.0
2018-07-13,1017800.0
2018-10-17,1743500.0
2019-05-29,976500.0
2019-03-26,912800.0
2019-02-22,917400.0
2019-10-04,949200.0
2019-11-05,1090400.0
2019-12-27,1114100.0
2020-06-02,796900.0
2019-12-30,727500.0
2020-03-18,568500.0
2020-06-05,787200.0
2019-07-15,950700.0
2018-12-03,1235800.0
2019-06-13,732100.0
2019-01-04,1210500.0
2018-08-29,870500.0
2019-02-05,866400.0
2018-11-01,884800.0
2019-08-16,953700.0
2019-04-10,882900.0
2019-09-17,447400.0
2019-10-15,747200.0
2020-01-02,673100.0
2020-06-08,1161000.0
2019-10-18,972600.0
2020-03-24,489400.0
2020-06-11,1566100.0
2020-01-08,561300.0
2019-04-25,610700.0
2019-07-30,827600.0
2019-02-20,606300.0
2018-07-11,621300.0
2018-09-13,1264500.0
2018-10-15,1359100.0
2019-06-28,1075600.0
2018-12-18,965400.0
2018-11-16,912700.0
2019-10-02,1624700.0
2020-03-27,1626400.0
2020-01-10,2253200.0
2019-10-24,1193500.0
2020-03-30,1045400.0
2020-06-17,656000.0
2020-01-14,636000.0
2020-04-02,916300.0
2019-01-02,1498300.0
2019-08-14,1180100.0
2018-10-30,1099800.0
2019-06-11,788500.0
2019-05-10,793100.0
2019-04-08,1064600.0
2018-08-27,1378100.0
2018-07-26,1008000.0
2018-09-28,732400.0
2019-03-07,991600.0
2019-10-30,425700.0
2020-01-17,581100.0
2020-06-23,572600.0
2020-04-08,693700.0
2020-06-26,1132200.0
2019-03-22,574900.0
2019-01-17,889500.0
2019-08-29,870600.0
2018-11-14,511200.0
2019-06-26,559700.0
2018-09-11,666300.0
2018-07-09,632400.0
2018-08-10,1077800.0
2019-04-23,1369400.0
2019-09-30,1250200.0
2020-01-23,2218600.0
2019-11-08,790300.0
2020-04-14,305600.0
2019-11-11,315800.0
2020-01-29,500900.0
2020-04-17,536000.0
2018-07-24,600200.0
2018-09-26,843400.0
2019-05-08,906800.0
2019-03-05,798000.0
2019-02-01,976500.0
2018-12-31,674100.0
2018-11-29,649900.0
2019-08-12,659900.0
2019-07-11,687800.0
2019-09-13,1412700.0
2019-11-14,1203100.0
2020-04-20,888700.0
2020-02-04,826800.0
2020-04-23,1173700.0
2018-12-14,665500.0
2019-08-27,545400.0
2018-08-08,565300.0
2018-10-11,1071800.0
2018-11-12,838000.0
2019-07-26,669000.0
2019-06-24,621600.0
2019-05-23,1042500.0
2019-03-20,1011900.0
2019-01-15,936800.0
2019-11-20,1222800.0
2020-02-07,1030000.0
2020-02-10,544800.0
2020-04-29,732400.0
2019-11-26,982900.0
2020-02-13,1050900.0
2019-01-30,704800.0
2018-08-23,640600.0
2018-09-24,2306400.0
2018-11-27,1220000.0
2018-10-26,1299600.0
2019-07-09,1032300.0
2019-06-07,994600.0
2019-05-06,901000.0
2019-04-04,1911200.0
2019-09-11,2282500.0
2019-11-29,2431900.0
2020-05-05,1619600.0
2019-12-02,2133200.0
2020-02-19,1515700.0
2020-05-08,1129700.0
2019-05-21,1387700.0
2019-03-18,1425700.0
2018-09-07,1539400.0
2018-08-06,1454800.0
2018-10-09,2366900.0
2019-02-14,2147300.0
2018-12-12,1575800.0
2019-07-24,1774100.0
2019-09-26,2865300.0
2019-10-28,2696200.0
2019-12-05,3278700.0
2020-05-11,1956900.0
2019-07-03,3488100.0
2020-02-25,2192400.0
2020-05-14,1451900.0
2020-02-28,1741500.0
2019-08-08,1034300.0
2019-06-05,2921900.0
2018-07-20,2616100.0
2018-08-21,2667100.0
2018-10-24,1988500.0
2019-04-02,1997400.0
2019-03-01,1600800.0
2019-01-28,1182300.0
2018-12-27,2769300.0
2019-09-09,1523700.0
2020-03-02,1209300.0
2020-05-20,1659500.0
2019-12-17,1708800.0
2020-03-05,1203100.0
2019-02-12,1347900.0
2019-01-11,1068400.0
2018-12-10,891400.0
2019-08-23,2290200.0
2018-11-08,1541200.0
2019-07-22,1325300.0
2019-06-20,1214000.0
2018-09-05,1478900.0
2019-04-17,1262400.0
2019-09-24,983900.0
2019-12-20,1157800.0
2020-05-26,1401000.0
2019-04-30,1781600.0
2019-12-23,1066600.0
2020-03-11,1219500.0
2020-05-29,2016500.0
2019-12-26,1283400.0
2020-06-01,1460400.0
2019-05-02,1870100.0
2019-02-27,2076600.0
2018-11-23,1288300.0
2019-08-06,928800.0
2018-07-18,1476900.0
2018-09-20,961000.0
2018-10-22,1013900.0
2019-07-05,1791800.0
2019-06-03,2153300.0
2019-10-09,1107300.0
2019-10-11,843600.0
2020-03-17,1692000.0
2020-06-04,2537100.0
2019-10-14,2469900.0
2020-03-20,1461400.0
2018-11-06,1135100.0
2019-06-18,1021700.0
2019-05-17,1190600.0
2019-04-15,710900.0
2019-03-14,1936700.0
2019-01-09,1026900.0
2018-08-02,801200.0
2018-10-05,3247700.0
2019-08-21,1014500.0
2019-10-17,969500.0
2020-03-23,1212900.0
2020-06-10,719200.0
2019-02-25,818200.0
2020-01-07,1299300.0
2020-03-26,1507100.0
2019-10-23,3678100.0
