Dates,ES=F
2020-06-14,3118.25
2020-01-10,3132.75
2019-10-24,3143.75
2020-03-30,3153.75
2020-06-17,3146.0
2019-10-27,3114.25
2020-01-14,3091.0
2020-04-02,3111.0
2019-01-02,3117.75
2019-08-14,3146.0
2018-10-30,3146.75
2019-06-11,3134.5
2019-05-10,3136.0
2019-04-08,3143.0
2018-08-27,3168.0
2018-07-26,3172.0
2018-09-28,3176.25
2019-03-07,3194.25
2019-10-30,3192.0
2020-01-17,3194.75
2020-06-23,3207.0
2020-04-08,3231.02001953125
2020-06-26,3228.25
2019-11-05,3227.25
2019-03-22,3244.5
2019-01-17,3237.5
2019-08-29,3240.75
2018-11-14,3223.5
2019-07-28,3231.0
2019-06-26,3259.0
2018-09-11,3235.5
2018-07-09,3222.5
2018-08-10,3243.5
2019-04-23,3235.25
2020-01-23,3260.25
2020-06-29,3276.0
2019-11-08,3264.75
2020-01-26,3269.5
2020-04-14,3289.75
2019-11-11,3288.0
2020-01-29,3293.75
2020-04-17,3316.5
2018-07-24,3325.0
2018-09-26,3326.5
2019-05-08,3319.5
2019-03-05,3319.75
2019-02-01,3326.0
2018-12-31,3293.5
2018-11-29,3256.5
2019-08-12,3239.5
2019-07-11,3278.25
2019-09-13,3272.5
2019-11-14,3289.75
2020-04-20,3224.0
2019-11-17,3233.0
2020-02-04,3245.5
2020-04-23,3299.5
2018-12-14,3335.0
2019-08-27,3345.25
2018-08-08,3325.5
2018-10-11,3313.25
2018-11-12,3353.0
2019-07-26,3357.5
2019-06-24,3380.5
2019-05-23,3377.5
2019-03-20,3381.0
2019-01-15,3387.75
2019-11-20,3369.25
2020-02-07,3387.25
2020-04-26,3369.25
2019-09-05,3339.25
2020-02-10,3299.25
2020-04-29,3226.25
2019-09-08,3132.5
2019-11-26,3110.25
2020-02-13,3110.25
2019-01-30,2956.89990234375
2018-08-23,2957.0
2018-09-24,2951.10009765625
2018-10-26,3065.10009765625
2018-11-27,2997.10009765625
2019-07-09,3114.699951171875
2019-06-07,3015.5
2019-05-06,3015.5
2019-04-04,2964.10009765625
2019-09-11,2747.699951171875
2020-02-16,2865.75
2020-05-05,2740.300048828125
2019-12-02,2468.89990234375
2020-02-19,2468.89990234375
2020-05-08,2683.89990234375
2019-05-21,2408.0
2019-03-18,2485.5
2018-09-07,2401.39990234375
2018-08-06,2389.0
2018-10-09,2203.25
2019-02-14,2254.75
2018-12-12,2421.5
2019-08-25,2466.25
2019-07-24,2625.75
2019-09-26,2520.0
2019-12-05,2489.0
2020-05-11,2615.25
2019-12-08,2540.5
2020-02-25,2469.0
2020-05-14,2504.0
2019-09-23,2480.25
2020-02-28,2658.0
2020-05-17,2644.5
2019-08-08,2748.25
2019-07-07,2787.0
2019-06-05,2745.0
2018-07-20,2766.5
2018-08-21,2834.0
2018-10-24,2754.25
2019-04-02,2866.5
2019-03-01,2869.0
2019-01-28,2847.5
2018-12-27,2816.5
2020-03-02,2739.75
2020-05-20,2732.0
2019-09-29,2770.0
2019-12-17,2828.0
2020-03-05,2818.75
2019-02-12,2867.0
2019-01-11,2872.5
2018-12-10,2867.25
2019-08-23,2941.0
2018-11-08,2902.5
2019-07-22,2776.5
2019-06-20,2821.75
2018-09-05,2866.75
2019-04-17,2833.0
2019-09-24,2884.5
2019-12-20,2930.5
2020-03-08,2936.0
2020-05-26,2915.25
2019-04-30,2829.75
2019-12-23,2818.25
2020-03-11,2851.0
2020-05-29,2854.75
2019-12-26,2870.5
2020-06-01,2947.75
2019-05-02,2923.5
2019-02-27,2964.5
2019-08-06,2948.75
2018-07-18,2956.25
2018-09-20,2967.5
2018-10-22,2953.0
2019-07-05,2994.5
2019-06-03,3035.5
2019-10-09,3038.0
2019-11-10,3021.5
2019-10-11,3042.0
2019-12-29,3054.0
2020-03-17,3077.0
2020-06-04,3117.75
2019-10-14,3110.5
2020-03-20,3209.25
2020-06-07,3186.75
2018-11-06,3227.5
2019-06-18,3205.5
2019-05-17,3186.0
2019-04-15,3010.25
2019-03-14,3000.75
2019-01-09,3023.75
2018-08-02,3062.0
2018-10-05,3118.25
2019-08-21,3107.0
2019-09-22,3098.0
2019-10-17,3053.25
2020-03-23,3059.5
2020-06-10,3110.75
2019-02-25,3118.5
2019-10-20,3049.0
2020-01-07,3070.75
2020-03-26,3002.75
2019-10-23,3007.0
