Dates,DLTR
2019-07-15,1840200.0
2018-12-03,2011800.0
2019-06-13,1658100.0
2019-01-04,2456400.0
2018-08-29,1934300.0
2019-02-05,2595600.0
2018-11-01,1740900.0
2019-08-16,1731600.0
2019-04-10,1536200.0
2019-09-17,1107000.0
2019-10-15,2200000.0
2020-01-02,1154000.0
2020-06-08,1241200.0
2019-10-18,1639300.0
2020-03-24,1106100.0
2020-06-11,1348700.0
2020-01-08,1346200.0
2019-04-25,2008200.0
2019-07-30,1358000.0
2019-02-20,1091100.0
2018-07-11,1439200.0
2018-09-13,1695100.0
2018-10-15,1150400.0
2019-06-28,1200900.0
2018-12-18,1812500.0
2018-11-16,1290400.0
2019-10-02,1105900.0
2020-03-27,1260600.0
2020-01-10,830100.0
2019-10-24,1265100.0
2020-03-30,1297800.0
2020-06-17,1450900.0
2020-01-14,1695100.0
2020-04-02,1574900.0
2019-01-02,1311700.0
2019-08-14,1223200.0
2018-10-30,1428500.0
2019-06-11,1261500.0
2019-05-10,1339700.0
2019-04-08,1540900.0
2018-08-27,2030700.0
2018-07-26,3367900.0
2018-09-28,23908100.0
2019-03-07,7354000.0
2019-10-30,3004800.0
2020-01-17,8044500.0
2020-06-23,3441600.0
2020-04-08,3945900.0
2020-06-26,4687700.0
2019-03-22,3195200.0
2019-01-17,3011300.0
2019-08-29,2656900.0
2018-11-14,2259200.0
2019-06-26,2861700.0
2018-09-11,3749700.0
2018-07-09,3068700.0
2018-08-10,3266100.0
2019-04-23,2366500.0
2019-09-30,2245500.0
2020-01-23,3744800.0
2019-11-08,2413900.0
2020-04-14,952900.0
2019-11-11,1615100.0
2020-01-29,2768300.0
2020-04-17,3409500.0
2018-07-24,1873500.0
2018-09-26,2191500.0
2019-05-08,2102600.0
2019-03-05,3431600.0
2019-02-01,2969000.0
2018-12-31,5911500.0
2018-11-29,4131400.0
2019-08-12,2682400.0
2019-07-11,3509100.0
2019-09-13,4549100.0
2019-11-14,3945100.0
2020-04-20,2141900.0
2020-02-04,2447300.0
2020-04-23,9623800.0
2018-12-14,3153500.0
2019-08-27,3679600.0
2018-08-08,4061100.0
2018-10-11,2805500.0
2018-11-12,3821200.0
2019-07-26,2028400.0
2019-06-24,2497000.0
2019-05-23,2704700.0
2019-03-20,1906000.0
2019-01-15,1588100.0
2019-11-20,1315000.0
2020-02-07,1815700.0
2020-02-10,1286500.0
2020-04-29,1201900.0
2019-11-26,1708200.0
2020-02-13,1370600.0
2019-01-30,1200400.0
2018-08-23,1690300.0
2018-09-24,2078300.0
2018-11-27,2154500.0
2018-10-26,1979500.0
2019-07-09,2279000.0
2019-06-07,2805300.0
2019-05-06,2739600.0
2019-04-04,2372100.0
2019-09-11,3270400.0
2019-11-29,4580400.0
2020-05-05,3936600.0
2019-12-02,3248600.0
2020-02-19,7807300.0
2020-05-08,4237300.0
2019-05-21,3879900.0
2019-03-18,5052700.0
2018-09-07,4897100.0
2018-08-06,3444800.0
2018-10-09,6504200.0
2019-02-14,5591600.0
2018-12-12,5182600.0
2019-07-24,5021600.0
2019-09-26,4355600.0
2019-10-28,4218400.0
2019-12-05,5334700.0
2020-05-11,4496200.0
2019-07-03,3509300.0
2020-02-25,3022100.0
2020-05-14,3506500.0
2020-02-28,2863400.0
2019-08-08,2910500.0
2019-06-05,5920600.0
2018-07-20,4847000.0
2018-08-21,4696700.0
2018-10-24,2416800.0
2019-04-02,3555700.0
2019-03-01,2967600.0
2019-01-28,2425400.0
2018-12-27,2498300.0
2019-09-09,2374300.0
2020-03-02,2313600.0
2020-05-20,1726100.0
2019-12-17,2057000.0
2020-03-05,2609500.0
2019-02-12,1832200.0
2019-01-11,2556300.0
2018-12-10,1466700.0
2019-08-23,4372700.0
2018-11-08,2541900.0
2019-07-22,3092100.0
2019-06-20,1984900.0
2018-09-05,1540000.0
2019-04-17,2299900.0
2019-09-24,1665400.0
2019-12-20,1529700.0
2020-05-26,1712300.0
2019-04-30,1943400.0
2019-12-23,2598700.0
2020-03-11,1884800.0
2020-05-29,2205600.0
2019-12-26,1895700.0
2020-06-01,1840100.0
2019-05-02,2216500.0
2019-02-27,1974900.0
2018-11-23,2976300.0
2019-08-06,2072900.0
2018-07-18,2380800.0
2018-09-20,1643000.0
2018-10-22,2403600.0
2019-07-05,3583900.0
2019-06-03,4501500.0
2019-10-09,13547000.0
2019-10-11,3934700.0
2020-03-17,3060400.0
2020-06-04,3926000.0
2019-10-14,2375600.0
2020-03-20,2674800.0
2018-11-06,3719800.0
2019-06-18,3192600.0
2019-05-17,2432500.0
2019-04-15,2687800.0
2019-03-14,2505600.0
2019-01-09,2799600.0
2018-08-02,2414100.0
2018-10-05,2352400.0
2019-08-21,1848800.0
2019-10-17,2603300.0
2020-03-23,2869700.0
2020-06-10,1569500.0
2019-02-25,1797200.0
2020-01-07,2738300.0
2020-03-26,3134800.0
2019-10-23,4310400.0
