Dates,NRG
2020-02-14,3782600.0
2020-05-06,4327200.0
2019-01-08,6333800.0
2018-12-07,5632200.0
2019-08-20,4063900.0
2018-11-05,2741600.0
2019-07-19,1850900.0
2018-10-04,2102800.0
2019-06-17,3541900.0
2019-05-16,2676000.0
2018-08-01,2649600.0
2019-03-13,1991600.0
2019-12-03,2029800.0
2020-02-20,2700400.0
2019-12-06,4879000.0
2020-05-12,6674700.0
2019-12-09,2420100.0
2020-02-26,4132300.0
2020-05-15,2471700.0
2019-03-28,2684000.0
2018-09-17,2226600.0
2018-08-16,1897400.0
2018-10-19,2070600.0
2019-04-29,1995800.0
2019-01-23,2227600.0
2019-09-04,3579100.0
2018-11-20,4325300.0
2019-07-02,2797500.0
2019-05-31,2976200.0
2019-12-12,3232700.0
2020-05-18,4928200.0
2019-09-27,4843800.0
2020-03-03,3310400.0
2020-05-21,2287900.0
2019-05-14,2383700.0
2018-08-31,2153000.0
2018-07-30,2338900.0
2018-10-02,3132200.0
2019-04-12,3602800.0
2019-03-11,2058700.0
2019-02-07,2260300.0
2019-07-17,2306700.0
2019-09-19,4258900.0
2019-10-21,2000700.0
2019-12-18,2678300.0
2020-03-06,1469300.0
2019-10-03,1554100.0
2020-03-09,2009700.0
2020-05-27,2386400.0
2019-12-24,2287200.0
2020-03-12,2918600.0
2018-12-20,2230700.0
2019-08-01,1855600.0
2018-08-14,2088100.0
2018-07-13,2100800.0
2018-10-17,2339800.0
2019-05-29,2929100.0
2019-03-26,2435200.0
2019-02-22,2801000.0
2019-10-04,3035100.0
2019-11-05,2081000.0
2019-12-27,4399900.0
2020-06-02,2497100.0
2019-12-30,2831400.0
2020-03-18,2605600.0
2020-06-05,2256800.0
2019-07-15,1520300.0
2018-12-03,1899600.0
2019-06-13,1859400.0
2019-01-04,3188300.0
2018-08-29,2272800.0
2019-02-05,1756400.0
2018-11-01,1596300.0
2019-08-16,2484900.0
2019-04-10,2102700.0
2019-09-17,1518800.0
2019-10-15,1646900.0
2020-01-02,1615900.0
2020-06-08,1206000.0
2019-10-18,2136500.0
2020-03-24,1453500.0
2020-06-11,3082400.0
2020-01-08,1529500.0
2019-04-25,2127200.0
2019-07-30,1447300.0
2019-02-20,1793700.0
2018-07-11,1791400.0
2018-09-13,1963500.0
2018-10-15,1771100.0
2019-06-28,1232400.0
2018-12-18,1892000.0
2018-11-16,2129900.0
2019-10-02,1878200.0
2020-03-27,4309200.0
2020-01-10,3780800.0
2019-10-24,6602400.0
2020-03-30,6554200.0
2020-06-17,3451800.0
2020-01-14,2292400.0
2020-04-02,2466700.0
2019-01-02,3120200.0
2019-08-14,2907900.0
2018-10-30,1808100.0
2019-06-11,2409700.0
2019-05-10,2947900.0
2019-04-08,4088900.0
2018-08-27,3505500.0
2018-07-26,2886300.0
2018-09-28,3600300.0
2019-03-07,3246300.0
2019-10-30,1678000.0
2020-01-17,2500100.0
2020-06-23,3465600.0
2020-04-08,4480600.0
2020-06-26,3718500.0
2019-03-22,3952500.0
2019-01-17,3056800.0
2019-08-29,2829600.0
2018-11-14,1915700.0
2019-06-26,2391800.0
2018-09-11,2480600.0
2018-07-09,2452300.0
2018-08-10,2893900.0
2019-04-23,2078600.0
2019-09-30,2793300.0
2020-01-23,4070600.0
2019-11-08,1699900.0
2020-04-14,701900.0
2019-11-11,1420000.0
2020-01-29,1714500.0
2020-04-17,1431000.0
2018-07-24,1644500.0
2018-09-26,2581100.0
2019-05-08,2751300.0
2019-03-05,2605600.0
2019-02-01,2446000.0
2018-12-31,3594200.0
2018-11-29,2329200.0
2019-08-12,1859300.0
2019-07-11,2447800.0
2019-09-13,2728000.0
2019-11-14,2736500.0
2020-04-20,2059100.0
2020-02-04,2209200.0
2020-04-23,1958500.0
2018-12-14,2445600.0
2019-08-27,1912200.0
2018-08-08,2912600.0
2018-10-11,2094100.0
2018-11-12,1822900.0
2019-07-26,2315200.0
2019-06-24,2352800.0
2019-05-23,3231300.0
2019-03-20,2428800.0
2019-01-15,3247900.0
2019-11-20,2897100.0
2020-02-07,2283400.0
2020-02-10,1302300.0
2020-04-29,1810800.0
2019-11-26,1978100.0
2020-02-13,1822200.0
2019-01-30,1749300.0
2018-08-23,1825500.0
2018-09-24,1828100.0
2018-11-27,1888200.0
2018-10-26,2425700.0
2019-07-09,1854600.0
2019-06-07,2629700.0
2019-05-06,3499700.0
2019-04-04,3559400.0
2019-09-11,3885300.0
2019-11-29,6020200.0
2020-05-05,3885200.0
2019-12-02,3208800.0
2020-02-19,4961200.0
2020-05-08,3471000.0
2019-05-21,3078700.0
2019-03-18,4954700.0
2018-09-07,4503900.0
2018-08-06,5745400.0
2018-10-09,6385500.0
2019-02-14,5398200.0
2018-12-12,3893800.0
2019-07-24,4547800.0
2019-09-26,5335200.0
2019-10-28,3611600.0
2019-12-05,6080800.0
2020-05-11,5404600.0
2019-07-03,4211500.0
2020-02-25,4666500.0
2020-05-14,3597500.0
2020-02-28,3399400.0
2019-08-08,3588900.0
2019-06-05,2981400.0
2018-07-20,3880500.0
2018-08-21,6675100.0
2018-10-24,6458700.0
2019-04-02,2995900.0
2019-03-01,3158500.0
2019-01-28,2547400.0
2018-12-27,4052900.0
2019-09-09,2122100.0
2020-03-02,2359200.0
2020-05-20,2733900.0
2019-12-17,4127300.0
2020-03-05,3055900.0
2019-02-12,3348500.0
2019-01-11,2488600.0
2018-12-10,3442200.0
2019-08-23,2170300.0
2018-11-08,2481200.0
2019-07-22,2376900.0
2019-06-20,3463200.0
2018-09-05,3530400.0
2019-04-17,2636600.0
2019-09-24,1812500.0
2019-12-20,2200700.0
2020-05-26,2798200.0
2019-04-30,2553500.0
2019-12-23,4350100.0
2020-03-11,2407600.0
2020-05-29,2625300.0
2019-12-26,3764000.0
2020-06-01,3145300.0
2019-05-02,2665700.0
2019-02-27,2708200.0
2018-11-23,3769600.0
2019-08-06,2427600.0
2018-07-18,2650700.0
2018-09-20,1905300.0
2018-10-22,1524100.0
2019-07-05,2330400.0
2019-06-03,2344900.0
2019-10-09,2298100.0
2019-10-11,3487200.0
2020-03-17,1692900.0
2020-06-04,2319100.0
2019-10-14,3021000.0
2020-03-20,3377300.0
2018-11-06,4298200.0
2019-06-18,2784800.0
2019-05-17,1985100.0
2019-04-15,2744900.0
2019-03-14,3303500.0
2019-01-09,3070800.0
2018-08-02,2684600.0
2018-10-05,2237500.0
2019-08-21,2601600.0
2019-10-17,1886300.0
2020-03-23,4540100.0
2020-06-10,2443500.0
2019-02-25,2368800.0
2020-01-07,2928700.0
2020-03-26,2935200.0
2019-10-23,4581900.0
