Dates,PEAK
2019-08-07,3034400.0
2019-06-04,3125200.0
2018-09-21,2796600.0
2018-07-19,3588200.0
2018-08-20,2212100.0
2018-10-23,3890700.0
2019-05-03,2672000.0
2019-04-01,2270300.0
2019-02-28,3115600.0
2019-11-12,2359800.0
2020-01-30,2742300.0
2019-11-15,2442500.0
2020-04-21,4278600.0
2019-04-16,2092600.0
2019-03-15,1774300.0
2019-02-11,2658100.0
2019-01-10,2771600.0
2019-08-22,1799700.0
2018-11-07,2693400.0
2018-08-03,1810000.0
2018-09-04,2817600.0
2019-06-19,4278600.0
2019-09-23,5222100.0
2019-11-18,3278900.0
2020-02-05,2541100.0
2020-04-24,4579400.0
2019-03-29,3238100.0
2019-11-21,3723500.0
2020-04-27,5162200.0
2020-02-11,2527800.0
2020-04-30,2847100.0
2019-05-01,1716400.0
2019-02-26,2262600.0
2019-01-25,1639200.0
2018-12-24,2541100.0
2019-09-06,3003600.0
2018-07-17,2263400.0
2018-09-19,2628600.0
2019-08-05,3268200.0
2019-10-08,8783900.0
2019-12-11,7466400.0
2019-11-27,3792800.0
2020-02-14,2595100.0
2020-05-06,3565900.0
2019-01-08,2038800.0
2018-12-07,4017500.0
2019-08-20,3513400.0
2018-11-05,4540900.0
2019-07-19,1121700.0
2018-10-04,1747300.0
2019-06-17,2014500.0
2019-05-16,1955600.0
2018-08-01,1729400.0
2019-03-13,2797200.0
2019-12-03,1914200.0
2020-02-20,1972000.0
2019-12-06,1205800.0
2020-05-12,1731700.0
2019-12-09,2041500.0
2020-02-26,1859800.0
2020-05-15,1422700.0
2019-03-28,1358900.0
2018-09-17,2386300.0
2018-08-16,2354100.0
2018-10-19,1733900.0
2019-04-29,1631800.0
2019-01-23,2136400.0
2019-09-04,3331300.0
2018-11-20,4019300.0
2019-07-02,3858500.0
2019-05-31,3597800.0
2019-12-12,2765300.0
2020-05-18,3254700.0
2019-09-27,2822300.0
2020-03-03,2589300.0
2020-05-21,3076100.0
2019-05-14,3253800.0
2018-08-31,2660600.0
2018-07-30,3093000.0
2018-10-02,2441000.0
2019-04-12,1777500.0
2019-03-11,2749600.0
2019-02-07,1911900.0
2019-07-17,1585800.0
2019-09-19,2481300.0
2019-10-21,2833700.0
2019-12-18,3040900.0
2020-03-06,1821500.0
2019-10-03,2478300.0
2020-03-09,2669000.0
2020-05-27,3260800.0
2019-12-24,3139500.0
2020-03-12,3358300.0
2018-12-20,2155100.0
2019-08-01,2353200.0
2018-08-14,4374600.0
2018-07-13,3671900.0
2018-10-17,3563200.0
2019-05-29,3848400.0
2019-03-26,2319700.0
2019-02-22,2976700.0
2019-10-04,3553600.0
2019-11-05,2583600.0
2019-12-27,8411000.0
2020-06-02,2118300.0
2019-12-30,3979400.0
2020-03-18,2627900.0
2020-06-05,2084700.0
2019-07-15,2784000.0
2018-12-03,3213200.0
2019-06-13,2788400.0
2019-01-04,2977600.0
2018-08-29,3656800.0
2019-02-05,3397500.0
2018-11-01,2143900.0
2019-08-16,2502400.0
2019-04-10,2274100.0
2019-09-17,2842200.0
2019-10-15,2039800.0
2020-01-02,1377600.0
2020-06-08,2310800.0
2019-10-18,2828100.0
2020-03-24,1679700.0
2020-06-11,2174100.0
2020-01-08,1828700.0
2019-04-25,2354900.0
2019-07-30,2887400.0
2019-02-20,2573100.0
2018-07-11,3833900.0
2018-09-13,4201700.0
2018-10-15,2906600.0
2019-06-28,4033200.0
2018-12-18,5195700.0
2018-11-16,3895600.0
2019-10-02,4820900.0
2020-03-27,0.0
2020-01-10,6087800.0
2019-10-24,4003500.0
2020-03-30,4242900.0
2020-06-17,2811800.0
2020-01-14,4136100.0
2020-04-02,3453900.0
2019-01-02,2730600.0
2019-08-14,8516500.0
2018-10-30,3437300.0
2019-06-11,3362400.0
2019-05-10,3701800.0
2019-04-08,3303100.0
2018-08-27,3242600.0
2018-07-26,3931500.0
2018-09-28,16068100.0
2019-03-07,2539800.0
2019-10-30,1965500.0
2020-01-17,4307300.0
2020-06-23,3156900.0
2020-04-08,3668200.0
2020-06-26,2757100.0
2019-03-22,2544500.0
2019-01-17,2388000.0
2019-08-29,2981200.0
2018-11-14,3492000.0
2019-06-26,3528300.0
2018-09-11,6464200.0
2018-07-09,3635800.0
2018-08-10,5567400.0
2019-04-23,3055700.0
2019-09-30,3288200.0
2020-01-23,8146800.0
2019-11-08,2104900.0
2020-04-14,431300.0
2019-11-11,3316000.0
2020-01-29,1274200.0
2020-04-17,1733800.0
2018-07-24,2155100.0
2018-09-26,5490200.0
2019-05-08,2996200.0
2019-03-05,2688400.0
2019-02-01,1786500.0
2018-12-31,2651200.0
2018-11-29,2591100.0
2019-08-12,2644000.0
2019-07-11,2524900.0
2019-09-13,1755100.0
2019-11-14,4647700.0
2020-04-20,2520200.0
2020-02-04,4382700.0
2020-04-23,3294400.0
2018-12-14,4302800.0
2019-08-27,2437200.0
2018-08-08,2814900.0
2018-10-11,3724600.0
2018-11-12,3085200.0
2019-07-26,3894200.0
2019-06-24,2773800.0
2019-05-23,4319600.0
2019-03-20,3687900.0
2019-01-15,2351800.0
2019-11-20,2175700.0
2020-02-07,1910400.0
2020-02-10,1889300.0
2020-04-29,2507400.0
2019-11-26,2307700.0
2020-02-13,3242000.0
2019-01-30,3103200.0
2018-08-23,2415000.0
2018-09-24,2430500.0
2018-11-27,1892300.0
2018-10-26,2687300.0
2019-07-09,8038100.0
2019-06-07,4212800.0
2019-05-06,4328600.0
2019-04-04,4922900.0
2019-09-11,4829600.0
2019-11-29,7435300.0
2020-05-05,5655300.0
2019-12-02,5994600.0
2020-02-19,3942600.0
2020-05-08,4531600.0
2019-05-21,4678300.0
2019-03-18,6026100.0
2018-09-07,7945500.0
2018-08-06,8169000.0
2018-10-09,9149800.0
2019-02-14,9763600.0
2018-12-12,5973300.0
2019-07-24,7446200.0
2019-09-26,4720200.0
2019-10-28,6864600.0
2019-12-05,9259000.0
2020-05-11,5503100.0
2019-07-03,7531700.0
2020-02-25,8591100.0
2020-05-14,5489000.0
2020-02-28,6464800.0
2019-08-08,4645300.0
2019-06-05,6739500.0
2018-07-20,4385400.0
2018-08-21,4217600.0
2018-10-24,3686500.0
2019-04-02,4509800.0
2019-03-01,3924600.0
2019-01-28,4831700.0
2018-12-27,6512200.0
2019-09-09,4569800.0
2020-03-02,4657000.0
2020-05-20,4587400.0
2019-12-17,3950100.0
2020-03-05,3721700.0
2019-02-12,3040200.0
2019-01-11,5603700.0
2018-12-10,3011900.0
2019-08-23,4084800.0
2018-11-08,3914400.0
2019-07-22,2214600.0
2019-06-20,3965800.0
2018-09-05,6025700.0
2019-04-17,5136900.0
2019-09-24,3793400.0
2019-12-20,2918100.0
2020-05-26,4555600.0
2019-04-30,4678200.0
2019-12-23,5660800.0
2020-03-11,2662900.0
2020-05-29,2471400.0
2019-12-26,3841400.0
2020-06-01,3934200.0
2019-05-02,4916400.0
2019-02-27,4914000.0
2018-11-23,5206100.0
2019-08-06,5176700.0
2018-07-18,4874400.0
2018-09-20,4238700.0
2018-10-22,4307800.0
2019-07-05,3518600.0
2019-06-03,5209200.0
2019-10-09,4143400.0
2019-10-11,21765800.0
2020-03-17,7466200.0
2020-06-04,4471300.0
2019-10-14,4577400.0
2020-03-20,4782500.0
2018-11-06,8262000.0
2019-06-18,4089200.0
2019-05-17,2914400.0
2019-04-15,5108800.0
2019-03-14,5280400.0
2019-01-09,4620600.0
2018-08-02,4838600.0
2018-10-05,4669300.0
2019-08-21,3337700.0
2019-10-17,2969000.0
2020-03-23,18311600.0
2020-06-10,5048800.0
2019-02-25,5037700.0
2020-01-07,3754500.0
2020-03-26,3637500.0
2019-10-23,4784300.0
