Dates,CMG
2018-07-17,358300.0
2018-09-19,384800.0
2019-08-05,314300.0
2019-10-08,366600.0
2019-12-11,362900.0
2019-11-27,378300.0
2020-02-14,461000.0
2020-05-06,288200.0
2019-01-08,409000.0
2018-12-07,487300.0
2019-08-20,391500.0
2018-11-05,303500.0
2019-07-19,227800.0
2018-10-04,328700.0
2019-06-17,534000.0
2019-05-16,315600.0
2018-08-01,297300.0
2019-03-13,240000.0
2019-12-03,576700.0
2020-02-20,464100.0
2019-12-06,405900.0
2020-05-12,292200.0
2019-12-09,484200.0
2020-02-26,540100.0
2020-05-15,451900.0
2019-03-28,931300.0
2018-09-17,1572700.0
2018-08-16,587200.0
2018-10-19,521700.0
2019-04-29,971800.0
2019-01-23,446400.0
2019-09-04,534900.0
2018-11-20,511100.0
2019-07-02,402400.0
2019-05-31,558300.0
2019-12-12,482900.0
2020-05-18,328400.0
2019-09-27,578600.0
2020-03-03,472800.0
2020-05-21,351200.0
2019-05-14,356600.0
2018-08-31,438700.0
2018-07-30,466500.0
2018-10-02,331100.0
2019-04-12,312600.0
2019-03-11,201600.0
2019-02-07,251900.0
2019-07-17,275300.0
2019-09-19,416800.0
2019-10-21,391000.0
2019-12-18,490700.0
2020-03-06,233200.0
2019-10-03,248100.0
2020-03-09,288600.0
2020-05-27,389600.0
2019-12-24,326700.0
2020-03-12,328900.0
2018-12-20,275000.0
2019-08-01,583100.0
2018-08-14,1176900.0
2018-07-13,619300.0
2018-10-17,371000.0
2019-05-29,466100.0
2019-03-26,683500.0
2019-02-22,626900.0
2019-10-04,599100.0
2019-11-05,279000.0
2019-12-27,562300.0
2020-06-02,592100.0
2019-12-30,527400.0
2020-03-18,441700.0
2020-06-05,328200.0
2019-07-15,444300.0
2018-12-03,465700.0
2019-06-13,501500.0
2019-01-04,638500.0
2018-08-29,515400.0
2019-02-05,283600.0
2018-11-01,318100.0
2019-08-16,382400.0
2019-04-10,439500.0
2019-09-17,400700.0
2019-10-15,448200.0
2020-01-02,293600.0
2020-06-08,292900.0
2019-10-18,306300.0
2020-03-24,337100.0
2020-06-11,818100.0
2020-01-08,526800.0
2019-04-25,1154200.0
2019-07-30,1779800.0
2019-02-20,771700.0
2018-07-11,489900.0
2018-09-13,919900.0
2018-10-15,492300.0
2019-06-28,471800.0
2018-12-18,292900.0
2018-11-16,392800.0
2019-10-02,755000.0
2020-03-27,802600.0
2020-01-10,380800.0
2019-10-24,478800.0
2020-03-30,529300.0
2020-06-17,581400.0
2020-01-14,664900.0
2020-04-02,457000.0
2019-01-02,423600.0
2019-08-14,313700.0
2018-10-30,393300.0
2019-06-11,347500.0
2019-05-10,347400.0
2019-04-08,308000.0
2018-08-27,215000.0
2018-07-26,337800.0
2018-09-28,672400.0
2019-03-07,347900.0
2019-10-30,271300.0
2020-01-17,443700.0
2020-06-23,403800.0
2020-04-08,476000.0
2020-06-26,409200.0
2019-03-22,388900.0
2019-01-17,370500.0
2019-08-29,344100.0
2018-11-14,207100.0
2019-06-26,375400.0
2018-09-11,299100.0
2018-07-09,267800.0
2018-08-10,427300.0
2019-04-23,423200.0
2019-09-30,316000.0
2020-01-23,363000.0
2019-11-08,294400.0
2020-04-14,91900.0
2019-11-11,255400.0
2020-01-29,201900.0
2020-04-17,211400.0
2018-07-24,282200.0
2018-09-26,487300.0
2019-05-08,422700.0
2019-03-05,405200.0
2019-02-01,243300.0
2018-12-31,262500.0
2018-11-29,457300.0
2019-08-12,301900.0
2019-07-11,304600.0
2019-09-13,239300.0
2019-11-14,278000.0
2020-04-20,240300.0
2020-02-04,361200.0
2020-04-23,298800.0
2018-12-14,259500.0
2019-08-27,242100.0
2018-08-08,323000.0
2018-10-11,259200.0
2018-11-12,350600.0
2019-07-26,182600.0
2019-06-24,251100.0
2019-05-23,385800.0
2019-03-20,458300.0
2019-01-15,982200.0
2019-11-20,1034700.0
2020-02-07,689500.0
2020-02-10,573700.0
2020-04-29,512100.0
2019-11-26,334800.0
2020-02-13,397700.0
2019-01-30,422900.0
2018-08-23,366800.0
2018-09-24,369100.0
2018-11-27,318200.0
2018-10-26,362800.0
2019-07-09,302200.0
2019-06-07,662300.0
2019-05-06,736100.0
2019-04-04,570900.0
2019-09-11,1349200.0
2019-11-29,1505900.0
2020-05-05,869200.0
2019-12-02,779100.0
2020-02-19,772600.0
2020-05-08,843800.0
2019-05-21,840800.0
2019-03-18,1026400.0
2018-09-07,909700.0
2018-08-06,995300.0
2018-10-09,2080400.0
2019-02-14,1088800.0
2018-12-12,1209600.0
2019-07-24,1511800.0
2019-09-26,1510100.0
2019-10-28,1414600.0
2019-12-05,1751900.0
2020-05-11,1286900.0
2019-07-03,1160100.0
2020-02-25,943100.0
2020-05-14,793900.0
2020-02-28,857400.0
2019-08-08,533100.0
2019-06-05,846400.0
2018-07-20,820100.0
2018-08-21,633900.0
2018-10-24,859800.0
2019-04-02,984100.0
2019-03-01,995800.0
2019-01-28,613200.0
2018-12-27,1026600.0
2019-09-09,682500.0
2020-03-02,837800.0
2020-05-20,571600.0
2019-12-17,562900.0
2020-03-05,658400.0
2019-02-12,588000.0
2019-01-11,977200.0
2018-12-10,2359500.0
2019-08-23,1320500.0
2018-11-08,532800.0
2019-07-22,518500.0
2019-06-20,516700.0
2018-09-05,517500.0
2019-04-17,448900.0
2019-09-24,434600.0
2019-12-20,281200.0
2020-05-26,318700.0
2019-04-30,291300.0
2019-12-23,491000.0
2020-03-11,739700.0
2020-05-29,570700.0
2019-12-26,686000.0
2020-06-01,717300.0
2019-05-02,578700.0
2019-02-27,852000.0
2018-11-23,779300.0
2019-08-06,461200.0
2018-07-18,414800.0
2018-09-20,455000.0
2018-10-22,451000.0
2019-07-05,776000.0
2019-06-03,815600.0
2019-10-09,631400.0
2019-10-11,671700.0
2020-03-17,713200.0
2020-06-04,429500.0
2019-10-14,516600.0
2020-03-20,359400.0
2018-11-06,370900.0
2019-06-18,316100.0
2019-05-17,275900.0
2019-04-15,322100.0
2019-03-14,468300.0
2019-01-09,508500.0
2018-08-02,363400.0
2018-10-05,313300.0
2019-08-21,241100.0
2019-10-17,230500.0
2020-03-23,428500.0
2020-06-10,590800.0
2019-02-25,429400.0
2020-01-07,382900.0
2020-03-26,217800.0
2019-10-23,499500.0
