Dates,IQV
2019-01-08,657700.0
2018-12-07,3479000.0
2019-08-20,1194900.0
2018-11-05,1100800.0
2019-07-19,794200.0
2018-10-04,814200.0
2019-06-17,1358900.0
2019-05-16,1455900.0
2018-08-01,1380200.0
2019-03-13,1046900.0
2019-12-03,783500.0
2020-02-20,586100.0
2019-12-06,715300.0
2020-05-12,861400.0
2019-12-09,1067400.0
2020-02-26,1020100.0
2020-05-15,890700.0
2019-03-28,1041100.0
2018-09-17,1946800.0
2018-08-16,1527900.0
2018-10-19,657300.0
2019-04-29,734100.0
2019-01-23,1054500.0
2019-09-04,1030400.0
2018-11-20,760600.0
2019-07-02,1057600.0
2019-05-31,1478400.0
2019-12-12,833400.0
2020-05-18,1114300.0
2019-09-27,941500.0
2020-03-03,2073900.0
2020-05-21,1083500.0
2019-05-14,813700.0
2018-08-31,1437300.0
2018-07-30,1206400.0
2018-10-02,863400.0
2019-04-12,833900.0
2019-03-11,585200.0
2019-02-07,717400.0
2019-07-17,791000.0
2019-09-19,1065700.0
2019-10-21,690900.0
2019-12-18,975200.0
2020-03-06,832200.0
2019-10-03,528300.0
2020-03-09,788100.0
2020-05-27,737000.0
2019-12-24,1234800.0
2020-03-12,1442900.0
2018-12-20,998100.0
2019-08-01,1947800.0
2018-08-14,2097100.0
2018-07-13,1597100.0
2018-10-17,1670200.0
2019-05-29,1467200.0
2019-03-26,1773000.0
2019-02-22,1900600.0
2019-10-04,1460500.0
2019-11-05,1122400.0
2019-12-27,5361600.0
2020-06-02,1731900.0
2019-12-30,1595900.0
2020-03-18,1640800.0
2020-06-05,1167100.0
2019-07-15,1636700.0
2018-12-03,1030700.0
2019-06-13,1634000.0
2019-01-04,1837100.0
2018-08-29,1786500.0
2019-02-05,949100.0
2018-11-01,927100.0
2019-08-16,864700.0
2019-04-10,743700.0
2019-09-17,778600.0
2019-10-15,749700.0
2020-01-02,709500.0
2020-06-08,927500.0
2019-10-18,1330200.0
2020-03-24,1100500.0
2020-06-11,1460200.0
2020-01-08,1010800.0
2019-04-25,1070700.0
2019-07-30,1190200.0
2019-02-20,1022300.0
2018-07-11,1173400.0
2018-09-13,1070200.0
2018-10-15,2090700.0
2019-06-28,3323300.0
2018-12-18,1036400.0
2018-11-16,945700.0
2019-10-02,924200.0
2020-03-27,1676700.0
2020-01-10,2460000.0
2019-10-24,1627600.0
2020-03-30,1451100.0
2020-06-17,1737500.0
2020-01-14,1340500.0
2020-04-02,855900.0
2019-01-02,717400.0
2019-08-14,907300.0
2018-10-30,1533900.0
2019-06-11,797800.0
2019-05-10,1905700.0
2019-04-08,1072200.0
2018-08-27,1116200.0
2018-07-26,1621000.0
2018-09-28,1506500.0
2019-03-07,1595000.0
2019-10-30,715700.0
2020-01-17,1037300.0
2020-06-23,1283200.0
2020-04-08,697000.0
2020-06-26,1290300.0
2019-03-22,1099400.0
2019-01-17,1412400.0
2019-08-29,1609500.0
2018-11-14,1331700.0
2019-06-26,1121500.0
2018-09-11,1162900.0
2018-07-09,1289500.0
2018-08-10,1482500.0
2019-04-23,2005400.0
2019-09-30,1638100.0
2020-01-23,3610200.0
2019-11-08,2124700.0
2020-04-14,483400.0
2019-11-11,1307300.0
2020-01-29,873900.0
2020-04-17,897900.0
2018-07-24,760900.0
2018-09-26,1925900.0
2019-05-08,1047200.0
2019-03-05,1539200.0
2019-02-01,1052900.0
2018-12-31,1182100.0
2018-11-29,850400.0
2019-08-12,876400.0
2019-07-11,1885100.0
2019-09-13,1089500.0
2019-11-14,950000.0
2020-04-20,750700.0
2020-02-04,777400.0
2020-04-23,979900.0
2018-12-14,733800.0
2019-08-27,811700.0
2018-08-08,821400.0
2018-10-11,754900.0
2018-11-12,854600.0
2019-07-26,821100.0
2019-06-24,1595000.0
2019-05-23,1143200.0
2019-03-20,1786100.0
2019-01-15,3384300.0
2019-11-20,1373300.0
2020-02-07,976600.0
2020-02-10,1193000.0
2020-04-29,1303800.0
2019-11-26,1582600.0
2020-02-13,2302400.0
2019-01-30,1440000.0
2018-08-23,2967400.0
2018-09-24,1436200.0
2018-11-27,1070700.0
2018-10-26,1574300.0
2019-07-09,967900.0
2019-06-07,1313100.0
2019-05-06,2918800.0
2019-04-04,1667800.0
2019-09-11,3406900.0
2019-11-29,3112200.0
2020-05-05,2504900.0
2019-12-02,1557200.0
2020-02-19,1228700.0
2020-05-08,2215000.0
2019-05-21,2110600.0
2019-03-18,2760800.0
2018-09-07,2721800.0
2018-08-06,2113000.0
2018-10-09,2911000.0
2019-02-14,2244600.0
2018-12-12,5128900.0
2019-07-24,3699900.0
2019-09-26,4695600.0
2019-10-28,3712000.0
2019-12-05,2987800.0
2020-05-11,2741900.0
2019-07-03,2750400.0
2020-02-25,3646400.0
2020-05-14,2865300.0
2020-02-28,3063700.0
2019-08-08,1627200.0
2019-06-05,2853200.0
2018-07-20,2084300.0
2018-08-21,1708600.0
2018-10-24,2687700.0
2019-04-02,2062200.0
2019-03-01,2148600.0
2019-01-28,1634400.0
2018-12-27,1522900.0
2019-09-09,1980800.0
2020-03-02,1415000.0
2020-05-20,1327500.0
2019-12-17,973300.0
2020-03-05,1486300.0
2019-02-12,1180100.0
2019-01-11,1077200.0
2018-12-10,634300.0
2019-08-23,822600.0
2018-11-08,767600.0
2019-07-22,1276200.0
2019-06-20,2205000.0
2018-09-05,1428100.0
2019-04-17,1790500.0
2019-09-24,1204800.0
2019-12-20,1070600.0
2020-05-26,924400.0
2019-04-30,728300.0
2019-12-23,868900.0
2020-03-11,677900.0
2020-05-29,814800.0
2019-12-26,678400.0
2020-06-01,1174900.0
2019-05-02,1224800.0
2019-02-27,1133700.0
2018-11-23,850300.0
2019-08-06,2707600.0
2018-07-18,1245100.0
2018-09-20,1326400.0
2018-10-22,682900.0
2019-07-05,1468700.0
2019-06-03,1016000.0
2019-10-09,942700.0
2019-10-11,3005500.0
2020-03-17,884800.0
2020-06-04,1200000.0
2019-10-14,1234300.0
2020-03-20,1086900.0
2018-11-06,1731000.0
2019-06-18,1376100.0
2019-05-17,815000.0
2019-04-15,1210900.0
2019-03-14,1491200.0
2019-01-09,990200.0
2018-08-02,1277700.0
2018-10-05,1297200.0
2019-08-21,1322900.0
2019-10-17,1162000.0
2020-03-23,2453200.0
2020-06-10,1477100.0
2019-02-25,2006000.0
2020-01-07,1476900.0
2020-03-26,1229300.0
2019-10-23,1712300.0
