Dates,MCD
2018-07-17,2694400.0
2018-09-19,2470900.0
2019-08-05,2328400.0
2019-10-08,2162200.0
2019-12-11,4267400.0
2019-11-27,2486800.0
2020-02-14,3020900.0
2020-05-06,2576000.0
2019-01-08,2253500.0
2018-12-07,3658200.0
2019-08-20,2689500.0
2018-11-05,3120000.0
2019-07-19,2306000.0
2018-10-04,1876200.0
2019-06-17,1818000.0
2019-05-16,1618800.0
2018-08-01,1842300.0
2019-03-13,1922800.0
2019-12-03,1960100.0
2020-02-20,2408500.0
2019-12-06,2380400.0
2020-05-12,1698400.0
2019-12-09,2261600.0
2020-02-26,2860500.0
2020-05-15,2580000.0
2019-03-28,2503600.0
2018-09-17,2971600.0
2018-08-16,3789000.0
2018-10-19,5029300.0
2019-04-29,4278600.0
2019-01-23,2808500.0
2019-09-04,4048800.0
2018-11-20,3231800.0
2019-07-02,3517800.0
2019-05-31,3685600.0
2019-12-12,2970300.0
2020-05-18,3767200.0
2019-09-27,3724300.0
2020-03-03,3784000.0
2020-05-21,2110300.0
2019-05-14,2913300.0
2018-08-31,3233700.0
2018-07-30,2774100.0
2018-10-02,2475900.0
2019-04-12,2721100.0
2019-03-11,2333800.0
2019-02-07,2053200.0
2019-07-17,2550600.0
2019-09-19,3662300.0
2019-10-21,2553100.0
2019-12-18,2070000.0
2020-03-06,2146100.0
2019-10-03,2729800.0
2020-03-09,2733700.0
2020-05-27,3183100.0
2019-12-24,2252200.0
2020-03-12,2752100.0
2018-12-20,1976500.0
2019-08-01,2569600.0
2018-08-14,6407600.0
2018-07-13,3393300.0
2018-10-17,3439100.0
2019-05-29,3791800.0
2019-03-26,3437700.0
2019-02-22,3667900.0
2019-10-04,2534800.0
2019-11-05,2552000.0
2019-12-27,5979300.0
2020-06-02,2812100.0
2019-12-30,3049800.0
2020-03-18,2414500.0
2020-06-05,3053100.0
2019-07-15,2333200.0
2018-12-03,2488000.0
2019-06-13,4811900.0
2019-01-04,4171400.0
2018-08-29,3499900.0
2019-02-05,2220300.0
2018-11-01,3057000.0
2019-08-16,2555900.0
2019-04-10,1745900.0
2019-09-17,1853100.0
2019-10-15,3945700.0
2020-01-02,3088000.0
2020-06-08,3766800.0
2019-10-18,2891400.0
2020-03-24,3340500.0
2020-06-11,3518800.0
2020-01-08,3684200.0
2019-04-25,10265400.0
2019-07-30,7943700.0
2019-02-20,4955600.0
2018-07-11,4773700.0
2018-09-13,7711400.0
2018-10-15,4454600.0
2019-06-28,6332600.0
2018-12-18,4960600.0
2018-11-16,4192400.0
2019-10-02,17662100.0
2020-03-27,10496000.0
2020-01-10,6473500.0
2019-10-24,4820200.0
2020-03-30,3499400.0
2020-06-17,2746700.0
2020-01-14,2930600.0
2020-04-02,3405000.0
2019-01-02,3173900.0
2019-08-14,2991300.0
2018-10-30,3420300.0
2019-06-11,2910500.0
2019-05-10,3131300.0
2019-04-08,3509500.0
2018-08-27,2417700.0
2018-07-26,3999600.0
2018-09-28,3877200.0
2019-03-07,4133000.0
2019-10-30,2815500.0
2020-01-17,3197500.0
2020-06-23,3745300.0
2020-04-08,2217200.0
2020-06-26,2819600.0
2019-03-22,3095100.0
2019-01-17,2227500.0
2019-08-29,2470100.0
2018-11-14,2490300.0
2019-06-26,3024700.0
2018-09-11,2077900.0
2018-07-09,3650100.0
2018-08-10,3338200.0
2019-04-23,4287700.0
2019-09-30,3345700.0
2020-01-23,6415500.0
2019-11-08,2388900.0
2020-04-14,1152500.0
2019-11-11,1809600.0
2020-01-29,2263900.0
2020-04-17,2242400.0
2018-07-24,2278700.0
2018-09-26,3554200.0
2019-05-08,2767600.0
2019-03-05,4660400.0
2019-02-01,4047400.0
2018-12-31,5284200.0
2018-11-29,5971600.0
2019-08-12,2336400.0
2019-07-11,2784200.0
2019-09-13,2622700.0
2019-11-14,3369400.0
2020-04-20,2726700.0
2020-02-04,3540400.0
2020-04-23,4100500.0
2018-12-14,2757400.0
2019-08-27,3378200.0
2018-08-08,3106300.0
2018-10-11,3389300.0
2018-11-12,3855200.0
2019-07-26,5734800.0
2019-06-24,3560700.0
2019-05-23,3920800.0
2019-03-20,3539200.0
2019-01-15,3367900.0
2019-11-20,2911400.0
2020-02-07,2903300.0
2020-02-10,2421600.0
2020-04-29,2318800.0
2019-11-26,2694500.0
2020-02-13,2844900.0
2019-01-30,2853400.0
2018-08-23,1720400.0
2018-09-24,2712600.0
2018-11-27,2229500.0
2018-10-26,2869400.0
2019-07-09,2791200.0
2019-06-07,4218800.0
2019-05-06,5053700.0
2019-04-04,4190800.0
2019-09-11,6403200.0
2019-11-29,11377800.0
2020-05-05,6154200.0
2019-12-02,5115200.0
2020-02-19,4260400.0
2020-05-08,4107200.0
2019-05-21,6360100.0
2019-03-18,7788500.0
2018-09-07,5835200.0
2018-08-06,5625100.0
2018-10-09,9079300.0
2019-02-14,8042600.0
2018-12-12,9341300.0
2019-07-24,13708200.0
2019-09-26,12627600.0
2019-10-28,12773400.0
2019-12-05,12000000.0
2020-05-11,10660400.0
2019-07-03,11678400.0
2020-02-25,9708700.0
2020-05-14,8259900.0
2020-02-28,6441400.0
2019-08-08,5621700.0
2019-06-05,4519900.0
2018-07-20,4668900.0
2018-08-21,4803200.0
2018-10-24,5050400.0
2019-04-02,8330900.0
2019-03-01,7848300.0
2019-01-28,5665700.0
2018-12-27,4901900.0
2019-09-09,3182500.0
2020-03-02,3863800.0
2020-05-20,4961500.0
2019-12-17,7120800.0
2020-03-05,6467600.0
2019-02-12,3856500.0
2019-01-11,4758300.0
2018-12-10,4245900.0
2019-08-23,5050100.0
2018-11-08,3319600.0
2019-07-22,4048200.0
2019-06-20,3805000.0
2018-09-05,3465200.0
2019-04-17,7124300.0
2019-09-24,3764800.0
2019-12-20,4027100.0
2020-05-26,3828400.0
2019-04-30,3916900.0
2019-12-23,3039600.0
2020-03-11,3411600.0
2020-05-29,2629200.0
2019-12-26,3610600.0
2020-06-01,4729100.0
2019-05-02,4868400.0
2019-02-27,6879600.0
2018-11-23,4653000.0
2019-08-06,3365000.0
2018-07-18,4920800.0
2018-09-20,2913600.0
2018-10-22,2475200.0
2019-07-05,3990900.0
2019-06-03,3993400.0
2019-10-09,3567600.0
2019-10-11,5719100.0
2020-03-17,2168200.0
2020-06-04,3125500.0
2019-10-14,3881500.0
2020-03-20,3469100.0
2018-11-06,4728300.0
2019-06-18,4443900.0
2019-05-17,3728600.0
2019-04-15,3459900.0
2019-03-14,5796000.0
2019-01-09,4107900.0
2018-08-02,4499000.0
2018-10-05,5434800.0
2019-08-21,3152900.0
2019-10-17,3153300.0
2020-03-23,6267700.0
2020-06-10,3223200.0
2019-02-25,2951900.0
2020-01-07,4146600.0
2020-03-26,3145200.0
2019-10-23,5107400.0
