Dates,CSX
2019-04-18,4410500.0
2018-09-06,4186400.0
2018-10-08,4356400.0
2019-02-13,2555700.0
2018-12-11,2000700.0
2019-09-25,3720600.0
2020-01-21,3678600.0
2020-04-09,3439000.0
2019-11-06,8194600.0
2020-01-24,6296100.0
2020-01-27,3478100.0
2020-04-15,3437500.0
2018-12-26,3753600.0
2019-08-07,3041100.0
2019-06-04,2969800.0
2018-09-21,2681600.0
2018-07-19,3507600.0
2018-08-20,3613100.0
2018-10-23,2808000.0
2019-05-03,2464000.0
2019-04-01,2884000.0
2019-02-28,5421600.0
2019-11-12,3310600.0
2020-01-30,2841000.0
2019-11-15,2989900.0
2020-04-21,4918900.0
2019-04-16,3222100.0
2019-03-15,4185200.0
2019-02-11,3622600.0
2019-01-10,3522700.0
2019-08-22,2718800.0
2018-11-07,8234600.0
2018-08-03,3912800.0
2018-09-04,8166100.0
2019-06-19,4548400.0
2019-09-23,7510200.0
2019-11-18,5447000.0
2020-02-05,4346400.0
2020-04-24,5827000.0
2019-03-29,4395500.0
2019-11-21,4391900.0
2020-04-27,4704600.0
2020-02-11,3322200.0
2020-04-30,2610900.0
2019-05-01,2547600.0
2019-02-26,2653500.0
2019-01-25,2768800.0
2018-12-24,3788700.0
2019-09-06,2798900.0
2018-07-17,2983200.0
2018-09-19,3469500.0
2019-08-05,2546300.0
2019-10-08,5102900.0
2019-12-11,5052100.0
2019-11-27,2689700.0
2020-02-14,4534800.0
2020-05-06,2702200.0
2019-01-08,2278000.0
2018-12-07,4624600.0
2019-08-20,3477900.0
2018-11-05,2994500.0
2019-07-19,1306200.0
2018-10-04,2489200.0
2019-06-17,2894300.0
2019-05-16,3394800.0
2018-08-01,3037600.0
2019-03-13,2730000.0
2019-12-03,3416900.0
2020-02-20,3433100.0
2019-12-06,8630600.0
2020-05-12,34589800.0
2019-12-09,13671800.0
2020-02-26,7970400.0
2020-05-15,5708700.0
2019-03-28,6834200.0
2018-09-17,7694400.0
2018-08-16,6220000.0
2018-10-19,5806400.0
2019-04-29,4182300.0
2019-01-23,4523800.0
2019-09-04,6599800.0
2018-11-20,7852200.0
2019-07-02,6322400.0
2019-05-31,8096800.0
2019-12-12,5499300.0
2020-05-18,7397400.0
2019-09-27,3608800.0
2020-03-03,3959200.0
2020-05-21,4534500.0
2019-05-14,5054000.0
2018-08-31,4464000.0
2018-07-30,3040200.0
2018-10-02,3793100.0
2019-04-12,3569000.0
2019-03-11,3311300.0
2019-02-07,3417000.0
2019-07-17,5539300.0
2019-09-19,5330600.0
2019-10-21,3952000.0
2019-12-18,3526900.0
2020-03-06,3703200.0
2019-10-03,4669900.0
2020-03-09,3897700.0
2020-05-27,3794600.0
2019-12-24,6065900.0
2020-03-12,5767200.0
2018-12-20,5419900.0
2019-08-01,4890800.0
2018-08-14,6610700.0
2018-07-13,8121600.0
2018-10-17,6672900.0
2019-05-29,5511300.0
2019-03-26,5190000.0
2019-02-22,3110200.0
2019-10-04,3652700.0
2019-11-05,2851200.0
2019-12-27,12804900.0
2020-06-02,4060300.0
2019-12-30,5386200.0
2020-03-18,3048300.0
2020-06-05,2933800.0
2019-07-15,2597700.0
2018-12-03,3095900.0
2019-06-13,4072600.0
2019-01-04,6949400.0
2018-08-29,4915400.0
2019-02-05,6504200.0
2018-11-01,3462800.0
2019-08-16,4050900.0
2019-04-10,4026200.0
2019-09-17,3810400.0
2019-10-15,4379100.0
2020-01-02,2711100.0
2020-06-08,4208700.0
2019-10-18,4570700.0
2020-03-24,11474300.0
2020-06-11,20265600.0
2020-01-08,8598800.0
2019-04-25,7590000.0
2019-07-30,7008700.0
2019-02-20,3001600.0
2018-07-11,2675500.0
2018-09-13,5512700.0
2018-10-15,3934300.0
2019-06-28,2699400.0
2018-12-18,3865200.0
2018-11-16,4647300.0
2019-10-02,4229000.0
2020-03-27,3418300.0
2020-01-10,3125300.0
2019-10-24,3467300.0
2020-03-30,2258800.0
2020-06-17,1335800.0
2020-01-14,2718200.0
2020-04-02,2457100.0
2019-01-02,1606300.0
2019-08-14,2860900.0
2018-10-30,4512800.0
2019-06-11,2365900.0
2019-05-10,3366000.0
2019-04-08,2796000.0
2018-08-27,2526000.0
2018-07-26,3488900.0
2018-09-28,4560500.0
2019-03-07,1972800.0
2019-10-30,1500900.0
2020-01-17,4452500.0
2020-06-23,6813800.0
2020-04-08,4902000.0
2020-06-26,4833000.0
2019-03-22,4365100.0
2019-01-17,3780900.0
2019-08-29,3483600.0
2018-11-14,5163000.0
2019-06-26,6627600.0
2018-09-11,4701600.0
2018-07-09,3107200.0
2018-08-10,7769200.0
2019-04-23,4703600.0
2019-09-30,3143800.0
2020-01-23,11847200.0
2019-11-08,3807200.0
2020-04-14,862300.0
2019-11-11,1678000.0
2020-01-29,2050900.0
2020-04-17,1892200.0
2018-07-24,2079500.0
2018-09-26,2830100.0
2019-05-08,3326300.0
2019-03-05,4878800.0
2019-02-01,4786900.0
2018-12-31,2870900.0
2018-11-29,2154300.0
2019-08-12,2036500.0
2019-07-11,3552100.0
2019-09-13,3083200.0
2019-11-14,4785200.0
2020-04-20,7035500.0
2020-02-04,10446600.0
2020-04-23,4927100.0
2018-12-14,4259900.0
2019-08-27,4368600.0
2018-08-08,3604100.0
2018-10-11,3677900.0
2018-11-12,3653400.0
2019-07-26,4943700.0
2019-06-24,3225800.0
2019-05-23,4649000.0
2019-03-20,3439700.0
2019-01-15,2937800.0
2019-11-20,3599000.0
2020-02-07,2262100.0
2020-02-10,3097700.0
2020-04-29,3284600.0
2019-11-26,2978400.0
2020-02-13,2761600.0
2019-01-30,2443800.0
2018-08-23,2341700.0
2018-09-24,2735000.0
2018-11-27,2251800.0
2018-10-26,2241900.0
2019-07-09,3853400.0
2019-06-07,7515900.0
2019-05-06,8901100.0
2019-04-04,6862500.0
2019-09-11,8696300.0
2019-11-29,11539000.0
2020-05-05,10651300.0
2019-12-02,8122400.0
2020-02-19,5576300.0
2020-05-08,4894700.0
2019-05-21,5189500.0
2019-03-18,8465700.0
2018-09-07,8232800.0
2018-08-06,10872500.0
2018-10-09,12256700.0
2019-02-14,12272900.0
2018-12-12,11278600.0
2019-07-24,8822100.0
2019-09-26,7879000.0
2019-10-28,6092500.0
2019-12-05,9861800.0
2020-05-11,7631200.0
2019-07-03,7612000.0
2020-02-25,7658200.0
2020-05-14,6366200.0
2020-02-28,5588500.0
2019-08-08,5029300.0
2019-06-05,5590800.0
2018-07-20,4703700.0
2018-08-21,5459100.0
2018-10-24,5271800.0
2019-04-02,6486800.0
2019-03-01,5647400.0
2019-01-28,3771600.0
2018-12-27,5150600.0
2019-09-09,4186100.0
2020-03-02,3244700.0
2020-05-20,3180600.0
2019-12-17,4927500.0
2020-03-05,6837600.0
2019-02-12,4797100.0
2019-01-11,4565200.0
2018-12-10,5274400.0
2019-08-23,4662200.0
2018-11-08,3990800.0
2019-07-22,7198300.0
2019-06-20,6002300.0
2018-09-05,4067400.0
2019-04-17,8379100.0
2019-09-24,7579300.0
2019-12-20,3871500.0
2020-05-26,4341600.0
2019-04-30,5289900.0
2019-12-23,3361300.0
2020-03-11,2830000.0
2020-05-29,3146000.0
2019-12-26,2893100.0
2020-06-01,4144100.0
2019-05-02,3893300.0
2019-02-27,5259000.0
2018-11-23,3996100.0
2019-08-06,4534900.0
2018-07-18,5168100.0
2018-09-20,3357600.0
2018-10-22,2723600.0
2019-07-05,5751200.0
2019-06-03,5586700.0
2019-10-09,5479800.0
2019-10-11,5284800.0
2020-03-17,2749900.0
2020-06-04,3034800.0
2019-10-14,3919500.0
2020-03-20,3136300.0
2018-11-06,5925400.0
2019-06-18,4632000.0
2019-05-17,3437500.0
2019-04-15,4080500.0
2019-03-14,4971000.0
2019-01-09,4170700.0
2018-08-02,3922300.0
2018-10-05,3887900.0
2019-08-21,3058600.0
2019-10-17,2789500.0
2020-03-23,7092700.0
2020-06-10,3226700.0
2019-02-25,3105700.0
2020-01-07,3738200.0
2020-03-26,2918600.0
2019-10-23,9397400.0
