Dates,CMI
2019-04-23,1162300.0
2019-09-30,1058200.0
2020-01-23,2285900.0
2019-11-08,821500.0
2020-04-14,276700.0
2019-11-11,501700.0
2020-01-29,747900.0
2020-04-17,560100.0
2018-07-24,735800.0
2018-09-26,1272900.0
2019-05-08,1017600.0
2019-03-05,1253900.0
2019-02-01,1437200.0
2018-12-31,896800.0
2018-11-29,1199800.0
2019-08-12,1153600.0
2019-07-11,972200.0
2019-09-13,1133000.0
2019-11-14,997100.0
2020-04-20,1034000.0
2020-02-04,2181500.0
2020-04-23,1277400.0
2018-12-14,941200.0
2019-08-27,976400.0
2018-08-08,933800.0
2018-10-11,1184200.0
2018-11-12,920700.0
2019-07-26,1249600.0
2019-06-24,979800.0
2019-05-23,2721300.0
2019-03-20,2248600.0
2019-01-15,2826200.0
2019-11-20,1410900.0
2020-02-07,1127500.0
2020-02-10,1361100.0
2020-04-29,1057900.0
2019-11-26,864000.0
2020-02-13,1163900.0
2019-01-30,1266700.0
2018-08-23,976400.0
2018-09-24,1325000.0
2018-11-27,1560800.0
2018-10-26,1019400.0
2019-07-09,1139600.0
2019-06-07,1551500.0
2019-05-06,1995300.0
2019-04-04,1498900.0
2019-09-11,1855100.0
2019-11-29,2158600.0
2020-05-05,1794400.0
2019-12-02,1744300.0
2020-02-19,1593500.0
2020-05-08,1537100.0
2019-05-21,1757900.0
2019-03-18,2356100.0
2018-09-07,2517800.0
2018-08-06,2210700.0
2018-10-09,2288700.0
2019-02-14,2252400.0
2018-12-12,1923000.0
2019-07-24,2616100.0
2019-09-26,1879500.0
2019-10-28,1756400.0
2019-12-05,2114400.0
2020-05-11,2155100.0
2019-07-03,2491500.0
2020-02-25,2242400.0
2020-05-14,1534300.0
2020-02-28,1267800.0
2019-08-08,1234100.0
2019-06-05,1582000.0
2018-07-20,1160500.0
2018-08-21,1325600.0
2018-10-24,1588800.0
2019-04-02,2088100.0
2019-03-01,1580400.0
2019-01-28,1152300.0
2018-12-27,1133400.0
2019-09-09,933800.0
2020-03-02,1433900.0
2020-05-20,1530500.0
2019-12-17,1253500.0
2020-03-05,1301000.0
2019-02-12,1576100.0
2019-01-11,1480100.0
2018-12-10,785400.0
2019-08-23,757000.0
2018-11-08,600900.0
2019-07-22,1049100.0
2019-06-20,2200900.0
2018-09-05,1502600.0
2019-04-17,1383200.0
2019-09-24,1194400.0
2019-12-20,955400.0
2020-05-26,783800.0
2019-04-30,730300.0
2019-12-23,977600.0
2020-03-11,896400.0
2020-05-29,1123900.0
2019-12-26,1559000.0
2020-06-01,1387600.0
2019-05-02,1857300.0
2019-02-27,2119600.0
2018-11-23,1761400.0
2019-08-06,1277500.0
2018-07-18,1069300.0
2018-09-20,950900.0
2018-10-22,1209200.0
2019-07-05,2048400.0
2019-06-03,1659200.0
2019-10-09,1667400.0
2019-10-11,2755200.0
2020-03-17,1284000.0
2020-06-04,1156300.0
2019-10-14,1557800.0
2020-03-20,906100.0
2018-11-06,1795500.0
2019-06-18,1353600.0
2019-05-17,1245500.0
2019-04-15,2189300.0
2019-03-14,1255600.0
2019-01-09,1430100.0
2018-08-02,967700.0
2018-10-05,1177800.0
2019-08-21,1084100.0
2019-10-17,859700.0
2020-03-23,2750900.0
2020-06-10,1032500.0
2019-02-25,826200.0
2020-01-07,1136500.0
2020-03-26,1245100.0
2019-10-23,1631600.0
