Dates,MSCI
2019-12-06,334200.0
2020-05-12,290100.0
2019-12-09,288500.0
2020-02-26,411600.0
2020-05-15,400700.0
2019-03-28,844600.0
2018-09-17,1406800.0
2018-08-16,515900.0
2018-10-19,592100.0
2019-04-29,376100.0
2019-01-23,544500.0
2019-09-04,527700.0
2018-11-20,720900.0
2019-07-02,660000.0
2019-05-31,827800.0
2019-12-12,704300.0
2020-05-18,690100.0
2019-09-27,648500.0
2020-03-03,357300.0
2020-05-21,470700.0
2019-05-14,509800.0
2018-08-31,706200.0
2018-07-30,468400.0
2018-10-02,543400.0
2019-04-12,474400.0
2019-03-11,511000.0
2019-02-07,410500.0
2019-07-17,582900.0
2019-09-19,910700.0
2019-10-21,432300.0
2019-12-18,494200.0
2020-03-06,285900.0
2019-10-03,347100.0
2020-03-09,331800.0
2020-05-27,408600.0
2019-12-24,608700.0
2020-03-12,385100.0
2018-12-20,561500.0
2019-08-01,764300.0
2018-08-14,983900.0
2018-07-13,909200.0
2018-10-17,848400.0
2019-05-29,550800.0
2019-03-26,574400.0
2019-02-22,824700.0
2019-10-04,603200.0
2019-11-05,390600.0
2019-12-27,882000.0
2020-06-02,437600.0
2019-12-30,479100.0
2020-03-18,341900.0
2020-06-05,383200.0
2019-07-15,783000.0
2018-12-03,617200.0
2019-06-13,473500.0
2019-01-04,608100.0
2018-08-29,684200.0
2019-02-05,353900.0
2018-11-01,305900.0
2019-08-16,388600.0
2019-04-10,269200.0
2019-09-17,404100.0
2019-10-15,366700.0
2020-01-02,259300.0
2020-06-08,285700.0
2019-10-18,334500.0
2020-03-24,240400.0
2020-06-11,279600.0
2020-01-08,295000.0
2019-04-25,499000.0
2019-07-30,894900.0
2019-02-20,325800.0
2018-07-11,232300.0
2018-09-13,346800.0
2018-10-15,481500.0
2019-06-28,492300.0
2018-12-18,764500.0
2018-11-16,533300.0
2019-10-02,447000.0
2020-03-27,588400.0
2020-01-10,356500.0
2019-10-24,505300.0
2020-03-30,369900.0
2020-06-17,212500.0
2020-01-14,429800.0
2020-04-02,276000.0
2019-01-02,527700.0
2019-08-14,562200.0
2018-10-30,482700.0
2019-06-11,615600.0
2019-05-10,1003500.0
2019-04-08,398000.0
2018-08-27,389200.0
2018-07-26,659300.0
2018-09-28,879100.0
2019-03-07,645600.0
2019-10-30,285800.0
2020-01-17,710800.0
2020-06-23,455000.0
2020-04-08,396200.0
2020-06-26,259900.0
2019-03-22,503100.0
2019-01-17,386300.0
2019-08-29,388500.0
2018-11-14,266600.0
2019-06-26,327300.0
2018-09-11,358700.0
2018-07-09,388700.0
2018-08-10,729100.0
2019-04-23,518300.0
2019-09-30,687100.0
2020-01-23,952000.0
2019-11-08,339800.0
2020-04-14,86000.0
2019-11-11,189300.0
2020-01-29,186800.0
2020-04-17,197800.0
2018-07-24,225900.0
2018-09-26,543300.0
2019-05-08,459700.0
2019-03-05,450900.0
2019-02-01,460700.0
2018-12-31,528700.0
2018-11-29,470000.0
2019-08-12,339100.0
2019-07-11,415300.0
2019-09-13,395600.0
2019-11-14,340100.0
2020-04-20,366400.0
2020-02-04,452900.0
2020-04-23,477000.0
2018-12-14,388300.0
2019-08-27,284200.0
2018-08-08,221800.0
2018-10-11,460200.0
2018-11-12,310800.0
2019-07-26,489600.0
2019-06-24,616100.0
2019-05-23,784300.0
2019-03-20,509100.0
2019-01-15,479400.0
2019-11-20,393500.0
2020-02-07,489900.0
2020-02-10,335100.0
2020-04-29,348900.0
2019-11-26,331100.0
2020-02-13,384200.0
2019-01-30,377600.0
2018-08-23,568900.0
2018-09-24,539100.0
2018-11-27,514700.0
2018-10-26,850300.0
2019-07-09,1101800.0
2019-06-07,1127300.0
2019-05-06,851000.0
2019-04-04,789700.0
2019-09-11,968400.0
2019-11-29,1394200.0
2020-05-05,1152400.0
2019-12-02,855100.0
2020-02-19,836500.0
2020-05-08,772900.0
2019-05-21,1049700.0
2019-03-18,1232600.0
2018-09-07,1593500.0
2018-08-06,1233500.0
2018-10-09,1793400.0
2019-02-14,1536000.0
2018-12-12,1661700.0
2019-07-24,1291000.0
2019-09-26,1384800.0
2019-10-28,1195800.0
2019-12-05,1663900.0
2020-05-11,1412100.0
2019-07-03,991800.0
2020-02-25,1139000.0
2020-05-14,1049400.0
2020-02-28,978000.0
2019-08-08,580600.0
2019-06-05,956400.0
2018-07-20,997100.0
2018-08-21,717900.0
2018-10-24,841400.0
2019-04-02,617800.0
2019-03-01,752400.0
2019-01-28,624200.0
2018-12-27,941600.0
2019-09-09,575300.0
2020-03-02,701000.0
2020-05-20,743700.0
2019-12-17,660700.0
2020-03-05,768900.0
2019-02-12,621300.0
2019-01-11,467900.0
2018-12-10,640100.0
2019-08-23,354200.0
2018-11-08,535900.0
2019-07-22,500800.0
2019-06-20,916900.0
2018-09-05,575700.0
2019-04-17,771600.0
2019-09-24,337400.0
2019-12-20,335100.0
2020-05-26,563100.0
2019-04-30,338900.0
2019-12-23,545400.0
2020-03-11,414200.0
2020-05-29,590000.0
2019-12-26,579900.0
2020-06-01,585500.0
2019-05-02,379700.0
2019-02-27,467100.0
2018-11-23,444100.0
2019-08-06,518300.0
2018-07-18,469400.0
2018-09-20,426200.0
2018-10-22,356500.0
2019-07-05,626200.0
2019-06-03,937500.0
2019-10-09,928900.0
2019-10-11,800500.0
2020-03-17,468600.0
2020-06-04,693300.0
2019-10-14,853500.0
2020-03-20,726800.0
2018-11-06,1190000.0
2019-06-18,741900.0
2019-05-17,464800.0
2019-04-15,438500.0
2019-03-14,723600.0
2019-01-09,868000.0
2018-08-02,434500.0
2018-10-05,422500.0
2019-08-21,385500.0
2019-10-17,430800.0
2020-03-23,906000.0
2020-06-10,404000.0
2019-02-25,367900.0
2020-01-07,503000.0
2020-03-26,501400.0
2019-10-23,865400.0
