Dates,CAH
2019-06-24,1919500.0
2019-05-23,7692100.0
2019-03-20,1905500.0
2019-01-15,3443800.0
2019-11-20,5655600.0
2020-02-07,6735000.0
2020-02-10,4384700.0
2020-04-29,3616600.0
2019-11-26,2611300.0
2020-02-13,2290600.0
2019-01-30,1953300.0
2018-08-23,3284900.0
2018-09-24,2276300.0
2018-11-27,1896900.0
2018-10-26,2688000.0
2019-07-09,2275400.0
2019-06-07,2105300.0
2019-05-06,2764400.0
2019-04-04,3160700.0
2019-09-11,4825700.0
2019-11-29,6367000.0
2020-05-05,4630300.0
2019-12-02,3434500.0
2020-02-19,4431300.0
2020-05-08,3369700.0
2019-05-21,2889200.0
2019-03-18,4876900.0
2018-09-07,3013700.0
2018-08-06,3576300.0
2018-10-09,4218300.0
2019-02-14,4410300.0
2018-12-12,3499900.0
2019-07-24,3982900.0
2019-09-26,3776200.0
2019-10-28,2538300.0
2019-12-05,3900000.0
2020-05-11,3344700.0
2019-07-03,3275000.0
2020-02-25,3625900.0
2020-05-14,3516200.0
2020-02-28,3046600.0
2019-08-08,3754800.0
2019-06-05,6194700.0
2018-07-20,3426400.0
2018-08-21,3265600.0
2018-10-24,2567900.0
2019-04-02,3545500.0
2019-03-01,2407300.0
2019-01-28,2659300.0
2018-12-27,2012600.0
2019-09-09,1775300.0
2020-03-02,1917200.0
2020-05-20,2265200.0
2019-12-17,1724900.0
2020-03-05,2143800.0
2019-02-12,1901600.0
2019-01-11,1857200.0
2018-12-10,1740500.0
2019-08-23,1942100.0
2018-11-08,1963800.0
2019-07-22,2208800.0
2019-06-20,1903300.0
2018-09-05,2540000.0
2019-04-17,7130600.0
2019-09-24,2235600.0
2019-12-20,2546000.0
2020-05-26,2137900.0
2019-04-30,3022100.0
2019-12-23,3117800.0
2020-03-11,2767800.0
2020-05-29,5884400.0
2019-12-26,2421400.0
2020-06-01,2340700.0
2019-05-02,2640600.0
2019-02-27,2548600.0
2018-11-23,2710200.0
2019-08-06,2086800.0
2018-07-18,2745900.0
2018-09-20,1410400.0
2018-10-22,1364400.0
2019-07-05,2524700.0
2019-06-03,1911400.0
2019-10-09,1656000.0
2019-10-11,4376800.0
2020-03-17,1247800.0
2020-06-04,2941900.0
2019-10-14,2163400.0
2020-03-20,2077600.0
2018-11-06,1856700.0
2019-06-18,2562200.0
2019-05-17,1458600.0
2019-04-15,2206700.0
2019-03-14,1888400.0
2019-01-09,1747700.0
2018-08-02,1946500.0
2018-10-05,2564700.0
2019-08-21,2102300.0
2019-10-17,2023700.0
2020-03-23,4682600.0
2020-06-10,1285000.0
2019-02-25,1589500.0
2020-01-07,2300100.0
2020-03-26,2493800.0
2019-10-23,8788300.0
