Dates,ABC
2018-08-22,1387600.0
2018-10-25,1050000.0
2019-01-29,1288400.0
2018-12-28,2009300.0
2018-11-26,830100.0
2019-08-09,871200.0
2019-07-08,1103200.0
2019-06-06,919600.0
2019-09-10,978800.0
2020-01-15,1670400.0
2020-04-03,1667200.0
2019-10-31,1339200.0
2020-04-06,1111500.0
2020-06-24,1249800.0
2018-11-09,1413000.0
2019-07-23,2275800.0
2019-06-21,1977300.0
2019-05-20,1523100.0
2019-04-18,1383900.0
2018-09-06,1717300.0
2018-10-08,957100.0
2019-02-13,3073600.0
2018-12-11,1603600.0
2019-09-25,1552800.0
2020-01-21,871000.0
2020-04-09,1547500.0
2019-11-06,1587300.0
2020-01-24,1431900.0
2020-01-27,1270400.0
2020-04-15,1908800.0
2018-12-26,1207700.0
2019-08-07,1006700.0
2019-06-04,815000.0
2018-09-21,719000.0
2018-07-19,1052500.0
2018-08-20,2035500.0
2018-10-23,3064500.0
2019-05-03,2090500.0
2019-04-01,1204600.0
2019-02-28,1727900.0
2019-11-12,1826600.0
2020-01-30,1774000.0
2019-11-15,1336100.0
2020-04-21,1087000.0
2019-04-16,1605100.0
2019-03-15,1333300.0
2019-02-11,1382000.0
2019-01-10,1199600.0
2019-08-22,1605900.0
2018-11-07,1910900.0
2018-08-03,1672000.0
2018-09-04,1187400.0
2019-06-19,809300.0
2019-09-23,1900300.0
2019-11-18,2047000.0
2020-02-05,802800.0
2020-04-24,841900.0
2019-03-29,1357500.0
2019-11-21,1891500.0
2020-04-27,1145400.0
2020-02-11,1412900.0
2020-04-30,1232200.0
2019-05-01,1418000.0
2019-02-26,1253900.0
2019-01-25,1136000.0
2018-12-24,1022700.0
2019-09-06,1003800.0
2018-07-17,1058800.0
2018-09-19,915500.0
2019-08-05,1377300.0
2019-10-08,1880400.0
2019-12-11,2403100.0
2019-11-27,2042900.0
2020-02-14,1699400.0
2020-05-06,1067600.0
2019-01-08,1137500.0
2018-12-07,1565400.0
2019-08-20,1193700.0
2018-11-05,1043700.0
2019-07-19,1066500.0
2018-10-04,710400.0
2019-06-17,968700.0
2019-05-16,1121500.0
2018-08-01,1542400.0
2019-03-13,2191200.0
2019-12-03,1495000.0
2020-02-20,810000.0
2019-12-06,942800.0
2020-05-12,2198400.0
2019-12-09,1190900.0
2020-02-26,928300.0
2020-05-15,840300.0
2019-03-28,812500.0
2018-09-17,757400.0
2018-08-16,595900.0
2018-10-19,723400.0
2019-04-29,803000.0
2019-01-23,1414300.0
2019-09-04,1503100.0
2018-11-20,3230300.0
2019-07-02,1252700.0
2019-05-31,1392200.0
2019-12-12,4485000.0
2020-05-18,1998900.0
2019-09-27,1446000.0
2020-03-03,898800.0
2020-05-21,862900.0
2019-05-14,1411500.0
2018-08-31,1368800.0
2018-07-30,1098500.0
2018-10-02,811800.0
2019-04-12,904000.0
2019-03-11,1017800.0
2019-02-07,1033200.0
2019-07-17,1008300.0
2019-09-19,1177000.0
2019-10-21,1183900.0
2019-12-18,1848300.0
2020-03-06,1918000.0
2019-10-03,1179400.0
2020-03-09,1091700.0
2020-05-27,1613400.0
2019-12-24,848400.0
2020-03-12,935200.0
2018-12-20,963900.0
2019-08-01,1231500.0
2018-08-14,1895200.0
2018-07-13,1026100.0
2018-10-17,1118900.0
2019-05-29,1262200.0
2019-03-26,1120900.0
2019-02-22,1049900.0
2019-10-04,1392700.0
2019-11-05,1315100.0
2019-12-27,2180200.0
2020-06-02,920100.0
2019-12-30,910300.0
2020-03-18,881900.0
2020-06-05,943300.0
2019-07-15,1400300.0
2018-12-03,1141900.0
2019-06-13,1298200.0
2019-01-04,1366400.0
2018-08-29,760500.0
2019-02-05,767300.0
2018-11-01,1212300.0
2019-08-16,1345000.0
2019-04-10,657500.0
2019-09-17,741800.0
2019-10-15,958100.0
2020-01-02,506000.0
2020-06-08,777800.0
2019-10-18,2691700.0
2020-03-24,3243000.0
2020-06-11,1550400.0
2020-01-08,2337600.0
2019-04-25,847100.0
2019-07-30,778800.0
2019-02-20,732800.0
2018-07-11,416400.0
2018-09-13,450400.0
2018-10-15,927500.0
2019-06-28,1382200.0
2018-12-18,957100.0
2018-11-16,1232000.0
2019-10-02,883300.0
2020-03-27,2029600.0
2020-01-10,1454000.0
2019-10-24,1941700.0
2020-03-30,983700.0
2020-06-17,1846200.0
2020-01-14,1105700.0
2020-04-02,712000.0
2019-01-02,1002400.0
2019-08-14,1100000.0
2018-10-30,676500.0
2019-06-11,640900.0
2019-05-10,1176200.0
2019-04-08,992800.0
2018-08-27,1194300.0
2018-07-26,890000.0
2018-09-28,1885200.0
2019-03-07,629700.0
2019-10-30,355800.0
2020-01-17,1109600.0
2020-06-23,902100.0
2020-04-08,743000.0
2020-06-26,997200.0
2019-03-22,723000.0
2019-01-17,1076200.0
2019-08-29,1767800.0
2018-11-14,984400.0
2019-06-26,507500.0
2018-09-11,977000.0
2018-07-09,970800.0
2018-08-10,1947200.0
2019-04-23,1527600.0
2019-09-30,1444200.0
2020-01-23,1666800.0
2019-11-08,865400.0
2020-04-14,283400.0
2019-11-11,487200.0
2020-01-29,388400.0
2020-04-17,592400.0
2018-07-24,1002000.0
2018-09-26,817600.0
2019-05-08,801500.0
2019-03-05,765000.0
2019-02-01,845300.0
2018-12-31,1182000.0
2018-11-29,795400.0
2019-08-12,965100.0
2019-07-11,1026200.0
2019-09-13,1921800.0
2019-11-14,1434900.0
2020-04-20,1205000.0
2020-02-04,1455500.0
2020-04-23,1205600.0
2018-12-14,1551600.0
2019-08-27,1552900.0
2018-08-08,2306800.0
2018-10-11,1622700.0
2018-11-12,1144800.0
2019-07-26,1691200.0
2019-06-24,2138300.0
2019-05-23,1217800.0
2019-03-20,1014600.0
2019-01-15,1498600.0
2019-11-20,1608200.0
2020-02-07,1246100.0
2020-02-10,1467200.0
2020-04-29,1371600.0
2019-11-26,1156100.0
2020-02-13,1315100.0
2019-01-30,1155600.0
2018-08-23,1602200.0
2018-09-24,1566000.0
2018-11-27,915800.0
2018-10-26,1808100.0
2019-07-09,1213700.0
2019-06-07,1541700.0
2019-05-06,2239400.0
2019-04-04,1907100.0
2019-09-11,2566200.0
2019-11-29,3829400.0
2020-05-05,4528000.0
2019-12-02,2190400.0
2020-02-19,1411300.0
2020-05-08,1365800.0
2019-05-21,1760100.0
2019-03-18,3673000.0
2018-09-07,2214400.0
2018-08-06,2384900.0
2018-10-09,7108200.0
2019-02-14,2835300.0
2018-12-12,2777400.0
2019-07-24,3792400.0
2019-09-26,3229200.0
2019-10-28,2189100.0
2019-12-05,3203800.0
2020-05-11,2234800.0
2019-07-03,1951800.0
2020-02-25,2284100.0
2020-05-14,3263800.0
2020-02-28,1600500.0
2019-08-08,1770200.0
2019-06-05,2074700.0
2018-07-20,1336300.0
2018-08-21,2570500.0
2018-10-24,1517200.0
2019-04-02,1514800.0
2019-03-01,1311100.0
2019-01-28,1729500.0
2018-12-27,1348700.0
2019-09-09,2118700.0
2020-03-02,985300.0
2020-05-20,967600.0
2019-12-17,1674000.0
2020-03-05,1669500.0
2019-02-12,1032000.0
2019-01-11,1257800.0
2018-12-10,911000.0
2019-08-23,1036400.0
2018-11-08,1325800.0
2019-07-22,1913100.0
2019-06-20,1457100.0
2018-09-05,1879900.0
2019-04-17,1683700.0
2019-09-24,1120800.0
2019-12-20,1354000.0
2020-05-26,1349600.0
2019-04-30,1362800.0
2019-12-23,1755300.0
2020-03-11,1175300.0
2020-05-29,1264200.0
2019-12-26,1141900.0
2020-06-01,1520700.0
2019-05-02,1488200.0
2019-02-27,1694200.0
2018-11-23,1066800.0
2019-08-06,983700.0
2018-07-18,2352700.0
2018-09-20,1076900.0
2018-10-22,1027100.0
2019-07-05,1024800.0
2019-06-03,1166100.0
2019-10-09,1312700.0
2019-10-11,1582100.0
2020-03-17,1012600.0
2020-06-04,2078000.0
2019-10-14,1168000.0
2020-03-20,1473400.0
2018-11-06,1474000.0
2019-06-18,1357100.0
2019-05-17,953600.0
2019-04-15,905000.0
2019-03-14,1305200.0
2019-01-09,1545600.0
2018-08-02,1151000.0
2018-10-05,1157300.0
2019-08-21,1166200.0
2019-10-17,856400.0
2020-03-23,1739700.0
2020-06-10,936400.0
2019-02-25,2404400.0
2020-01-07,1394400.0
2020-03-26,985000.0
2019-10-23,2830100.0
