Dates,EFX
2019-02-28,123.66999816894531
2019-11-12,121.61000061035156
2020-01-30,119.9000015258789
2019-11-15,119.55999755859375
2020-04-21,116.94000244140625
2019-04-16,119.41000366210938
2019-03-15,119.33000183105469
2019-02-11,122.22000122070312
2019-01-10,122.25
2019-08-22,122.12999725341797
2018-11-07,123.93000030517578
2018-08-03,123.94999694824219
2018-09-04,122.62000274658203
2019-06-19,122.33999633789062
2019-09-23,124.0
2019-11-18,123.01000213623047
2020-02-05,124.9000015258789
2020-04-24,121.9800033569336
2019-03-29,122.33999633789062
2019-11-21,124.30000305175781
2020-04-27,128.19000244140625
2020-02-11,129.25999450683594
2020-04-30,131.0
2019-05-01,131.1300048828125
2019-02-26,131.05999755859375
2019-01-25,131.27999877929688
2018-12-24,133.0399932861328
2019-09-06,133.2899932861328
2018-07-17,133.14999389648438
2018-09-19,134.27000427246094
2019-08-05,134.1999969482422
2019-10-08,136.2100067138672
2019-12-11,135.07000732421875
2019-11-27,134.38999938964844
2020-02-14,132.99000549316406
2020-05-06,131.42999267578125
2019-01-08,132.7100067138672
2018-12-07,135.63999938964844
2019-08-20,136.99000549316406
2018-11-05,136.67999267578125
2019-07-19,138.85000610351562
2018-10-04,138.4199981689453
2019-06-17,137.69000244140625
2019-05-16,137.24000549316406
2018-08-01,137.9499969482422
2019-03-13,136.8699951171875
2019-12-03,137.77000427246094
2020-02-20,137.88999938964844
2019-12-06,137.52999877929688
2020-05-12,138.85000610351562
2019-12-09,139.25999450683594
2020-02-26,140.52000427246094
2020-05-15,140.27999877929688
2019-03-28,140.8000030517578
2018-09-17,142.89999389648438
2018-08-16,144.02999877929688
2018-10-19,143.0500030517578
2019-04-29,143.02999877929688
2019-01-23,142.17999267578125
2019-09-04,141.8000030517578
2018-11-20,140.32000732421875
2019-07-02,138.8000030517578
2019-05-31,136.75
2019-12-12,137.57000732421875
2020-05-18,140.39999389648438
2019-09-27,144.4600067138672
2020-03-03,143.9600067138672
2020-05-21,141.47000122070312
2019-05-14,143.60000610351562
2018-08-31,141.6699981689453
2018-07-30,141.58999633789062
2018-10-02,143.99000549316406
2019-04-12,145.55999755859375
2019-03-11,143.89999389648438
2019-02-07,144.88999938964844
2019-07-17,144.83999633789062
2019-09-19,143.85000610351562
2019-10-21,143.42999267578125
2019-12-18,145.19000244140625
2020-03-06,145.3000030517578
2019-10-03,146.69000244140625
2020-03-09,147.47000122070312
2020-05-27,147.32000732421875
2019-12-24,146.63999938964844
2020-03-12,148.58999633789062
2018-12-20,147.91000366210938
2019-08-01,147.63999938964844
2018-08-14,143.8300018310547
2018-07-13,142.85000610351562
2018-10-17,144.1699981689453
2019-05-29,143.2899932861328
2019-03-26,141.7899932861328
2019-02-22,142.1199951171875
2019-10-04,142.05999755859375
2019-11-05,142.8300018310547
2019-12-27,141.77999877929688
2020-06-02,141.52999877929688
2019-12-30,142.97999572753906
2020-03-18,142.99000549316406
2020-06-05,143.80999755859375
2019-07-15,143.91000366210938
2018-12-03,141.8800048828125
2019-06-13,141.8000030517578
2019-01-04,137.14999389648438
2018-08-29,136.72999572753906
2019-02-05,139.1699981689453
2018-11-01,138.58999633789062
2019-08-16,137.1199951171875
2019-04-10,139.64999389648438
2019-09-17,141.6699981689453
2019-10-15,144.9499969482422
2020-01-02,145.64999389648438
2020-06-08,145.44000244140625
2019-10-18,145.22999572753906
2020-03-24,146.8000030517578
2020-06-11,146.4499969482422
2020-01-08,146.1300048828125
2019-04-25,145.66000366210938
2019-07-30,139.9499969482422
2019-02-20,141.35000610351562
2018-07-11,138.75
2018-09-13,138.5800018310547
2018-10-15,137.5800018310547
2019-06-28,136.07000732421875
2018-12-18,137.35000610351562
2018-11-16,138.75999450683594
2019-10-02,139.35000610351562
2020-03-27,134.9600067138672
2020-01-10,135.72000122070312
2019-10-24,136.1999969482422
2020-03-30,134.57000732421875
2020-06-17,135.3800048828125
2020-01-14,135.85000610351562
2020-04-02,136.22000122070312
2019-01-02,137.86000061035156
2019-08-14,139.02000427246094
2018-10-30,140.0500030517578
2019-06-11,142.69000244140625
2019-05-10,142.00999450683594
2019-04-08,139.47999572753906
2018-08-27,139.38999938964844
2018-07-26,139.63999938964844
2018-09-28,141.3300018310547
2019-03-07,141.9199981689453
2019-10-30,141.47000122070312
2020-01-17,140.08999633789062
2020-06-23,137.47999572753906
2020-04-08,138.02000427246094
2020-06-26,137.97000122070312
2019-03-22,139.47999572753906
2019-01-17,138.4199981689453
2019-08-29,137.75
2018-11-14,137.17999267578125
2019-06-26,138.92999267578125
2018-09-11,139.0399932861328
2018-07-09,140.19000244140625
2018-08-10,138.52999877929688
2019-04-23,138.02999877929688
2019-09-30,138.75
2020-01-23,139.25
2019-11-08,140.0
2020-04-14,139.83999633789062
2019-11-11,140.50999450683594
2020-01-29,140.88999938964844
2020-04-17,140.50999450683594
2018-07-24,140.17999267578125
2018-09-26,142.5800018310547
2019-05-08,143.0500030517578
2019-03-05,143.52999877929688
2019-02-01,143.80999755859375
2018-12-31,147.24000549316406
2018-11-29,148.25999450683594
2019-08-12,148.30999755859375
2019-07-11,148.85000610351562
2019-09-13,148.7100067138672
2019-11-14,150.1699981689453
2020-04-20,151.17999267578125
2020-02-04,153.6199951171875
2020-04-23,154.47999572753906
2018-12-14,155.42999267578125
2019-08-27,155.0399932861328
2018-08-08,155.39999389648438
2018-10-11,153.50999450683594
2018-11-12,155.25
2019-07-26,155.6999969482422
2019-06-24,154.19000244140625
2019-05-23,152.44000244140625
2019-03-20,152.50999450683594
2019-01-15,155.82000732421875
2019-11-20,157.08999633789062
2020-02-07,156.9499969482422
2020-02-10,156.2100067138672
2020-04-29,155.69000244140625
2019-11-26,155.99000549316406
2020-02-13,154.9600067138672
2019-01-30,164.77000427246094
2018-08-23,164.38999938964844
2018-09-24,162.60000610351562
2018-11-27,162.2899932861328
2018-10-26,162.08999633789062
2019-07-09,161.32000732421875
2019-06-07,157.92999267578125
2019-05-06,157.0
2019-04-04,155.55999755859375
2019-09-11,152.08999633789062
2019-11-29,143.52999877929688
2020-05-05,151.02999877929688
2019-12-02,154.3699951171875
2020-02-19,163.0399932861328
2020-05-08,161.02999877929688
2019-05-21,155.97000122070312
2019-03-18,148.32000732421875
2018-09-07,152.8699951171875
2018-08-06,152.02999877929688
2018-10-09,139.75999450683594
2019-02-14,142.4199981689453
2018-12-12,131.74000549316406
2019-07-24,136.33999633789062
2019-09-26,127.16999816894531
2019-10-28,122.69999694824219
2019-12-05,118.0
2020-05-11,110.9800033569336
2019-07-03,114.93000030517578
2020-02-25,119.47000122070312
2020-05-14,122.20999908447266
2020-02-28,123.22000122070312
2019-08-08,124.61000061035156
2019-06-05,122.91000366210938
2018-07-20,117.20999908447266
2018-08-21,114.23999786376953
2018-10-24,112.08999633789062
2019-04-02,114.95999908447266
2019-03-01,123.33999633789062
2019-01-28,124.16999816894531
2018-12-27,128.0
2019-09-09,124.06999969482422
2020-03-02,130.50999450683594
2020-05-20,127.73999786376953
2019-12-17,125.61000061035156
2020-03-05,128.1199951171875
2019-02-12,130.6699981689453
2019-01-11,133.55999755859375
2018-12-10,132.91000366210938
2019-08-23,133.7899932861328
2018-11-08,131.7100067138672
2019-07-22,138.52999877929688
2019-06-20,143.2100067138672
2018-09-05,144.58999633789062
2019-04-17,142.13999938964844
2019-09-24,138.6300048828125
2019-12-20,141.91000366210938
2020-05-26,147.83999633789062
2019-04-30,148.10000610351562
2019-12-23,149.8800048828125
2020-03-11,150.7100067138672
2020-05-29,149.72000122070312
2019-12-26,148.3699951171875
2020-06-01,145.2899932861328
2019-05-02,145.1699981689453
2019-02-27,145.4600067138672
2018-11-23,149.1199951171875
2019-08-06,147.9199981689453
2018-07-18,150.97999572753906
2018-09-20,149.1999969482422
2018-10-22,147.8800048828125
2019-07-05,153.75999450683594
2019-06-03,154.22999572753906
2019-10-09,155.97000122070312
2019-10-11,155.1999969482422
2020-03-17,156.64999389648438
2020-06-04,167.38999938964844
2019-10-14,174.0800018310547
2020-03-20,177.19000244140625
2018-11-06,179.74000549316406
2019-06-18,180.07000732421875
2019-05-17,177.92999267578125
2019-04-15,176.77999877929688
2019-03-14,174.05999755859375
2019-01-09,173.38999938964844
2018-08-02,169.08999633789062
2018-10-05,173.74000549316406
2019-08-21,172.82000732421875
2019-10-17,172.2899932861328
2020-03-23,173.27999877929688
2020-06-10,172.11000061035156
2019-02-25,172.7899932861328
2020-01-07,171.38999938964844
2020-03-26,168.1199951171875
2019-10-23,168.52000427246094
