Dates,PFE
2019-02-28,26189600.0
2019-11-12,22592000.0
2020-01-30,18721500.0
2019-11-15,16500500.0
2020-04-21,26575700.0
2019-04-16,25401100.0
2019-03-15,31803300.0
2019-02-11,24201600.0
2019-01-10,27692300.0
2019-08-22,23009100.0
2018-11-07,27310300.0
2018-08-03,23979700.0
2018-09-04,24189700.0
2019-06-19,14595200.0
2019-09-23,46907600.0
2019-11-18,25517800.0
2020-02-05,16455700.0
2020-04-24,21479400.0
2019-03-29,21483000.0
2019-11-21,17508100.0
2020-04-27,20321500.0
2020-02-11,23239300.0
2020-04-30,18997600.0
2019-05-01,14493100.0
2019-02-26,17849300.0
2019-01-25,15461900.0
2018-12-24,13723000.0
2019-09-06,12521700.0
2018-07-17,13372800.0
2018-09-19,21663600.0
2019-08-05,20639100.0
2019-10-08,22296300.0
2019-12-11,36187100.0
2019-11-27,23362500.0
2020-02-14,26972500.0
2020-05-06,38908300.0
2019-01-08,20868100.0
2018-12-07,37690900.0
2019-08-20,20261700.0
2018-11-05,15694400.0
2019-07-19,9770000.0
2018-10-04,17357900.0
2019-06-17,22728000.0
2019-05-16,13494600.0
2018-08-01,14514800.0
2019-03-13,36417000.0
2019-12-03,31860500.0
2020-02-20,19320600.0
2019-12-06,18551600.0
2020-05-12,15504300.0
2019-12-09,13025500.0
2020-02-26,22345900.0
2020-05-15,11909000.0
2019-03-28,18583400.0
2018-09-17,17189600.0
2018-08-16,16617300.0
2018-10-19,19983100.0
2019-04-29,61251600.0
2019-01-23,90834600.0
2019-09-04,53424500.0
2018-11-20,48980000.0
2019-07-02,27660000.0
2019-05-31,43671900.0
2019-12-12,30347100.0
2020-05-18,30376900.0
2019-09-27,22159800.0
2020-03-03,24090800.0
2020-05-21,41117300.0
2019-05-14,43215800.0
2018-08-31,36654100.0
2018-07-30,29140100.0
2018-10-02,28474700.0
2019-04-12,20870300.0
2019-03-11,18911300.0
2019-02-07,18224600.0
2019-07-17,16065600.0
2019-09-19,26342800.0
2019-10-21,16573700.0
2019-12-18,23449100.0
2020-03-06,24713400.0
2019-10-03,18605600.0
2020-03-09,17906400.0
2020-05-27,25260900.0
2019-12-24,19591500.0
2020-03-12,20964700.0
2018-12-20,19804000.0
2019-08-01,23411400.0
2018-08-14,30598100.0
2018-07-13,16094100.0
2018-10-17,15837100.0
2019-05-29,22864900.0
2019-03-26,18858700.0
2019-02-22,20960100.0
2019-10-04,18671300.0
2019-11-05,16837200.0
2019-12-27,43634400.0
2020-06-02,16409100.0
2019-12-30,22947400.0
2020-03-18,19231200.0
2020-06-05,16185700.0
2019-07-15,16682800.0
2018-12-03,16323900.0
2019-06-13,20885200.0
2019-01-04,21307400.0
2018-08-29,20945100.0
2019-02-05,17139800.0
2018-11-01,11156900.0
2019-08-16,14005000.0
2019-04-10,12935800.0
2019-09-17,11573700.0
2019-10-15,17501000.0
2020-01-02,8255200.0
2020-06-08,14400600.0
2019-10-18,13696200.0
2020-03-24,14527600.0
2020-06-11,13490700.0
2020-01-08,12558900.0
2019-04-25,13804000.0
2019-07-30,13283300.0
2019-02-20,18973800.0
2018-07-11,16601200.0
2018-09-13,24478500.0
2018-10-15,30561700.0
2019-06-28,20891300.0
2018-12-18,23282600.0
2018-11-16,18276300.0
2019-10-02,16802400.0
2020-03-27,20577300.0
2020-01-10,17796300.0
2019-10-24,21562900.0
2020-03-30,25262700.0
2020-06-17,11900300.0
2020-01-14,12655000.0
2020-04-02,24530600.0
2019-01-02,23900000.0
2019-08-14,34515000.0
2018-10-30,17158000.0
2019-06-11,25118700.0
2019-05-10,18925600.0
2019-04-08,19869600.0
2018-08-27,24235300.0
2018-07-26,29973800.0
2018-09-28,32846900.0
2019-03-07,18217300.0
2019-10-30,9292100.0
2020-01-17,14844400.0
2020-06-23,19800600.0
2020-04-08,13758300.0
2020-06-26,12427000.0
2019-03-22,12209400.0
2019-01-17,14840200.0
2019-08-29,18189100.0
2018-11-14,14771700.0
2019-06-26,12727200.0
2018-09-11,15824000.0
2018-07-09,22948600.0
2018-08-10,27550300.0
2019-04-23,25938700.0
2019-09-30,20894000.0
2020-01-23,55218000.0
2019-11-08,16560100.0
2020-04-14,4921900.0
2019-11-11,8903300.0
2020-01-29,9599300.0
2020-04-17,10962300.0
2018-07-24,14398200.0
2018-09-26,15668000.0
2019-05-08,14158300.0
2019-03-05,14963900.0
2019-02-01,19077900.0
2018-12-31,15563100.0
2018-11-29,20846200.0
2019-08-12,20452900.0
2019-07-11,14603800.0
2019-09-13,19847400.0
2019-11-14,22700000.0
2020-04-20,15385600.0
2020-02-04,21901300.0
2020-04-23,21931400.0
2018-12-14,17170600.0
2019-08-27,25757600.0
2018-08-08,32394400.0
2018-10-11,30326400.0
2018-11-12,66605700.0
2019-07-26,32415300.0
2019-06-24,30660900.0
2019-05-23,32157500.0
2019-03-20,19806200.0
2019-01-15,29554900.0
2019-11-20,27935000.0
2020-02-07,19969400.0
2020-02-10,20781400.0
2020-04-29,18973800.0
2019-11-26,15206200.0
2020-02-13,21768800.0
2019-01-30,20967500.0
2018-08-23,19930500.0
2018-09-24,17066900.0
2018-11-27,16841500.0
2018-10-26,40752500.0
2019-07-09,30764000.0
2019-06-07,36024000.0
2019-05-06,39733300.0
2019-04-04,45464900.0
2019-09-11,52576400.0
2019-11-29,62686900.0
2020-05-05,39880900.0
2019-12-02,43808800.0
2020-02-19,36728800.0
2020-05-08,33298200.0
2019-05-21,38834000.0
2019-03-18,40971400.0
2018-09-07,38470900.0
2018-08-06,62002100.0
2018-10-09,59517500.0
2019-02-14,57450700.0
2018-12-12,48382400.0
2019-07-24,51442700.0
2019-09-26,41636600.0
2019-10-28,56756100.0
2019-12-05,49799800.0
2020-05-11,50145200.0
2019-07-03,42188600.0
2020-02-25,42316200.0
2020-05-14,41053100.0
2020-02-28,36328600.0
2019-08-08,28409400.0
2019-06-05,27956500.0
2018-07-20,25341200.0
2018-08-21,25794000.0
2018-10-24,31155000.0
2019-04-02,38428100.0
2019-03-01,22985100.0
2019-01-28,24216300.0
2018-12-27,29141300.0
2019-09-09,17334100.0
2020-03-02,20726100.0
2020-05-20,20220300.0
2019-12-17,19599100.0
2020-03-05,23154500.0
2019-02-12,21376300.0
2019-01-11,22746900.0
2018-12-10,19151900.0
2019-08-23,19151200.0
2018-11-08,16470000.0
2019-07-22,22195500.0
2019-06-20,33839400.0
2018-09-05,25159900.0
2019-04-17,27933100.0
2019-09-24,21517900.0
2019-12-20,18874300.0
2020-05-26,22888000.0
2019-04-30,22815400.0
2019-12-23,31827400.0
2020-03-11,18881700.0
2020-05-29,24307800.0
2019-12-26,18344700.0
2020-06-01,23336700.0
2019-05-02,21216800.0
2019-02-27,24155600.0
2018-11-23,21479200.0
2019-08-06,18478400.0
2018-07-18,16607400.0
2018-09-20,16747800.0
2018-10-22,14972700.0
2019-07-05,22068400.0
2019-06-03,24577000.0
2019-10-09,21367900.0
2019-10-11,46146300.0
2020-03-17,72945900.0
2020-06-04,40503700.0
2019-10-14,36766600.0
2020-03-20,25629400.0
2018-11-06,34825100.0
2019-06-18,28647200.0
2019-05-17,20564600.0
2019-04-15,28042900.0
2019-03-14,59930400.0
2019-01-09,35952400.0
2018-08-02,34390400.0
2018-10-05,52767500.0
2019-08-21,26089000.0
2019-10-17,30625100.0
2020-03-23,41732700.0
2020-06-10,22137100.0
2019-02-25,35759400.0
2020-01-07,29238800.0
2020-03-26,26013900.0
2019-10-23,39994300.0
